"player","player_id","position","team_name","player_game_count","attempts","attempts_with_hangtime","average_hangtime","average_net_yards","average_yards_per_attempt","average_yards_per_return","blocks","declined_penalties","downeds","fair_catches","franchise_id","grades_punter","inside_twenties","long","out_of_bounds","penalties","percent_returned","return_yards","returns","snaps","total_hangtime","total_net_yards","touchbacks","yards","week","year"
"Matt Bosher",6344,"P","ATL",1,5,5,3.87,39.8,43.2,8.5,0,0,2,1,2,57.4,3,59,0,0,40,17,2,5,19.33,199,0,216,15,2015
"Chris Jones",6798,"P","DAL",1,4,4,4.62,47.75,49.5,7,0,0,0,1,9,67.5,2,52,2,0,25,7,1,4,18.46,191,0,198,15,2015
"Bryan Anger",7072,"P","JAX",1,6,6,4.3,38.83,42.33,5.3,0,0,0,1,15,59.1,1,60,1,0,66.7,21,4,6,25.82,233,0,254,15,2015
"Brad Nortman",7192,"P","CAR",1,7,7,4.41,40.86,45.43,8,0,0,0,3,5,67.1,1,59,0,0,57.1,32,4,7,30.88,286,0,318,15,2015
"Johnny Hekker",7252,"P","SL",1,5,5,4.89,44.4,44.4,,0,0,2,3,26,67.7,3,49,0,0,0,0,0,5,24.46,222,0,222,15,2015
"Drew Butler",7302,"P","ARZ",1,4,4,4.44,36,39,6,0,0,1,1,1,60.4,2,45,0,0,50,12,2,4,17.77,144,0,156,15,2015
"Marquette King",7410,"P","OAK",1,5,5,4.27,38.6,43.4,12,0,0,2,0,23,52.4,2,60,1,0,40,24,2,5,21.36,193,0,217,15,2015
"Ryan Quigley",7573,"P","NYJ",1,5,5,4.51,36,40.6,7.7,0,0,0,0,22,73,2,57,2,0,60,23,3,5,22.54,180,0,203,15,2015
"Jeff Locke",7937,"P","MIN",1,3,3,4.4,36.33,43,,0,0,0,2,18,59.4,0,53,0,0,0,0,0,3,13.21,109,1,129,15,2015
"Sam Martin",7947,"P","DET",1,3,3,4.38,40.33,44.33,6,0,0,1,0,11,58.6,1,49,0,0,66.7,12,2,3,13.13,121,0,133,15,2015
"Colton Schmidt",8104,"P","BUF",1,4,4,3.4,33.75,35,2.5,0,0,1,1,4,44.6,0,47,0,0,50,5,2,4,13.59,135,0,140,15,2015
"Ryan Allen",8242,"P","NE",1,4,4,3.93,39.5,45.5,12,0,0,0,0,19,58.1,0,56,2,0,50,24,2,4,15.7,158,0,182,15,2015
"Brad Wing",8256,"P","NYG",1,7,7,4.01,33,42.14,14.7,0,0,1,2,21,43.9,3,51,0,0,42.9,44,3,7,28.05,231,1,295,15,2015
"Tress Way",8358,"P","WAS",1,3,3,4.75,40,46.67,0,0,0,0,1,32,71.2,1,57,0,0,33.3,0,1,3,14.26,120,1,140,15,2015
"Pat O'Donnell",8826,"P","CHI",1,4,4,4.55,40.25,40.25,,0,0,1,3,6,59.6,3,45,0,0,0,0,0,4,18.2,161,0,161,15,2015
"Jacob Schum",9373,"P","TB",1,3,3,4.25,40.67,40.67,,0,0,1,2,30,57.4,1,52,0,0,0,0,0,3,12.74,122,0,122,15,2015
"Bradley Pinion",9598,"P","SF",1,7,7,4.36,40.71,40.57,-0.3,0,0,0,3,28,51.1,3,53,1,0,42.9,-1,3,7,30.51,285,0,284,15,2015
"Matt Darr",9812,"P","MIA",1,8,8,3.91,40.25,45.75,7.3,0,0,0,0,17,50.3,1,53,2,0,75,44,6,8,31.28,322,0,366,15,2015
"Jordan Berry",10236,"P","PIT",1,6,6,4.31,38,38.67,4,0,0,2,3,25,55.5,4,44,0,0,16.7,4,1,6,25.88,228,0,232,15,2015
"Shane Lechler",673,"P","HST",1,6,6,4.47,47,52.33,6.4,0,0,0,1,13,58.3,1,56,0,0,83.3,32,5,6,26.81,282,0,314,16,2015
"Mike Scifres",1458,"P","SD",1,5,5,4.1,41,42.8,4.5,0,0,0,3,27,51.9,1,52,0,0,40,9,2,5,20.5,205,0,214,16,2015
"Andy Lee",1906,"P","CLV",1,3,3,4.04,39.33,45,8.5,0,0,0,0,8,60.3,1,49,1,0,66.7,17,2,3,12.13,118,0,135,16,2015
"Donnie Jones",1939,"P","PHI",1,7,7,4.38,42.14,43.57,5,0,0,2,3,24,54.8,3,56,0,0,28.6,10,2,7,30.67,295,0,305,16,2015
"Dustin Colquitt",2316,"P","KC",1,5,5,3.96,29.4,36.8,8.5,0,0,1,1,16,55.4,1,47,0,0,40,17,2,5,19.81,147,1,184,16,2015
"Sam Koch",3148,"P","BLT",1,6,6,4.57,33,39.67,0,0,0,2,0,3,59.3,2,44,1,0,16.7,0,1,6,27.41,198,2,238,16,2015
"Jon Ryan",3493,"P","SEA",1,5,5,3.92,35.6,40.4,12,0,0,2,1,29,55.5,2,45,0,0,40,24,2,5,19.6,178,0,202,16,2015
"Brett Kern",4580,"P","TEN",1,9,9,4.38,43.33,47.44,9.3,0,0,0,2,31,79.4,7,60,2,0,44.4,37,4,9,39.4,390,0,427,16,2015
"Kevin Huber",5066,"P","CIN",1,5,5,4.06,35.4,47.4,10,0,0,0,1,7,54.1,1,56,0,0,40,20,2,5,20.31,177,2,237,16,2015
"Thomas Morstead",5088,"P","NO",1,2,2,4.29,37.5,49.5,4,0,0,0,0,20,59.9,0,52,0,0,50,4,1,2,8.57,75,1,99,16,2015
"Pat McAfee",5146,"P","IND",1,5,5,4.58,44,51,15,0,0,1,2,14,71.9,1,63,0,0,20,15,1,5,22.89,220,1,255,16,2015
"Britton Colquitt",5192,"P","DEN",1,5,5,4.32,41.8,43.4,2,0,0,0,0,10,61.1,3,54,1,0,80,8,4,5,21.62,209,0,217,16,2015
"Tim Masthay",5510,"P","GB",1,6,6,4.27,43.67,45.17,4.5,0,0,1,3,12,59.1,2,49,0,0,33.3,9,2,6,25.64,262,0,271,16,2015
"Matt Bosher",6344,"P","ATL",1,1,1,4.6,25,25,,0,0,0,1,2,60,1,25,0,0,0,0,0,1,4.6,25,0,25,16,2015
"Chris Jones",6798,"P","DAL",1,4,4,4.58,34.5,34.5,,0,0,2,1,9,67.7,3,45,1,0,0,0,0,4,18.33,138,0,138,16,2015
"Bryan Anger",7072,"P","JAX",1,3,3,4.94,49.67,50,1,0,0,1,1,15,65.8,2,53,0,0,33.3,1,1,3,14.82,149,0,150,16,2015
"Brad Nortman",7192,"P","CAR",1,3,3,4.81,36.67,43.33,,0,1,1,1,5,61.3,2,63,0,1,0,0,0,4,14.42,110,1,130,16,2015
"Johnny Hekker",7252,"P","SL",1,6,6,3.96,36.67,40,10,0,0,1,3,26,52.5,2,50,0,1,33.3,20,2,6,23.74,220,0,240,16,2015
"Drew Butler",7302,"P","ARZ",1,4,4,4.5,42.25,42.25,0,0,0,1,2,1,61.6,3,54,0,0,25,0,1,4,18.01,169,0,169,16,2015
"Marquette King",7410,"P","OAK",1,8,8,4.52,49.75,50,2,0,0,3,3,23,71.2,6,65,1,0,12.5,2,1,8,36.17,398,0,400,16,2015
"Ryan Quigley",7573,"P","NYJ",1,5,5,4.39,36,43.8,9.5,0,0,0,2,22,59,2,57,0,0,40,19,2,5,21.97,180,1,219,16,2015
"Jeff Locke",7937,"P","MIN",1,4,4,4.13,37.5,40.5,6,0,0,2,0,18,49.3,2,52,0,0,50,12,2,4,16.53,150,0,162,16,2015
"Sam Martin",7947,"P","DET",1,3,3,4.52,43.67,43.67,0,0,0,0,2,11,64.3,3,52,0,0,33.3,0,1,3,13.56,131,0,131,16,2015
"Colton Schmidt",8104,"P","BUF",1,3,3,3.85,37,47.67,16,0,0,0,0,4,64.2,1,49,1,0,66.7,32,2,3,11.55,111,0,143,16,2015
"Ryan Allen",8242,"P","NE",1,4,4,4.64,44,46,8,0,0,1,1,19,70.2,2,52,1,0,25,8,1,4,18.56,176,0,184,16,2015
"Brad Wing",8256,"P","NYG",1,6,6,4.06,40,40.17,1,0,0,2,2,21,48.4,2,48,1,0,16.7,1,1,6,24.37,240,0,241,16,2015
"Tress Way",8358,"P","WAS",1,7,7,4.63,47.14,49.57,-1,0,0,1,1,32,63.5,2,57,1,0,42.9,-3,3,7,32.42,330,1,347,16,2015
"Pat O'Donnell",8826,"P","CHI",1,4,4,4.53,43.25,44,1.5,0,0,0,2,6,64.4,2,47,0,0,50,3,2,5,18.1,173,0,176,16,2015
"Jacob Schum",9373,"P","TB",1,4,4,4.67,32,38.25,5,0,0,0,2,30,61.8,0,41,0,0,25,5,1,4,18.69,128,1,153,16,2015
"Bradley Pinion",9598,"P","SF",1,3,3,4.62,41.67,41.67,,0,0,0,3,28,57.2,1,47,0,0,0,0,0,3,13.85,125,0,125,16,2015
"Matt Darr",9812,"P","MIA",1,3,3,4.29,40.67,52.33,17.5,0,0,0,0,17,61.7,1,59,1,0,66.7,35,2,3,12.87,122,0,157,16,2015
"Jordan Berry",10236,"P","PIT",1,3,3,4.7,44,43.67,-1,0,0,0,2,25,63,1,46,0,0,33.3,-1,1,3,14.11,132,0,131,16,2015
"Shane Lechler",673,"P","HST",1,4,4,3.98,35,47.5,12.5,0,0,0,0,13,52.8,0,52,0,0,100,50,4,4,15.92,140,0,190,17,2015
"Mike Scifres",1458,"P","SD",1,7,7,4.28,43.14,50.71,11,0,0,2,1,27,52.7,1,56,0,0,42.9,33,3,7,29.94,302,1,355,17,2015
"Andy Lee",1906,"P","CLV",1,3,3,4.39,46,47.67,5,0,0,1,1,8,65.7,1,53,0,0,33.3,5,1,3,13.18,138,0,143,17,2015
"Donnie Jones",1939,"P","PHI",1,3,3,3.6,33,41.33,5,0,0,1,0,24,55.9,0,43,0,0,33.3,5,1,3,10.8,99,1,124,17,2015
"Dustin Colquitt",2316,"P","KC",1,5,5,4.29,35.6,35.6,,0,0,1,4,16,57.4,4,41,0,0,0,0,0,5,21.44,178,0,178,17,2015
"Sam Koch",3148,"P","BLT",1,4,4,3.99,42.5,42.5,,0,0,1,0,3,68,3,48,3,0,0,0,0,4,15.96,170,0,170,17,2015
"Jon Ryan",3493,"P","SEA",1,2,2,4.69,46.5,45.5,-2,0,0,0,1,29,61.3,2,46,0,0,50,-2,1,2,9.37,93,0,91,17,2015
"Brett Kern",4580,"P","TEN",1,6,6,4.43,47,50,4.5,0,0,0,2,31,67.2,3,52,0,0,66.7,18,4,6,26.57,282,0,300,17,2015
"Kevin Huber",5066,"P","CIN",1,7,7,4.19,41.14,43.29,2.5,0,0,0,1,7,53.3,3,53,0,0,85.7,15,6,7,29.36,288,0,303,17,2015
"Thomas Morstead",5088,"P","NO",1,2,2,4.4,52.5,52.5,,0,0,0,2,20,60.6,1,55,0,0,0,0,0,2,8.79,105,0,105,17,2015
"Pat McAfee",5146,"P","IND",1,5,5,4.34,41.2,43,4.5,0,0,3,0,14,65.9,2,58,0,0,40,9,2,5,21.72,206,0,215,17,2015
"Britton Colquitt",5192,"P","DEN",1,3,3,4.57,44.67,44.67,0,0,0,0,2,10,61.6,1,53,0,0,33.3,0,1,3,13.71,134,0,134,17,2015
"Tim Masthay",5510,"P","GB",1,4,4,3.63,38.25,43.5,7,0,0,0,0,12,53.8,1,49,1,0,75,21,3,4,14.53,153,0,174,17,2015
"Matt Bosher",6344,"P","ATL",1,2,2,4.21,37,37,,0,0,0,2,2,60.2,2,45,0,0,0,0,0,2,8.41,74,0,74,17,2015
"Chris Jones",6798,"P","DAL",1,5,5,4.16,45,46.2,3,0,0,0,1,9,60,1,51,2,0,40,6,2,5,20.79,225,0,231,17,2015
"Bryan Anger",7072,"P","JAX",1,5,5,4.58,46.6,50.2,4.5,0,0,0,1,15,69.2,3,60,0,0,80,18,4,5,22.9,233,0,251,17,2015
"Brad Nortman",7192,"P","CAR",1,2,2,4.76,35.5,38,5,0,0,0,1,5,59.7,2,51,0,0,50,5,1,2,9.52,71,0,76,17,2015
"Johnny Hekker",7252,"P","SL",1,6,6,3.79,39.83,43.17,,0,1,2,3,26,68.5,1,68,0,1,0,0,0,6,22.76,239,1,259,17,2015
"Drew Butler",7302,"P","ARZ",1,6,6,4.34,24.17,47.33,34.8,0,0,0,1,1,65.6,1,56,1,0,66.7,139,4,6,26.02,145,0,284,17,2015
"Marquette King",7410,"P","OAK",1,6,6,4.3,41.5,45.17,7.3,0,0,1,0,23,62.7,2,57,2,0,50,22,3,7,25.82,249,0,271,17,2015
"Ryan Quigley",7573,"P","NYJ",1,4,4,4.14,36.25,40.25,16,0,0,2,0,22,51.9,0,50,1,0,25,16,1,4,16.56,145,0,161,17,2015
"Jeff Locke",7937,"P","MIN",1,5,5,4.43,36,39,7.5,0,0,0,3,18,54.1,3,52,0,0,40,15,2,5,22.16,180,0,195,17,2015
"Sam Martin",7947,"P","DET",1,3,3,4.11,44.67,47.67,4.5,0,0,0,1,11,59.4,0,58,0,0,66.7,9,2,3,12.32,134,0,143,17,2015
"Colton Schmidt",8104,"P","BUF",1,5,5,4.39,44.4,48.6,5.3,0,0,0,1,4,64.2,2,51,0,0,80,21,4,5,21.96,222,0,243,17,2015
"Ryan Allen",8242,"P","NE",1,7,7,4.25,42.57,51.57,14.3,0,0,0,2,19,57.8,2,61,1,0,42.9,43,3,7,29.73,298,1,361,17,2015
"Brad Wing",8256,"P","NYG",1,3,3,4.09,35.67,35.67,,0,0,3,0,21,60.1,3,42,0,0,0,0,0,3,12.27,107,0,107,17,2015
"Tress Way",8358,"P","WAS",1,4,4,4.68,48.5,50,3,0,0,0,2,32,77.4,3,58,0,0,50,6,2,4,18.7,194,0,200,17,2015
"Pat O'Donnell",8826,"P","CHI",1,2,2,4.06,51,51,,0,0,1,1,6,58.8,2,55,0,0,0,0,0,2,8.11,102,0,102,17,2015
"Jacob Schum",9373,"P","TB",1,4,4,4.44,35.5,36.75,2.5,0,0,0,2,30,56.2,1,41,0,0,50,5,2,4,17.76,142,0,147,17,2015
"Bradley Pinion",9598,"P","SF",1,5,5,4.5,33.8,39,3,0,0,0,1,28,57.3,3,61,1,0,40,6,2,5,22.5,169,1,195,17,2015
"Matt Darr",9812,"P","MIA",1,5,5,4.32,39.2,48.6,13.5,0,0,0,2,17,64,2,56,0,0,40,27,2,5,21.61,196,1,243,17,2015
"Jordan Berry",10236,"P","PIT",1,3,3,4.27,41.33,52,12,0,0,1,0,25,61.4,1,57,0,0,33.3,12,1,3,12.81,124,1,156,17,2015
"Shane Lechler",673,"P","HST",1,6,6,4.68,31.67,47.67,18,0,0,0,1,13,70.7,1,60,0,0,33.3,36,2,6,28.07,190,3,286,1,2014
"Mike Scifres",1458,"P","SD",1,6,6,4.73,36,39.33,,0,0,0,4,27,61.7,2,52,1,0,0,0,0,6,28.37,216,1,236,1,2014
"Andy Lee",1906,"P","SF",1,4,4,4.22,45.5,45.5,0,0,0,1,1,28,63.1,3,54,0,0,25,0,1,4,16.88,182,0,182,1,2014
"Donnie Jones",1939,"P","PHI",1,6,6,4.15,33.67,38.33,9.3,0,0,1,2,24,62.7,5,52,0,0,50,28,3,6,24.9,202,0,230,1,2014
"Dustin Colquitt",2316,"P","KC",1,5,5,4.43,43,42.6,-2,0,0,0,3,16,60.7,2,52,0,0,20,-2,1,5,22.16,215,0,213,1,2014
"Michael Koenen",2682,"P","TB",1,5,5,4.44,36.8,44,12,0,0,1,1,30,61.7,2,56,0,0,60,36,3,5,22.18,184,0,220,1,2014
"Sam Koch",3148,"P","BLT",1,4,4,4.68,31,42.25,45,0,0,0,3,3,60.3,2,52,0,0,25,45,1,4,18.73,124,0,169,1,2014
"Jon Ryan",3493,"P","SEA",1,2,2,4.38,33,33,,0,0,0,2,29,62.9,2,39,0,0,0,0,0,2,8.76,66,0,66,1,2014
"Steve Weatherford",3552,"P","NYG",1,5,5,3.8,38,40.2,3.7,0,0,1,1,21,62.9,1,56,0,0,60,11,3,5,19.02,190,0,201,1,2014
"Brandon Fields",3841,"P","MIA",1,2,2,4.43,41.5,49,7.5,0,0,0,0,17,60.5,0,49,0,0,100,15,2,2,8.85,83,0,98,1,2014
"Brett Kern",4580,"P","TEN",1,6,6,4.56,42.83,50.67,11.8,0,0,0,2,31,70.4,3,63,0,0,66.7,47,4,6,27.34,257,0,304,1,2014
"Kevin Huber",5066,"P","CIN",1,4,4,4.17,36,36.5,1,0,0,0,2,7,56.2,3,45,0,0,50,2,2,4,16.66,144,0,146,1,2014
"Thomas Morstead",5088,"P","NO",1,2,2,4.98,45,45.5,1,0,0,1,0,20,61.3,2,48,0,0,50,1,1,2,9.96,90,0,91,1,2014
"Pat McAfee",5146,"P","IND",1,4,4,4.61,43.75,49.75,1.3,0,0,0,0,14,61.4,0,59,0,0,75,4,3,4,18.45,175,1,199,1,2014
"Britton Colquitt",5192,"P","DEN",1,5,5,4.56,42,46.8,4.8,0,0,0,0,10,62.6,1,53,0,0,100,24,5,5,22.78,210,0,234,1,2014
"Tim Masthay",5510,"P","GB",1,4,4,4.53,37,37.75,1.5,0,0,1,1,12,61.8,1,57,0,0,50,3,2,4,18.11,148,0,151,1,2014
"Matt Bosher",6344,"P","ATL",1,3,3,5.06,45.67,52.33,,0,0,0,2,2,68.4,0,66,0,0,0,0,0,3,15.17,137,1,157,1,2014
"Spencer Lanning",6566,"P","CLV",1,7,7,4.34,35.43,44.86,15.3,0,0,1,2,8,58.2,2,57,0,0,42.9,46,3,7,30.37,248,1,314,1,2014
"Chris Jones",6798,"P","DAL",1,2,2,4.8,47,53.5,13,0,0,0,1,9,60.6,1,56,0,0,50,13,1,2,9.6,94,0,107,1,2014
"Bryan Anger",7072,"P","JAX",1,8,8,4.55,38.75,46.5,15.5,0,0,2,2,15,68.5,2,61,0,0,50,62,4,8,36.42,310,0,372,1,2014
"Brad Nortman",7192,"P","CAR",1,6,6,4.76,37.67,47,14,0,0,1,1,5,66.8,2,54,0,0,66.7,56,4,6,28.58,226,0,282,1,2014
"Johnny Hekker",7252,"P","SL",1,6,6,4.65,45.5,46.5,6,0,0,2,2,26,73.1,3,57,1,0,16.7,6,1,6,27.89,273,0,279,1,2014
"Drew Butler",7302,"P","ARZ",1,4,4,4.47,40.25,54.5,8.5,0,0,0,0,1,64.7,0,61,0,0,50,17,2,5,17.86,161,2,218,1,2014
"Marquette King",7410,"P","OAK",1,9,9,4.96,40.78,44.67,7.5,0,0,1,5,23,61.9,1,61,0,0,22.2,15,2,9,44.66,367,1,402,1,2014
"Ryan Quigley",7573,"P","NYJ",1,5,5,4.62,38.8,44.2,7,0,0,1,1,22,67.3,2,56,1,0,20,7,1,5,23.1,194,1,221,1,2014
"Jeff Locke",7937,"P","MIN",1,5,5,4.79,41.6,46.4,4.8,0,0,0,0,18,68.5,1,52,0,0,100,24,5,5,23.97,208,0,232,1,2014
"Sam Martin",7947,"P","DET",1,2,2,4.69,39.5,54.5,15,0,0,0,0,11,61.6,1,57,0,0,100,30,2,2,9.37,79,0,109,1,2014
"Colton Schmidt",8104,"P","BUF",1,5,5,4.58,43.2,43,-1,0,0,2,2,4,68.6,4,54,0,0,20,-1,1,5,22.91,216,0,215,1,2014
"Ryan Allen",8242,"P","NE",1,5,5,4.14,43.4,48.2,8,0,0,0,2,19,57.2,2,63,0,0,60,24,3,6,20.71,217,0,241,1,2014
"Brad Wing",8256,"P","PIT",1,6,6,4.38,40.33,43.67,0,0,0,0,4,25,54.5,2,56,0,0,16.7,0,1,6,26.3,242,1,262,1,2014
"Tress Way",8358,"P","WAS",1,5,5,4.61,43.6,49.2,7,0,0,0,1,32,68.4,2,61,0,0,80,28,4,6,23.03,218,0,246,1,2014
"Pat O'Donnell",8826,"P","CHI",1,4,4,4.17,36.25,39.75,7,0,0,0,1,6,59.6,2,45,2,0,50,14,2,4,16.68,145,0,159,1,2014
"Shane Lechler",673,"P","HST",1,2,2,4.17,48.5,50,3,0,0,0,1,13,59.7,1,65,0,0,50,3,1,2,8.34,97,0,100,2,2014
"Mike Scifres",1458,"P","SD",1,3,3,4.42,34.67,41.33,,0,0,0,1,27,59.3,2,53,1,0,0,0,0,3,13.25,104,1,124,2,2014
"Andy Lee",1906,"P","SF",1,1,1,4.55,53,54,1,0,0,0,0,28,60,0,54,0,0,100,1,1,1,4.55,53,0,54,2,2014
"Donnie Jones",1939,"P","PHI",1,4,4,4.43,42.75,53.75,11,0,0,0,0,24,60.3,0,59,0,0,100,44,4,4,17.7,171,0,215,2,2014
"Dustin Colquitt",2316,"P","KC",1,2,2,4.89,40,40,,0,0,1,1,16,61.6,2,40,0,0,0,0,0,2,9.78,80,0,80,2,2014
"Michael Koenen",2682,"P","TB",1,2,2,2.37,27.5,27,-1,0,0,1,0,30,60.2,0,54,0,0,50,-1,1,2,4.74,55,0,54,2,2014
"Sam Koch",3148,"P","BLT",1,2,2,4.74,48.5,55,6.5,0,0,0,0,3,61.2,0,56,0,0,100,13,2,2,9.47,97,0,110,2,2014
"Jon Ryan",3493,"P","SEA",1,4,4,4.62,41.75,53.25,6,0,0,0,0,29,70.8,0,66,1,0,25,6,1,4,18.49,167,2,213,2,2014
"Steve Weatherford",3552,"P","NYG",1,4,4,4.07,20.25,44.25,38,0,0,0,1,21,59.2,1,47,0,0,50,76,2,4,16.26,81,1,177,2,2014
"Brandon Fields",3841,"P","MIA",1,5,5,3.86,36.6,39.8,8,0,0,0,1,17,53.5,0,49,2,0,40,16,2,6,19.3,183,0,199,2,2014
"Brett Kern",4580,"P","TEN",1,5,5,4.18,38,45,15,0,0,2,0,31,61.2,1,54,1,0,20,15,1,5,20.89,190,1,225,2,2014
"Kevin Huber",5066,"P","CIN",1,4,4,4.59,41,42.75,7,0,0,2,1,7,57.2,2,49,0,0,25,7,1,4,18.34,164,0,171,2,2014
"Thomas Morstead",5088,"P","NO",1,5,5,4.75,40.8,41.2,2,0,0,1,2,20,67.7,2,47,1,0,20,2,1,5,23.75,204,0,206,2,2014
"Pat McAfee",5146,"P","IND",1,4,4,4.81,49,55.25,6.3,0,0,0,0,14,79,1,61,0,0,100,25,4,4,19.22,196,0,221,2,2014
"Britton Colquitt",5192,"P","DEN",1,3,3,4.65,43.33,44,1,0,0,0,1,10,65.7,1,53,0,0,66.7,2,2,3,13.96,130,0,132,2,2014
"Tim Masthay",5510,"P","GB",1,4,4,4.32,46.25,49,3.7,0,0,0,0,12,61.3,0,56,1,0,75,11,3,4,17.27,185,0,196,2,2014
"Matt Bosher",6344,"P","ATL",1,6,6,4.61,36.67,44.33,8.7,0,0,0,2,2,59.7,2,57,0,0,50,26,3,6,27.68,220,1,266,2,2014
"Spencer Lanning",6566,"P","CLV",1,5,5,4.52,42,41.6,-2,0,0,0,4,8,59.5,3,48,0,0,20,-2,1,5,22.62,210,0,208,2,2014
"Chris Jones",6798,"P","DAL",1,4,4,4.51,45.25,55.25,,0,0,1,0,9,59.9,1,62,1,0,0,0,0,4,18.05,181,2,221,2,2014
"Bryan Anger",7072,"P","JAX",1,8,8,4.45,39.75,47.75,9.1,0,0,0,0,15,63.2,2,55,1,0,87.5,64,7,8,35.61,318,0,382,2,2014
"Brad Nortman",7192,"P","CAR",1,6,6,4.7,36.17,44.83,17.3,0,0,0,2,5,68.4,1,57,1,0,50,52,3,6,28.2,217,0,269,2,2014
"Johnny Hekker",7252,"P","SL",1,2,2,4.4,49,49,0,0,0,0,1,26,60.4,1,53,0,0,50,0,1,2,8.8,98,0,98,2,2014
"Drew Butler",7302,"P","ARZ",1,4,4,4.19,41,41,0,0,0,1,1,1,59.9,2,51,0,0,50,0,2,4,16.75,164,0,164,2,2014
"Marquette King",7410,"P","OAK",1,3,3,4.03,37,40,4.5,0,0,0,1,23,57.9,0,47,0,0,66.7,9,2,3,12.09,111,0,120,2,2014
"Ryan Quigley",7573,"P","NYJ",1,5,5,4.49,43.2,46.2,5,0,0,1,1,22,61.4,2,54,0,0,60,15,3,5,22.44,216,0,231,2,2014
"Jeff Locke",7937,"P","MIN",1,5,5,4.46,32.4,45.6,16.5,0,0,0,1,18,57.6,1,57,0,0,80,66,4,5,22.28,162,0,228,2,2014
"Sam Martin",7947,"P","DET",1,5,5,3.96,37,42.6,4,0,0,0,3,11,59.3,1,45,0,0,40,8,2,5,19.78,185,1,213,2,2014
"Colton Schmidt",8104,"P","BUF",1,4,4,4.39,31.75,33.5,7,0,0,0,2,4,62,3,41,0,0,25,7,1,4,17.57,127,0,134,2,2014
"Ryan Allen",8242,"P","NE",1,5,5,4.21,40,42.2,11,0,0,1,2,19,61.5,4,59,1,0,20,11,1,5,21.05,200,0,211,2,2014
"Brad Wing",8256,"P","PIT",1,4,4,4.47,34,45.75,23.5,0,0,1,1,25,64.7,1,56,0,0,50,47,2,4,17.88,136,0,183,2,2014
"Tress Way",8358,"P","WAS",1,4,4,4.68,42.5,49.75,4.5,0,0,0,0,32,60.4,1,61,1,0,50,9,2,4,18.73,170,1,199,2,2014
"Pat O'Donnell",8826,"P","CHI",1,5,5,4.57,38.8,47.6,6,0,0,0,0,6,64.5,1,52,0,0,80,24,4,6,22.85,194,1,238,2,2014
"Shane Lechler",673,"P","HST",1,4,4,4.45,42.75,50.75,6,0,0,0,0,13,67.7,1,63,1,0,50,12,2,5,17.79,171,1,203,3,2014
"Mike Scifres",1458,"P","SD",1,6,6,4.19,39.67,49.67,0,0,0,1,0,27,60.9,3,72,1,0,16.7,0,1,6,25.14,238,3,298,3,2014
"Andy Lee",1906,"P","SF",1,4,4,4.61,41.5,43.5,8,0,0,0,3,28,62.6,2,56,0,0,25,8,1,4,18.43,166,0,174,3,2014
"Donnie Jones",1939,"P","PHI",1,4,4,4.21,35.75,37.25,6,0,0,0,2,24,64.4,2,41,1,0,25,6,1,4,16.82,143,0,149,3,2014
"Dustin Colquitt",2316,"P","KC",1,5,5,4.75,48.2,49.8,2.7,0,0,2,0,16,71.8,2,61,0,0,60,8,3,5,23.73,241,0,249,3,2014
"Michael Koenen",2682,"P","TB",1,7,7,4.62,34.14,43.86,22.7,0,0,0,2,30,66.7,3,56,2,0,42.9,68,3,7,32.35,239,0,307,3,2014
"Sam Koch",3148,"P","BLT",1,3,3,4.51,37,43.67,0,0,0,1,0,3,61.9,1,58,0,0,33.3,0,1,3,13.54,111,1,131,3,2014
"Jon Ryan",3493,"P","SEA",1,6,6,4.85,47.67,50.17,7.5,0,0,1,3,29,74.5,5,66,0,0,33.3,15,2,6,29.09,286,0,301,3,2014
"Steve Weatherford",3552,"P","NYG",1,4,4,4.1,39,39.75,3,0,0,0,2,21,61.6,4,48,1,0,25,3,1,4,16.4,156,0,159,3,2014
"Brandon Fields",3841,"P","MIA",1,7,7,4.26,32.43,46.71,20,0,0,2,0,17,60.6,3,60,0,0,71.4,100,5,7,29.79,227,0,327,3,2014
"Brett Kern",4580,"P","TEN",1,4,4,4.23,25.25,35.25,,0,0,0,1,31,55.4,0,45,1,0,0,0,0,4,16.93,101,2,141,3,2014
"Kevin Huber",5066,"P","CIN",1,4,4,4.42,49,49.25,1,0,0,3,0,7,67.7,3,55,0,0,25,1,1,4,17.69,196,0,197,3,2014
"Thomas Morstead",5088,"P","NO",1,4,4,4.55,44,46.75,2.8,0,0,0,0,20,69.2,2,54,0,0,100,11,4,4,18.18,176,0,187,3,2014
"Pat McAfee",5146,"P","IND",1,2,2,4.85,53.5,53.5,,0,0,1,1,14,61.6,2,56,0,0,0,0,0,2,9.7,107,0,107,3,2014
"Britton Colquitt",5192,"P","DEN",1,8,8,4.51,42.75,47.25,7.2,0,0,0,3,10,63.2,3,58,0,0,62.5,36,5,8,36.09,342,0,378,3,2014
"Tim Masthay",5510,"P","GB",1,5,5,4.55,39.8,43,8,0,0,0,2,12,62.6,2,48,1,0,40,16,2,5,22.77,199,0,215,3,2014
"Matt Bosher",6344,"P","ATL",1,2,2,4.55,37.5,42,9,0,0,0,1,2,60.6,1,45,0,0,50,9,1,2,9.1,75,0,84,3,2014
"Spencer Lanning",6566,"P","CLV",1,4,4,4.6,40,45,,0,0,1,1,8,59.9,1,52,1,0,0,0,0,4,18.38,160,1,180,3,2014
