"player","player_id","position","team_name","player_game_count","attempts","attempts_with_hangtime","average_hangtime","average_net_yards","average_yards_per_attempt","average_yards_per_return","blocks","declined_penalties","downeds","fair_catches","franchise_id","grades_punter","inside_twenties","long","out_of_bounds","penalties","percent_returned","return_yards","returns","snaps","total_hangtime","total_net_yards","touchbacks","yards","week","year"
"Tommy Townsend",33007,"P","KC",1,6,6,4.74,54.33,56.83,5,0,0,2,1,16,65.3,5,64,0,0,50,15,3,6,28.46,326,0,341,9,2021
"Jake Bailey",33963,"P","NE",1,3,3,4.47,42.67,50.67,4,0,0,1,0,19,63.3,2,55,0,0,33.3,4,1,3,13.4,128,1,152,9,2021
"A.J. Cole III",36038,"P","LV",1,2,2,4,37,50,13,0,0,0,0,23,60.6,0,58,0,0,100,26,2,2,7.99,74,0,100,9,2021
"Mitch Wishnowsky",44663,"P","SF",1,4,4,4.38,40.25,40.75,2,0,0,0,3,28,61.3,3,57,0,0,25,2,1,4,17.51,161,0,163,9,2021
"Blake Gillikin",45045,"P","NO",1,3,3,4.33,34,40.67,,0,0,1,1,20,55.9,1,45,0,0,0,0,0,3,13,102,1,122,9,2021
"Pressley Harvin III",62973,"P","PIT",1,5,5,3.96,35.2,39.2,,0,0,1,1,25,60.6,2,46,2,0,0,0,0,5,19.79,176,1,196,9,2021
"Jamie Gillan",63303,"P","CLV",1,3,3,4.32,32,39.33,11,0,0,0,1,8,60,1,48,0,0,66.7,22,2,3,12.95,96,0,118,9,2021
"Arryn Siposs",82019,"P","PHI",1,3,3,3.95,40,43.33,10,0,0,2,0,24,55.2,1,44,0,0,33.3,10,1,3,11.85,120,0,130,9,2021
"Andy Lee",1906,"P","ARZ",1,4,4,4.27,43,48.5,11,0,0,0,2,1,56.9,2,51,0,0,50,22,2,4,17.07,172,0,194,10,2021
"Dustin Colquitt",2316,"P","ATL",1,4,4,4.04,48,57.75,9.5,1,0,1,0,2,59,1,66,0,0,50,19,2,5,16.16,192,1,231,10,2021
"Sam Koch",3148,"P","BLT",1,8,8,4.23,38.88,40.13,5,0,0,1,3,3,58.6,4,53,2,0,25,10,2,8,33.83,311,0,321,10,2021
"Brett Kern",4580,"P","TEN",1,5,5,4.21,40.2,41,4,0,0,0,1,31,66.1,1,46,3,0,20,4,1,5,21.05,201,0,205,10,2021
"Bryan Anger",7072,"P","DAL",1,4,4,4.35,44.75,47.5,3.7,0,0,0,1,9,59.7,0,60,0,0,75,11,3,4,17.38,179,0,190,10,2021
"Johnny Hekker",7252,"P","LA",1,3,3,4.1,41.33,41.33,,0,0,0,3,26,60.3,0,44,0,0,0,0,0,3,12.3,124,0,124,10,2021
"Sam Martin",7947,"P","DEN",1,4,4,4.3,50.75,53,4.5,0,0,0,1,10,63.7,1,60,1,0,50,9,2,4,17.19,203,0,212,10,2021
"Tress Way",8358,"P","WAS",1,2,2,3.71,37.5,44.5,7,0,0,0,0,32,58.8,0,45,0,0,100,14,2,2,7.42,75,0,89,10,2021
"Michael Palardy",9277,"P","MIA",1,8,8,4.18,42.38,43.5,9,0,0,2,4,17,56.1,2,52,1,0,12.5,9,1,8,33.42,339,0,348,10,2021
"Bradley Pinion",9598,"P","TB",1,3,3,4.46,38,41.33,10,0,0,0,1,30,60,2,46,1,0,33.3,10,1,3,13.39,114,0,124,10,2021
"Ty Long",9728,"K","LAC",1,5,5,4.51,34.6,48.4,23,0,0,1,1,27,64.4,2,59,0,0,60,69,3,5,22.54,173,0,242,10,2021
"Jordan Berry",10236,"P","MIN",1,3,3,3.8,38,45.67,7.7,0,0,0,0,18,60.7,2,55,0,0,100,23,3,3,11.41,114,0,137,10,2021
"Lachlan Edwards",10869,"P","CAR",1,3,3,4.13,43,51,8,0,0,0,0,5,56.5,1,55,0,0,100,24,3,3,12.39,129,0,153,10,2021
"Rigoberto Sanchez",12130,"P","IND",1,7,7,4.19,41.29,45.57,7.5,0,0,0,3,14,61.7,1,55,0,0,57.1,30,4,7,29.3,289,0,319,10,2021
"Matt Haack",12212,"P","BUF",1,2,2,3.91,35,39,8,0,0,0,1,4,59.8,1,41,0,0,50,8,1,2,7.82,70,0,78,10,2021
"Corey Bojorquez",27626,"P","GB",1,3,3,4.17,46.67,46.67,,0,0,0,3,12,57.9,1,50,0,0,0,0,0,3,12.5,140,0,140,10,2021
"Logan Cooke",29214,"P","JAX",1,7,7,4.43,45.86,47.43,11,1,0,0,5,15,67,5,59,1,0,14.3,11,1,8,31.01,321,0,332,10,2021
"Tommy Townsend",33007,"P","KC",1,1,1,4.13,42,42,,0,0,0,1,16,60,0,42,0,0,0,0,0,1,4.13,42,0,42,10,2021
"Jake Bailey",33963,"P","NE",1,1,1,3.6,66,66,,0,0,1,0,19,60,1,66,0,0,0,0,0,1,3.6,66,0,66,10,2021
"Jack Fox",34735,"P","DET",1,10,10,3.89,37,46.4,9,0,0,1,1,11,45.1,1,61,0,0,60,54,6,10,38.88,370,2,464,10,2021
"Michael Dickson",35381,"P","SEA",1,6,6,4.17,40.83,45.67,7.3,0,0,0,1,29,63.8,4,61,1,0,66.7,29,4,6,24.99,245,0,274,10,2021
"A.J. Cole III",36038,"P","LV",1,5,5,4.22,36.8,50,23,0,0,1,1,23,67.7,1,63,0,0,40,46,2,5,21.08,184,1,250,10,2021
"Mitch Wishnowsky",44663,"P","SF",1,3,3,4.2,42.33,42.33,,0,0,1,2,28,58,2,46,0,0,0,0,0,3,12.61,127,0,127,10,2021
"Braden Mann",44664,"P","NYJ",1,3,3,4.37,36.33,45,26,0,0,1,1,22,61.4,1,46,0,0,33.3,26,1,3,13.11,109,0,135,10,2021
"Blake Gillikin",45045,"P","NO",1,5,5,4.29,34.6,40.4,9,0,0,0,3,20,59.2,1,43,0,0,20,9,1,5,21.46,173,1,202,10,2021
"Pressley Harvin III",62973,"P","PIT",1,6,6,4.3,31.5,46.67,23.7,0,0,0,2,25,65.4,3,61,0,0,50,71,3,6,25.82,189,1,280,10,2021
"Jamie Gillan",63303,"P","CLV",1,4,4,3.92,47.25,47.25,,0,0,1,1,8,58.1,3,59,2,0,0,0,0,4,15.69,189,0,189,10,2021
"Arryn Siposs",82019,"P","PHI",1,3,3,4.42,42.33,51.33,13.5,0,0,0,1,24,65.7,1,54,0,0,66.7,27,2,3,13.27,127,0,154,10,2021
"Andy Lee",1906,"P","ARZ",1,4,4,3.61,34,41.25,4.5,0,0,0,0,1,55.4,0,48,1,0,50,9,2,4,14.42,136,1,165,11,2021
"Dustin Colquitt",2316,"P","ATL",1,5,5,4.42,50.4,53.8,5.7,0,0,1,1,2,67,1,62,0,0,60,17,3,5,22.09,252,0,269,11,2021
"Sam Koch",3148,"P","BLT",1,6,6,4.37,39.33,43.33,4,0,0,3,0,3,67,4,57,1,0,16.7,4,1,6,26.23,236,1,260,11,2021
"Brett Kern",4580,"P","TEN",1,2,2,4.25,35,40,10,0,0,0,0,31,60.5,1,53,1,0,50,10,1,2,8.49,70,0,80,11,2021
"Kevin Huber",5066,"P","CIN",1,2,2,4.06,41,52.5,11.5,0,0,0,0,7,60.9,0,58,0,0,100,23,2,2,8.11,82,0,105,11,2021
"Bryan Anger",7072,"P","DAL",1,6,6,4.49,45.17,46.67,9,0,0,2,2,9,55.9,3,53,1,0,16.7,9,1,6,26.96,271,0,280,11,2021
"Tress Way",8358,"P","WAS",1,3,3,4.59,43,46.33,10,0,0,0,2,32,64.3,1,56,0,0,33.3,10,1,3,13.77,129,0,139,11,2021
"Pat O'Donnell",8826,"P","CHI",1,5,5,3.64,37.2,41,9.5,0,0,2,1,6,58.3,2,53,0,0,40,19,2,5,18.22,186,0,205,11,2021
"Michael Palardy",9277,"P","MIA",1,4,4,4.17,40.75,47.75,14,0,0,0,2,17,57.3,1,57,0,0,50,28,2,4,16.67,163,0,191,11,2021
"Bradley Pinion",9598,"P","TB",1,3,3,4.5,45.33,45.33,,0,0,1,1,30,65.8,2,55,1,0,0,0,0,3,13.5,136,0,136,11,2021
"Ty Long",9728,"K","LAC",1,0,0,0,0,0,,1,0,0,0,27,59.8,0,0,0,0,0,0,0,1,0,0,0,0,11,2021
"Jordan Berry",10236,"P","MIN",1,3,3,3.93,41.67,41.67,,0,0,0,1,18,61.7,1,47,2,0,0,0,0,3,11.79,125,0,125,11,2021
"Riley Dixon",10862,"P","NYG",1,4,4,4.33,46,48.25,9,0,0,2,1,21,54.7,3,52,0,0,25,9,1,4,17.33,184,0,193,11,2021
"Lachlan Edwards",10869,"P","CAR",1,4,4,4.36,41.25,46.25,,0,0,1,1,5,58.1,0,55,1,0,0,0,0,4,17.43,165,1,185,11,2021
"Harrison Butker",11988,"K","KC",1,1,1,3.21,31,31,,0,0,1,0,16,60,1,31,0,0,0,0,0,1,3.21,31,0,31,11,2021
"Rigoberto Sanchez",12130,"P","IND",1,1,1,4.27,31,31,,0,0,1,0,14,60,1,31,0,0,0,0,0,1,4.27,31,0,31,11,2021
"Matt Haack",12212,"P","BUF",1,1,1,4.41,48,55,7,0,0,0,0,4,60,0,55,0,0,100,7,1,1,4.41,48,0,55,11,2021
"Cameron Johnston",12255,"P","HST",1,7,7,4.12,41,43.86,5,0,0,0,2,13,56.3,5,52,1,0,57.1,20,4,7,28.87,287,0,307,11,2021
"Corey Bojorquez",27626,"P","GB",1,2,2,4.8,47,51,8,0,0,0,1,12,60.9,2,62,0,0,50,8,1,2,9.6,94,0,102,11,2021
"Logan Cooke",29214,"P","JAX",1,4,4,4.57,48,48.25,1,0,0,0,3,15,68,3,52,0,0,25,1,1,4,18.28,192,0,193,11,2021
"Tommy Townsend",33007,"P","KC",1,3,3,4.49,46.33,55.33,3.5,0,0,0,0,16,58.6,1,68,0,0,66.7,7,2,3,13.48,139,1,166,11,2021
"Jake Bailey",33963,"P","NE",1,4,4,4.43,45.5,48.25,11,0,0,0,2,19,67.9,3,60,1,0,25,11,1,4,17.71,182,0,193,11,2021
"Jack Fox",34735,"P","DET",1,6,6,4.35,38,46.67,4,0,0,1,0,11,55,2,61,0,0,50,12,3,6,26.07,228,2,280,11,2021
"Michael Dickson",35381,"P","SEA",1,5,5,4.26,43.4,51.4,10,0,0,1,0,29,62.6,3,60,1,0,40,20,2,5,21.28,217,1,257,11,2021
"A.J. Cole III",36038,"P","LV",1,4,4,4.29,39,46.5,5,0,0,0,1,23,65.8,2,54,0,0,50,10,2,4,17.14,156,1,186,11,2021
"Mitch Wishnowsky",44663,"P","SF",1,2,2,4.42,44,44,0,0,0,0,1,28,59.8,0,45,0,0,50,0,1,2,8.84,88,0,88,11,2021
"Braden Mann",44664,"P","NYJ",1,4,4,4.64,38,38,,0,0,3,1,22,64.2,3,43,0,0,0,0,0,4,18.55,152,0,152,11,2021
"Blake Gillikin",45045,"P","NO",1,6,6,4.11,42.67,49.83,10.8,0,0,2,0,20,60.3,3,62,0,0,66.7,43,4,6,24.67,256,0,299,11,2021
"Pressley Harvin III",62973,"P","PIT",1,1,1,4.68,47,46,-1,0,0,0,0,25,60,0,46,0,0,100,-1,1,1,4.68,47,0,46,11,2021
"Jamie Gillan",63303,"P","CLV",1,5,5,4.15,34.4,37.8,17,0,0,1,3,8,51.4,2,52,0,0,20,17,1,5,20.74,172,0,189,11,2021
"Arryn Siposs",82019,"P","PHI",1,5,5,4.12,38.4,44.2,7.3,0,0,0,0,24,55.7,1,53,1,0,80,29,4,5,20.58,192,0,221,11,2021
"Sam Koch",3148,"P","BLT",1,3,3,4.3,39.67,45.33,-3,0,0,0,0,3,61.4,1,53,1,0,33.3,-3,1,3,12.89,119,1,136,12,2021
"Brett Kern",4580,"P","TEN",1,2,2,4.13,36,47.5,11.5,0,0,0,0,31,63,0,48,0,0,100,23,2,2,8.26,72,0,95,12,2021
"Kevin Huber",5066,"P","CIN",1,3,3,4.3,45.33,46.33,1.5,0,0,1,0,7,56.5,1,53,0,0,66.7,3,2,3,12.9,136,0,139,12,2021
"Thomas Morstead",5088,"P","ATL",1,5,5,4.24,35,44.8,14.5,0,0,0,2,2,59,3,55,0,0,40,29,2,5,21.21,175,1,224,12,2021
"Bryan Anger",7072,"P","DAL",1,7,7,4.58,50.14,55,11.3,0,0,0,4,9,77.4,2,60,0,0,42.9,34,3,7,32.08,351,0,385,12,2021
"Johnny Hekker",7252,"P","LA",1,5,5,3.44,41,41,0,0,0,2,0,26,53.8,1,53,2,0,20,0,1,5,17.19,205,0,205,12,2021
"Sam Martin",7947,"P","DEN",1,3,3,4.33,41.67,41.67,,0,0,1,1,10,60.7,2,43,1,0,0,0,0,3,12.99,125,0,125,12,2021
"Tress Way",8358,"P","WAS",1,5,5,4.3,43.6,43.6,,0,0,1,4,32,56.4,3,53,0,0,0,0,0,5,21.49,218,0,218,12,2021
"Pat O'Donnell",8826,"P","CHI",1,4,4,4.21,43.5,45.75,4.5,0,0,1,1,6,61.6,2,51,0,0,50,9,2,4,16.85,174,0,183,12,2021
"Michael Palardy",9277,"P","MIA",1,4,4,4.06,40.5,40.5,,0,0,0,3,17,59.9,4,46,1,0,0,0,0,4,16.23,162,0,162,12,2021
"Bradley Pinion",9598,"P","TB",1,4,4,4.68,35.5,41,7.3,0,0,0,0,30,59.6,1,55,1,0,75,22,3,4,18.72,142,0,164,12,2021
"Ty Long",9728,"K","LAC",1,3,3,3.94,41,45.33,6.5,0,0,0,0,27,56.5,0,48,1,0,66.7,13,2,3,11.82,123,0,136,12,2021
"Jordan Berry",10236,"P","MIN",1,3,3,4.2,48.67,53.33,7,0,0,0,1,18,58,1,59,0,0,66.7,14,2,3,12.61,146,0,160,12,2021
"Riley Dixon",10862,"P","NYG",1,5,5,3.61,35.6,39.2,4.5,0,0,0,0,21,46.7,1,46,1,0,80,18,4,5,18.07,178,0,196,12,2021
"Lachlan Edwards",10869,"P","CAR",1,5,5,4.06,43,52.2,8.7,1,0,0,1,5,57.9,0,58,0,0,60,26,3,6,20.3,215,1,261,12,2021
