"player","player_id","position","team_name","player_game_count","coverage_snaps","coverage_snaps_per_reception","coverage_snaps_per_target","franchise_id","interceptions","qb_rating_against","receptions","targets","touchdowns","yards","yards_after_catch","yards_per_coverage_snap","week","year"
"Gerald Hodges",7902,"LB","SF",1,3,,3,28,0,39.6,0,1,0,0,0,0,17,2015
"Danny Lansanah",4713,"LB","TB",1,2,,2,30,0,39.6,0,1,0,0,0,0,17,2015
"Nickell Robey-Coleman",8483,"CB","BUF",1,30,30,15,4,0,75,1,2,0,15,0,0.5,17,2015
"Malcolm Jenkins",4937,"S","PHI",1,42,21,7,24,0,42.4,2,6,0,8,6,0.19,17,2015
"Chris Lewis-Harris",7624,"CB","CIN",1,21,21,21,7,0,79.2,1,1,0,2,1,0.1,17,2015
"Bryce Callahan",10000,"CB","CHI",1,38,19,19,6,0,102.1,2,2,0,17,12,0.45,17,2015
"Brice McCain",5112,"CB","MIA",1,18,18,9,17,0,56.3,1,2,0,6,3,0.33,17,2015
"DeShawn Shead",7450,"CB","SEA",1,17,17,8.5,29,0,118.8,1,2,1,17,7,1,17,2015
"Casey Hayward Jr.",7064,"CB","GB",1,17,17,17,12,0,108.3,1,1,0,10,3,0.59,17,2015
"Will Allen",1832,"S","PIT",1,13,13,13,25,0,91.7,1,1,0,6,3,0.46,17,2015
"Lamarcus Joyner",8676,"CB","SL",1,24,12,6,26,0,59.4,2,4,0,15,13,0.63,17,2015
"Cortland Finnegan",3160,"CB","CAR",1,34,11.3,8.5,5,0,94.8,3,4,0,29,16,0.85,17,2015
"Keith Reaser",8805,"CB","SF",1,22,11,4.4,28,0,47.9,2,5,0,8,13,0.36,17,2015
"T.J. Carrie",8853,"CB","OAK",1,21,10.5,7,23,1,31.9,2,3,0,10,3,0.48,17,2015
"Justin Durant",3664,"LB","ATL",1,10,10,10,2,0,116.7,1,1,0,12,8,1.2,17,2015
"Reggie Nelson",3637,"S","CIN",1,10,10,10,7,0,116.7,1,1,0,12,0,1.2,17,2015
"Coty Sensabaugh",7115,"CB","TEN",1,30,10,6,31,0,76.3,3,5,0,29,9,0.97,17,2015
"Kemal Ishmael",8026,"S","ATL",1,10,10,5,2,0,56.3,1,2,0,5,2,0.5,17,2015
"Malcolm Butler",9040,"CB","NE",1,10,10,3.3,19,0,54.9,1,3,0,18,9,1.8,17,2015
"Brandon Boykin",7123,"CB","PIT",1,28,9.3,4.7,25,0,56.3,3,6,0,17,6,0.61,17,2015
"Kareem Jackson",5545,"CB","HST",1,28,9.3,9.3,13,1,59,3,3,0,23,12,0.82,17,2015
"Danny Trevathan",7177,"LB","DEN",1,9,9,4.5,10,0,60.4,1,2,0,8,6,0.89,17,2015
"Buster Skrine",6289,"CB","NYJ",1,18,9,6,22,0,95.1,2,3,0,27,13,1.5,17,2015
"Jeron Johnson",6621,"S","WAS",1,9,9,9,32,0,122.9,1,1,1,4,1,0.44,17,2015
"Shaq Thompson",9458,"LB","CAR",1,9,9,9,5,0,79.2,1,1,0,1,0,0.11,17,2015
"Thomas Davis Sr.",2231,"LB","CAR",1,8,8,8,5,0,95.8,1,1,0,7,1,0.88,17,2015
"Dashaun Phillips",9198,"CB","WAS",1,8,8,8,32,0,87.5,1,1,0,5,3,0.63,17,2015
"Captain Munnerlyn",5140,"CB","MIN",1,38,7.6,6.3,18,0,98.6,5,6,0,46,30,1.21,17,2015
"Patrick Chung",4957,"S","NE",1,15,7.5,5,19,0,78.5,2,3,0,15,4,1,17,2015
"Aaron Colvin",8749,"CB","JAX",1,28,7,4.7,15,0,82.6,4,6,0,36,22,1.29,17,2015
"Kyle Arrington",4742,"CB","BLT",1,14,7,4.7,3,0,74.3,2,3,0,12,13,0.86,17,2015
"Bobby Wagner",7050,"LB","SEA",1,7,7,7,29,0,79.2,1,1,0,3,0,0.43,17,2015
"Aqib Talib",4334,"CB","DEN",1,7,7,7,10,0,79.2,1,1,0,3,1,0.43,17,2015
"Leonard Johnson",7385,"CB","NE",1,20,6.7,5,19,0,100,3,4,0,34,23,1.7,17,2015
"Ron Parker",6625,"S","KC",1,33,6.6,5.5,16,1,41.7,5,6,0,21,12,0.64,17,2015
"Micah Hyde",7941,"S","GB",1,6,6,6,12,0,100,1,1,0,8,3,1.33,17,2015
"Logan Ryan",7864,"CB","NE",1,6,6,6,19,0,118.8,1,1,0,29,1,4.83,17,2015
"Hayes Pullard",9652,"LB","JAX",1,6,6,6,15,0,87.5,1,1,0,5,3,0.83,17,2015
"Jerraud Powers",5015,"CB","ARZ",1,18,6,3.6,1,0,77.9,3,5,0,31,26,1.72,17,2015
"Brandon Carr",4454,"CB","DAL",1,6,6,6,9,0,118.8,1,1,0,28,4,4.67,17,2015
"K'Waun Williams",9332,"CB","CLV",1,23,5.8,4.6,8,0,107.5,4,5,0,49,5,2.13,17,2015
"Will Blackmon",3060,"CB","WAS",1,34,5.7,4.9,32,1,108.3,6,7,1,70,35,2.06,17,2015
"Andre Hal",8850,"S","HST",1,11,5.5,5.5,13,0,116.7,2,2,0,24,10,2.18,17,2015
"Kyle Wilson",5554,"CB","NO",1,21,5.3,4.2,20,0,93.3,4,5,0,32,14,1.52,17,2015
"Terrance Mitchell",8888,"CB","DAL",1,16,5.3,4,9,0,153.1,3,4,1,47,46,2.94,17,2015
"Quandre Diggs",9633,"CB","DET",1,21,5.3,5.3,11,0,158.3,4,4,1,86,14,4.1,17,2015
"George Iloka",7159,"S","CIN",1,5,5,5,7,0,118.8,1,1,0,15,5,3,17,2015
"Trevin Wade",7227,"CB","NYG",1,20,5,3.3,21,0,114.6,4,6,1,25,19,1.25,17,2015
"Josh Evans",7951,"S","JAX",1,5,5,5,15,0,91.7,1,1,0,6,4,1.2,17,2015
"Andrew Sendejo",6118,"S","MIN",1,10,5,3.3,18,0,70.1,2,3,0,8,12,0.8,17,2015
"Kendrick Lewis",5659,"S","BLT",1,5,5,5,3,0,95.8,1,1,0,7,1,1.4,17,2015
"Marcus Williams",9115,"CB","NYJ",1,5,5,5,22,0,104.2,1,1,0,9,3,1.8,17,2015
"Alterraun Verner",5628,"CB","TB",1,14,4.7,3.5,30,0,156.3,3,4,1,55,10,3.93,17,2015
"Quintin Demps",4431,"S","HST",1,4,4,4,13,0,91.7,1,1,0,6,2,1.5,17,2015
"Marcus Gilchrist",6202,"S","NYJ",1,4,4,4,22,0,100,1,1,0,8,4,2,17,2015
"K.J. Wright",6251,"LB","SEA",1,4,4,4,29,0,118.8,1,1,0,19,22,4.75,17,2015
"Keith Tandy",7166,"S","TB",1,4,4,4,30,0,118.8,1,1,0,21,23,5.25,17,2015
"Charles Godfrey",4381,"S","ATL",1,4,4,4,2,0,118.8,1,1,0,22,3,5.5,17,2015
"James Harrison",1251,"ED","PIT",1,4,4,4,25,0,79.2,1,1,0,2,2,0.5,17,2015
"Neville Hewitt",9836,"LB","MIA",1,4,4,4,17,0,100,1,1,0,8,7,2,17,2015
"Sergio Brown",5803,"S","JAX",1,4,4,4,15,0,104.2,1,1,0,9,6,2.25,17,2015
"Darius Butler",4964,"CB","IND",1,14,3.5,3.5,14,0,108.3,4,4,0,40,14,2.86,17,2015
"Michael Thomas",7279,"S","MIA",1,7,3.5,3.5,17,0,93.8,2,2,0,13,2,1.86,17,2015
"Kenny Vaccaro",7796,"S","NO",1,7,3.5,3.5,20,0,102.1,2,2,0,17,1,2.43,17,2015
"Johnathan Cyprien",7814,"S","JAX",1,7,3.5,3.5,15,0,147.9,2,2,1,20,10,2.86,17,2015
"Leon Hall",3634,"CB","CIN",1,19,3.2,3.2,7,0,117.4,6,6,0,73,25,3.84,17,2015
"Vontaze Burfict",7280,"LB","CIN",1,6,3,2,7,0,93.8,2,3,0,26,16,4.33,17,2015
"Kurtis Drummond",10015,"S","HST",1,3,3,3,13,0,118.8,1,1,0,23,2,7.67,17,2015
"Paul Worrilow",8141,"LB","ATL",1,3,3,3,2,0,87.5,1,1,0,5,0,1.67,17,2015
"Anthony Barr",8644,"LB","MIN",1,3,3,3,18,0,118.8,1,1,0,14,6,4.67,17,2015
"James Ihedigbo",4147,"S","DET",1,6,3,3,11,1,64.6,2,2,0,18,7,3,17,2015
"Christian Kirksey",8706,"LB","CLV",1,3,3,3,8,0,91.7,1,1,0,6,1,2,17,2015
"Shiloh Keo",6296,"S","DEN",1,3,3,3,10,1,118.8,1,1,1,13,0,4.33,17,2015
"Harold Jones-Quartey",10055,"S","CHI",1,9,3,3,6,0,139.6,3,3,1,24,0,2.67,17,2015
"Keenan Robinson",7119,"LB","WAS",1,3,3,1.5,32,0,64.6,1,2,0,10,13,3.33,17,2015
"Malcolm Smith",6394,"LB","OAK",1,3,3,3,23,0,108.3,1,1,0,10,3,3.33,17,2015
"Robert Alford",7841,"CB","ATL",1,3,3,3,2,0,79.2,1,1,0,0,0,0,17,2015
"Wesley Woodyard",4583,"LB","TEN",1,3,3,3,31,0,91.7,1,1,0,6,9,2,17,2015
"Maurice Alexander",8745,"S","SL",1,8,2.7,2.7,26,0,84.7,3,3,0,13,12,1.63,17,2015
"Christian Jones",9020,"LB","CHI",1,5,2.5,2.5,6,0,118.8,2,2,0,28,18,5.6,17,2015
"Bradley Roby",8666,"CB","DEN",1,10,2.5,2,10,0,84.2,4,5,0,21,20,2.1,17,2015
"Darius Slay",7817,"CB","DET",1,2,2,2,11,0,104.2,1,1,0,9,1,4.5,17,2015
"Ryan Kerrigan",6168,"ED","WAS",1,2,2,2,32,0,118.8,1,1,0,19,26,9.5,17,2015
"Prince Amukamara",6171,"CB","NYG",1,2,2,2,21,0,91.7,1,1,0,6,3,3,17,2015
"Brock Coyle",8929,"LB","SEA",1,2,2,2,29,0,87.5,1,1,0,5,0,2.5,17,2015
"DeAngelo Hall",1729,"CB","WAS",1,4,2,2,32,0,133.3,2,2,1,13,4,3.25,17,2015
"Jayron Hosley",7094,"CB","NYG",1,2,2,2,21,0,118.8,1,1,1,3,0,1.5,17,2015
"Isa Abdul-Quddus",6722,"S","DET",1,2,2,2,11,0,91.7,1,1,0,6,8,3,17,2015
"Chad Greenway",2962,"LB","MIN",1,2,2,2,18,0,79.2,1,1,0,1,0,0.5,17,2015
"Jonathan Anderson",9998,"LB","CHI",1,2,2,2,6,0,83.3,1,1,0,4,2,2,17,2015
"Lavonte David",7060,"LB","TB",1,3,1.5,1.5,30,0,81.3,2,2,0,7,1,2.33,17,2015
"Brynden Trawick",8471,"S","BLT",1,1,1,1,3,0,79.2,1,1,0,-1,1,-1,17,2015
"Xavier Rhodes",7806,"CB","MIN",1,1,1,1,18,0,83.3,1,1,0,4,3,4,17,2015
"Daimion Stafford",8031,"S","TEN",1,1,1,1,31,0,83.3,1,1,0,4,3,4,17,2015
"Clay Matthews",4949,"LB","GB",1,1,1,1,12,0,108.3,1,1,0,10,4,10,17,2015
"Devin McCourty",5552,"S","NE",1,1,1,1,19,0,118.8,1,1,1,2,0,2,17,2015
"Brandon Marshall",7648,"LB","DEN",1,1,1,1,10,0,112.5,1,1,0,11,8,11,17,2015
"Wesley Woodyard",4583,"LB","TEN",1,5,,5,31,0,39.6,0,1,0,0,0,0,1,2014
"Jim Leonhard",2694,"S","CLV",1,1,,1,8,0,39.6,0,1,0,0,0,0,1,2014
"Devin McCourty",5552,"S","NE",1,6,,6,19,0,39.6,0,1,0,0,0,0,1,2014
"Corey Graham",3784,"CB","BUF",1,2,,2,4,0,39.6,0,1,0,0,0,0,1,2014
"Keith Rivers",4323,"LB","BUF",1,1,,1,4,0,39.6,0,1,0,0,0,0,1,2014
"DeAndre Levy",4999,"LB","DET",1,2,,2,11,1,0,0,1,0,0,0,0,1,2014
"Tyvon Branch",4414,"S","OAK",1,2,,2,23,0,39.6,0,1,0,0,0,0,1,2014
"Kenny Vaccaro",7796,"S","NO",1,12,,6,20,0,39.6,0,2,0,0,0,0,1,2014
"Logan Ryan",7864,"CB","NE",1,3,,3,19,0,39.6,0,1,0,0,0,0,1,2014
"Blidi Wreh-Wilson",7851,"CB","TEN",1,2,,2,31,0,39.6,0,1,0,0,0,0,1,2014
"Kamerion Wimbley",2958,"ED","TEN",1,2,,2,31,0,39.6,0,1,0,0,0,0,1,2014
"Bashaud Breeland",8737,"CB","WAS",1,5,,5,32,0,39.6,0,1,0,0,0,0,1,2014
"Eric Berry",5530,"S","KC",1,7,,7,16,0,39.6,0,1,0,0,0,0,1,2014
"Cortland Finnegan",3160,"CB","MIA",1,40,,20,17,0,39.6,0,2,0,0,0,0,1,2014
"Chris Harris Jr.",6457,"CB","DEN",1,4,,4,10,0,39.6,0,1,0,0,0,0,1,2014
"Keenan Lewis",5019,"CB","NO",1,1,,1,20,0,39.6,0,1,0,0,0,0,1,2014
"Ryan Clark",1229,"S","WAS",1,6,,6,32,0,39.6,0,1,0,0,0,0,1,2014
"Coty Sensabaugh",7115,"CB","TEN",1,30,30,15,31,0,56.3,1,2,0,4,7,0.13,1,2014
"Kareem Jackson",5545,"CB","HST",1,25,25,25,13,0,118.8,1,1,0,22,9,0.88,1,2014
"Kyle Wilson",5554,"CB","NYJ",1,16,16,8,22,0,56.3,1,2,0,3,7,0.19,1,2014
"Jerraud Powers",5015,"CB","ARZ",1,31,15.5,4.4,1,1,18.5,2,7,0,52,9,1.68,1,2014
"Brandon Flowers",4349,"CB","SD",1,30,15,15,27,0,118.8,2,2,0,51,7,1.7,1,2014
"Jimmie Ward",8665,"CB","SF",1,30,15,10,28,0,102.1,2,3,0,32,14,1.07,1,2014
"Leon Hall",3634,"CB","CIN",1,42,14,8.4,7,0,84.6,3,5,0,39,10,0.93,1,2014
"Nickell Robey-Coleman",8483,"CB","BUF",1,27,13.5,9,4,0,88.2,2,3,0,22,26,0.81,1,2014
"Bene Benwikere",8783,"CB","CAR",1,27,13.5,13.5,5,0,97.9,2,2,0,15,3,0.56,1,2014
"Reggie Nelson",3637,"S","CIN",1,13,13,13,7,0,95.8,1,1,0,7,10,0.54,1,2014
"Nevin Lawson",8768,"CB","DET",1,31,10.3,7.8,11,0,109.4,3,4,0,43,32,1.39,1,2014
"Aaron Williams",6186,"S","BUF",1,10,10,10,4,0,104.2,1,1,0,9,2,0.9,1,2014
"E.J. Biggers",5141,"CB","WAS",1,10,10,10,32,0,79.2,1,1,0,1,7,0.1,1,2014
"Lamarcus Joyner",8676,"CB","SL",1,9,9,9,26,0,112.5,1,1,0,11,2,1.22,1,2014
"Sterling Moore",6871,"CB","DAL",1,9,9,9,9,0,95.8,1,1,0,7,0,0.78,1,2014
"Buster Skrine",6289,"CB","CLV",1,25,8.3,8.3,8,0,102.8,3,3,0,26,11,1.04,1,2014
"Leonard Johnson",7385,"CB","TB",1,16,8,8,30,0,85.4,2,2,0,9,12,0.56,1,2014
"Marcus Burley",8142,"CB","SEA",1,16,8,5.3,29,0,119.4,2,3,1,16,5,1,1,2014
"T.J. Ward",5563,"S","DEN",1,14,7,4.7,10,0,70.1,2,3,0,6,5,0.43,1,2014
"Corey White",7652,"CB","NO",1,35,7,5.8,20,0,97.9,5,6,0,45,26,1.29,1,2014
"Darius Butler",4964,"CB","IND",1,21,7,3,14,0,53.9,3,7,0,27,19,1.29,1,2014
"Charles Godfrey",4381,"S","CAR",1,7,7,3.5,5,0,56.3,1,2,0,1,0,0.14,1,2014
"Rashad Johnson",5018,"S","ARZ",1,7,7,7,1,0,118.8,1,1,0,20,3,2.86,1,2014
"Jeremy Lane",7164,"CB","SEA",1,20,6.7,4,29,0,64.6,3,5,0,6,3,0.3,1,2014
"Robert McClain",5771,"CB","ATL",1,33,6.6,4.1,2,1,38,5,8,0,45,19,1.36,1,2014
"Bradley Roby",8666,"CB","DEN",1,45,6.4,4.5,10,0,100.4,7,10,0,96,45,2.13,1,2014
"Will Blackmon",3060,"CB","JAX",1,37,6.2,6.2,15,0,109,6,6,0,61,29,1.65,1,2014
"Paul Posluszny",3650,"LB","JAX",1,6,6,6,15,0,83.3,1,1,0,4,9,0.67,1,2014
"Dawan Landry",3091,"S","NYJ",1,6,6,6,22,0,79.2,1,1,0,1,4,0.17,1,2014
"Malcolm Jenkins",4937,"S","PHI",1,6,6,6,24,0,158.3,1,1,1,21,10,3.5,1,2014
"Walter Thurmond",5635,"CB","NYG",1,23,5.8,5.8,21,0,96.9,4,4,0,29,24,1.26,1,2014
"Captain Munnerlyn",5140,"CB","MIN",1,28,5.6,5.6,18,0,116.7,5,5,0,60,37,2.14,1,2014
"Dwight Lowery",4427,"S","ATL",1,11,5.5,3.7,2,0,109.7,2,3,0,74,50,6.73,1,2014
"Louis Delmas",4956,"S","MIA",1,5,5,5,17,0,91.7,1,1,0,6,2,1.2,1,2014
"D.J. Swearinger Sr.",7838,"S","HST",1,10,5,3.3,13,0,84,2,3,0,19,17,1.9,1,2014
"Darian Stewart",5820,"S","BLT",1,5,5,5,3,0,91.7,1,1,0,6,4,1.2,1,2014
"Da'Norris Searcy",6252,"S","BUF",1,5,5,5,4,0,87.5,1,1,0,5,0,1,1,2014
"Emmanuel Lamur",7561,"LB","CIN",1,10,5,2.5,7,1,16.7,2,4,0,9,8,0.9,1,2014
"Tony Jefferson",8361,"S","ARZ",1,9,4.5,3,1,0,79.9,2,3,0,16,3,1.78,1,2014
"Asa Jackson",7161,"CB","BLT",1,22,4.4,3.7,3,0,84,5,6,0,25,36,1.14,1,2014
"Chris Owens",5013,"CB","KC",1,31,4.4,3.9,16,0,112.5,7,8,0,88,67,2.84,1,2014
"Tim Jennings",3007,"CB","CHI",1,17,4.3,3.4,6,0,118.8,4,5,0,82,30,4.82,1,2014
"Brandon Boykin",7123,"CB","PHI",1,20,4,3.3,24,0,89.6,5,6,0,33,3,1.65,1,2014
"Brandon Marshall",7648,"LB","DEN",1,4,4,4,10,0,79.2,1,1,0,-2,0,-0.5,1,2014
"Donte Whitner",2953,"S","CLV",1,4,4,4,8,0,79.2,1,1,0,2,2,0.5,1,2014
"Anthony Barr",8644,"LB","MIN",1,4,4,4,18,0,79.2,1,1,0,3,2,0.75,1,2014
"Alec Ogletree",7811,"LB","SL",1,4,4,4,26,0,112.5,1,1,0,11,4,2.75,1,2014
"Micah Hyde",7941,"S","GB",1,11,3.7,3.7,12,0,93.1,3,3,0,19,8,1.73,1,2014
"William Gay",3786,"CB","PIT",1,11,3.7,1.8,25,0,63.9,3,6,0,29,19,2.64,1,2014
"Dre Kirkpatrick",7023,"CB","CIN",1,7,3.5,3.5,7,0,95.8,2,2,0,14,4,2,1,2014
"William Moore",4978,"S","ATL",1,7,3.5,3.5,2,0,114.6,2,2,0,23,11,3.29,1,2014
"Carlos Rogers",2226,"CB","OAK",1,23,3.3,3.3,23,0,90.5,7,7,0,40,49,1.74,1,2014
"LaRoy Reynolds",8500,"LB","JAX",1,3,3,3,15,0,83.3,1,1,0,4,2,1.33,1,2014
"Sean Smith",4984,"CB","KC",1,3,3,3,16,0,131.3,1,1,1,6,5,2,1,2014
"Patrick Peterson",6157,"CB","ARZ",1,3,3,3,1,0,131.3,1,1,1,6,0,2,1,2014
"Eric Reid",7799,"S","SF",1,3,3,3,28,0,118.8,1,1,0,13,10,4.33,1,2014
"Preston Brown",8708,"LB","BUF",1,3,3,3,4,0,79.2,1,1,0,2,1,0.67,1,2014
"Jamar Taylor",7835,"CB","MIA",1,6,3,2,17,0,74.3,2,3,0,12,1,2,1,2014
"David Hawthorne",4693,"LB","NO",1,3,3,3,20,0,91.7,1,1,0,6,5,2,1,2014
"Quinton Carter",6260,"S","DEN",1,3,3,3,10,0,108.3,1,1,0,10,2,3.33,1,2014
"Paul Worrilow",8141,"LB","ATL",1,3,3,3,2,0,116.7,1,1,0,12,4,4,1,2014
"Jacquian Williams",6354,"LB","NYG",1,3,3,3,21,0,104.2,1,1,0,9,4,3,1,2014
"Jimmy Wilson",6387,"S","MIA",1,11,2.8,2.2,17,0,87.5,4,5,0,25,16,2.27,1,2014
"Clay Matthews",4949,"ED","GB",1,2,2,2,12,0,79.2,1,1,0,-2,3,-1,1,2014
"Patrick Robinson",5557,"CB","NO",1,2,2,2,20,0,118.8,1,1,0,27,9,13.5,1,2014
"Melvin Ingram III",7024,"ED","SD",1,2,2,2,27,0,87.5,1,1,0,5,8,2.5,1,2014
"Mark Barron",7013,"S","TB",1,4,2,2,30,0,91.7,2,2,0,12,9,3,1,2014
"Brandon Graham",5538,"ED","PHI",1,2,2,2,24,0,104.2,1,1,0,9,3,4.5,1,2014
"Jimmy Smith",6179,"CB","BLT",1,2,2,2,3,0,79.2,1,1,0,3,0,1.5,1,2014
"Morgan Burnett",5596,"S","GB",1,3,1.5,1.5,12,0,118.8,2,2,0,43,20,14.33,1,2014
"LaRon Landry",3622,"S","IND",1,3,1.5,1.5,14,0,95.8,2,2,0,14,20,4.67,1,2014
"Kroy Biermann",4468,"ED","ATL",1,1,1,1,2,0,87.5,1,1,0,5,4,5,1,2014
"Craig Robertson",7003,"LB","CLV",1,1,1,1,8,0,118.8,1,1,0,41,42,41,1,2014
"Dashon Goldson",3742,"S","TB",1,1,1,1,30,0,91.7,1,1,0,6,1,6,1,2014
"Mike Mitchell",4970,"S","PIT",1,1,1,1,25,0,87.5,1,1,0,5,7,5,1,2014
"Manti Te'o",7819,"LB","SD",1,1,1,1,27,0,127.1,1,1,1,5,0,5,1,2014
"Bjoern Werner",7805,"ED","IND",1,1,1,1,14,0,83.3,1,1,0,4,4,4,1,2014
"Demario Davis",7079,"LB","NYJ",1,2,1,1,22,0,112.5,2,2,0,22,4,11,1,2014
"Dominique Rodgers-Cromartie",4330,"CB","NYG",1,1,1,1,21,0,118.8,1,1,0,24,16,24,1,2014
"Devin McCourty",5552,"S","NE",1,10,,10,19,0,39.6,0,1,0,0,0,0,2,2014
"Henoc Muamba",9098,"LB","IND",1,2,,2,14,0,39.6,0,1,0,0,0,0,2,2014
"Andre Hal",8850,"CB","HST",1,12,,12,13,0,39.6,0,1,0,0,0,0,2,2014
"Antrel Rolle",2225,"S","NYG",1,3,,1.5,21,0,39.6,0,2,0,0,0,0,2,2014
"Husain Abdullah",4652,"S","KC",1,11,,5.5,16,0,39.6,0,2,0,0,0,0,2,2014
"Bene Benwikere",8783,"CB","CAR",1,42,,14,5,0,39.6,0,3,0,0,0,0,2,2014
"Anthony Hitchens",8754,"LB","DAL",1,1,,1,9,0,39.6,0,1,0,0,0,0,2,2014
"Antonio Cromartie",2964,"CB","ARZ",1,1,,1,1,0,39.6,0,1,0,0,0,0,2,2014
"Tim Jennings",3007,"CB","CHI",1,8,,4,6,0,39.6,0,2,0,0,0,0,2,2014
"Bashaud Breeland",8737,"CB","WAS",1,6,,6,32,0,39.6,0,1,0,0,0,0,2,2014
"Louis Delmas",4956,"S","MIA",1,4,,4,17,0,39.6,0,1,0,0,0,0,2,2014
"Christian Kirksey",8706,"LB","CLV",1,2,,2,8,0,39.6,0,1,0,0,0,0,2,2014
"Brandon Marshall",7648,"LB","DEN",1,1,,1,10,0,39.6,0,1,0,0,0,0,2,2014
"Jarrett Bush",3261,"CB","GB",1,4,,4,12,0,39.6,0,1,0,0,0,0,2,2014
"Rodney McLeod",7271,"S","SL",1,3,,3,26,0,39.6,0,1,0,0,0,0,2,2014
"Tahir Whitehead",7135,"LB","DET",1,1,,1,11,0,39.6,0,1,0,0,0,0,2,2014
"Lavonte David",7060,"LB","TB",1,2,,2,30,0,39.6,0,1,0,0,0,0,2,2014
"Malcolm Jenkins",4937,"S","PHI",1,13,,13,24,0,39.6,0,1,0,0,0,0,2,2014
"Isa Abdul-Quddus",6722,"S","DET",1,6,,6,11,0,39.6,0,1,0,0,0,0,2,2014
"Chris Harris Jr.",6457,"CB","DEN",1,3,,1.5,10,0,39.6,0,2,0,0,0,0,2,2014
"Josh Thomas",6295,"CB","SEA",1,1,,1,29,0,39.6,0,1,0,0,0,0,2,2014
"Chimdi Chekwa",6265,"CB","OAK",1,1,,1,23,0,39.6,0,1,0,0,0,0,2,2014
"Shareece Wright",6241,"CB","SD",1,12,,12,27,0,39.6,0,1,0,0,0,0,2,2014
"Kyle Arrington",4742,"CB","NE",1,12,,6,19,0,39.6,0,2,0,0,0,0,2,2014
"E.J. Biggers",5141,"CB","WAS",1,20,,10,32,0,39.6,0,2,0,0,0,0,2,2014
"Trumaine McBride",3837,"CB","NYG",1,3,,3,21,0,39.6,0,1,0,0,0,0,2,2014
"Robert McClain",5771,"CB","ATL",1,17,,8.5,2,0,39.6,0,2,0,0,0,0,2,2014
"T.J. Ward",5563,"S","DEN",1,8,,8,10,0,39.6,0,1,0,0,0,0,2,2014
"Darius Butler",4964,"CB","IND",1,23,23,5.8,14,0,42.7,1,4,0,15,19,0.65,2,2014
"Darrelle Revis",3630,"CB","NE",1,21,21,5.3,19,1,0,1,4,0,4,0,0.19,2,2014
"Aaron Williams",6186,"S","BUF",1,14,14,7,4,0,58.3,1,2,0,7,3,0.5,2,2014
"E.J. Gaines",8823,"CB","SL",1,13,13,13,26,0,95.8,1,1,0,7,0,0.54,2,2014
"Dawan Landry",3091,"S","NYJ",1,23,11.5,7.7,22,0,112.5,2,3,1,11,1,0.48,2,2014
"Cassius Vaughn",5845,"CB","DET",1,11,11,11,11,0,118.8,1,1,0,13,1,1.18,2,2014
"Captain Munnerlyn",5140,"CB","MIN",1,11,11,11,18,0,143.8,1,1,1,9,0,0.82,2,2014
"Leonard Johnson",7385,"CB","TB",1,10,10,3.3,30,0,67.4,1,3,0,27,3,2.7,2,2014
"Marcus Gilchrist",6202,"S","SD",1,19,9.5,4.8,27,0,56.3,2,4,0,5,4,0.26,2,2014
"Matt Elam",7813,"S","BLT",1,37,9.3,6.2,3,0,80.6,4,6,0,33,23,0.89,2,2014
"Kam Chancellor",5656,"S","SEA",1,9,9,9,29,0,118.8,1,1,0,14,12,1.56,2,2014
"Brock Vereen",8766,"S","CHI",1,9,9,9,6,0,91.7,1,1,0,6,2,0.67,2,2014
"Nickell Robey-Coleman",8483,"CB","BUF",1,44,8.8,8.8,4,0,118.8,5,5,0,63,35,1.43,2,2014
"Leon Hall",3634,"CB","CIN",1,38,7.6,4.8,7,0,70.3,5,8,0,31,16,0.82,2,2014
"Cortland Finnegan",3160,"CB","MIA",1,15,7.5,5,17,0,103.5,2,3,0,33,33,2.2,2,2014
"Tramon Williams",3558,"CB","GB",1,15,7.5,7.5,12,0,100,2,2,0,16,21,1.07,2,2014
"Patrick Willis",3627,"LB","SF",1,7,7,3.5,28,0,56.3,1,2,0,4,4,0.57,2,2014
"Jimmy Wilson",6387,"S","MIA",1,7,7,7,17,0,104.2,1,1,0,9,14,1.29,2,2014
"Troy Polamalu",1332,"S","PIT",1,7,7,7,25,0,79.2,1,1,0,-1,3,-0.14,2,2014
"Morgan Burnett",5596,"S","GB",1,7,7,3.5,12,0,56.3,1,2,0,3,1,0.43,2,2014
"Emmanuel Lamur",7561,"LB","CIN",1,7,7,7,7,0,79.2,1,1,0,3,1,0.43,2,2014
"Brandon Boykin",7123,"CB","PHI",1,20,6.7,3.3,24,0,60.4,3,6,0,24,16,1.2,2,2014
"Jerraud Powers",5015,"CB","ARZ",1,33,6.6,3.7,1,0,85.4,5,9,0,80,49,2.42,2,2014
"Buster Skrine",6289,"CB","CLV",1,26,6.5,6.5,8,0,132.3,4,4,1,25,13,0.96,2,2014
"Sterling Moore",6871,"CB","DAL",1,32,6.4,4.6,9,0,93.2,5,7,0,53,25,1.66,2,2014
"Bradley Roby",8666,"CB","DEN",1,32,6.4,5.3,10,0,97.9,5,6,0,45,8,1.41,2,2014
"Will Blackmon",3060,"CB","JAX",1,19,6.3,6.3,15,0,118.8,3,3,0,51,16,2.68,2,2014
"Donte Whitner",2953,"S","CLV",1,6,6,3,8,0,56.3,1,2,0,5,4,0.83,2,2014
"Josh Evans",7951,"S","JAX",1,6,6,6,15,0,91.7,1,1,0,6,7,1,2,2014
