player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception,week,year
Jalen Mills,10867,CB,NE,1,0,12.0,100.0,100.0,13.0,13.0,0,0,0,0.0,19,50.6,54.9,75.8,,72.5,76.6,0,18.0,0.0,0,0,0,118.8,2,26,26,0,2,2,0,31,7,1.2,15.5,8,2022
Jayron Kearse,10878,S,DAL,1,0,,,91.7,,,0,0,0,,9,71.8,77.0,77.5,81.5,67.7,81.5,0,,0.0,0,0,0,0.0,0,33,36,2,2,0,0,0,0,0.0,,8,2022
Clayton Fejedelem,10879,S,MIA,1,0,,,100.0,,,0,0,0,,17,62.7,64.1,67.8,,60.0,75.2,0,,,0,0,0,0.0,0,3,3,0,0,0,0,0,0,0.0,,8,2022
Mike Hilton,10898,CB,CIN,1,0,16.0,100.0,95.7,22.0,22.0,0,0,0,0.0,7,49.7,49.9,76.8,57.2,53.4,28.7,0,18.0,0.0,0,0,0,118.8,1,22,23,0,1,1,0,18,2,0.8,18.0,8,2022
Cory Littleton,11190,LB,CAR,1,0,2.0,0.0,50.0,,3.0,0,0,0,0.0,5,43.7,45.3,72.0,57.6,58.7,26.3,0,,,0,0,0,39.6,0,3,6,0,0,1,0,0,0,0.0,,8,2022
Jonathan Jones,11217,CB,NE,1,0,14.0,0.0,100.0,,12.0,0,0,0,0.0,19,65.7,66.2,76.9,,62.6,72.5,0,,0.0,0,0,0,39.6,0,36,36,0,1,3,0,0,0,0.0,,8,2022
Andrew Adams,11240,S,TEN,1,0,-2.0,100.0,97.0,30.0,30.0,0,0,0,0.0,31,64.4,59.8,75.4,40.9,57.0,27.6,0,0.0,66.7,2,0,0,79.2,1,32,33,1,1,1,0,0,2,0.0,0.0,8,2022
Antonio Hamilton,11353,CB,ARZ,1,0,11.0,75.0,100.0,5.3,4.0,0,0,0,0.0,1,55.6,55.9,73.5,,,76.9,0,29.0,0.0,0,0,0,107.3,3,16,16,1,3,4,0,41,17,2.6,13.7,8,2022
Haason Reddick,11768,ED,PHI,1,0,-1.0,100.0,16.7,4.0,4.0,0,0,0,0.0,24,67.5,73.5,78.2,67.2,67.2,29.4,0,7.0,100.0,2,0,0,95.8,1,6,36,1,0,1,0,7,8,1.8,7.0,8,2022
Marlon Humphrey,11771,CB,BLT,1,0,30.0,66.7,100.0,17.0,11.3,0,1,0,0.0,3,58.5,59.6,76.8,,62.2,26.6,0,51.0,100.0,1,0,0,109.7,2,37,37,0,0,3,0,64,13,1.9,32.0,8,2022
Adoree' Jackson,11773,CB,NYG,1,0,9.4,70.0,97.6,5.7,4.0,0,0,1,10.0,21,89.9,87.9,77.1,58.3,64.3,81.4,0,33.0,0.0,0,1,0,120.8,7,40,41,3,6,10,1,65,29,1.6,9.3,8,2022
Jabrill Peppers,11780,S,NE,1,0,3.7,100.0,85.7,8.0,8.0,0,0,0,0.0,19,64.1,66.6,0.0,65.7,76.7,82.4,0,27.0,0.0,0,0,1,115.3,3,24,28,2,5,3,0,35,24,1.5,11.7,8,2022
Budda Baker,11791,S,ARZ,1,0,1.0,0.0,86.4,,37.0,0,0,0,0.0,1,72.9,77.4,77.4,63.2,68.2,44.1,0,,0.0,0,0,0,39.6,0,38,44,1,3,1,0,0,0,0.0,,8,2022
Marcus Maye,11794,S,NO,1,0,2.0,100.0,93.2,40.0,40.0,0,0,0,0.0,20,61.6,59.6,82.3,56.0,54.1,70.5,0,9.0,0.0,0,0,0,104.2,1,41,44,0,1,1,0,9,7,0.2,9.0,8,2022
Ryan Anderson,11804,ED,PIT,1,0,,,33.3,,,0,0,0,,25,60.0,60.9,72.3,56.1,60.3,,0,,,0,0,0,0.0,0,1,3,0,0,0,0,0,0,0.0,,8,2022
Justin Evans,11805,S,NO,1,0,19.0,0.0,100.0,,9.0,0,0,0,0.0,20,51.6,48.8,73.8,,,,0,,,0,0,0,39.6,0,19,19,0,0,2,0,0,0,0.0,,8,2022
Raekwon McMillan,11809,LB,NE,1,0,-2.0,100.0,100.0,4.0,4.0,0,0,0,0.0,19,33.9,28.7,72.5,,53.2,73.3,0,23.0,0.0,0,0,0,118.8,2,8,8,0,1,2,0,40,44,5.0,20.0,8,2022
Zach Cunningham,11812,LB,TEN,1,0,-1.3,100.0,94.1,4.7,4.7,0,0,0,0.0,31,42.6,57.4,71.5,60.0,72.6,76.5,0,16.0,,0,0,0,132.6,3,16,17,0,0,3,1,19,23,1.4,6.3,8,2022
Chidobe Awuzie,11815,CB,CIN,1,0,13.0,0.0,100.0,,6.5,0,0,0,0.0,7,58.5,61.2,75.0,,65.9,75.2,0,,0.0,0,0,0,39.6,0,13,13,0,1,2,0,0,0,0.0,,8,2022
Josh Jones,11816,S,SEA,1,0,,,100.0,,,0,0,0,,29,64.4,66.0,73.6,,60.0,77.2,0,,0.0,0,0,0,0.0,0,24,24,0,1,0,0,0,0,0.0,,8,2022
Ahkello Witherspoon,11821,CB,PIT,1,1,10.8,77.8,100.0,3.0,2.3,0,0,0,0.0,25,29.9,33.0,73.8,,64.8,78.5,0,29.0,0.0,0,0,0,140.0,7,21,21,0,3,9,2,73,0,3.5,10.4,8,2022
Duke Riley,11830,LB,MIA,1,1,3.0,0.0,94.7,,16.0,0,0,0,0.0,17,81.7,83.1,71.1,60.0,66.5,75.5,0,,0.0,0,0,0,39.6,0,18,19,0,0,1,0,0,0,0.0,,8,2022
Alex Anzalone,11831,LB,DET,1,1,12.5,100.0,90.5,18.0,18.0,0,0,0,0.0,11,56.8,65.1,75.6,69.3,69.2,81.6,0,16.0,0.0,0,0,0,118.8,2,38,42,0,0,2,0,29,4,0.8,14.5,8,2022
Fabian Moreau,11836,CB,NYG,1,0,17.4,42.9,100.0,10.7,4.6,0,0,1,14.3,21,57.4,61.0,76.5,,72.8,79.1,0,15.0,0.0,0,1,0,61.6,3,32,32,0,4,7,0,40,16,1.3,13.3,8,2022
John Johnson III,11847,S,CLV,1,0,5.7,66.7,100.0,20.0,13.3,0,0,0,0.0,8,63.0,65.1,80.0,,61.1,77.2,0,13.0,0.0,0,0,0,120.8,2,43,43,1,1,3,1,17,4,0.4,8.5,8,2022
Cameron Sutton,11850,CB,PIT,1,1,15.7,33.3,100.0,34.0,11.3,0,0,1,33.3,25,76.7,78.2,76.4,,72.4,43.4,0,14.0,0.0,0,1,0,49.3,1,36,36,1,2,3,0,14,7,0.4,14.0,8,2022
Rasul Douglas,11854,CB,GB,1,0,14.4,71.4,96.8,5.4,3.9,0,0,0,0.0,12,29.1,30.0,0.0,80.5,64.9,52.6,1,53.0,20.0,1,0,1,113.7,5,30,31,2,4,7,1,99,20,3.7,19.8,8,2022
Trey Hendrickson,11858,ED,CIN,1,0,,,11.8,,,0,0,0,,7,60.8,68.2,78.4,64.4,64.5,75.6,0,,,0,0,0,0.0,0,2,17,0,0,0,0,0,0,0.0,,8,2022
Eddie Jackson,11867,S,CHI,1,1,13.3,33.3,96.4,27.0,9.0,0,0,0,0.0,6,61.9,58.1,76.9,60.0,51.1,78.3,1,7.0,0.0,0,0,0,2.8,1,27,28,0,6,3,0,7,1,0.3,7.0,8,2022
Rayshawn Jenkins,11868,S,JAX,1,2,0.8,100.0,97.1,8.5,8.5,0,0,0,0.0,15,51.6,50.6,76.0,60.0,57.0,60.4,0,9.0,0.0,0,0,0,136.5,4,34,35,0,4,4,1,29,26,0.9,7.3,8,2022
Samson Ebukam,11880,ED,SF,1,0,,,3.6,,,0,0,1,,28,46.9,51.6,79.9,56.2,66.5,28.3,0,,,0,0,0,0.0,0,1,28,0,0,0,0,0,0,0.0,,8,2022
Desmond King II,11906,CB,HST,1,1,,,88.9,,,0,0,0,,13,77.9,71.1,75.3,60.0,51.0,61.3,0,,0.0,0,0,0,0.0,0,8,9,1,1,0,0,0,0,0.0,,8,2022
Matt Milano,11918,LB,BUF,1,0,0.5,0.0,97.3,,17.0,0,0,0,0.0,4,74.6,54.7,75.2,61.0,31.4,62.2,1,,,0,0,0,0.0,0,36,37,0,0,2,0,0,0,0.0,,8,2022
Chuck Clark,11941,S,BLT,1,0,6.7,66.7,100.0,24.0,16.0,1,1,1,33.3,3,66.1,65.1,75.8,,54.0,79.1,0,8.0,0.0,0,1,1,77.1,2,53,53,0,2,3,0,14,7,0.3,7.0,8,2022
Xavier Woods,11946,S,CAR,1,0,35.0,50.0,93.5,29.0,14.5,0,0,1,50.0,5,40.2,42.1,76.0,57.3,62.2,65.0,0,26.0,33.3,1,0,0,95.8,1,29,31,0,2,2,0,26,12,0.9,26.0,8,2022
Tanner Vallejo,11950,LB,ARZ,1,0,,,100.0,,,0,0,0,,1,65.4,68.9,69.9,,64.0,74.9,0,,,0,0,0,0.0,0,6,6,0,0,0,0,0,0,0.0,,8,2022
Rudy Ford,11963,S,GB,1,0,,,100.0,,,0,0,0,,12,61.1,61.5,67.1,,,,0,,,0,0,0,0.0,0,6,6,0,0,0,0,0,0,0.0,,8,2022
Arthur Maulet,12224,CB,PIT,1,1,16.0,0.0,88.0,,21.0,0,0,0,0.0,25,68.3,60.4,75.9,54.2,41.0,78.0,0,,0.0,0,0,0,39.6,0,22,25,1,1,1,0,0,0,0.0,,8,2022
Sione Takitaki,12666,LB,CLV,1,1,1.7,100.0,91.4,4.1,4.1,0,0,0,0.0,8,80.6,87.3,0.0,91.6,72.2,82.6,0,21.0,0.0,0,0,1,95.2,7,32,35,5,7,7,0,48,36,1.7,6.9,8,2022
Dylan Cole,24304,LB,TEN,1,0,1.0,100.0,80.0,2.0,2.0,0,0,0,0.0,31,79.1,78.4,70.8,59.5,60.4,75.8,0,5.0,0.0,0,0,0,81.3,2,4,5,2,2,2,0,7,5,1.8,3.5,8,2022
Foyesade Oluokun,24904,LB,JAX,1,0,2.0,100.0,88.6,10.3,10.3,0,0,0,0.0,15,55.1,52.0,74.1,53.7,54.0,57.1,0,18.0,0.0,0,0,0,118.8,3,31,35,1,3,3,0,43,37,1.4,14.3,8,2022
Anfernee Jennings,25449,ED,NE,1,0,,,8.3,,,0,0,0,,19,60.0,44.8,73.5,52.1,54.5,,0,,,0,0,0,0.0,0,1,12,0,0,0,0,0,0,0.0,,8,2022
Clelin Ferrell,25955,ED,LV,1,0,,,11.8,,,0,0,0,,23,61.0,51.1,77.2,51.1,53.9,70.5,0,,,0,0,0,0.0,0,2,17,0,0,0,0,0,0,0.0,,8,2022
Maxx Crosby,26316,ED,LV,1,0,,,3.4,,,0,0,0,,23,60.0,79.2,81.0,55.4,87.0,75.6,0,,,0,0,0,0.0,0,1,29,0,0,0,0,0,0,0.0,,8,2022
C.J. Moore,26617,S,DET,1,0,,,100.0,,,0,0,0,,11,60.1,60.1,64.6,,,,0,,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.0,,8,2022
D.J. Reed Jr.,26940,CB,NYJ,1,0,13.0,50.0,100.0,22.0,11.0,0,0,1,25.0,22,78.4,74.9,78.8,,57.0,58.2,0,13.0,0.0,0,1,0,61.5,2,45,45,1,4,4,0,17,0,0.4,8.5,8,2022
Isaiah Rodgers,27069,CB,IND,1,1,8.0,100.0,100.0,15.0,15.0,0,0,0,0.0,14,62.0,60.3,75.5,,53.4,78.1,0,12.0,0.0,0,0,0,100.0,2,30,30,1,2,2,0,16,0,0.5,8.0,8,2022
Devin Bush,27375,LB,PIT,1,0,,,84.0,,,0,0,0,,25,67.0,69.0,76.0,61.0,63.9,75.0,0,,,0,0,0,0.0,0,21,25,0,0,0,0,0,0,0.0,,8,2022
David Long Jr.,27377,CB,LA,1,0,,,100.0,,,0,0,0,,26,62.5,62.9,68.0,,,,0,,,0,0,0,0.0,0,3,3,0,0,0,0,0,0,0.0,,8,2022
Josh Uche,27379,ED,NE,1,0,6.5,100.0,25.0,2.5,2.5,0,0,0,0.0,19,59.9,50.5,0.0,61.0,60.0,72.0,0,63.0,0.0,0,0,1,118.8,2,5,20,2,1,2,0,67,54,13.4,33.5,8,2022
Malik Harrison,28081,LB,BLT,1,0,7.3,100.0,90.9,4.3,4.3,0,0,0,0.0,3,29.6,46.6,76.8,58.9,77.7,29.9,0,44.0,100.0,1,0,0,118.8,4,20,22,0,0,4,0,82,53,4.8,20.5,8,2022
Jerome Baker,28091,LB,MIA,1,0,1.2,100.0,85.7,6.6,6.6,0,0,0,0.0,17,51.8,51.3,77.6,60.5,55.2,79.4,0,9.0,0.0,0,0,0,128.8,5,36,42,1,3,5,1,27,21,0.8,5.4,8,2022
Bilal Nichols,28451,DI,LV,1,0,,,3.7,,,0,0,0,,23,60.0,42.4,78.3,59.2,37.3,67.3,0,,,0,0,0,0.0,0,1,27,0,0,0,0,0,0,0.0,,8,2022
Jack Jones,29050,CB,NE,1,0,9.0,100.0,100.0,10.0,10.0,0,0,0,0.0,19,46.2,49.8,75.7,,63.8,48.5,0,23.0,33.3,1,0,0,118.8,2,20,20,0,2,2,0,33,15,1.7,16.5,8,2022
David Long,29367,LB,TEN,1,0,-0.8,100.0,100.0,8.8,8.8,0,0,0,0.0,31,80.6,78.6,76.8,,57.6,55.3,0,7.0,0.0,0,0,0,85.4,4,37,37,5,5,4,0,18,21,0.5,4.5,8,2022
Germaine Pratt,29407,LB,CIN,1,0,-2.0,100.0,78.6,5.5,5.5,0,0,0,0.0,7,77.8,70.2,77.9,49.1,63.6,59.6,0,5.0,0.0,0,0,0,83.3,2,11,14,1,2,2,0,8,12,0.7,4.0,8,2022
Chris Board,29456,LB,DET,1,0,,,66.7,,,0,0,0,,11,61.3,61.0,68.3,59.3,60.0,,0,,,0,0,0,0.0,0,2,3,0,0,0,0,0,0,0.0,,8,2022
Logan Wilson,29623,LB,CIN,1,0,5.3,100.0,92.3,8.0,8.0,0,0,0,0.0,7,60.2,65.6,76.7,69.3,63.8,81.4,0,12.0,0.0,0,0,0,108.3,3,24,26,0,2,3,0,30,14,1.3,10.0,8,2022
Andrew Van Ginkel,30267,ED,MIA,1,0,-3.0,100.0,78.6,11.0,11.0,0,0,0,0.0,17,51.4,61.3,75.3,70.5,65.3,22.6,0,10.0,100.0,1,0,0,108.3,1,11,14,0,0,1,0,10,13,0.9,10.0,8,2022
T.J. Edwards,30737,LB,PHI,1,0,8.0,40.0,98.2,24.5,9.8,0,0,1,20.0,24,89.1,86.0,74.7,66.6,55.9,65.2,0,6.0,0.0,0,1,0,47.9,2,55,56,1,7,5,0,8,4,0.2,4.0,8,2022
Dee Delaney,31078,S,TB,1,0,2.0,100.0,67.9,5.7,5.7,0,0,0,0.0,30,65.3,59.5,75.0,58.5,45.5,28.6,0,17.0,50.0,1,0,0,116.7,3,19,28,1,1,3,0,36,30,2.1,12.0,8,2022
Dane Jackson,32989,CB,BUF,1,0,16.5,50.0,100.0,17.0,8.5,0,0,2,50.0,4,80.5,70.5,0.0,,53.7,37.1,0,7.0,0.0,0,2,1,56.3,2,37,37,0,1,4,0,10,7,0.3,5.0,8,2022
Darnell Savage,34247,S,GB,1,0,10.0,50.0,94.1,28.0,14.0,0,0,1,50.0,12,53.8,51.6,80.1,58.7,55.4,27.3,0,29.0,50.0,2,0,0,95.8,1,32,34,0,2,2,0,29,12,1.0,29.0,8,2022
Johnathan Abram,34646,S,LV,1,0,5.0,100.0,100.0,9.0,9.0,0,0,0,0.0,23,53.9,57.4,72.1,,63.9,74.1,0,11.0,0.0,0,0,0,112.5,1,10,10,0,1,1,0,11,6,1.2,11.0,8,2022
Akeem Davis-Gaither,34788,LB,CIN,1,0,,,66.7,,,0,0,0,,7,63.3,45.1,71.2,67.1,60.0,,0,,,0,0,0,0.0,0,4,6,0,0,0,0,0,0,0.0,,8,2022
Jamel Dean,34918,CB,TB,1,1,5.0,50.0,97.8,42.0,21.0,0,0,1,50.0,30,75.4,72.0,78.6,60.0,53.6,79.1,0,3.0,0.0,0,1,0,56.3,1,44,45,1,3,2,0,3,7,0.1,3.0,8,2022
Tae Hayes,35173,CB,CAR,1,0,,,100.0,,,0,0,0,,5,60.0,60.4,64.2,,,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,,8,2022
Blake Cashman,35413,LB,HST,1,1,,,50.0,,,0,0,0,,13,61.9,31.1,69.2,60.0,37.8,75.9,0,,0.0,0,0,0,0.0,0,1,2,0,0,0,0,0,0,0.0,,8,2022
Tae Crowder,35774,LB,NYG,1,0,,,68.8,,,0,0,0,,21,51.5,48.5,72.9,53.4,57.6,23.4,0,,100.0,1,0,0,0.0,0,11,16,0,0,0,0,0,0,0.0,,8,2022
Jonas Griffith,35858,LB,DEN,1,1,9.4,60.0,73.3,6.7,4.0,0,0,0,0.0,10,28.8,32.1,72.8,68.9,65.0,75.0,0,17.0,0.0,0,0,0,76.3,3,22,30,1,1,5,0,29,15,1.5,9.7,8,2022
Camryn Bynum,38408,S,MIN,1,0,45.0,0.0,100.0,,53.0,0,0,0,0.0,18,62.4,65.0,82.6,,65.4,80.7,1,,0.0,0,0,0,0.0,0,61,61,0,1,1,0,0,0,0.0,,8,2022
Casey Toohill,38472,ED,WAS,1,0,,,18.2,,,0,0,0,,32,60.8,53.3,77.6,51.2,56.8,24.2,0,,,0,0,0,0.0,0,2,11,0,0,0,0,0,0,0.0,,8,2022
Jordan Kunaszyk,38548,LB,CLV,1,0,,,100.0,,,0,0,0,,8,67.8,64.3,70.5,,55.0,73.8,0,,0.0,0,0,0,0.0,0,9,9,0,1,0,0,0,0,0.0,,8,2022
Eric Wilson,38587,LB,GB,1,0,,,85.7,,,0,0,0,,12,47.8,63.8,73.3,73.0,72.2,77.3,0,,0.0,0,0,1,0.0,0,12,14,1,1,0,0,0,0,0.0,,8,2022
Trevon Diggs,41817,CB,DAL,1,0,11.2,80.0,100.0,7.8,6.2,0,0,1,20.0,9,70.9,61.5,78.9,,35.5,59.8,0,36.0,25.0,1,1,0,118.3,4,38,38,1,3,5,0,62,32,2.0,15.5,8,2022
Divine Deablo,42208,LB,LV,1,1,3.3,100.0,87.5,4.7,4.7,0,0,0,0.0,23,70.5,66.2,74.0,52.0,60.0,57.9,0,16.0,16.7,1,0,0,142.4,6,28,32,1,4,6,1,52,32,1.9,8.7,8,2022
Jonathan Kongbo,42433,ED,DEN,1,0,,,40.0,,,0,0,0,,10,60.5,47.9,73.9,55.8,49.0,70.5,0,,,0,0,0,0.0,0,2,5,0,0,0,0,0,0,0.0,,8,2022
Isaiah Simmons,42451,LB,ARZ,1,0,4.8,100.0,84.2,5.2,5.2,0,0,0,0.0,1,64.8,87.7,76.1,96.0,66.8,80.7,0,28.0,0.0,0,0,0,104.2,6,32,38,2,4,6,0,54,25,1.7,9.0,8,2022
K'Von Wallace,42467,S,PHI,1,0,,,100.0,,,0,0,0,,24,60.0,60.9,99.9,,60.0,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,,8,2022
Cameron Dantzler,42472,CB,MIN,1,0,7.4,90.0,100.0,5.9,5.3,0,0,0,0.0,18,57.2,58.3,79.8,,64.0,62.5,0,16.0,10.0,1,0,1,132.1,9,61,61,3,9,10,1,77,22,1.5,8.6,8,2022
Tomon Fox,42486,ED,NYG,1,0,,,26.7,,,0,0,0,,21,61.3,79.5,76.3,53.6,85.8,60.3,0,,100.0,1,0,0,0.0,0,4,15,0,0,0,0,0,0,0.0,,8,2022
Terrell Lewis,42845,ED,LA,1,0,6.0,100.0,38.5,5.0,5.0,0,0,0,0.0,26,48.2,41.6,75.1,51.9,51.5,69.2,0,11.0,0.0,0,0,0,112.5,1,5,13,0,1,1,0,11,5,2.2,11.0,8,2022
Kristian Fulton,42894,CB,TEN,1,1,11.7,14.3,100.0,35.0,5.0,0,0,0,0.0,31,76.2,75.9,76.0,,65.8,34.1,1,-3.0,0.0,0,0,0,0.0,1,37,37,1,1,7,0,-3,0,-0.1,-3.0,8,2022
Jonathon Cooper,43021,ED,DEN,1,0,2.0,100.0,5.9,1.0,1.0,0,0,0,0.0,10,51.0,64.7,77.2,56.3,72.9,48.6,0,8.0,50.0,1,0,0,100.0,1,1,17,1,1,1,0,8,6,8.0,8.0,8,2022
Charvarius Ward,43034,CB,SF,1,0,4.2,40.0,97.0,15.5,6.2,0,0,0,0.0,28,53.6,60.3,77.7,60.0,69.3,79.5,0,7.0,0.0,0,0,1,47.9,2,32,33,0,4,5,0,11,12,0.4,5.5,8,2022
Devin White,43089,LB,TB,1,1,2.4,100.0,91.1,7.8,7.8,0,0,0,0.0,30,59.4,44.2,76.3,51.6,34.2,81.1,0,14.0,0.0,0,0,0,138.8,5,41,45,1,3,5,1,39,27,1.0,7.8,8,2022
Mack Wilson,43190,LB,NE,1,1,3.0,100.0,68.4,13.0,13.0,0,0,0,0.0,19,68.0,73.1,74.4,51.0,75.7,76.7,0,9.0,0.0,0,0,0,104.2,1,13,19,0,0,1,0,9,6,0.7,9.0,8,2022
Richie Grant,43196,S,ATL,1,0,18.3,66.7,95.2,18.0,12.0,1,0,0,0.0,2,39.3,35.8,0.0,59.3,62.0,62.6,0,33.0,33.3,1,0,1,109.7,2,40,42,1,2,3,0,41,31,1.1,20.5,8,2022
Greedy Williams,43254,CB,CLV,1,0,32.0,50.0,100.0,18.0,9.0,0,0,0,0.0,8,57.2,57.9,74.7,,60.0,72.5,0,41.0,0.0,0,0,0,135.4,1,20,20,1,1,2,1,41,9,2.3,41.0,8,2022
Damar Hamlin,43291,S,BUF,1,2,16.0,75.0,100.0,11.3,8.5,0,0,0,0.0,4,58.6,61.3,76.1,,65.3,65.6,0,37.0,0.0,0,0,0,151.0,3,37,37,1,2,4,1,45,3,1.3,15.0,8,2022
Myles Bryant,43336,CB,NE,1,0,10.0,50.0,100.0,28.0,14.0,0,0,0,0.0,19,69.8,71.7,76.3,,65.2,74.8,0,8.0,0.0,0,0,0,60.4,1,28,28,0,2,2,0,8,0,0.3,8.0,8,2022
Patrick Jones II,43974,ED,MIN,1,0,,,18.2,,,0,0,0,,18,60.8,76.9,74.4,67.3,69.4,70.5,0,,,0,0,0,0.0,0,2,11,0,0,0,0,0,0,0.0,,8,2022
Byron Murphy Jr.,44027,CB,ARZ,1,0,3.7,66.7,93.2,19.5,13.0,0,0,1,33.3,1,75.5,74.3,79.2,52.9,67.9,76.9,0,9.0,0.0,0,1,0,78.5,2,41,44,0,2,3,0,15,10,0.4,7.5,8,2022
Julian Okwara,44152,ED,DET,1,0,15.0,100.0,50.0,5.0,5.0,0,0,0,0.0,11,32.2,30.6,77.1,51.6,60.8,73.0,0,19.0,0.0,0,0,1,118.8,1,7,14,0,1,1,0,19,4,3.8,19.0,8,2022
Kyzir White,44485,LB,PHI,1,2,1.4,90.0,100.0,4.6,4.1,0,0,0,0.0,24,52.8,48.3,75.3,,47.8,61.6,0,21.0,0.0,0,0,0,91.3,9,45,45,4,6,10,0,59,52,1.4,6.6,8,2022
Brian Burns,44522,ED,CAR,1,1,,,3.4,,,0,0,0,,5,72.5,63.6,79.0,72.5,47.5,28.3,0,,0.0,0,0,0,0.0,0,1,29,0,0,0,0,0,0,0.0,,8,2022
D.J. Wonnum,44550,ED,MIN,1,0,14.0,100.0,8.6,3.0,3.0,0,0,0,0.0,18,30.4,49.6,76.6,52.5,73.4,44.1,0,17.0,100.0,1,0,0,118.8,1,3,35,0,0,1,0,17,3,5.7,17.0,8,2022
Brandon Stephens,45644,CB,BLT,1,0,5.0,50.0,100.0,28.0,14.0,0,0,0,0.0,3,57.3,57.8,77.1,,60.0,78.1,0,6.0,0.0,0,0,1,56.3,1,31,31,1,4,2,0,6,0,0.2,6.0,8,2022
Anthony Nelson,48405,ED,TB,1,0,,,30.8,,,0,0,0,,30,62.2,63.2,77.7,52.4,65.0,74.1,0,,,0,0,0,0.0,0,4,13,0,0,0,0,0,0,0.0,,8,2022
James Smith-Williams,48455,ED,WAS,1,0,,,17.4,,,0,0,0,,32,62.9,58.3,0.0,58.6,67.4,69.6,0,,,0,0,1,0.0,0,4,23,0,0,0,0,0,0,0.0,,8,2022
Sam Hubbard,48457,ED,CIN,1,1,16.0,100.0,17.4,4.0,4.0,0,0,0,0.0,7,50.1,61.6,80.1,62.8,63.2,53.7,0,29.0,0.0,0,0,0,118.8,1,4,23,2,1,1,0,29,13,7.3,29.0,8,2022
Justin Hollins,48498,ED,LA,1,0,-9.0,100.0,18.8,3.0,3.0,0,0,0,0.0,26,62.3,64.6,0.0,68.3,68.5,70.5,0,-5.0,,0,0,1,79.2,1,3,16,0,0,1,0,-5,4,-1.7,-5.0,8,2022
Bradley Chubb,48526,ED,DEN,1,1,-3.0,100.0,13.8,4.0,4.0,0,0,0,0.0,10,42.8,35.5,0.0,49.2,52.2,27.7,0,4.0,50.0,1,0,1,83.3,1,4,29,0,0,1,0,4,7,1.0,4.0,8,2022
Taven Bryan,48753,DI,CLV,1,1,7.0,100.0,6.9,2.0,2.0,0,0,0,0.0,8,56.2,57.8,76.6,63.9,60.9,71.4,0,14.0,0.0,0,0,0,118.8,1,2,29,0,0,1,0,14,7,7.0,14.0,8,2022
Vita Vea,48956,DI,TB,1,0,,,3.3,,,0,0,0,,30,59.8,49.9,77.9,56.2,50.0,36.4,0,,,0,0,0,0.0,0,1,30,1,0,0,0,0,0,0.0,,8,2022
Kevin Strong Jr.,48981,DI,TEN,1,0,,,16.7,,,0,0,0,,31,60.0,67.1,73.3,67.2,61.1,67.3,0,,,0,0,0,0.0,0,1,6,0,0,0,0,0,0,0.0,,8,2022
Nick Scott,49012,S,LA,1,0,16.0,100.0,96.6,9.3,9.3,0,0,1,33.3,26,49.2,59.3,72.2,60.0,78.4,60.7,0,34.0,33.3,1,1,0,158.3,3,28,29,0,2,3,2,57,14,2.0,19.0,8,2022
Tre Flowers,49059,CB,CIN,1,0,14.5,100.0,92.3,6.0,6.0,0,0,0,0.0,7,39.5,51.1,76.5,57.7,78.5,78.2,0,27.0,0.0,0,0,0,158.3,2,12,13,0,1,2,1,31,10,2.6,15.5,8,2022
Jalen Thompson,49116,S,ARZ,1,1,7.3,75.0,100.0,14.0,10.5,0,0,0,0.0,1,53.7,54.3,77.1,,61.4,84.2,0,17.0,0.0,0,0,0,128.1,3,44,44,0,3,4,2,23,12,0.5,7.7,8,2022
Ryan Neal,49132,S,SEA,1,0,0.7,100.0,96.7,9.3,9.3,0,0,0,0.0,29,71.0,76.6,73.2,58.4,76.9,79.7,0,13.0,0.0,0,0,0,84.7,3,29,30,2,3,3,0,13,11,0.5,4.3,8,2022
Myles Hartsfield,49159,S,CAR,1,0,2.5,100.0,93.1,6.8,6.8,0,0,0,0.0,5,54.6,44.2,76.4,58.0,35.4,50.1,0,8.0,0.0,0,0,0,122.9,4,27,29,1,3,4,1,16,9,0.6,4.0,8,2022
Jessie Bates III,49162,S,CIN,1,0,19.0,100.0,92.3,24.0,24.0,0,0,0,0.0,7,57.7,80.0,75.3,69.2,90.3,70.7,0,26.0,100.0,1,0,0,118.8,1,24,26,0,0,1,0,26,7,1.1,26.0,8,2022
Ezekiel Turner,49167,LB,ARZ,1,0,,,100.0,,,0,0,0,,1,64.0,66.6,69.4,,,,0,,,0,0,0,0.0,0,3,3,0,0,0,0,0,0,0.0,,8,2022
Tarvarius Moore,49178,S,SF,1,0,,,100.0,,,0,0,0,,28,61.9,62.9,64.8,,,,0,,,0,0,0,0.0,0,3,3,0,0,0,0,0,0,0.0,,8,2022
