player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,week,year
Anthony Schwartz,84135,WR,CLV,1,10.0,0,50.0,0.0,0,1,0,0.0,0,1,8,0,64.7,66.7,67.6,,62.9,0.0,0,0,19,0.0,0,13,0,1,92.3,12,38.5,5,83.3,2,0,61.5,8,19,6,6.0,19.0,1.58,1,2022
Melvin Gordon III,9448,HB,DEN,1,3.5,0,100.0,,0,0,0,0.0,0,0,10,0,68.3,22.8,61.7,78.4,59.2,0.0,0,0,8,13.3,2,15,0,2,86.7,13,13.3,2,95.8,2,0,0.0,0,14,7,3.5,7.0,1.08,1,2022
DeVante Parker,9447,WR,NE,1,13.0,1,50.0,0.0,0,1,0,0.0,0,1,19,0,64.7,61.2,55.4,,55.2,0.0,0,1,9,0.0,0,35,0,1,94.3,33,5.7,2,22.9,2,0,94.3,33,9,6,6.0,9.0,0.27,1,2022
Rachaad White,131633,HB,TB,1,0.5,0,100.0,,0,0,0,0.0,0,0,30,0,68.3,71.6,45.2,,61.8,0.0,0,0,7,0.0,0,7,0,2,100.0,7,0.0,0,81.3,2,0,14.3,1,7,6,3.0,3.5,1.0,1,2022
Allen Robinson II,8696,WR,LA,1,17.5,0,50.0,0.0,0,1,0,0.0,0,0,26,0,64.7,61.2,54.3,,54.0,0.0,0,0,12,0.0,0,49,0,1,98.0,48,28.6,14,68.8,2,0,71.4,35,12,-1,-1.0,12.0,0.25,1,2022
Ryan Griffin,7982,TE,CHI,1,14.5,0,0.0,,0,0,0,,0,0,6,0,,,60.6,72.5,46.0,91.7,11,0,0,16.7,2,12,0,0,83.3,10,8.3,1,39.6,2,0,0.0,0,0,0,,,0.0,1,2022
Irv Smith Jr.,42060,TE,MIN,1,1.5,0,0.0,,0,0,0,,0,0,18,0,,,42.3,69.7,41.7,56.3,9,0,0,6.3,1,16,0,0,87.5,14,31.3,5,39.6,2,0,12.5,2,0,0,,,0.0,1,2022
Ian Thomas,42130,TE,CAR,1,10.5,0,100.0,,0,0,0,0.0,0,2,5,0,68.3,64.0,57.1,29.5,69.0,87.5,21,0,50,12.5,3,24,1,2,83.3,20,8.3,2,118.8,2,0,0.0,0,53,32,16.0,26.5,2.65,1,2022
Byron Pringle,42345,WR,CHI,1,28.5,0,50.0,,0,0,0,0.0,0,1,6,0,64.7,61.2,84.9,,84.3,0.0,0,0,22,0.0,0,4,0,1,100.0,4,50.0,2,89.6,2,0,50.0,2,22,0,0.0,22.0,5.5,1,2022
Miles Sanders,40555,HB,PHI,1,-1.5,0,100.0,,0,0,0,0.0,0,0,24,0,68.3,75.5,73.6,,56.7,0.0,0,0,11,0.0,0,19,0,2,94.7,18,10.5,2,85.4,2,0,0.0,0,9,12,6.0,4.5,0.5,1,2022
Devin Singletary,40485,HB,BUF,1,-4.0,1,100.0,,0,0,0,0.0,0,2,4,0,68.3,72.9,66.5,42.3,72.3,0.0,0,0,8,21.7,5,23,0,2,78.3,18,13.0,3,95.8,2,0,0.0,0,14,22,11.0,7.0,0.78,1,2022
Russell Gage,44771,WR,TB,1,3.0,0,100.0,,0,0,0,0.0,0,0,30,0,68.3,64.0,53.8,,54.0,0.0,0,0,7,0.0,0,18,0,2,100.0,18,61.1,11,93.8,2,0,38.9,7,13,7,3.5,6.5,0.72,1,2022
Zach Gentry,36049,TE,PIT,1,0.5,0,100.0,,0,0,0,0.0,0,1,25,0,68.3,64.0,65.3,0.0,86.4,100.0,7,0,32,28.6,2,7,0,2,71.4,5,0.0,0,118.8,2,0,0.0,0,40,39,19.5,20.0,8.0,1,2022
Josh Jacobs,45953,HB,LV,1,-5.0,1,100.0,,0,0,0,0.0,0,1,23,0,64.7,73.6,62.3,17.6,55.3,0.0,0,0,16,28.0,7,25,0,1,68.0,17,4.0,1,118.8,1,0,24.0,6,16,21,21.0,16.0,0.94,1,2022
Cole Kmet,60995,TE,CHI,1,-4.0,0,0.0,,0,0,0,,0,0,6,0,,,56.6,70.2,50.4,38.9,7,0,0,5.6,1,18,0,0,88.9,16,55.6,10,39.6,1,0,5.6,1,0,0,,,0.0,1,2022
Nick Chubb,45783,HB,CLV,1,-7.0,0,100.0,,0,0,0,0.0,0,0,8,0,64.7,78.1,79.3,39.1,56.6,0.0,0,0,2,33.3,6,18,0,1,55.6,10,5.6,1,79.2,1,0,0.0,0,2,9,9.0,2.0,0.2,1,2022
David Njoku,11784,TE,CLV,1,3.0,0,100.0,,0,0,0,0.0,0,0,8,0,68.3,64.0,56.1,78.2,47.9,50.0,19,0,7,21.1,8,38,0,1,68.4,26,36.8,14,95.8,1,0,13.2,5,7,4,4.0,7.0,0.27,1,2022
Mike Gesicki,47153,TE,MIA,1,0.0,0,100.0,,0,0,0,0.0,0,0,17,0,64.7,61.2,44.9,55.6,49.1,47.4,9,0,1,15.8,3,19,1,1,84.2,16,47.4,9,79.2,1,0,5.3,1,1,1,1.0,1.0,0.06,1,2022
Raheem Mostert,9783,HB,MIA,1,2.0,2,100.0,,0,0,0,0.0,0,1,17,0,64.7,72.2,59.7,69.7,60.5,0.0,0,0,16,7.1,1,14,0,1,92.9,13,14.3,2,118.8,1,0,14.3,2,16,14,14.0,16.0,1.23,1,2022
Drew Sample,47259,TE,CIN,1,2.0,0,100.0,,0,0,0,0.0,0,0,7,0,64.7,61.2,53.4,74.3,52.5,73.3,11,0,2,26.7,4,15,0,1,73.3,11,0.0,0,79.2,1,0,26.7,4,2,0,0.0,2.0,0.18,1,2022
Deonte Harty,91470,WR,NO,1,-4.0,0,100.0,,0,0,0,0.0,0,0,20,0,64.7,71.7,56.7,,57.1,0.0,0,0,4,0.0,0,6,0,1,100.0,6,16.7,1,83.3,1,0,83.3,5,4,8,8.0,4.0,0.67,1,2022
Noah Togiai,47282,TE,PHI,1,3.0,0,0.0,,0,0,0,100.0,1,0,24,0,27.9,,26.4,20.4,28.1,100.0,4,0,0,50.0,2,4,0,0,50.0,2,0.0,0,39.6,1,0,0.0,0,0,0,,,0.0,1,2022
Lawrence Cager,34914,TE,NYJ,1,13.0,0,0.0,,0,0,0,,0,0,22,0,,,38.6,,43.7,20.0,1,1,0,0.0,0,5,1,0,100.0,5,20.0,1,0.0,1,0,60.0,3,0,0,,,0.0,1,2022
Jalen Guyton,34164,WR,LAC,1,26.0,0,0.0,,0,0,0,,0,0,27,0,,,64.0,,56.3,0.0,0,0,0,0.0,0,3,0,0,100.0,3,0.0,0,39.6,1,0,100.0,3,0,0,,,0.0,1,2022
Chris Myarick,47358,TE,NYG,1,3.0,0,100.0,,0,0,1,0.0,0,1,21,0,64.7,61.2,63.6,20.9,80.0,77.8,7,0,1,44.4,4,9,1,1,55.6,5,0.0,0,118.8,1,1,0.0,0,1,0,0.0,1.0,0.2,1,2022
Jakob Johnson,32565,FB,LV,1,0.0,0,100.0,,0,0,0,0.0,0,0,23,0,64.7,61.2,61.1,75.3,60.7,33.3,2,0,1,33.3,2,6,0,1,66.7,4,0.0,0,79.2,1,0,0.0,0,1,1,1.0,1.0,0.25,1,2022
Armani Rogers,40034,TE,WAS,1,-3.0,0,100.0,,0,0,0,0.0,0,1,32,0,64.7,61.2,89.6,,90.4,100.0,1,0,23,0.0,0,1,0,1,100.0,1,0.0,0,118.8,1,0,0.0,0,23,26,26.0,23.0,23.0,1,2022
Mike Boone,31615,HB,DEN,1,2.0,0,100.0,,0,0,0,0.0,0,0,10,0,64.7,61.2,61.5,,62.3,0.0,0,0,2,0.0,0,2,0,1,100.0,2,0.0,0,79.2,1,0,50.0,1,2,0,0.0,2.0,1.0,1,2022
Juwann Winfree,38275,WR,GB,1,12.0,0,100.0,,0,0,0,0.0,0,1,12,0,64.7,61.2,67.8,,66.4,0.0,0,0,17,0.0,0,9,0,1,100.0,9,77.8,7,118.8,1,0,22.2,2,17,5,5.0,17.0,1.89,1,2022
C.J. Ham,11347,FB,MIN,1,-4.0,0,100.0,,0,0,0,0.0,0,1,18,0,64.7,61.2,54.9,,62.6,50.0,1,0,6,0.0,0,2,0,1,100.0,2,0.0,0,91.7,1,0,0.0,0,6,10,10.0,6.0,3.0,1,2022
Bryan Edwards,28486,WR,ATL,1,18.0,0,0.0,,0,0,0,,0,0,2,0,,,50.1,,51.3,0.0,0,0,0,0.0,0,18,0,0,100.0,18,27.8,5,39.6,1,0,72.2,13,0,0,,,0.0,1,2022
Tyler Davis,47743,TE,GB,1,1.0,0,100.0,,0,0,0,0.0,0,0,12,0,64.7,61.2,56.4,,53.3,25.0,2,0,3,0.0,0,8,0,1,100.0,8,25.0,2,79.2,1,0,50.0,4,3,2,2.0,3.0,0.38,1,2022
Ben Ellefson,27766,TE,MIN,1,2.0,0,100.0,,0,0,0,0.0,0,0,18,0,64.7,61.2,45.0,53.5,62.6,100.0,4,0,2,75.0,3,4,0,1,25.0,1,0.0,0,79.2,1,0,0.0,0,2,0,0.0,2.0,2.0,1,2022
Mark Ingram II,6180,HB,NO,1,-7.0,0,100.0,,0,0,0,0.0,0,0,20,1,64.7,17.6,49.9,26.3,25.3,0.0,0,0,1,15.4,2,13,0,1,76.9,10,0.0,0,79.2,1,0,0.0,0,1,8,8.0,1.0,0.1,1,2022
Avery Williams,42873,HB,ATL,1,-7.0,0,100.0,,0,0,0,0.0,0,0,2,0,64.7,74.0,55.6,68.7,58.3,5.6,1,0,8,5.6,1,18,0,1,94.4,17,5.6,1,100.0,1,0,11.1,2,8,15,15.0,8.0,0.47,1,2022
Austin Hooper,10715,TE,TEN,1,4.0,0,100.0,,0,0,0,0.0,0,0,31,0,64.7,61.2,38.7,11.7,47.8,41.4,12,0,6,10.3,3,29,0,1,79.3,23,44.8,13,91.7,1,0,13.8,4,6,2,2.0,6.0,0.26,1,2022
Cam Sims,47908,WR,WAS,1,29.0,0,0.0,,0,0,0,,0,0,32,0,,,56.3,,57.0,0.0,0,0,0,0.0,0,3,0,0,100.0,3,0.0,0,39.6,1,0,100.0,3,0,0,,,0.0,1,2022
Tylan Wallace,61577,WR,BLT,1,34.0,0,0.0,,0,0,0,,0,0,3,0,,,56.0,,57.2,0.0,0,0,0,0.0,0,2,0,0,100.0,2,50.0,1,39.6,1,0,50.0,1,0,0,,,0.0,1,2022
Dax Milne,84147,WR,WAS,1,14.0,0,0.0,,0,0,0,,0,0,32,0,,72.1,65.9,,56.7,0.0,0,0,0,0.0,0,3,0,0,100.0,3,66.7,2,39.6,1,0,33.3,1,0,0,,,0.0,1,2022
Joe Fortson,94384,TE,KC,1,8.0,0,100.0,100.0,1,1,0,0.0,0,1,16,0,68.3,64.0,82.5,70.2,76.1,25.0,3,0,1,8.3,1,12,0,1,83.3,10,50.0,6,118.8,1,1,25.0,3,1,0,0.0,1.0,0.1,1,2022
Ameer Abdullah,9487,HB,LV,1,14.0,0,0.0,,0,0,0,,0,0,23,0,,,50.0,4.2,55.0,0.0,0,0,0,14.3,1,7,0,0,85.7,6,14.3,1,39.6,1,0,0.0,0,0,0,,,0.0,1,2022
Phillip Dorsett,9462,WR,HST,1,6.0,0,0.0,,0,0,1,,0,0,13,0,,,56.4,,57.2,0.0,0,0,0,0.0,0,3,1,0,100.0,3,0.0,0,39.6,1,0,100.0,3,0,0,,,0.0,1,2022
Brandon Powell,48036,WR,LA,1,3.0,0,100.0,,0,0,0,0.0,0,1,26,0,64.7,71.7,69.5,,75.5,0.0,0,0,10,0.0,0,2,0,1,100.0,2,50.0,1,108.3,1,0,50.0,1,10,7,7.0,10.0,5.0,1,2022
Zach Pascal,12303,WR,PHI,1,2.0,0,100.0,,0,0,0,0.0,0,1,24,0,64.7,61.2,66.1,,65.6,10.0,1,0,7,0.0,0,10,0,1,90.0,9,80.0,8,95.8,1,0,10.0,1,7,5,5.0,7.0,0.78,1,2022
Dante Pettis,48113,WR,CHI,1,21.0,0,100.0,,0,0,0,0.0,0,1,6,0,64.7,70.3,73.1,,71.8,0.0,0,0,51,0.0,0,14,0,1,92.9,13,14.3,2,158.3,1,1,85.7,12,51,30,30.0,51.0,3.92,1,2022
Kendrick Bourne,12270,WR,NE,1,37.0,0,100.0,,0,0,0,0.0,0,1,19,0,64.7,61.2,92.7,,90.0,0.0,0,0,41,0.0,0,2,0,1,100.0,2,0.0,0,118.8,1,0,100.0,2,41,4,4.0,41.0,20.5,1,2022
Troy Hairston II,65088,FB,HST,1,4.0,0,100.0,,0,0,0,0.0,0,0,13,0,64.7,61.2,59.3,73.4,61.8,0.0,0,0,5,16.7,1,6,0,1,66.7,4,0.0,0,87.5,1,0,0.0,0,5,1,1.0,5.0,1.25,1,2022
Miles Boykin,48209,WR,PIT,1,33.0,0,0.0,,0,0,0,,0,0,25,0,,,76.7,,57.8,0.0,0,0,0,0.0,0,2,0,0,100.0,2,0.0,0,39.6,1,0,100.0,2,0,0,,,0.0,1,2022
Skyy Moore,97116,WR,KC,1,15.0,0,100.0,,0,0,0,0.0,0,1,16,0,64.7,72.8,80.7,,78.0,0.0,0,0,30,0.0,0,7,0,1,100.0,7,85.7,6,118.8,1,0,14.3,1,30,15,15.0,30.0,4.29,1,2022
Kenyan Drake,10707,HB,BLT,1,-4.0,1,100.0,,0,0,0,0.0,0,1,3,0,64.7,74.5,56.7,77.9,61.4,0.0,0,0,15,11.8,2,17,0,1,88.2,15,5.9,1,118.8,1,0,5.9,1,15,19,19.0,15.0,1.0,1,2022
Pharaoh Brown,12247,TE,HST,1,10.0,0,100.0,,0,0,0,0.0,0,1,13,0,64.7,61.2,54.8,41.0,59.8,69.6,16,0,17,34.8,8,23,0,1,65.2,15,4.3,1,118.8,1,0,26.1,6,17,7,7.0,17.0,1.13,1,2022
Taysom Hill,12112,TE,NO,1,2.0,0,100.0,,0,0,0,0.0,0,0,20,0,64.7,69.4,68.8,,57.8,0.0,0,0,2,0.0,0,4,0,1,100.0,4,50.0,2,79.2,1,0,50.0,2,2,0,0.0,2.0,0.5,1,2022
Justin Watson,66915,WR,KC,1,2.0,0,0.0,,0,0,0,100.0,1,0,16,0,27.9,,41.9,,43.0,0.0,0,0,0,0.0,0,9,0,0,77.8,7,66.7,6,39.6,1,0,33.3,3,0,0,,,0.0,1,2022
Derrick Henry,10679,HB,TEN,1,-1.0,0,0.0,,0,0,0,100.0,1,0,31,0,27.9,77.4,67.2,82.0,33.0,0.0,0,0,0,28.6,6,21,0,0,66.7,14,0.0,0,39.6,1,0,19.0,4,0,0,,,0.0,1,2022
Patrick Ricard,48862,FB,BLT,1,2.0,0,100.0,,0,0,0,0.0,0,0,3,0,64.7,61.2,69.1,77.0,52.7,80.0,16,0,7,50.0,10,20,0,1,50.0,10,15.0,3,95.8,1,0,0.0,0,7,5,5.0,7.0,0.7,1,2022
Khalil Herbert,41668,HB,CHI,1,-2.0,0,100.0,,0,0,0,0.0,0,0,6,0,64.7,73.1,64.4,,61.4,0.0,0,0,-2,0.0,0,5,0,1,80.0,4,0.0,0,79.2,1,0,0.0,0,-2,0,0.0,-2.0,-0.5,1,2022
John Bates,42275,TE,WAS,1,2.0,0,0.0,,0,0,0,100.0,1,0,32,0,27.9,,52.0,74.1,39.5,46.2,12,0,0,26.9,7,26,0,0,69.2,18,46.2,12,39.6,1,0,7.7,2,0,0,,,0.0,1,2022
Cody Hollister,12052,WR,TEN,1,22.0,0,100.0,,0,0,0,0.0,0,1,31,0,64.7,61.2,72.8,,72.9,0.0,0,0,22,0.0,0,3,0,1,100.0,3,0.0,0,118.8,1,0,100.0,3,22,0,0.0,22.0,7.33,1,2022
Tutu Atwell,77965,WR,LA,1,5.0,0,0.0,0.0,0,1,0,,0,0,26,0,,,53.3,,54.3,0.0,0,0,0,0.0,0,6,0,0,100.0,6,33.3,2,39.6,1,0,66.7,4,0,0,,,0.0,1,2022
Wan'Dale Robinson,101735,WR,NYG,1,5.0,0,100.0,100.0,1,1,0,0.0,0,1,21,0,64.7,61.2,75.4,,73.3,0.0,0,0,5,0.0,0,4,0,1,100.0,4,75.0,3,87.5,1,0,25.0,1,5,0,0.0,5.0,1.25,1,2022
Eric Saubert,11929,TE,DEN,1,23.0,0,0.0,0.0,0,1,0,,0,0,10,0,,,38.9,68.3,41.9,50.0,5,0,0,10.0,1,10,0,0,90.0,9,50.0,5,39.6,1,0,0.0,0,0,0,,,0.0,1,2022
Jamal Agnew,11920,WR,JAX,1,-2.0,0,100.0,,0,0,0,0.0,0,0,15,0,64.7,69.6,62.8,,58.3,0.0,0,0,6,0.0,0,4,0,1,75.0,3,75.0,3,91.7,1,0,25.0,1,6,8,8.0,6.0,2.0,1,2022
Richard Rodgers,8733,TE,LAC,1,8.0,0,0.0,,0,0,0,,0,0,27,0,,,57.0,,58.2,0.0,0,0,0,0.0,0,2,0,0,100.0,2,50.0,1,39.6,1,0,50.0,1,0,0,,,0.0,1,2022
Jaylen Warren,98692,HB,PIT,1,-5.0,0,0.0,,0,0,0,,0,0,25,0,,67.2,48.9,22.9,53.0,0.0,0,0,0,37.5,6,16,0,0,62.5,10,12.5,2,39.6,1,0,0.0,0,0,0,,,0.0,1,2022
Dameon Pierce,83659,HB,HST,1,2.0,0,100.0,,0,0,0,0.0,0,0,13,0,64.7,74.1,60.8,58.8,56.3,0.0,0,0,6,44.4,4,9,0,1,55.6,5,11.1,1,91.7,1,0,11.1,1,6,4,4.0,6.0,1.2,1,2022
Demetric Felton,40568,WR,CLV,1,12.0,0,0.0,,0,0,0,,0,0,8,0,,72.5,58.5,,58.0,0.0,0,0,0,0.0,0,2,0,0,100.0,2,50.0,1,39.6,1,0,50.0,1,0,0,,,0.0,1,2022
Mack Hollins,11873,WR,LV,1,16.0,2,100.0,100.0,1,1,0,0.0,0,1,23,0,64.7,61.2,55.8,,54.0,0.0,0,0,16,0.0,0,40,0,1,95.0,38,2.5,1,118.8,1,0,97.5,39,16,0,0.0,16.0,0.42,1,2022
Eric Tomlinson,9786,TE,DEN,1,8.0,0,0.0,0.0,0,1,0,,0,0,10,0,,,43.4,28.3,31.2,100.0,11,0,0,36.4,4,11,0,0,63.6,7,0.0,0,39.6,1,0,0.0,0,0,0,,,0.0,1,2022
Chigoziem Okonkwo,84000,TE,TEN,1,11.0,0,100.0,100.0,1,1,0,0.0,0,1,31,0,64.7,64.6,59.9,72.7,72.8,33.3,2,0,11,16.7,1,6,0,1,83.3,5,33.3,2,112.5,1,0,33.3,2,11,0,0.0,11.0,2.2,1,2022
Jaylen Waddle,84088,WR,MIA,1,10.2,1,57.9,40.0,2,5,0,21.4,3,9,17,0,29.9,71.5,75.7,,76.8,0.0,0,1,59,0.0,0,44,0,11,95.5,42,29.5,13,101.0,19,2,70.5,31,171,86,7.8,15.5,4.07,2,2022
Cooper Kupp,11824,WR,LA,1,9.1,3,78.6,50.0,2,4,0,0.0,0,8,26,1,78.7,20.4,83.2,,83.0,0.0,0,1,20,0.0,0,37,0,11,100.0,37,51.4,19,108.6,14,2,43.2,16,108,38,3.5,9.8,2.92,2,2022
Garrett Wilson,97405,WR,NYJ,1,12.9,1,57.1,0.0,0,3,0,11.1,1,6,22,0,54.5,70.8,78.9,70.2,78.0,8.1,3,0,31,2.7,1,37,0,8,97.3,36,48.6,18,119.6,14,2,43.2,16,102,23,2.9,12.8,2.83,2,2022
Tyreek Hill,10799,WR,MIA,1,10.7,5,84.6,0.0,0,1,0,0.0,0,6,17,0,79.4,71.9,85.8,,84.7,2.4,1,1,60,0.0,0,42,0,11,95.2,40,42.9,18,126.3,13,2,52.4,22,190,67,6.1,17.3,4.75,2,2022
Jakobi Meyers,47468,WR,NE,1,9.2,0,69.2,50.0,1,2,0,10.0,1,4,19,0,58.5,71.1,66.3,,68.0,0.0,0,0,24,0.0,0,33,1,9,97.0,32,60.6,20,90.2,13,0,39.4,13,95,23,2.6,10.6,2.97,2,2022
Chris Olave,84355,WR,NO,1,24.6,0,38.5,0.0,0,2,0,16.7,1,1,20,1,46.3,16.0,56.6,,56.5,0.0,0,1,51,0.0,0,41,0,5,97.6,40,29.3,12,27.7,13,0,70.7,29,80,8,1.6,16.0,2.0,2,2022
Stefon Diggs,9579,WR,BUF,1,10.2,2,92.3,,0,0,1,0.0,0,6,4,0,79.4,71.9,91.0,,90.9,0.0,0,0,46,0.0,0,37,1,12,91.9,34,13.5,5,153.7,13,3,86.5,32,148,31,2.6,12.3,4.35,2,2022
Justin Jefferson,61398,WR,MIN,1,9.2,2,50.0,0.0,0,2,0,0.0,0,4,18,0,74.6,68.8,63.3,,62.8,0.0,0,2,11,0.0,0,51,0,6,96.1,49,54.9,28,20.8,12,0,43.1,22,48,20,3.3,8.0,0.98,2,2022
Amon-Ra St. Brown,84470,WR,DET,1,6.9,0,75.0,0.0,0,1,0,0.0,0,5,11,0,77.3,72.0,87.7,,83.3,3.0,1,0,49,0.0,0,33,0,9,100.0,33,69.7,23,144.4,12,2,27.3,9,116,55,6.1,12.9,3.52,2,2022
Mark Andrews,47436,TE,BLT,1,11.5,1,81.8,100.0,2,2,0,10.0,1,6,3,0,56.7,71.3,86.7,,82.5,13.8,4,0,25,0.0,0,29,0,9,89.7,26,69.0,20,136.4,11,1,17.2,5,104,28,3.1,11.6,4.0,2,2022
Drake London,86519,WR,ATL,1,8.6,2,72.7,100.0,1,1,0,0.0,0,5,2,0,77.3,70.6,82.0,,81.3,0.0,0,0,22,0.0,0,31,0,8,90.3,28,19.4,6,125.6,11,1,80.6,25,86,42,5.3,10.8,3.07,2,2022
Courtland Sutton,48164,WR,DEN,1,13.0,0,63.6,42.9,3,7,0,0.0,0,6,10,0,76.5,70.8,81.6,,80.8,2.6,1,1,35,0.0,0,39,1,7,84.6,33,10.3,4,63.4,11,0,87.2,34,122,15,2.1,17.4,3.7,2,2022
Zach Ertz,7816,TE,ARZ,1,5.8,1,72.7,0.0,0,2,0,0.0,0,5,1,0,76.5,70.1,60.1,,65.5,30.9,17,0,16,0.0,0,55,1,8,87.3,48,58.2,32,91.1,11,0,10.9,6,75,33,4.1,9.4,1.56,2,2022
Tyler Lockett,9502,WR,SEA,1,10.4,0,81.8,0.0,0,1,0,0.0,0,6,29,0,77.3,70.6,81.8,,80.1,0.0,0,1,27,0.0,0,34,0,9,94.1,32,47.1,16,69.3,11,0,52.9,18,107,22,2.4,11.9,3.34,2,2022
Mike Williams,11762,WR,LAC,1,14.4,0,80.0,100.0,5,5,0,0.0,0,4,27,0,76.5,70.1,81.8,,81.4,0.0,0,0,39,0.0,0,49,0,8,98.0,48,14.3,7,147.1,10,1,85.7,42,113,7,0.9,14.1,2.35,2,2022
Marquise Brown,61568,WR,ARZ,1,10.1,0,60.0,33.3,1,3,0,0.0,0,2,1,0,74.6,68.8,56.6,,59.9,0.0,0,1,24,0.0,0,57,0,6,86.0,49,33.3,19,40.8,10,0,66.7,38,68,26,4.3,11.3,1.39,2,2022
Amari Cooper,9437,WR,CLV,1,11.4,0,90.0,100.0,1,1,0,0.0,0,8,8,0,77.3,70.6,90.9,,90.5,0.0,0,1,20,0.0,0,30,0,9,96.7,29,20.0,6,102.5,10,1,80.0,24,101,14,1.6,11.2,3.48,2,2022
CeeDee Lamb,61570,WR,DAL,1,9.8,2,70.0,,0,0,0,0.0,0,4,9,0,75.6,69.5,78.7,,77.8,0.0,0,0,24,0.0,0,35,0,7,94.3,33,57.1,20,91.7,10,0,42.9,15,75,27,3.9,10.7,2.27,2,2022
Diontae Johnson,33441,WR,PIT,1,9.6,0,60.0,100.0,1,1,0,0.0,0,5,25,0,75.6,69.5,84.4,,83.2,0.0,0,1,17,0.0,0,38,0,6,97.4,37,7.9,3,36.3,10,0,92.1,35,57,5,0.8,9.5,1.54,2,2022
Austin Ekeler,12164,HB,LAC,1,-2.5,5,90.0,,0,0,0,10.0,1,2,27,0,56.7,76.6,61.8,0.0,68.7,0.0,0,0,21,8.8,3,34,0,9,91.2,31,8.8,3,89.6,10,0,0.0,0,55,80,8.9,6.1,1.77,2,2022
Sterling Shepard,10674,WR,NYG,1,8.9,0,60.0,,0,0,0,0.0,0,1,21,0,74.6,68.8,59.9,,62.0,2.4,1,0,12,0.0,0,42,0,6,92.9,39,40.5,17,66.3,10,0,57.1,24,34,12,2.0,5.7,0.87,2,2022
Nico Collins,61441,WR,HST,1,13.7,0,44.4,100.0,2,2,0,0.0,0,3,13,0,72.1,67.0,72.8,,71.5,0.0,0,0,29,0.0,0,30,0,4,96.7,29,3.3,1,66.0,9,0,96.7,29,58,15,3.8,14.5,2.0,2,2022
Tee Higgins,61211,WR,CIN,1,11.2,0,66.7,0.0,0,1,0,0.0,0,5,7,0,74.6,68.8,69.5,22.3,70.3,0.0,0,0,19,0.0,0,45,0,6,97.8,44,11.1,5,127.5,9,1,88.9,40,71,20,3.3,11.8,1.61,2,2022
Hunter Renfrow,47509,WR,LV,1,1.6,3,77.8,0.0,0,1,0,0.0,0,3,23,2,75.6,10.4,54.7,,54.6,0.0,0,0,20,0.0,0,35,0,7,94.3,33,91.4,32,94.0,9,0,8.6,3,59,51,7.3,8.4,1.79,2,2022
Michael Thomas,10681,WR,NO,1,11.2,0,66.7,60.0,3,5,0,0.0,0,6,20,0,75.6,69.5,75.8,,74.4,0.0,0,0,13,0.0,0,43,1,6,97.7,42,20.9,9,124.8,9,1,79.1,34,65,9,1.5,10.8,1.55,2,2022
Tyler Higbee,10744,TE,LA,1,7.0,1,77.8,0.0,0,1,0,0.0,0,3,26,0,75.6,69.5,67.8,32.2,68.2,59.5,22,1,18,16.2,6,37,0,7,83.8,31,8.1,3,60.0,9,0,32.4,12,71,40,5.7,10.1,2.29,2,2022
Gerald Everett,11799,TE,LAC,1,3.9,3,66.7,50.0,1,2,0,0.0,0,2,27,0,74.6,68.8,74.7,74.0,76.7,50.0,19,1,26,7.9,3,38,0,6,89.5,34,31.6,12,50.9,9,0,15.8,6,71,49,8.2,11.8,2.09,2,2022
Brandin Cooks,8655,WR,HST,1,8.8,0,44.4,33.3,1,3,0,33.3,2,2,13,0,28.7,67.0,52.5,,52.3,0.0,0,0,25,0.0,0,39,0,4,97.4,38,23.1,9,64.1,9,0,76.9,30,54,27,6.8,13.5,1.42,2,2022
Tyler Conklin,47124,TE,NYJ,1,4.6,0,75.0,66.7,2,3,0,14.3,1,1,22,1,49.2,68.8,48.7,75.2,48.4,69.4,34,0,13,10.2,5,49,0,6,87.8,43,22.4,11,85.4,8,0,8.2,4,40,25,4.2,6.7,0.93,2,2022
Evan Engram,11778,TE,JAX,1,3.8,0,87.5,,0,0,0,0.0,0,3,15,0,75.6,69.5,67.8,69.6,67.3,41.4,12,0,12,3.4,1,29,0,7,89.7,26,34.5,10,90.6,8,0,24.1,7,46,29,4.1,6.6,1.77,2,2022
Curtis Samuel,11795,WR,WAS,1,5.1,2,87.5,100.0,1,1,0,0.0,0,3,32,0,75.6,70.3,61.6,,62.7,0.0,0,0,27,0.0,0,49,0,7,95.9,47,67.3,33,146.9,8,1,26.5,13,78,38,5.4,11.1,1.66,2,2022
Scotty Miller,47481,WR,TB,1,16.9,0,37.5,0.0,0,1,0,0.0,0,2,30,0,70.5,67.4,64.4,,62.5,0.0,0,0,23,0.0,0,20,0,3,95.0,19,20.0,4,51.0,8,0,80.0,16,34,4,1.3,11.3,1.79,2,2022
