player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,week,year
Equanimeous St. Brown,47967,WR,CHI,1,9.0,0,50.0,,0,0,0,0.0,0,1,6,0,64.7,66.7,67.9,,59.7,0.0,0,0,20,0.0,0,23,0,1,100.0,23,26.1,6,85.4,2,0,73.9,17,20,11,11.0,20.0,0.87,3,2022
Colby Parkinson,52266,TE,SEA,1,12.5,0,100.0,,0,0,0,0.0,0,2,29,0,68.3,64.0,59.1,70.6,66.8,35.0,7,0,36,5.0,1,20,1,2,95.0,19,65.0,13,118.8,2,0,0.0,0,44,19,9.5,22.0,2.32,3,2022
DeeJay Dallas,55632,HB,SEA,1,1.0,1,100.0,,0,0,0,0.0,0,1,29,0,68.3,71.5,62.0,43.4,74.2,0.0,0,0,10,33.3,4,12,0,2,66.7,8,8.3,1,102.1,2,0,8.3,1,17,15,7.5,8.5,2.13,3,2022
Michael Carter,57337,HB,NYJ,1,-2.5,1,50.0,,0,0,0,0.0,0,0,22,0,64.7,74.1,62.8,81.2,56.2,22.2,6,0,7,25.9,7,27,0,1,70.4,19,0.0,0,58.3,2,0,0.0,0,7,12,12.0,7.0,0.37,3,2022
J.K. Dobbins,57366,HB,BLT,1,2.0,0,100.0,,0,0,0,0.0,0,1,3,0,68.3,72.3,56.9,48.1,59.5,0.0,0,0,11,17.6,3,17,0,2,82.4,14,29.4,5,102.1,2,0,11.8,2,17,13,6.5,8.5,1.21,3,2022
Noah Gray,60878,TE,KC,1,4.5,0,50.0,,0,0,0,0.0,0,1,16,0,64.7,61.2,65.5,69.7,70.2,53.3,8,0,26,13.3,2,15,0,1,86.7,13,26.7,4,95.8,2,0,13.3,2,26,18,18.0,26.0,2.0,3,2022
Quintin Morris,61182,TE,BUF,1,7.5,0,100.0,,0,0,0,0.0,0,2,4,0,68.3,64.0,50.2,19.9,60.9,26.1,6,0,15,13.0,3,23,0,2,87.0,20,26.1,6,112.5,2,0,34.8,8,22,7,3.5,11.0,1.1,3,2022
Laviska Shenault Jr.,61220,WR,CAR,1,0.0,4,100.0,,0,0,0,0.0,0,2,5,0,68.3,68.7,95.0,,93.2,16.7,1,0,67,0.0,0,6,0,2,100.0,6,50.0,3,158.3,2,1,33.3,2,90,90,45.0,45.0,15.0,3,2022
Donovan Peoples-Jones,61439,WR,CLV,1,10.0,0,50.0,0.0,0,1,0,0.0,0,1,8,0,64.7,61.2,57.1,,56.8,0.0,0,0,10,0.0,0,28,0,1,100.0,28,28.6,8,64.6,2,0,71.4,20,10,5,5.0,10.0,0.36,3,2022
Jalen Tolbert,61637,WR,DAL,1,19.5,0,50.0,100.0,1,1,0,0.0,0,0,9,0,64.7,61.2,53.6,,53.7,0.0,0,0,4,0.0,0,14,0,1,100.0,14,0.0,0,56.3,2,0,100.0,14,4,0,0.0,4.0,0.29,3,2022
Shi Smith,61643,WR,CAR,1,8.0,0,100.0,,0,0,0,0.0,0,1,5,0,68.3,73.3,64.1,,63.7,0.0,0,0,24,0.0,0,13,0,2,100.0,13,53.8,7,112.5,2,0,46.2,6,22,6,3.0,11.0,1.69,3,2022
Dameon Pierce,83659,HB,HST,1,0.5,2,100.0,,0,0,0,0.0,0,1,13,0,68.3,19.1,57.3,79.4,80.3,0.0,0,0,12,40.0,6,15,0,2,60.0,9,0.0,0,110.4,2,0,0.0,0,21,20,10.0,10.5,2.33,3,2022
Treylon Burks,99218,WR,TEN,1,11.5,0,50.0,,0,0,0,50.0,1,1,31,0,28.9,64.6,54.2,,52.6,0.0,0,0,13,0.0,0,29,0,1,93.1,27,17.2,5,70.8,2,0,82.8,24,13,5,5.0,13.0,0.48,3,2022
Mike Gesicki,47153,TE,MIA,1,0.0,0,100.0,,0,0,0,0.0,0,0,17,0,64.7,61.2,44.7,69.6,54.8,30.0,3,0,6,10.0,1,10,0,1,70.0,7,60.0,6,91.7,1,0,10.0,1,6,6,6.0,6.0,0.86,3,2022
Craig Reynolds,94383,HB,DET,1,2.0,0,100.0,,0,0,0,0.0,0,0,11,0,64.7,71.1,45.8,7.4,61.7,0.0,0,0,5,28.6,2,7,0,1,71.4,5,0.0,0,87.5,1,0,0.0,0,5,3,3.0,5.0,1.0,3,2022
C.J. Uzomah,9590,TE,NYJ,1,5.0,0,100.0,100.0,1,1,0,0.0,0,0,22,0,64.7,61.2,47.4,75.1,50.0,88.2,15,0,5,23.5,4,17,0,1,76.5,13,5.9,1,87.5,1,0,5.9,1,5,0,0.0,5.0,0.38,3,2022
Zander Horvath,57384,FB,LAC,1,6.0,0,0.0,0.0,0,1,0,,0,0,27,0,,,57.5,,55.3,66.7,2,0,0,0.0,0,3,0,0,100.0,3,0.0,0,39.6,1,0,0.0,0,0,0,,,0.0,3,2022
Chase Edmonds,45851,HB,MIA,1,3.0,0,100.0,,0,0,0,0.0,0,0,17,0,28.8,71.1,57.7,18.7,33.0,0.0,0,0,6,9.1,1,11,0,1,72.7,8,18.2,2,91.7,1,0,9.1,1,6,3,3.0,6.0,0.75,3,2022
Alexander Mattison,45817,HB,MIN,1,2.0,0,100.0,,0,0,0,0.0,0,0,18,0,64.7,71.9,72.2,23.7,57.0,5.0,1,0,16,35.0,7,20,0,1,55.0,11,0.0,0,118.8,1,0,0.0,0,16,14,14.0,16.0,1.45,3,2022
Jake Tonges,60864,TE,CHI,1,14.0,0,0.0,,0,0,0,,0,0,6,0,,,54.1,,59.3,0.0,0,0,0,0.0,0,1,0,0,100.0,1,0.0,0,39.6,1,0,100.0,1,0,0,,,0.0,3,2022
Phillip Dorsett,9462,WR,HST,1,15.0,0,100.0,,0,0,0,0.0,0,1,13,0,64.7,61.2,71.6,,70.6,0.0,0,0,15,0.0,0,5,0,1,100.0,5,20.0,1,118.8,1,0,80.0,4,15,0,0.0,15.0,3.0,3,2022
Nick Chubb,45783,HB,CLV,1,3.0,0,0.0,,0,0,0,,0,0,8,0,,77.9,76.9,81.6,51.2,0.0,0,0,0,30.0,6,20,0,0,70.0,14,10.0,2,39.6,1,0,30.0,6,0,0,,,0.0,3,2022
Dontrell Hilliard,45691,HB,TEN,1,0.0,0,100.0,,0,0,0,0.0,0,1,31,0,64.7,66.7,70.0,44.4,72.6,11.1,1,0,30,22.2,2,9,0,1,77.8,7,0.0,0,118.8,1,0,11.1,1,30,30,30.0,30.0,4.29,3,2022
Grant Calcaterra,60997,TE,PHI,1,17.0,1,100.0,,0,0,0,0.0,0,1,24,0,64.7,61.2,91.7,65.0,89.7,66.7,4,0,40,16.7,1,6,0,1,83.3,5,33.3,2,118.8,1,0,0.0,0,40,23,23.0,40.0,8.0,3,2022
Mecole Hardman,42683,WR,KC,1,-4.0,0,100.0,,0,0,0,0.0,0,0,16,0,64.7,61.2,51.0,,51.0,0.0,0,0,2,0.0,0,30,0,1,93.3,28,43.3,13,79.2,1,0,56.7,17,2,6,6.0,2.0,0.07,3,2022
Byron Pringle,42345,WR,CHI,1,7.0,0,100.0,,0,0,0,0.0,0,1,6,0,64.7,61.2,87.8,,78.8,0.0,0,0,11,0.0,0,1,0,1,100.0,1,0.0,0,112.5,1,0,100.0,1,11,4,4.0,11.0,11.0,3,2022
Marquez Callaway,42295,WR,NO,1,10.0,0,100.0,100.0,1,1,0,0.0,0,1,20,0,64.7,61.2,76.2,,73.8,0.0,0,0,4,0.0,0,11,0,1,90.9,10,9.1,1,122.9,1,1,90.9,10,4,0,0.0,4.0,0.4,3,2022
Kyle Juszczyk,7912,FB,SF,1,23.0,0,100.0,,0,0,0,0.0,0,1,28,0,64.7,61.2,59.8,23.0,73.9,25.0,5,0,24,20.0,4,20,0,1,75.0,15,30.0,6,118.8,1,0,15.0,3,24,1,1.0,24.0,1.6,3,2022
Lil'Jordan Humphrey,42247,WR,NE,1,12.0,0,0.0,,0,0,0,,0,0,19,0,,,50.0,,48.8,3.2,1,0,0,0.0,0,31,0,0,96.8,30,77.4,24,39.6,1,0,19.4,6,0,0,,,0.0,3,2022
David Bell,97989,WR,CLV,1,3.0,0,100.0,,0,0,0,0.0,0,0,8,0,64.7,65.3,51.9,,52.5,0.0,0,0,6,0.0,0,19,0,1,100.0,19,78.9,15,91.7,1,0,21.1,4,6,3,3.0,6.0,0.32,3,2022
Darrell Henderson,41193,HB,LA,1,0.0,0,0.0,,0,0,0,,0,0,26,0,,69.7,63.3,80.4,50.7,0.0,0,0,0,21.1,4,19,0,0,78.9,15,10.5,2,39.6,1,0,21.1,4,0,0,,,0.0,3,2022
Cordarrelle Patterson,7810,HB,ATL,1,-2.0,0,100.0,,0,0,0,0.0,0,1,2,0,64.7,76.4,81.0,77.2,59.2,0.0,0,0,12,17.6,3,17,0,1,70.6,12,11.8,2,116.7,1,0,17.6,3,12,14,14.0,12.0,1.0,3,2022
Miles Sanders,40555,HB,PHI,1,-1.0,0,100.0,,0,0,0,0.0,0,0,24,0,64.7,75.7,54.2,,52.3,0.0,0,0,-2,0.0,0,21,0,1,90.5,19,4.8,1,79.2,1,0,9.5,2,-2,-1,-1.0,-2.0,-0.11,3,2022
Jaelon Darden,61522,WR,TB,1,15.0,0,100.0,,0,0,0,0.0,0,1,30,0,64.7,74.0,66.2,,65.2,0.0,0,0,25,0.0,0,17,0,1,88.2,15,23.5,4,118.8,1,0,76.5,13,25,10,10.0,25.0,1.67,3,2022
Zack Moss,40341,HB,BUF,1,-1.0,1,100.0,,0,0,0,0.0,0,1,4,0,64.7,69.4,71.6,80.2,70.2,0.0,0,0,6,33.3,4,12,0,1,58.3,7,0.0,0,91.7,1,0,0.0,0,6,7,7.0,6.0,0.86,3,2022
Alec Ingold,34934,FB,MIA,1,18.0,0,0.0,,0,0,0,100.0,1,0,17,0,27.9,61.9,30.6,,31.9,20.0,1,0,0,0.0,0,5,0,0,100.0,5,20.0,1,39.6,1,0,20.0,1,0,0,,,0.0,3,2022
Jaylen Warren,98692,HB,PIT,1,-4.0,0,100.0,,0,0,0,0.0,0,0,25,0,68.3,17.4,79.0,76.3,94.2,25.0,2,0,3,37.5,3,8,0,1,37.5,3,0.0,0,79.2,1,0,0.0,0,3,7,7.0,3.0,1.0,3,2022
Adam Trautman,109795,TE,NO,1,9.0,0,100.0,,0,0,0,0.0,0,0,20,0,64.7,61.2,63.4,64.4,65.6,72.7,16,0,9,45.5,10,22,2,1,50.0,11,18.2,4,104.2,1,0,9.1,2,9,0,0.0,9.0,0.82,3,2022
Quez Watkins,61664,WR,PHI,1,28.0,0,0.0,0.0,0,1,0,,0,0,24,0,,,50.3,,50.5,0.0,0,0,0,0.0,0,25,0,0,92.0,23,84.0,21,39.6,1,0,16.0,4,0,0,,,0.0,3,2022
Jalen Reagor,61697,WR,MIN,1,-1.0,0,100.0,,0,0,0,0.0,0,0,18,0,64.7,68.4,61.7,,61.1,0.0,0,0,2,0.0,0,1,0,1,100.0,1,0.0,0,79.2,1,0,100.0,1,2,3,3.0,2.0,2.0,3,2022
Kendall Hinton,34045,WR,DEN,1,27.0,0,100.0,,0,0,0,0.0,0,1,10,0,64.7,61.2,63.1,,63.2,0.0,0,0,27,0.0,0,26,0,1,88.5,23,19.2,5,118.8,1,0,80.8,21,27,0,0.0,27.0,1.17,3,2022
Justin Watson,66915,WR,KC,1,15.0,0,0.0,,0,0,0,,0,0,16,0,,,42.7,64.9,45.6,11.1,1,0,0,11.1,1,9,0,0,77.8,7,55.6,5,39.6,1,0,33.3,3,0,0,,,0.0,3,2022
Mike Boone,31615,HB,DEN,1,3.0,0,0.0,,0,0,0,100.0,1,0,10,0,27.9,,46.9,79.0,31.2,0.0,0,0,0,21.4,3,14,0,0,78.6,11,14.3,2,39.6,1,0,0.0,0,0,0,,,0.0,3,2022
Tutu Atwell,77965,WR,LA,1,51.0,0,0.0,,0,0,0,,0,0,26,0,,,54.7,,56.1,0.0,0,0,0,0.0,0,3,0,0,100.0,3,0.0,0,39.6,1,0,100.0,3,0,0,,,0.0,3,2022
Juwan Johnson,28305,TE,NO,1,13.0,0,0.0,0.0,0,1,0,,0,0,20,0,,,51.2,73.0,48.9,17.2,5,0,0,6.9,2,29,0,0,82.8,24,55.2,16,39.6,1,0,27.6,8,0,0,,,0.0,3,2022
Antonio Gibson,78050,HB,WAS,1,1.0,0,100.0,,0,0,0,0.0,0,0,32,0,64.7,74.5,66.6,77.9,54.7,0.0,0,0,2,20.0,4,20,0,1,75.0,15,10.0,2,79.2,1,0,15.0,3,2,1,1.0,2.0,0.13,3,2022
Tyler Allgeier,83639,HB,ATL,1,-4.0,0,100.0,,0,0,0,0.0,0,1,2,0,64.7,71.1,66.2,76.2,57.3,0.0,0,0,5,20.0,2,10,0,1,80.0,8,0.0,0,87.5,1,0,10.0,1,5,9,9.0,5.0,0.63,3,2022
Kyle Rudolph,6195,TE,TB,1,12.0,0,100.0,,0,0,0,0.0,0,1,30,0,64.7,61.2,76.2,67.6,81.1,80.0,4,0,12,20.0,1,5,0,1,80.0,4,20.0,1,116.7,1,0,0.0,0,12,0,0.0,12.0,3.0,3,2022
Rashaad Penny,27414,HB,SEA,1,-5.0,0,100.0,,0,0,0,0.0,0,0,29,0,68.3,75.9,66.7,32.0,56.0,0.0,0,0,3,18.8,6,32,0,1,78.1,25,9.4,3,79.2,1,0,25.0,8,3,8,8.0,3.0,0.12,3,2022
Isaiah Likely,83955,TE,BLT,1,-1.0,0,100.0,,0,0,0,0.0,0,0,3,0,64.7,61.2,59.1,,58.9,18.8,3,0,8,0.0,0,16,0,1,100.0,16,50.0,8,100.0,1,0,31.3,5,8,9,9.0,8.0,0.5,3,2022
Chris Evans,27303,HB,CIN,1,4.0,0,100.0,100.0,1,1,0,0.0,0,0,7,0,64.7,61.2,61.3,73.1,60.0,0.0,0,0,4,50.0,1,2,0,1,50.0,1,50.0,1,83.3,1,0,0.0,0,4,0,0.0,4.0,4.0,3,2022
Tommy Tremble,84025,TE,CAR,1,6.0,0,100.0,,0,0,0,0.0,0,0,5,0,64.7,61.2,43.2,,51.0,91.7,11,0,7,0.0,0,12,0,1,100.0,12,8.3,1,95.8,1,0,0.0,0,7,1,1.0,7.0,0.58,3,2022
JaMycal Hasty,25582,HB,JAX,1,-6.0,0,0.0,,0,0,0,100.0,1,0,15,0,27.9,,29.1,,39.2,0.0,0,0,0,0.0,0,2,0,0,100.0,2,100.0,2,39.6,1,0,0.0,0,0,0,,,0.0,3,2022
Penny Hart,13534,WR,SEA,1,7.0,1,100.0,,0,0,0,0.0,0,1,29,0,64.7,61.2,78.4,,75.1,0.0,0,0,15,0.0,0,3,0,1,100.0,3,0.0,0,118.8,1,0,100.0,3,15,8,8.0,15.0,5.0,3,2022
Darrel Williams,13014,HB,ARZ,1,-5.0,0,0.0,,0,0,0,,0,0,1,0,,61.9,58.9,27.4,52.5,0.0,0,0,0,23.1,3,13,1,0,76.9,10,30.8,4,39.6,1,0,7.7,1,0,0,,,0.0,3,2022
Eric Saubert,11929,TE,DEN,1,16.0,0,0.0,,0,0,0,,0,0,10,0,,,50.7,71.5,47.2,69.2,9,0,0,15.4,2,13,0,0,76.9,10,30.8,4,39.6,1,0,0.0,0,0,0,,,0.0,3,2022
Dax Milne,84147,WR,WAS,1,6.0,1,100.0,,0,0,0,0.0,0,1,32,0,64.7,70.0,77.0,,73.2,0.0,0,0,12,0.0,0,4,0,1,100.0,4,75.0,3,116.7,1,0,25.0,1,12,6,6.0,12.0,3.0,3,2022
Jamal Agnew,11920,WR,JAX,1,6.0,0,100.0,,0,0,0,0.0,0,1,15,0,64.7,71.7,72.6,68.8,71.1,0.0,0,0,17,20.0,1,5,0,1,80.0,4,40.0,2,118.8,1,0,40.0,2,17,11,11.0,17.0,4.25,3,2022
O.J. Howard,11774,TE,HST,1,18.0,0,0.0,,0,0,0,100.0,1,0,13,0,,,46.0,73.9,55.3,83.3,5,0,0,50.0,3,6,0,0,50.0,3,16.7,1,39.6,1,0,0.0,0,0,0,,,0.0,3,2022
Kalif Raymond,11028,WR,DET,1,2.0,1,100.0,,0,0,0,0.0,0,0,11,0,64.7,68.4,52.8,,55.6,12.5,1,0,4,0.0,0,8,0,1,100.0,8,50.0,4,83.3,1,0,37.5,3,4,2,2.0,4.0,0.5,3,2022
Demarcus Robinson,10760,WR,BLT,1,10.0,0,0.0,,0,0,0,,0,0,3,0,,,44.9,,45.9,0.0,0,0,0,0.0,0,11,0,0,100.0,11,27.3,3,39.6,1,0,72.7,8,0,0,,,0.0,3,2022
Nick Vannett,10728,TE,NO,1,4.0,0,100.0,100.0,1,1,1,0.0,0,0,20,0,64.7,61.2,32.3,8.6,60.1,100.0,3,0,5,33.3,1,3,1,1,66.7,2,0.0,0,87.5,1,0,0.0,0,5,1,1.0,5.0,2.5,3,2022
Hunter Henry,10669,TE,NE,1,7.0,0,100.0,100.0,1,1,0,0.0,0,1,19,0,64.7,61.2,53.5,58.3,54.5,35.5,11,0,8,6.5,2,31,0,1,90.3,28,45.2,14,100.0,1,0,19.4,6,8,1,1.0,8.0,0.29,3,2022
Simi Fehoko,84424,WR,DAL,1,8.0,0,100.0,100.0,1,1,0,0.0,0,1,9,0,64.7,61.2,81.7,,76.0,0.0,0,0,12,0.0,0,2,0,1,100.0,2,0.0,0,116.7,1,0,100.0,2,12,4,4.0,12.0,6.0,3,2022
Ezekiel Elliott,10638,HB,DAL,1,0.0,0,100.0,,0,0,0,0.0,0,0,9,0,64.7,76.0,74.2,37.7,53.3,0.0,0,0,2,8.7,2,23,0,1,91.3,21,4.3,1,79.2,1,0,8.7,2,2,2,2.0,2.0,0.1,3,2022
Patrick Ricard,48862,FB,BLT,1,1.0,0,100.0,,0,0,0,0.0,0,0,3,0,64.7,61.2,78.7,70.7,72.5,55.6,10,0,12,33.3,6,18,0,1,66.7,12,5.6,1,116.7,1,0,0.0,0,12,11,11.0,12.0,1.0,3,2022
Trent Sherfield,48021,WR,MIA,1,3.0,0,100.0,,0,0,0,0.0,0,0,17,0,68.3,64.0,52.2,,54.6,0.0,0,0,5,0.0,0,19,0,1,89.5,17,68.4,13,87.5,1,0,31.6,6,5,2,2.0,5.0,0.29,3,2022
Anthony Firkser,51837,TE,ATL,1,15.0,0,100.0,,0,0,0,0.0,0,1,2,0,64.7,61.2,74.1,,73.6,40.0,2,0,22,0.0,0,5,0,1,100.0,5,40.0,2,118.8,1,0,20.0,1,22,7,7.0,22.0,4.4,3,2022
Raheem Mostert,9783,HB,MIA,1,-2.0,0,0.0,,0,0,0,,0,0,17,0,,74.5,48.2,50.9,53.3,0.0,0,0,0,14.3,2,14,0,0,78.6,11,14.3,2,39.6,1,0,0.0,0,0,0,,,0.0,3,2022
Braxton Berrios,47961,WR,NYJ,1,28.0,0,0.0,,0,0,0,,0,0,22,0,,70.4,49.4,,51.1,0.0,0,1,0,0.0,0,17,0,0,94.1,16,82.4,14,0.0,1,0,17.6,3,0,0,,,0.0,3,2022
Ashton Dulin,91479,WR,IND,1,4.0,0,100.0,100.0,1,1,0,0.0,0,1,14,0,64.7,61.2,57.4,,63.9,0.0,0,0,7,0.0,0,10,0,1,90.0,9,60.0,6,95.8,1,0,40.0,4,7,3,3.0,7.0,0.78,3,2022
Ray-Ray McCloud III,47895,WR,SF,1,8.0,0,100.0,,0,0,1,0.0,0,1,28,0,64.7,76.8,60.7,,68.1,0.0,0,0,11,0.0,0,7,1,1,100.0,7,57.1,4,112.5,1,0,42.9,3,11,3,3.0,11.0,1.57,3,2022
River Cracraft,47417,WR,MIA,1,12.0,0,100.0,100.0,1,1,0,0.0,0,1,17,0,64.7,61.2,71.2,,69.2,0.0,0,0,11,0.0,0,6,0,1,100.0,6,50.0,3,152.1,1,1,50.0,3,11,0,0.0,11.0,1.83,3,2022
Trestan Ebner,57159,HB,CHI,1,-6.0,0,0.0,,0,0,0,,0,0,6,0,,74.0,55.7,,54.9,0.0,0,0,0,0.0,0,6,0,0,100.0,6,16.7,1,39.6,1,0,0.0,0,0,0,,,0.0,3,2022
Chris Myarick,47358,TE,NYG,1,3.0,0,100.0,,0,0,0,0.0,0,0,21,0,64.7,61.2,47.3,25.8,54.6,66.7,8,0,6,41.7,5,12,0,1,58.3,7,33.3,4,91.7,1,0,0.0,0,6,3,3.0,6.0,0.86,3,2022
Kendall Blanton,47311,TE,LA,1,6.0,0,100.0,,0,0,0,0.0,0,1,26,0,64.7,61.2,94.7,70.2,94.9,100.0,2,0,28,50.0,1,2,0,1,50.0,1,0.0,0,118.8,1,0,0.0,0,28,22,22.0,28.0,28.0,3,2022
Mitchell Wilcox,47234,TE,CIN,1,0.0,0,100.0,,0,0,0,0.0,0,0,7,0,64.7,61.2,51.2,73.6,63.1,68.4,13,0,9,26.3,5,19,0,1,68.4,13,5.3,1,104.2,1,0,21.1,4,9,9,9.0,9.0,0.69,3,2022
