player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play,week,year
Bailey Zappe,60396,QB,NE,1,0,19,60.0,100.0,12,48.0,12,60.0,0,100.0,25,25,60.0,100.0,10,40.0,10,4,2022
Dennis Daley,60063,T,TEN,1,0,31,57.4,100.0,8,32.0,8,55.2,0,100.0,25,25,55.4,100.0,14,56.0,14,4,2022
Patrick Ricard,48862,FB,BLT,1,0,3,81.4,100.0,12,48.0,12,72.5,0,96.2,25,26,41.5,100.0,6,24.0,6,4,2022
Equanimeous St. Brown,47967,WR,CHI,1,0,6,87.6,100.0,8,32.0,8,89.3,0,100.0,25,25,75.1,100.0,17,68.0,17,4,2022
Dalton Schultz,47304,TE,DAL,1,1,9,56.6,100.0,6,24.0,6,57.0,1,100.0,25,25,51.8,100.0,15,60.0,15,4,2022
Justin Herbert,28237,QB,LAC,1,0,27,60.0,100.0,7,28.0,7,60.0,0,86.2,25,29,60.0,100.0,17,68.0,17,4,2022
Nate Davis,46808,G,TEN,1,0,31,57.5,100.0,8,32.0,8,57.3,0,100.0,25,25,57.9,100.0,14,56.0,14,4,2022
Will Dissly,30762,TE,SEA,1,0,29,44.8,100.0,6,24.0,6,55.1,0,100.0,25,25,59.4,100.0,12,48.0,12,4,2022
Aaron Brewer,46014,G,TEN,1,0,31,59.9,100.0,8,32.0,8,73.4,0,100.0,25,25,69.4,100.0,14,56.0,14,4,2022
Adam Trautman,109795,TE,NO,1,0,20,55.0,100.0,14,58.3,14,60.5,0,100.0,24,24,69.8,100.0,10,41.7,10,4,2022
Joe Burrow,28022,QB,CIN,1,0,7,60.0,100.0,12,50.0,12,60.0,0,88.9,24,27,60.0,100.0,12,50.0,12,4,2022
Harrison Bryant,26394,TE,CLV,1,0,8,75.6,100.0,14,58.3,14,65.9,0,100.0,24,24,50.4,100.0,7,29.2,7,4,2022
Ja'Marr Chase,84270,WR,CIN,1,0,7,60.0,100.0,12,50.0,12,61.0,0,100.0,24,24,61.5,100.0,12,50.0,12,4,2022
Will Hernandez,46180,G,ARZ,1,0,1,75.8,100.0,10,41.7,10,72.0,1,100.0,24,24,63.5,100.0,12,50.0,12,4,2022
Zach Ertz,7816,TE,ARZ,1,0,1,91.2,100.0,11,45.8,11,89.5,0,100.0,24,24,68.8,100.0,12,50.0,12,4,2022
Darius Slayton,25578,WR,NYG,1,0,21,61.2,100.0,14,58.3,14,57.6,0,100.0,24,24,55.4,100.0,9,37.5,9,4,2022
Mark Andrews,47436,TE,BLT,1,0,3,58.2,100.0,12,50.0,12,58.3,0,100.0,24,24,60.3,100.0,5,20.8,5,4,2022
Geoff Swaim,9679,TE,TEN,1,0,31,78.8,100.0,8,33.3,8,70.8,0,100.0,24,24,52.7,100.0,13,54.2,13,4,2022
Darren Waller,9637,TE,LV,1,0,23,51.7,100.0,11,45.8,11,58.5,0,100.0,24,24,54.3,100.0,7,29.2,7,4,2022
Andy Dalton,6187,QB,NO,1,0,20,60.2,100.0,13,54.2,13,60.6,0,96.0,24,25,60.0,91.7,11,45.8,12,4,2022
Will Fries,41530,G,IND,1,0,14,65.3,100.0,8,34.8,8,36.6,0,100.0,23,23,28.7,100.0,14,60.9,14,4,2022
Lil'Jordan Humphrey,42247,WR,NE,1,0,19,62.2,100.0,10,43.5,10,62.5,0,100.0,23,23,62.3,100.0,12,52.2,12,4,2022
Olamide Zaccheaus,44920,WR,ATL,1,0,2,54.4,100.0,7,30.4,7,56.1,0,100.0,23,23,59.4,100.0,16,69.6,16,4,2022
Ryan Kelly,10652,C,IND,1,0,14,52.8,100.0,8,34.8,8,40.0,0,100.0,23,23,45.1,100.0,14,60.9,14,4,2022
Quenton Nelson,12954,G,IND,1,0,14,76.2,100.0,8,34.8,8,47.5,0,100.0,23,23,40.6,100.0,14,60.9,14,4,2022
Elijah Moore,84302,WR,NYJ,1,0,22,61.4,100.0,10,43.5,10,61.6,0,100.0,23,23,60.7,100.0,13,56.5,13,4,2022
Justin Jefferson,61398,WR,MIN,1,0,18,60.6,100.0,6,26.1,6,59.4,0,95.8,23,24,59.1,100.0,15,65.2,15,4,2022
Matt Pryor,46647,T,IND,1,0,14,32.3,100.0,8,34.8,8,32.5,1,100.0,23,23,44.1,100.0,14,60.9,14,4,2022
Braden Smith,46794,T,IND,1,0,14,55.2,100.0,8,34.8,8,55.7,0,100.0,23,23,57.9,100.0,14,60.9,14,4,2022
Jack Stoll,42058,TE,PHI,1,0,24,56.5,100.0,4,17.4,4,54.3,0,100.0,23,23,57.2,100.0,12,52.2,12,4,2022
Robert Hunt,46139,G,MIA,1,0,17,57.2,100.0,6,27.3,6,57.2,0,100.0,22,22,58.4,100.0,15,68.2,15,4,2022
Jake Brendel,11117,C,SF,1,0,28,57.7,100.0,6,27.3,6,55.7,1,100.0,22,22,50.7,100.0,14,63.6,14,4,2022
Jimmy Garoppolo,8697,QB,SF,1,0,28,60.0,100.0,6,27.3,6,60.0,0,100.0,22,22,60.0,100.0,14,63.6,14,4,2022
Lamar Jackson,46416,QB,BLT,1,0,3,60.0,76.9,10,45.5,13,60.0,0,81.5,22,27,60.0,100.0,6,27.3,6,4,2022
Matt Ryan,4317,QB,IND,1,0,14,60.0,100.0,8,36.4,8,60.3,0,95.7,22,23,60.2,100.0,14,63.6,14,4,2022
Noah Brown,11993,WR,DAL,1,0,9,53.4,100.0,5,22.7,5,56.4,0,100.0,22,22,60.5,100.0,13,59.1,13,4,2022
Aaron Banks,59983,G,SF,1,0,28,55.4,100.0,6,27.3,6,45.7,0,100.0,22,22,53.6,100.0,14,63.6,14,4,2022
Darnell Mooney,48236,WR,CHI,1,0,6,84.7,100.0,9,40.9,9,76.2,0,100.0,22,22,60.0,100.0,13,59.1,13,4,2022
Ryan Tannehill,7014,QB,TEN,1,0,31,60.0,100.0,8,36.4,8,60.0,0,88.0,22,25,60.0,100.0,14,63.6,14,4,2022
Liam Eichenberg,41851,G,MIA,1,0,17,38.6,100.0,6,27.3,6,45.7,0,100.0,22,22,56.4,100.0,15,68.2,15,4,2022
Marquez Valdes-Scantling,47809,WR,KC,1,0,16,60.2,100.0,4,18.2,4,62.4,1,100.0,22,22,62.3,100.0,18,81.8,18,4,2022
Connor Williams,46216,C,MIA,1,0,17,57.6,100.0,6,27.3,6,61.0,0,100.0,22,22,62.7,100.0,15,68.2,15,4,2022
Greg Little,46254,T,MIA,1,0,17,42.2,100.0,6,27.3,6,37.7,0,100.0,22,22,43.5,100.0,15,68.2,15,4,2022
Mike McGlinchey,46275,T,SF,1,0,28,70.0,100.0,6,27.3,6,67.7,0,100.0,22,22,63.6,100.0,14,63.6,14,4,2022
Mitchell Wilcox,47234,TE,CIN,1,0,7,51.6,100.0,10,45.5,10,54.4,0,100.0,22,22,60.4,100.0,9,40.9,9,4,2022
Terron Armstead,7856,T,MIA,1,0,17,74.5,100.0,6,27.3,6,82.2,0,100.0,22,22,77.3,100.0,15,68.2,15,4,2022
Lucas Patrick,11435,G,CHI,1,0,6,71.8,100.0,9,40.9,9,73.5,0,100.0,22,22,68.5,100.0,13,59.1,13,4,2022
Evan Neal,99063,T,NYG,1,0,21,52.3,100.0,8,38.1,8,55.2,0,100.0,21,21,59.6,100.0,10,47.6,10,4,2022
Zach Gentry,36049,TE,PIT,1,0,25,51.5,100.0,8,38.1,8,52.1,0,100.0,21,21,58.3,100.0,8,38.1,8,4,2022
Trey McBride,75916,TE,ARZ,1,0,1,58.7,100.0,12,57.1,12,57.9,0,100.0,21,21,58.2,100.0,5,23.8,5,4,2022
Tyler Lockett,9502,WR,SEA,1,0,29,85.7,100.0,8,38.1,8,77.8,0,100.0,21,21,60.1,100.0,9,42.9,9,4,2022
Durham Smythe,47257,TE,MIA,1,0,17,33.5,100.0,6,28.6,6,46.5,0,100.0,21,21,68.6,100.0,15,71.4,15,4,2022
Saahdiq Charles,59820,G,WAS,1,0,32,51.6,100.0,6,28.6,6,76.8,0,100.0,21,21,73.3,100.0,14,66.7,14,4,2022
Tyler Conklin,47124,TE,NYJ,1,0,22,48.4,100.0,8,38.1,8,51.4,0,100.0,21,21,60.9,100.0,13,61.9,13,4,2022
Kyle Pitts,83964,TE,ATL,1,0,2,60.8,100.0,5,23.8,5,62.2,0,100.0,21,21,62.0,100.0,12,57.1,12,4,2022
Thayer Munford,59994,T,LV,1,0,23,57.0,100.0,12,57.1,12,50.4,0,100.0,21,21,47.6,100.0,4,19.0,4,4,2022
Tom Kennedy,94379,WR,DET,1,0,11,58.6,100.0,13,65.0,13,58.2,0,100.0,20,20,58.8,100.0,6,30.0,6,4,2022
Corey Davis,11760,WR,NYJ,1,0,22,75.6,100.0,7,35.0,7,70.3,0,100.0,20,20,41.1,100.0,13,65.0,13,4,2022
T.J. Hockenson,40912,TE,DET,1,0,11,36.7,100.0,12,60.0,12,41.3,0,100.0,20,20,60.0,100.0,7,35.0,7,4,2022
Ryan Bates,28300,G,BUF,1,0,4,46.1,100.0,6,30.0,6,59.5,0,100.0,20,20,58.1,100.0,6,30.0,6,4,2022
Noah Fant,42388,TE,SEA,1,0,29,52.4,100.0,8,40.0,8,51.1,0,100.0,20,20,55.9,100.0,7,35.0,7,4,2022
Tre' McKitty,60896,TE,LAC,1,0,27,50.7,100.0,7,35.0,7,56.6,0,100.0,20,20,65.0,100.0,9,45.0,9,4,2022
K.J. Osborn,23503,WR,MIN,1,0,18,60.5,100.0,5,25.0,5,39.9,0,95.2,20,21,58.3,100.0,14,70.0,14,4,2022
Rodger Saffold,5558,G,BUF,1,0,4,45.4,100.0,6,30.0,6,50.9,0,100.0,20,20,64.4,100.0,6,30.0,6,4,2022
Gabriel Davis,55410,WR,BUF,1,0,4,48.0,100.0,6,30.0,6,48.1,0,100.0,20,20,60.9,100.0,6,30.0,6,4,2022
Spencer Brown,42296,T,BUF,1,0,4,70.7,100.0,6,30.0,6,74.5,0,100.0,20,20,75.1,100.0,6,30.0,6,4,2022
Dion Dawkins,11818,T,BUF,1,0,4,45.8,100.0,6,30.0,6,54.2,0,100.0,20,20,69.0,100.0,6,30.0,6,4,2022
George Kittle,11901,TE,SF,1,0,28,56.5,100.0,6,30.0,6,58.7,0,100.0,20,20,67.4,100.0,13,65.0,13,4,2022
Mitch Morse,9482,C,BUF,1,0,4,51.3,100.0,6,30.0,6,56.4,0,100.0,20,20,61.5,100.0,6,30.0,6,4,2022
Logan Thomas,8755,TE,WAS,1,0,32,51.9,100.0,6,30.0,6,61.2,0,100.0,20,20,67.2,100.0,14,70.0,14,4,2022
Connor McGovern,41714,G,DAL,1,0,9,57.7,100.0,3,15.0,3,48.9,0,100.0,20,20,42.0,100.0,14,70.0,14,4,2022
Luke Fortner,42028,C,JAX,1,0,15,59.0,100.0,8,42.1,8,56.7,0,100.0,19,19,48.6,100.0,7,36.8,7,4,2022
Josh Reynolds,11872,WR,DET,1,0,11,58.9,100.0,12,63.2,12,59.2,0,100.0,19,19,60.2,100.0,6,31.6,6,4,2022
Tyreek Hill,10799,WR,MIA,1,0,17,54.7,100.0,6,31.6,6,42.5,1,95.0,19,20,43.9,100.0,13,68.4,13,4,2022
Tanner Hudson,66924,TE,NYG,1,0,21,67.9,100.0,10,52.6,10,80.3,0,100.0,19,19,60.4,100.0,7,36.8,7,4,2022
Marcedes Lewis,2973,TE,GB,1,0,12,66.8,100.0,9,47.4,9,63.6,0,100.0,19,19,58.3,100.0,9,47.4,9,4,2022
D.K. Metcalf,47864,WR,SEA,1,0,29,53.3,100.0,7,36.8,7,54.9,0,100.0,19,19,58.5,100.0,8,42.1,8,4,2022
Jaylen Waddle,84088,WR,MIA,1,0,17,60.7,100.0,6,31.6,6,61.1,0,100.0,19,19,60.8,100.0,13,68.4,13,4,2022
Brandon Scherff,9438,G,JAX,1,0,15,71.9,100.0,8,42.1,8,74.9,0,100.0,19,19,73.6,100.0,7,36.8,7,4,2022
Brandon Aiyuk,84109,WR,SF,1,0,28,60.1,100.0,5,26.3,5,75.2,0,100.0,19,19,59.9,100.0,12,63.2,12,4,2022
Michael Pittman Jr.,29049,WR,IND,1,0,14,60.2,100.0,5,26.3,5,61.9,0,100.0,19,19,62.4,100.0,13,68.4,13,4,2022
Ben Bartch,84236,G,JAX,1,0,15,69.2,100.0,8,42.1,8,63.6,0,100.0,19,19,64.8,100.0,7,36.8,7,4,2022
Diontae Johnson,33441,WR,PIT,1,0,25,61.1,100.0,6,31.6,6,61.3,0,90.5,19,21,62.1,100.0,10,52.6,10,4,2022
Marcus Cannon,6290,T,NE,1,0,19,74.9,100.0,9,47.4,9,71.2,0,100.0,19,19,60.7,100.0,10,52.6,10,4,2022
Jawaan Taylor,41665,T,JAX,1,0,15,61.3,100.0,8,42.1,8,64.3,0,100.0,19,19,74.8,100.0,7,36.8,7,4,2022
Cam Robinson,11789,T,JAX,1,0,15,57.5,100.0,8,42.1,8,61.7,0,100.0,19,19,61.8,100.0,7,36.8,7,4,2022
Maxx Williams,9488,TE,ARZ,1,0,1,57.2,100.0,6,33.3,6,62.8,0,100.0,18,18,67.1,100.0,8,44.4,8,4,2022
JuJu Smith-Schuster,11817,WR,KC,1,0,16,60.1,100.0,9,50.0,9,77.8,0,100.0,18,18,61.7,100.0,8,44.4,8,4,2022
Jakob Johnson,32565,FB,LV,1,0,23,52.9,100.0,11,61.1,11,52.3,0,100.0,18,18,56.5,100.0,5,27.8,5,4,2022
Curtis Samuel,11795,WR,WAS,1,0,32,60.2,100.0,5,27.8,5,59.6,0,100.0,18,18,59.4,100.0,12,66.7,12,4,2022
Teven Jenkins,41534,G,CHI,1,0,6,48.2,100.0,5,27.8,5,60.3,0,100.0,18,18,59.2,100.0,13,72.2,13,4,2022
Tee Higgins,61211,WR,CIN,1,0,7,58.9,100.0,8,44.4,8,52.7,0,100.0,18,18,50.5,100.0,10,55.6,10,4,2022
Devery Hamilton,40636,T,NYG,1,0,21,45.0,100.0,9,50.0,9,49.0,0,100.0,18,18,58.7,100.0,9,50.0,9,4,2022
Mecole Hardman,42683,WR,KC,1,0,16,61.7,100.0,11,61.1,11,63.2,0,100.0,18,18,61.7,100.0,7,38.9,7,4,2022
Stefon Diggs,9579,WR,BUF,1,0,4,61.0,100.0,6,33.3,6,61.9,0,100.0,18,18,61.6,100.0,6,33.3,6,4,2022
Allen Robinson II,8696,WR,LA,1,0,26,61.4,100.0,7,41.2,7,61.3,0,100.0,17,17,60.4,100.0,8,47.1,8,4,2022
Jahan Dotson,84375,WR,WAS,1,0,32,61.0,100.0,5,29.4,5,77.8,0,100.0,17,17,79.2,100.0,11,64.7,11,4,2022
Cameron Fleming,8775,T,DEN,1,0,10,74.9,100.0,9,52.9,9,57.5,0,100.0,17,17,56.1,100.0,8,47.1,8,4,2022
Dalton Risner,47008,G,DEN,1,0,10,42.9,100.0,9,52.9,9,45.3,0,100.0,17,17,56.2,100.0,8,47.1,8,4,2022
Pat Freiermuth,84085,TE,PIT,1,0,25,66.6,100.0,5,29.4,5,62.3,0,100.0,17,17,60.6,100.0,8,47.1,8,4,2022
Rob Havenstein,9490,T,LA,1,0,26,56.2,100.0,7,41.2,7,68.7,0,100.0,17,17,63.7,100.0,8,47.1,8,4,2022
Joseph Noteboom,46249,T,LA,1,0,26,52.6,100.0,7,41.2,7,67.1,0,100.0,17,17,63.9,100.0,8,47.1,8,4,2022
Marvin Jones Jr.,7158,WR,JAX,1,0,15,61.4,100.0,7,41.2,7,78.6,0,100.0,17,17,61.4,100.0,6,35.3,6,4,2022
Lloyd Cushenberry III,41924,C,DEN,1,0,10,44.7,100.0,9,52.9,9,45.8,0,100.0,17,17,55.9,100.0,8,47.1,8,4,2022
Alaric Jackson,40972,G,LA,1,0,26,54.6,100.0,7,41.2,7,64.7,0,100.0,17,17,72.1,100.0,8,47.1,8,4,2022
Trevor Lawrence,77632,QB,JAX,1,0,15,60.0,100.0,8,47.1,8,60.0,0,89.5,17,19,60.0,85.7,6,35.3,7,4,2022
Keelan Cole,51593,WR,LV,1,0,23,57.6,100.0,8,47.1,8,56.4,0,100.0,17,17,58.8,100.0,6,35.3,6,4,2022
Graham Glasgow,10729,G,DEN,1,0,10,80.5,100.0,9,52.9,9,82.6,0,100.0,17,17,71.5,100.0,8,47.1,8,4,2022
Garett Bolles,11775,T,DEN,1,0,10,65.3,100.0,9,52.9,9,61.4,0,100.0,17,17,56.9,100.0,8,47.1,8,4,2022
Tyler Higbee,10744,TE,LA,1,0,26,53.9,100.0,7,41.2,7,60.1,0,100.0,17,17,67.5,100.0,8,47.1,8,4,2022
Gerald Everett,11799,TE,LAC,1,0,27,60.0,100.0,2,11.8,2,58.5,0,100.0,17,17,58.6,100.0,10,58.8,10,4,2022
Cooper Kupp,11824,WR,LA,1,0,26,59.5,100.0,7,41.2,7,55.4,0,100.0,17,17,54.6,100.0,8,47.1,8,4,2022
Dawson Knox,35883,TE,BUF,1,0,4,70.6,100.0,5,29.4,5,91.6,0,100.0,17,17,72.2,100.0,6,35.3,6,4,2022
Bobby Evans,36800,G,LA,1,0,26,62.0,100.0,7,41.2,7,56.5,0,100.0,17,17,53.5,100.0,8,47.1,8,4,2022
Garrett Wilson,97405,WR,NYJ,1,0,22,60.8,100.0,6,37.5,6,60.5,0,100.0,16,16,59.9,100.0,10,62.5,10,4,2022
George Pickens,99229,WR,PIT,1,0,25,60.4,100.0,6,37.5,6,61.6,0,100.0,16,16,61.4,100.0,8,50.0,8,4,2022
Devin Duvernay,40006,WR,BLT,1,0,3,58.7,100.0,8,50.0,8,59.6,0,100.0,16,16,60.3,100.0,3,18.8,3,4,2022
Robert Woods,7822,WR,TEN,1,0,31,60.4,100.0,6,37.5,6,75.3,0,100.0,16,16,59.3,100.0,10,62.5,10,4,2022
Christian Kirk,47546,WR,JAX,1,0,15,59.1,100.0,6,37.5,6,54.7,0,94.1,16,17,54.5,100.0,7,43.8,7,4,2022
Russell Wilson,7077,QB,DEN,1,0,10,60.0,100.0,9,56.3,9,60.0,0,94.1,16,17,60.0,87.5,7,43.8,8,4,2022
Nick Westbrook-Ikhine,47861,WR,TEN,1,0,31,77.4,100.0,6,37.5,6,89.1,0,100.0,16,16,59.0,100.0,10,62.5,10,4,2022
Eric Tomlinson,9786,TE,DEN,1,0,10,64.6,100.0,9,56.3,9,51.9,0,100.0,16,16,41.2,100.0,7,43.8,7,4,2022
Chris Olave,84355,WR,NO,1,0,20,60.8,100.0,8,50.0,8,39.4,0,100.0,16,16,61.9,100.0,8,50.0,8,4,2022
Matthew Stafford,4924,QB,LA,1,0,26,60.0,100.0,7,43.8,7,60.0,0,94.1,16,17,60.0,100.0,8,50.0,8,4,2022
DeAndre Carter,9859,WR,LAC,1,0,27,53.3,100.0,4,25.0,4,52.2,0,100.0,16,16,56.2,100.0,11,68.8,11,4,2022
Tim Jones,61669,WR,JAX,1,0,15,78.4,100.0,8,50.0,8,75.0,0,100.0,16,16,60.9,100.0,5,31.3,5,4,2022
Iosua Opeta,45110,G,PHI,1,0,24,60.0,100.0,1,6.3,1,53.0,0,100.0,16,16,52.5,100.0,12,75.0,12,4,2022
Mo Alie-Cox,12078,TE,IND,1,0,14,49.6,100.0,8,50.0,8,58.2,0,100.0,16,16,67.0,100.0,8,50.0,8,4,2022
Nelson Agholor,9453,WR,NE,1,0,19,52.9,100.0,7,46.7,7,54.3,0,100.0,15,15,61.3,100.0,6,40.0,6,4,2022
Teddy Bridgewater,8667,QB,MIA,1,0,17,60.0,100.0,3,20.0,3,60.0,0,100.0,15,15,60.0,100.0,12,80.0,12,4,2022
Jarvis Landry,8698,WR,NO,1,0,20,53.8,100.0,7,46.7,7,55.7,0,100.0,15,15,60.8,100.0,8,53.3,8,4,2022
Tyler Boyd,10689,WR,CIN,1,0,7,59.4,100.0,7,46.7,7,55.4,0,100.0,15,15,54.7,100.0,8,53.3,8,4,2022
Demarcus Robinson,10760,WR,BLT,1,0,3,60.0,100.0,6,40.0,6,60.1,0,100.0,15,15,60.4,100.0,4,26.7,4,4,2022
Kenny Golladay,11851,WR,NYG,1,0,21,60.0,100.0,3,20.0,3,82.8,0,100.0,15,15,85.8,100.0,10,66.7,10,4,2022
Conor McDermott,11966,T,NYJ,1,0,22,57.5,100.0,5,33.3,5,66.2,0,100.0,15,15,69.4,100.0,10,66.7,10,4,2022
John Bates,42275,TE,WAS,1,0,32,68.4,100.0,5,33.3,5,77.5,0,100.0,15,15,75.6,100.0,10,66.7,10,4,2022
Colby Parkinson,52266,TE,SEA,1,0,29,51.5,100.0,5,33.3,5,51.9,0,100.0,15,15,57.7,100.0,5,33.3,5,4,2022
Josh Palmer,62979,WR,LAC,1,0,27,60.7,100.0,5,33.3,5,59.1,0,100.0,15,15,58.2,100.0,9,60.0,9,4,2022
Laremy Tunsil,10647,T,HST,1,0,13,53.7,100.0,7,50.0,7,47.1,0,100.0,14,14,48.3,100.0,7,50.0,7,4,2022
Davis Mills,52269,QB,HST,1,0,13,60.0,100.0,7,50.0,7,60.0,0,100.0,14,14,60.0,100.0,7,50.0,7,4,2022
Josh Allen,46601,QB,BUF,1,0,4,60.0,100.0,6,42.9,6,60.0,0,70.0,14,20,60.0,100.0,6,42.9,6,4,2022
Jermaine Eluemunor,11914,T,LV,1,0,23,67.8,100.0,7,50.0,7,72.2,0,100.0,14,14,69.7,100.0,6,42.9,6,4,2022
Bennett Skowronek,27948,WR,LA,1,0,26,67.8,100.0,6,42.9,6,64.5,0,100.0,14,14,52.8,100.0,6,42.9,6,4,2022
O.J. Howard,11774,TE,HST,1,0,13,51.6,100.0,7,50.0,7,60.3,0,100.0,14,14,71.8,100.0,7,50.0,7,4,2022
Parris Campbell,47940,WR,IND,1,0,14,60.0,100.0,3,21.4,3,56.3,0,100.0,14,14,55.7,100.0,10,71.4,10,4,2022
Kenyon Green,99052,G,HST,1,0,13,54.8,100.0,7,50.0,7,68.3,0,100.0,14,14,65.4,100.0,7,50.0,7,4,2022
Tyler Davis,47743,TE,GB,1,0,12,57.5,100.0,5,35.7,5,62.6,0,100.0,14,14,67.7,100.0,8,57.1,8,4,2022
Courtland Sutton,48164,WR,DEN,1,0,10,50.7,100.0,7,50.0,7,31.5,0,100.0,14,14,59.7,100.0,7,50.0,7,4,2022
Zach Pascal,12303,WR,PHI,1,0,24,60.0,100.0,1,7.1,1,60.1,0,100.0,14,14,60.2,100.0,12,85.7,12,4,2022
Scott Quessenberry,23918,C,HST,1,0,13,61.5,100.0,7,50.0,7,49.5,0,100.0,14,14,55.9,100.0,7,50.0,7,4,2022
A.J. Cann,9500,G,HST,1,0,13,46.1,100.0,7,50.0,7,42.7,0,100.0,14,14,50.2,100.0,7,50.0,7,4,2022
Tytus Howard,25472,T,HST,1,0,13,54.2,100.0,7,50.0,7,66.3,0,100.0,14,14,73.7,100.0,7,50.0,7,4,2022
Spencer Burford,81920,G,SF,1,0,28,56.0,100.0,3,21.4,3,39.9,0,100.0,14,14,40.2,100.0,10,71.4,10,4,2022
Chase Claypool,42312,WR,PIT,1,0,25,60.0,100.0,4,28.6,4,60.3,0,100.0,14,14,60.7,100.0,8,57.1,8,4,2022
Quintez Cephus,29614,WR,DET,1,0,11,84.4,100.0,8,57.1,8,78.9,0,100.0,14,14,59.3,100.0,5,35.7,5,4,2022
Josh Oliver,47083,TE,BLT,1,0,3,54.6,100.0,5,38.5,5,62.3,0,100.0,13,13,69.2,100.0,5,38.5,5,4,2022
Irv Smith Jr.,42060,TE,MIN,1,0,18,67.8,100.0,3,23.1,3,58.7,0,100.0,13,13,52.3,100.0,9,69.2,9,4,2022
Charlie Woerner,42257,TE,SF,1,0,28,57.6,100.0,4,30.8,4,36.8,0,100.0,13,13,46.7,100.0,8,61.5,8,4,2022
Marquise Goodwin,7859,WR,SEA,1,0,29,59.2,100.0,4,30.8,4,59.1,1,100.0,13,13,59.6,100.0,5,38.5,5,4,2022
C.J. Uzomah,9590,TE,NYJ,1,0,22,57.1,100.0,7,53.8,7,65.2,0,100.0,13,13,71.0,100.0,6,46.2,6,4,2022
Mitchell Trubisky,11757,QB,PIT,1,0,25,60.0,100.0,5,38.5,5,60.0,0,100.0,13,13,60.0,100.0,5,38.5,5,4,2022
Brock Wright,60994,TE,DET,1,0,11,58.9,100.0,12,92.3,12,58.3,0,100.0,13,13,60.0,100.0,1,7.7,1,4,2022
Evan Engram,11778,TE,JAX,1,0,15,66.8,100.0,5,38.5,5,56.3,0,100.0,13,13,45.5,100.0,4,30.8,4,4,2022
Justin Herron,46271,T,LV,1,1,23,53.5,100.0,9,69.2,9,54.3,1,100.0,13,13,60.1,100.0,3,23.1,3,4,2022
Treylon Burks,99218,WR,TEN,1,0,31,60.4,100.0,6,46.2,6,60.8,1,92.9,13,14,60.6,87.5,7,53.8,8,4,2022
Alec Ingold,34934,FB,MIA,1,0,17,44.0,100.0,3,23.1,3,45.0,0,100.0,13,13,62.4,100.0,9,69.2,9,4,2022
Austin Corbett,46290,G,CAR,1,0,5,77.1,100.0,7,58.3,7,80.2,0,100.0,12,12,49.0,100.0,3,25.0,3,4,2022
Alec Pierce,78038,WR,IND,1,0,14,60.2,100.0,3,25.0,3,37.7,0,100.0,12,12,60.4,100.0,9,75.0,9,4,2022
Taylor Moton,11819,T,CAR,1,0,5,37.5,100.0,7,58.3,7,28.9,0,100.0,12,12,52.3,100.0,3,25.0,3,4,2022
Sean Harlow,11891,C,ARZ,1,0,1,58.1,100.0,4,33.3,4,54.1,0,100.0,12,12,54.4,100.0,5,41.7,5,4,2022
Jerry Jeudy,61103,WR,DEN,1,0,10,59.8,100.0,5,41.7,5,60.2,0,100.0,12,12,60.5,100.0,7,58.3,7,4,2022
Jeremiah Kolone,46167,C,LA,1,0,26,57.9,100.0,4,33.3,4,46.3,0,100.0,12,12,48.1,100.0,6,50.0,6,4,2022
D.J. Moore,48267,WR,CAR,1,0,5,59.4,100.0,7,58.3,7,59.2,0,100.0,12,12,60.0,100.0,3,25.0,3,4,2022
Kylen Granson,40630,TE,IND,1,0,14,38.7,100.0,5,41.7,5,33.4,0,100.0,12,12,49.6,100.0,6,50.0,6,4,2022
Ikem Ekwonu,98286,T,CAR,1,0,5,45.3,100.0,7,58.3,7,64.7,0,100.0,12,12,85.1,100.0,3,25.0,3,4,2022
Nico Collins,61441,WR,HST,1,0,13,61.6,100.0,7,58.3,7,61.7,0,100.0,12,12,59.9,100.0,5,41.7,5,4,2022
Pat Elflein,11825,C,CAR,1,0,5,72.7,100.0,7,58.3,7,68.3,0,100.0,12,12,58.3,100.0,3,25.0,3,4,2022
Cody Whitehair,10690,G,CHI,1,0,6,59.0,100.0,4,33.3,4,77.7,0,100.0,12,12,73.0,100.0,8,66.7,8,4,2022
Brady Christensen,51985,G,CAR,1,0,5,53.4,100.0,7,58.3,7,43.9,0,100.0,12,12,58.7,100.0,3,25.0,3,4,2022
Jaylon Moore,43678,T,SF,1,0,28,60.0,100.0,1,9.1,1,59.7,0,100.0,11,11,47.6,100.0,9,81.8,9,4,2022
James Conner,11860,HB,ARZ,1,0,1,71.3,33.3,3,27.3,9,86.9,0,40.7,11,27,60.0,23.1,3,27.3,13,4,2022
KhaDarel Hodge,26104,WR,ATL,1,0,2,60.0,100.0,1,9.1,1,83.6,0,100.0,11,11,83.4,100.0,10,90.9,10,4,2022
Michael Gallup,26075,WR,DAL,1,0,9,60.0,100.0,3,27.3,3,60.1,0,100.0,11,11,59.4,100.0,5,45.5,5,4,2022
