player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr,week,year
Jaylen Waddle,84088,WR,MIA,1,9,0,17,0,-1.0,0,0.0,,0,0,100.0,1,0,0,21.6,24.7,0,0,0.0,0,3,0,100.0,3,39.6,1,11.1,0,0,0,,,0.0,15.0,0,100.0,,0,0,0.0,0,3,0,43.5,83.9,0,29,0.0,0,13,3,92.3,12,158.3,3,33.3,1,51,6,2.0,17.0,4.25,8,2022
Amon-Ra St. Brown,84470,WR,DET,1,9,0,11,0,-2.0,0,100.0,,0,0,0.0,0,1,0,78.7,88.5,0,6,0.0,0,4,1,75.0,3,91.7,1,11.1,0,6,8,8.0,6.0,2.0,6.6,0,80.0,100.0,1,1,20.0,1,2,0,47.7,70.7,0,12,0.0,0,19,4,94.7,18,96.7,5,55.6,0,36,7,1.8,9.0,2.0,8,2022
Michael Pittman Jr.,29049,WR,IND,1,9,0,14,0,-5.0,0,100.0,,0,0,0.0,0,0,0,78.7,55.8,0,2,0.0,0,3,1,100.0,3,79.2,1,11.1,0,2,7,7.0,2.0,0.67,5.3,0,66.7,,0,0,33.3,1,1,0,45.7,58.6,0,10,0.0,0,11,2,90.9,10,74.3,3,33.3,0,12,15,7.5,6.0,1.2,8,2022
Diontae Johnson,33441,WR,PIT,1,9,0,25,0,-4.0,0,100.0,,0,0,0.0,0,1,0,84.5,85.6,0,14,0.0,0,5,2,100.0,5,104.2,2,22.2,0,18,26,13.0,9.0,3.6,1.0,0,100.0,,0,0,0.0,0,0,0,76.5,52.3,0,6,0.0,0,10,3,90.0,9,87.5,3,33.3,0,15,12,4.0,5.0,1.67,8,2022
Joe Mixon,11803,HB,CIN,1,8,0,7,0,-1.5,0,100.0,,0,0,0.0,0,0,0,84.5,64.2,0,14,0.0,0,3,2,100.0,3,106.3,2,25.0,0,19,22,11.0,9.5,6.33,-1.5,0,100.0,,0,0,0.0,0,0,0,63.2,58.6,0,14,0.0,0,3,2,100.0,3,106.3,2,25.0,0,19,22,11.0,9.5,6.33,8,2022
Mack Hollins,11873,WR,LV,1,8,0,23,0,,0,,,0,0,,0,0,0,,52.2,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,47.7,63.3,0,0,0.0,0,6,0,100.0,6,0.0,0,0.0,0,0,0,,,0.0,8,2022
Terry McLaurin,48229,WR,WAS,1,8,0,32,0,,0,,,0,0,,0,0,0,,53.3,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,4.0,1,100.0,,0,0,0.0,0,1,0,80.6,90.5,0,42,0.0,0,11,2,100.0,11,118.8,2,25.0,0,48,40,20.0,24.0,4.36,8,2022
Demarcus Robinson,10760,WR,BLT,1,8,0,3,0,-3.0,1,100.0,,0,0,0.0,0,1,0,78.7,91.5,0,15,0.0,0,3,1,66.7,2,118.8,1,12.5,0,15,18,18.0,15.0,7.5,,0,,,0,0,,0,0,0,78.7,77.5,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,8,2022
DeVonta Smith,61100,WR,PHI,1,8,0,24,0,-2.5,0,100.0,,0,0,0.0,0,0,0,84.5,37.9,0,0,0.0,0,3,2,100.0,3,79.2,2,25.0,0,-10,-5,-2.5,-5.0,-3.33,5.5,0,50.0,,0,0,50.0,1,0,0,29.9,71.2,0,9,0.0,0,7,1,100.0,7,62.5,2,25.0,0,9,5,5.0,9.0,1.29,8,2022
Rondale Moore,62890,WR,ARZ,1,8,0,1,0,-3.3,0,100.0,,0,0,0.0,0,0,0,90.6,57.4,0,7,0.0,0,13,3,76.9,10,83.3,3,37.5,0,12,22,7.3,4.0,1.2,2.3,2,75.0,0.0,0,1,25.0,1,1,0,71.3,67.6,0,27,0.0,0,31,3,87.1,27,104.2,4,50.0,0,38,33,11.0,12.7,1.41,8,2022
Justin Jefferson,61398,WR,MIN,1,8,0,18,0,0.0,0,100.0,,0,0,0.0,0,0,0,84.5,94.6,0,9,0.0,0,5,2,100.0,5,104.2,2,25.0,0,18,18,9.0,9.0,3.6,21.7,0,66.7,100.0,2,2,0.0,0,2,0,76.5,79.9,0,29,0.0,0,15,2,93.3,14,109.7,3,37.5,0,57,12,6.0,28.5,4.07,8,2022
Stefon Diggs,9579,WR,BUF,1,8,0,4,0,-3.0,0,100.0,,0,0,0.0,0,0,0,78.7,63.6,0,7,0.0,0,1,1,100.0,1,95.8,1,12.5,0,7,10,10.0,7.0,7.0,13.0,0,75.0,,0,0,0.0,0,1,0,78.0,84.1,0,53,0.0,0,13,3,100.0,13,116.7,4,50.0,0,66,17,5.7,22.0,5.08,8,2022
Chris Godwin,11839,WR,TB,1,8,0,30,0,-2.0,1,100.0,,0,0,0.0,0,0,0,88.7,93.3,0,9,0.0,0,6,3,100.0,6,95.8,3,37.5,0,21,27,9.0,7.0,3.5,3.6,2,75.0,0.0,0,1,0.0,0,2,0,78.7,61.7,0,44,0.0,0,35,6,91.4,32,103.6,8,100.0,0,75,61,10.2,12.5,2.34,8,2022
Foster Moreau,47043,TE,LV,1,8,0,23,0,-6.0,0,100.0,,0,0,0.0,0,0,0,78.7,58.1,0,-3,0.0,0,3,1,100.0,3,79.2,1,12.5,0,-3,3,3.0,-3.0,-1.0,3.3,0,33.3,,0,0,0.0,0,1,0,77.3,67.4,0,9,7.4,2,27,1,92.6,25,42.4,3,37.5,0,9,14,14.0,9.0,0.36,8,2022
Kyle Pitts,83964,TE,ATL,1,7,0,2,0,,0,,,0,0,,0,0,0,,50.7,0,0,50.0,1,2,0,50.0,1,0.0,0,0.0,0,0,0,,,0.0,4.5,2,50.0,0.0,0,1,0.0,0,1,0,36.2,69.0,0,33,0.0,0,11,1,100.0,11,95.8,2,28.6,0,33,31,31.0,33.0,3.0,8,2022
Tyler Lockett,9502,WR,SEA,1,7,0,29,0,,0,,,0,0,,0,0,0,,51.5,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,18.0,0,33.3,,0,0,50.0,1,0,1,29.7,57.5,0,2,0.0,0,13,1,100.0,13,42.4,3,42.9,0,2,0,0.0,2.0,0.15,8,2022
Chris Olave,84355,WR,NO,1,7,0,20,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,5.0,0,100.0,,0,0,0.0,0,1,0,75.6,72.2,0,8,0.0,0,10,1,100.0,10,100.0,1,14.3,0,8,3,3.0,8.0,0.8,8,2022
Adam Thielen,8288,WR,MIN,1,7,0,18,0,,0,,,0,0,,0,0,0,,49.2,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,5.0,0,100.0,,0,0,0.0,0,0,0,77.3,70.4,0,5,0.0,0,12,1,100.0,12,87.5,1,14.3,0,5,0,0.0,5.0,0.42,8,2022
Garrett Wilson,97405,WR,NYJ,1,7,0,22,0,-4.0,0,100.0,,0,0,0.0,0,1,0,84.5,92.8,0,23,0.0,0,2,2,100.0,2,118.8,2,28.6,0,25,33,16.5,12.5,12.5,10.3,1,100.0,,0,0,0.0,0,2,0,75.6,80.1,0,54,0.0,0,13,3,100.0,13,118.8,3,42.9,0,79,48,16.0,26.3,6.08,8,2022
Rhamondre Stevenson,98689,HB,NE,1,7,0,19,0,-4.0,1,100.0,,0,0,0.0,0,1,0,88.7,95.9,0,15,0.0,0,8,3,100.0,8,104.2,3,42.9,0,27,39,13.0,9.0,3.38,-1.0,1,100.0,,0,0,0.0,0,1,0,81.1,92.7,0,15,0.0,0,7,3,100.0,7,115.3,3,42.9,0,35,38,12.7,11.7,5.0,8,2022
Christian Kirk,47546,WR,JAX,1,7,0,15,0,-3.0,1,100.0,,0,0,0.0,0,1,0,78.7,80.3,0,4,0.0,0,6,1,100.0,6,83.3,1,14.3,0,4,7,7.0,4.0,0.67,7.7,1,42.9,0.0,0,2,25.0,1,3,0,28.4,70.5,1,25,0.0,0,27,3,96.3,26,22.0,7,100.0,0,40,22,7.3,13.3,1.54,8,2022
Gabriel Davis,55410,WR,BUF,1,7,0,4,0,-3.0,0,100.0,,0,0,0.0,0,0,0,78.7,94.1,0,6,0.0,0,2,1,100.0,2,91.7,1,14.3,0,6,9,9.0,6.0,3.0,3.0,0,50.0,,0,0,50.0,1,0,0,49.2,76.3,0,6,0.0,0,5,1,80.0,4,56.3,2,28.6,0,6,9,9.0,6.0,1.5,8,2022
Jerry Jeudy,61103,WR,DEN,1,7,0,10,0,-4.0,0,100.0,,0,0,0.0,0,1,0,84.5,90.1,0,6,0.0,0,4,2,100.0,4,131.3,2,28.6,1,12,20,10.0,6.0,3.0,8.1,0,85.7,,0,0,0.0,0,4,0,77.3,75.3,0,25,0.0,0,26,6,100.0,26,143.8,7,100.0,1,63,40,6.7,10.5,2.42,8,2022
CeeDee Lamb,61570,WR,DAL,1,7,0,9,0,,0,,,0,0,,0,0,0,,49.9,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,18.5,0,75.0,100.0,1,1,0.0,0,3,0,75.6,81.7,1,22,0.0,0,14,3,100.0,14,116.7,4,57.1,1,58,6,2.0,19.3,4.14,8,2022
Amari Cooper,9437,WR,CLV,1,7,0,8,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,16.5,0,100.0,,0,0,0.0,0,2,0,38.4,85.7,0,27,0.0,0,10,2,100.0,10,118.8,2,28.6,0,45,12,6.0,22.5,4.5,8,2022
Allen Robinson II,8696,WR,LA,1,7,0,26,0,,0,,,0,0,,0,0,0,,44.4,0,0,0.0,0,9,0,100.0,9,0.0,0,0.0,0,0,0,,,0.0,11.3,0,100.0,100.0,1,1,0.0,0,3,0,78.7,79.7,0,23,0.0,0,10,3,90.0,9,118.8,3,42.9,0,42,8,2.7,14.0,4.67,8,2022
Antonio Gibson,78050,HB,WAS,1,7,0,32,0,-4.5,0,100.0,,0,0,0.0,0,0,0,84.5,85.4,0,-3,33.3,1,3,2,66.7,2,79.2,2,28.6,0,-7,2,1.0,-3.5,-3.5,-1.0,0,100.0,,0,0,0.0,0,1,0,78.0,97.1,0,12,0.0,0,1,1,100.0,1,116.7,1,14.3,0,12,13,13.0,12.0,12.0,8,2022
Isaiah Likely,83955,TE,BLT,1,7,0,3,0,,0,,,0,0,,0,0,0,,48.1,0,0,0.0,0,4,0,75.0,3,0.0,0,0.0,0,0,0,,,0.0,9.8,2,83.3,100.0,1,1,0.0,0,4,0,78.7,81.8,0,17,0.0,0,24,5,91.7,22,148.6,6,85.7,1,61,24,4.8,12.2,2.77,8,2022
Pat Freiermuth,84085,TE,PIT,1,7,0,25,0,,0,,,0,0,,0,0,0,,51.4,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,9.3,1,50.0,0.0,0,1,0.0,0,2,0,74.6,69.1,1,18,0.0,0,21,2,100.0,21,33.3,4,57.1,0,28,15,7.5,14.0,1.33,8,2022
Dallas Goedert,47272,TE,PHI,1,6,0,24,0,-1.0,0,100.0,,0,0,0.0,0,0,0,78.7,55.0,0,7,0.0,0,3,1,100.0,3,95.8,1,16.7,0,7,8,8.0,7.0,2.33,13.0,0,100.0,,0,0,0.0,0,1,0,76.5,77.4,0,12,0.0,0,8,1,100.0,8,116.7,1,16.7,0,12,-1,-1.0,12.0,1.5,8,2022
Michael Carter,57337,HB,NYJ,1,6,0,22,0,,0,,,0,0,,0,0,0,,53.5,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,74.6,66.7,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,8,2022
Tee Higgins,61211,WR,CIN,1,6,0,7,0,,0,,,0,0,,0,0,0,,49.2,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,5.0,0,0.0,,0,0,,0,0,0,70.5,57.7,1,0,0.0,0,10,0,100.0,10,0.0,1,16.7,0,0,0,,,0.0,8,2022
Brandin Cooks,8655,WR,HST,1,6,0,13,0,-3.0,0,100.0,,0,0,0.0,0,0,0,78.7,54.9,0,-3,0.0,0,5,1,80.0,4,79.2,1,16.7,0,-3,0,0.0,-3.0,-0.75,41.0,0,100.0,100.0,1,1,0.0,0,1,0,73.4,73.9,0,44,0.0,0,6,1,100.0,6,118.8,1,16.7,0,44,3,3.0,44.0,7.33,8,2022
Dalton Schultz,47304,TE,DAL,1,6,0,9,0,,0,,,0,0,,0,0,0,,49.3,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,9.8,0,100.0,,0,0,0.0,0,1,0,78.7,81.7,0,30,0.0,0,10,4,100.0,10,118.8,4,66.7,0,51,12,3.0,12.8,5.1,8,2022
Evan Engram,11778,TE,JAX,1,6,0,15,0,-2.0,0,100.0,,0,0,0.0,0,0,0,78.7,51.3,0,6,16.7,1,6,1,83.3,5,91.7,1,16.7,0,6,8,8.0,6.0,1.2,26.0,0,100.0,,0,0,0.0,0,1,0,54.5,74.8,0,22,0.0,0,9,1,77.8,7,158.3,1,16.7,1,22,0,0.0,22.0,3.14,8,2022
Brandon Aiyuk,84109,WR,SF,1,6,0,28,0,,0,,,0,0,,0,0,0,,47.4,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,74.6,68.9,0,0,0.0,0,10,0,100.0,10,0.0,0,0.0,0,0,0,,,0.0,8,2022
Robert Tonyan,12193,TE,GB,1,6,0,12,0,-2.0,1,100.0,,0,0,0.0,0,0,0,78.7,51.1,0,3,16.7,1,6,1,83.3,5,79.2,1,16.7,0,3,5,5.0,3.0,0.6,6.0,1,80.0,0.0,0,1,0.0,0,1,0,76.5,63.8,0,15,9.1,1,11,4,90.9,10,91.7,5,83.3,0,30,24,6.0,7.5,3.0,8,2022
Damiere Byrd,9964,WR,ATL,1,6,0,2,0,,0,,,0,0,,0,0,0,,52.5,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,56.0,0,0.0,0.0,0,1,,0,0,0,72.1,91.1,0,0,0.0,0,3,0,100.0,3,39.6,1,16.7,0,0,0,,,0.0,8,2022
Darius Slayton,25578,WR,NYG,1,6,0,21,0,,0,,,0,0,,0,0,0,,51.9,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,16.0,0,0.0,,0,0,,0,0,0,75.6,78.6,0,0,0.0,0,9,0,100.0,9,39.6,1,16.7,0,0,0,,,0.0,8,2022
Dalvin Cook,11796,HB,MIN,1,6,0,18,0,-3.5,0,100.0,,0,0,0.0,0,0,0,84.5,77.4,0,7,0.0,0,4,2,100.0,4,91.7,2,33.3,0,12,19,9.5,6.0,3.0,,0,,,0,0,,0,0,0,75.6,59.1,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,8,2022
Tyler Higbee,10744,TE,LA,1,6,0,26,0,-4.3,0,33.3,,0,0,0.0,0,1,0,78.7,85.1,0,10,14.3,1,7,1,85.7,6,43.8,3,50.0,0,10,15,15.0,10.0,1.67,,0,,,0,0,,0,0,0,28.6,45.7,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,8,2022
Michael Gallup,26075,WR,DAL,1,6,0,9,0,,0,,,0,0,,0,0,0,,49.4,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,0.0,0,100.0,,0,0,0.0,0,0,0,74.6,71.7,0,4,0.0,0,3,1,100.0,3,83.3,1,16.7,0,4,4,4.0,4.0,1.33,8,2022
Najee Harris,57121,HB,PIT,1,6,0,25,0,,0,,,0,0,,0,0,0,,52.8,0,0,33.3,1,3,0,33.3,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,78.7,62.7,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,8,2022
Laviska Shenault Jr.,61220,WR,CAR,1,6,0,5,0,-2.0,3,100.0,,0,0,0.0,0,0,0,90.2,85.7,0,13,0.0,0,5,4,100.0,5,86.5,4,66.7,0,19,27,6.8,4.8,3.8,2.2,3,80.0,0.0,0,1,0.0,0,1,0,78.0,80.1,0,13,0.0,0,9,4,100.0,9,89.2,5,83.3,0,27,33,8.3,6.8,3.0,8,2022
Drake London,86519,WR,ATL,1,5,0,2,0,-2.0,0,100.0,,0,0,0.0,0,0,0,78.7,54.8,0,-1,0.0,0,3,1,100.0,3,79.2,1,20.0,0,-1,1,1.0,-1.0,-0.33,1.5,1,100.0,,0,0,0.0,0,1,0,74.6,73.9,0,7,0.0,0,9,2,100.0,9,79.2,2,40.0,0,6,3,1.5,3.0,0.67,8,2022
Keelan Cole,51593,WR,LV,1,5,0,23,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,70.5,65.7,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,8,2022
Eno Benjamin,57136,HB,ARZ,1,5,0,1,0,-2.0,0,0.0,,0,0,100.0,1,0,0,24.1,23.8,0,0,0.0,0,10,0,70.0,7,39.6,1,20.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,35.3,45.6,0,0,0.0,0,5,0,60.0,3,0.0,0,0.0,0,0,0,,,0.0,8,2022
D'Andre Swift,57212,HB,DET,1,5,0,11,0,-4.0,1,100.0,,0,0,0.0,0,0,0,88.7,85.4,0,7,0.0,0,4,2,75.0,3,85.4,2,40.0,0,9,17,8.5,4.5,3.0,,0,,,0,0,,0,0,0,78.7,78.2,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,8,2022
Cade Otton,61071,TE,TB,1,5,0,30,0,,0,,,0,0,,0,0,0,,41.0,0,0,0.0,0,6,0,100.0,6,0.0,0,0.0,0,0,0,,,0.0,10.0,0,33.3,0.0,0,1,0.0,0,1,0,32.6,55.8,0,10,0.0,0,29,1,89.7,26,43.8,3,60.0,0,10,4,4.0,10.0,0.38,8,2022
Josh Reynolds,11872,WR,DET,1,5,0,11,0,,0,,,0,0,,0,0,0,,48.7,0,0,0.0,0,4,0,75.0,3,0.0,0,0.0,0,0,0,,,0.0,35.0,0,0.0,,0,0,,0,0,0,28.0,49.7,0,0,0.0,0,14,0,85.7,12,39.6,1,20.0,0,0,0,,,0.0,8,2022
Tanner Hudson,66924,TE,NYG,1,5,0,21,0,,0,,,0,0,,0,0,0,,47.5,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,14.0,0,100.0,,0,0,0.0,0,1,0,73.4,80.6,0,27,0.0,0,8,1,87.5,7,118.8,1,20.0,0,27,13,13.0,27.0,3.86,8,2022
Marquise Goodwin,7859,WR,SEA,1,5,0,29,0,-3.5,0,100.0,,0,0,0.0,0,0,0,84.5,58.8,0,7,0.0,0,4,2,100.0,4,89.6,2,40.0,0,11,18,9.0,5.5,2.75,-4.0,0,100.0,,0,0,0.0,0,0,0,73.4,56.0,0,4,0.0,0,4,1,100.0,4,83.3,1,20.0,0,4,8,8.0,4.0,1.0,8,2022
Alec Pierce,78038,WR,IND,1,5,0,14,0,,0,,,0,0,,0,0,0,,50.3,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,72.1,73.7,0,0,0.0,0,4,0,75.0,3,0.0,0,0.0,0,0,0,,,0.0,8,2022
Phillip Dorsett,9462,WR,HST,1,5,0,13,0,,0,,,0,0,,0,0,0,,49.5,0,0,0.0,0,6,0,83.3,5,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,64.7,51.5,0,0,0.0,0,7,0,71.4,5,0.0,0,0.0,0,0,0,,,0.0,8,2022
Greg Dulcich,84068,TE,DEN,1,5,0,10,0,,0,,,0,0,,0,0,0,,46.7,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,11.5,0,100.0,,0,0,0.0,0,1,0,74.6,78.6,0,22,0.0,0,13,2,100.0,13,118.8,2,40.0,0,31,8,4.0,15.5,2.38,8,2022
Aaron Jones,11937,HB,GB,1,5,0,12,0,-5.3,0,75.0,,0,0,25.0,1,1,0,27.1,32.7,0,7,16.7,1,6,3,83.3,5,77.1,4,80.0,0,9,25,8.3,3.0,1.8,-4.0,0,100.0,,0,0,0.0,0,0,0,42.1,43.9,0,0,0.0,0,2,1,100.0,2,79.2,1,20.0,0,0,4,4.0,0.0,0.0,8,2022
Ameer Abdullah,9487,HB,LV,1,5,0,23,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,76.5,61.6,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,8,2022
Romeo Doubs,84329,WR,GB,1,5,0,12,0,,0,,,0,0,,0,0,0,,44.5,0,0,0.0,0,8,0,100.0,8,0.0,0,0.0,0,0,0,,,0.0,26.5,0,100.0,100.0,2,2,0.0,0,2,0,73.4,79.9,0,26,0.0,0,19,2,100.0,19,158.3,2,40.0,1,45,1,0.5,22.5,2.37,8,2022
Davante Adams,8688,WR,LV,1,5,0,23,0,-2.0,1,100.0,,0,0,0.0,0,0,0,78.7,59.1,0,3,0.0,0,3,1,100.0,3,79.2,1,20.0,0,3,5,5.0,3.0,1.0,,0,,,0,0,,0,0,0,27.3,43.7,0,0,0.0,0,7,0,85.7,6,0.0,0,0.0,0,0,0,,,0.0,8,2022
Tyler Boyd,10689,WR,CIN,1,5,0,7,0,,0,,,0,0,,0,0,0,,48.5,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,9.0,0,100.0,,0,0,0.0,0,2,0,74.6,68.2,0,14,0.0,0,35,2,91.4,32,118.8,2,40.0,0,25,7,3.5,12.5,0.78,8,2022
Zach Ertz,7816,TE,ARZ,1,5,0,1,0,-2.5,2,100.0,,0,0,0.0,0,2,0,84.5,94.6,0,11,9.1,1,11,2,63.6,7,145.8,2,40.0,1,19,24,12.0,9.5,2.71,10.0,0,100.0,,0,0,0.0,0,1,0,75.6,62.2,0,13,0.0,0,34,1,79.4,27,118.8,1,20.0,0,13,3,3.0,13.0,0.48,8,2022
Chase Claypool,42312,WR,PIT,1,5,0,25,0,,0,,,0,0,,0,0,0,,46.5,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,16.0,2,50.0,100.0,1,1,0.0,0,1,0,77.3,55.5,0,25,0.0,0,33,1,90.9,30,95.8,2,40.0,0,25,10,10.0,25.0,0.83,8,2022
J.D. McKissic,11047,HB,WAS,1,5,0,32,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,-2.5,0,50.0,,0,0,0.0,0,0,0,75.6,53.8,0,7,0.0,0,5,1,100.0,5,58.3,2,40.0,0,7,8,8.0,7.0,1.4,8,2022
Saquon Barkley,45791,HB,NYG,1,5,0,21,0,-5.0,0,100.0,,0,0,0.0,0,0,0,78.7,64.5,0,-3,0.0,0,2,1,100.0,2,79.2,1,20.0,0,-3,2,2.0,-3.0,-1.5,,0,,,0,0,,0,0,0,36.2,39.9,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,8,2022
Marcus Johnson,11074,WR,NYG,1,5,0,21,0,,0,,,0,0,,0,0,0,,51.3,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,3.0,0,100.0,100.0,1,1,0.0,0,0,0,68.3,50.2,0,3,0.0,0,5,1,100.0,5,79.2,1,20.0,0,3,0,0.0,3.0,0.6,8,2022
Mark Andrews,47436,TE,BLT,1,5,0,3,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,7.8,0,50.0,0.0,0,2,0.0,0,1,0,73.4,69.1,0,22,0.0,0,7,2,100.0,7,72.9,4,80.0,0,28,11,5.5,14.0,4.0,8,2022
Dante Pettis,48113,WR,CHI,1,5,0,6,0,0.0,0,100.0,,0,0,0.0,0,0,0,78.7,53.8,0,0,0.0,0,6,1,100.0,6,79.2,1,20.0,0,0,0,0.0,0.0,0.0,18.5,0,50.0,0.0,0,1,0.0,0,0,0,77.3,56.3,0,12,12.5,1,8,1,62.5,5,68.8,2,40.0,0,12,0,0.0,12.0,2.4,8,2022
Darnell Mooney,48236,WR,CHI,1,5,0,6,0,-1.0,0,100.0,,0,0,0.0,0,0,0,78.7,51.8,0,8,0.0,0,9,1,100.0,9,100.0,1,20.0,0,8,9,9.0,8.0,0.89,-1.0,0,100.0,,0,0,0.0,0,0,0,73.4,66.2,0,8,0.0,0,17,1,76.5,13,100.0,1,20.0,0,8,9,9.0,8.0,0.62,8,2022
George Kittle,11901,TE,SF,1,4,0,28,0,-3.0,0,100.0,,0,0,0.0,0,0,0,78.7,54.1,0,9,25.0,1,4,1,75.0,3,104.2,1,25.0,0,9,12,12.0,9.0,3.0,10.0,0,0.0,,0,0,,0,0,0,72.1,61.1,0,0,11.1,1,9,0,88.9,8,39.6,1,25.0,0,0,0,,,0.0,8,2022
James Proche,48037,WR,BLT,1,4,0,3,0,,0,,,0,0,,0,0,0,,49.6,0,0,0.0,0,3,0,66.7,2,0.0,0,0.0,0,0,0,,,0.0,16.0,0,50.0,,0,0,0.0,0,0,0,75.6,58.0,0,6,0.0,0,20,1,95.0,19,56.3,2,50.0,0,6,0,0.0,6.0,0.32,8,2022
Irv Smith Jr.,42060,TE,MIN,1,4,0,18,0,,0,,,0,0,,0,0,0,,49.4,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,72.1,56.7,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,8,2022
Tommy Tremble,84025,TE,CAR,1,4,0,5,0,,0,,,0,0,,0,0,0,,36.2,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,68.3,46.9,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,8,2022
Kenyan Drake,10707,HB,BLT,1,4,0,3,0,-8.0,0,100.0,,0,0,0.0,0,0,0,84.5,70.6,0,-4,20.0,1,5,1,60.0,3,79.2,1,25.0,0,-4,4,4.0,-4.0,-1.33,,0,,,0,0,,0,0,0,75.6,56.0,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,8,2022
