player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr,week,year
Ko Kieft,41372,TE,TB,1,1,0,30,0,,0,,,0,0,,0,0,0,,40.6,0,0,50.0,1,2,0,50.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,64.7,92.6,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,4,2022
Khalil Herbert,41668,HB,CHI,1,1,0,6,0,-1.0,0,100.0,,0,0,0.0,0,1,0,78.7,81.7,0,24,0.0,0,4,1,75.0,3,118.8,1,100.0,0,24,25,25.0,24.0,8.0,,0,,,0,0,,0,0,0,68.3,62.3,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,4,2022
Kenneth Walker III,97199,HB,SEA,1,1,0,29,0,-6.0,0,100.0,,0,0,0.0,0,0,0,78.7,80.1,0,-5,0.0,0,1,1,100.0,1,79.2,1,100.0,0,-5,1,1.0,-5.0,-5.0,,0,,,0,0,,0,0,0,68.3,57.1,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,4,2022
Greg Dortch,42237,WR,ARZ,1,1,0,1,0,,0,,,0,0,,0,0,0,,50.7,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,64.7,53.6,0,0,0.0,0,13,0,100.0,13,0.0,0,0.0,0,0,0,,,0.0,4,2022
Lil'Jordan Humphrey,42247,WR,NE,1,1,0,19,0,-2.0,0,100.0,,0,0,0.0,0,0,0,78.7,85.7,0,9,0.0,0,5,1,100.0,5,104.2,1,100.0,0,9,11,11.0,9.0,1.8,-2.0,0,100.0,,0,0,0.0,0,0,0,64.7,63.6,0,9,0.0,0,7,1,100.0,7,104.2,1,100.0,0,9,11,11.0,9.0,1.29,4,2022
Charlie Woerner,42257,TE,SF,1,1,0,28,0,,0,,,0,0,,0,0,0,,51.1,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,,54.7,0,0,33.3,1,3,0,66.7,2,0.0,0,0.0,0,0,0,,,0.0,4,2022
Noah Fant,42388,TE,SEA,1,1,0,29,0,,0,,,0,0,,0,0,0,78.7,96.5,0,0,0.0,0,2,0,50.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,70.5,76.3,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,4,2022
Brandon Bolden,7469,HB,LV,1,1,0,23,0,,0,,,0,0,,0,0,0,,48.5,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,68.3,55.5,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,4,2022
Cole Beasley,7330,WR,TB,1,1,0,30,0,-3.0,0,100.0,,0,0,0.0,0,0,0,78.7,57.4,0,5,0.0,0,2,1,100.0,2,87.5,1,100.0,0,5,8,8.0,5.0,2.5,-3.0,0,100.0,,0,0,0.0,0,0,0,68.3,56.3,0,5,0.0,0,4,1,100.0,4,87.5,1,100.0,0,5,8,8.0,5.0,1.25,4,2022
Alexander Mattison,45817,HB,MIN,1,1,0,18,0,-1.0,1,100.0,,0,0,0.0,0,1,0,78.7,96.8,0,15,0.0,0,1,1,100.0,1,158.3,1,100.0,1,15,16,16.0,15.0,15.0,,0,,,0,0,,0,0,0,70.5,88.1,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,4,2022
Josiah Deguara,47034,TE,GB,1,1,0,12,0,-7.0,0,0.0,,0,0,,0,0,0,,48.7,0,0,0.0,0,2,0,100.0,2,39.6,1,100.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,,55.6,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,4,2022
Ross Dwelley,20994,TE,SF,1,1,0,28,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,,59.9,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,4,2022
Mitchell Wilcox,47234,TE,CIN,1,1,0,7,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,,54.7,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,4,2022
Kendall Blanton,47311,TE,LA,1,1,0,26,0,,0,,,0,0,,0,0,0,,52.5,0,0,50.0,1,2,0,50.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,64.7,53.9,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,4,2022
River Cracraft,47417,WR,MIA,1,1,0,17,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,,55.5,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,4,2022
Zach Pascal,12303,WR,PHI,1,1,0,24,0,,0,,,0,0,,0,0,0,,51.7,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,14.0,0,0.0,,0,0,,0,0,0,27.9,40.0,1,0,0.0,0,3,0,100.0,3,0.0,1,100.0,0,0,0,,,0.0,4,2022
Johnny Mundt,12206,TE,MIN,1,1,0,18,0,,0,,,0,0,,0,0,0,,47.4,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,,50.6,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,4,2022
Marvin Jones Jr.,7158,WR,JAX,1,1,0,15,0,,0,,,0,0,,0,0,0,,48.4,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,25.5,41.4,0,0,0.0,0,7,0,100.0,7,0.0,0,0.0,0,0,0,,,0.0,4,2022
Braxton Berrios,47961,WR,NYJ,1,1,0,22,0,-2.0,0,100.0,,0,0,0.0,0,0,0,78.7,60.1,0,6,0.0,0,2,1,50.0,1,91.7,1,100.0,0,6,8,8.0,6.0,6.0,,0,,,0,0,,0,0,0,68.3,60.1,0,0,0.0,0,1,0,0.0,0,0.0,0,0.0,0,0,0,,,,4,2022
Mason Schreck,12007,TE,HST,1,1,0,13,0,,0,,,0,0,,0,0,0,,,0,0,100.0,1,1,0,0.0,0,0.0,0,0.0,0,0,0,,,,3.0,0,100.0,100.0,1,1,0.0,0,0,0,68.3,61.2,0,0,0.0,0,1,1,100.0,1,79.2,1,100.0,0,0,-3,-3.0,0.0,0.0,4,2022
Jaylen Warren,98692,HB,PIT,1,1,0,25,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,64.7,57.2,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,4,2022
Jeff Smith,48055,WR,NYJ,1,1,0,22,0,,0,,,0,0,,0,0,0,,53.3,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,,55.5,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,4,2022
Tre'Quan Smith,48228,WR,NO,1,1,0,20,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,17.0,0,100.0,,0,0,0.0,0,1,0,64.7,65.1,0,18,0.0,0,3,1,100.0,3,118.8,1,100.0,0,18,1,1.0,18.0,6.0,4,2022
Samaje Perine,11869,HB,CIN,1,1,0,7,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,27.9,28.8,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,4,2022
Kenny Golladay,11851,WR,NYG,1,1,0,21,0,,0,,,0,0,,0,0,0,,52.5,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,,54.0,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,4,2022
Parker Hesse,48369,TE,ATL,1,1,0,2,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,68.3,91.3,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,4,2022
Dan Arnold,51842,TE,JAX,1,1,0,15,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,64.7,89.7,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,4,2022
Eno Benjamin,57136,HB,ARZ,1,1,0,1,0,,0,,,0,0,,0,0,0,,50.6,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,68.3,68.7,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,4,2022
A.J. Dillon,57165,HB,GB,1,1,0,12,0,,0,,,0,0,,0,0,0,,47.2,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,,50.2,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,4,2022
Cam Akers,57206,HB,LA,1,1,0,26,0,,0,,,0,0,,0,0,0,,47.7,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,,51.2,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,4,2022
Zander Horvath,57384,FB,LAC,1,1,0,27,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,4,2022
Jelani Woods,60509,TE,IND,1,1,0,14,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,64.7,64.3,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,4,2022
Noah Gray,60878,TE,KC,1,1,0,16,0,,0,,,0,0,,0,0,0,,43.5,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,27.9,36.3,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,4,2022
Tre' McKitty,60896,TE,LAC,1,1,0,27,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,68.3,51.3,0,0,0.0,0,5,0,80.0,4,0.0,0,0.0,0,0,0,,,0.0,4,2022
Jake Ferguson,61081,TE,DAL,1,1,0,9,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,68.3,60.8,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,4,2022
Evan Engram,11778,TE,JAX,1,1,0,15,0,,0,,,0,0,,0,0,0,,41.9,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,64.7,54.0,0,0,0.0,0,8,0,100.0,8,0.0,0,0.0,0,0,0,,,0.0,4,2022
C.J. Ham,11347,FB,MIN,1,1,0,18,0,,0,,,0,0,,0,0,0,,53.5,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,,56.9,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,4,2022
Ihmir Smith-Marsette,61324,WR,CHI,1,1,0,6,0,,0,,,0,0,,0,0,0,,52.9,0,0,0.0,0,2,0,50.0,1,0.0,0,0.0,0,0,0,,,0.0,3.0,0,0.0,,0,0,,0,0,0,,55.0,0,0,0.0,0,3,0,66.7,2,39.6,1,100.0,0,0,0,,,0.0,4,2022
Austin Hooper,10715,TE,TEN,1,1,0,31,0,,0,,,0,0,,0,0,0,,51.4,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,64.7,55.1,0,0,0.0,0,9,0,100.0,9,0.0,0,0.0,0,0,0,,,0.0,4,2022
Chris Manhertz,10211,TE,JAX,1,1,0,15,0,-4.0,0,100.0,,0,0,0.0,0,0,0,78.7,57.6,0,0,33.3,1,3,1,66.7,2,79.2,1,100.0,0,0,4,4.0,0.0,0.0,,0,,,0,0,,0,0,0,68.3,59.2,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,4,2022
K.J. Hamler,61590,WR,DEN,1,1,0,10,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,64.7,79.0,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,4,2022
Shi Smith,61643,WR,CAR,1,1,0,5,0,,0,,,0,0,,0,0,0,,48.2,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,5.0,0,0.0,,0,0,,0,0,0,,48.6,0,0,0.0,0,24,0,100.0,24,39.6,1,100.0,0,0,0,,,0.0,4,2022
Tim Jones,61669,WR,JAX,1,1,0,15,0,-3.0,0,0.0,,0,0,100.0,1,0,0,21.7,23.4,0,0,0.0,0,2,0,100.0,2,39.6,1,100.0,0,0,0,,,0.0,-3.0,0,0.0,,0,0,100.0,1,0,0,24.5,31.7,0,0,0.0,0,3,0,100.0,3,39.6,1,100.0,0,0,0,,,0.0,4,2022
Jalen Reagor,61697,WR,MIN,1,1,0,18,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,,56.7,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,4,2022
Damiere Byrd,9964,WR,ATL,1,1,0,2,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,,59.7,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,4,2022
Josh Palmer,62979,WR,LAC,1,1,0,27,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,64.7,54.1,0,0,0.0,0,12,0,100.0,12,0.0,0,0.0,0,0,0,,,0.0,4,2022
Montrell Washington,64310,WR,DEN,1,1,0,10,0,-3.0,0,100.0,,0,0,0.0,0,0,0,78.7,64.3,0,4,0.0,0,1,1,100.0,1,83.3,1,100.0,0,4,7,7.0,4.0,4.0,,0,,,0,0,,0,0,0,70.5,59.1,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,4,2022
Justin Watson,66915,WR,KC,1,1,0,16,0,,0,,,0,0,,0,0,0,,46.5,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,,51.2,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,4,2022
Javonte Williams,77803,HB,DEN,1,1,0,10,0,-4.0,0,100.0,,0,0,0.0,0,0,0,78.7,73.1,0,-1,0.0,0,2,1,100.0,2,79.2,1,100.0,0,-1,3,3.0,-1.0,-0.5,,0,,,0,0,,0,0,0,64.7,58.7,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,4,2022
Zach Wilson,82096,QB,NYJ,1,1,0,22,0,,0,,,0,0,,0,0,0,,,0,0,0.0,0,5,0,0.0,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,64.7,90.6,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,4,2022
Tyler Allgeier,83639,HB,ATL,1,1,0,2,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,64.7,69.3,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,4,2022
James Cook,83666,HB,BUF,1,1,0,4,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,25.5,25.3,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,4,2022
Russell Wilson,7077,QB,DEN,1,1,0,10,0,,0,,,0,0,,0,0,0,,,0,0,0.0,0,4,0,0.0,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,4,2022
Phillip Dorsett,9462,WR,HST,1,1,0,13,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,25.5,31.3,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,4,2022
Melvin Gordon III,9448,HB,DEN,1,1,0,10,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,25.5,25.5,0,0,0.0,0,1,0,0.0,0,0.0,0,0.0,0,0,0,,,,4,2022
Jalen Nailor,84292,WR,MIN,1,1,0,18,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,4,2022
Keith Smith,9302,FB,ATL,1,1,0,2,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,,59.8,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,4,2022
Jerick McKinnon,8731,HB,KC,1,1,0,16,0,-3.0,0,100.0,,0,0,0.0,0,0,0,78.7,67.4,0,1,0.0,0,3,1,100.0,3,79.2,1,100.0,0,1,4,4.0,1.0,0.33,,0,,,0,0,,0,0,0,68.3,53.5,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,4,2022
Kyle Philips,84463,WR,TEN,1,1,0,31,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,15.0,0,0.0,,0,0,,0,0,0,,55.4,0,0,0.0,0,1,0,100.0,1,39.6,1,100.0,0,0,0,,,0.0,4,2022
Latavius Murray,7962,HB,NO,1,1,0,20,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,64.7,55.2,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,4,2022
Kyle Juszczyk,7912,FB,SF,1,1,0,28,0,,0,,,0,0,,0,0,0,,45.9,0,0,0.0,0,6,0,100.0,6,0.0,0,0.0,0,0,0,,,0.0,3.0,0,100.0,,0,0,0.0,0,1,0,64.7,60.7,0,35,0.0,0,7,1,100.0,7,118.8,1,100.0,0,35,32,32.0,35.0,5.0,4,2022
D'Wayne Eskridge,29573,WR,SEA,1,1,0,29,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,3.0,0,100.0,,0,0,0.0,0,1,0,64.7,74.3,0,10,0.0,0,3,1,100.0,3,108.3,1,100.0,0,10,7,7.0,10.0,3.33,4,2022
Craig Reynolds,94383,HB,DET,1,1,0,11,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,68.3,67.2,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,4,2022
Joe Fortson,94384,TE,KC,1,1,0,16,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,70.5,69.6,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,4,2022
Damien Harris,35134,HB,NE,1,1,0,19,0,,0,,,0,0,,0,0,0,,51.9,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,68.3,64.4,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,4,2022
Rashaad Penny,27414,HB,SEA,1,1,0,29,0,,0,,,0,0,,0,0,0,,53.5,0,0,0.0,0,1,0,0.0,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,68.3,62.5,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,4,2022
Zach Gentry,36049,TE,PIT,1,1,0,25,0,-2.0,0,100.0,,0,0,0.0,0,0,0,78.7,53.5,0,2,0.0,0,2,1,100.0,2,79.2,1,100.0,0,2,4,4.0,2.0,1.0,,0,,,0,0,,0,0,0,68.3,49.3,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,4,2022
Devin Asiasi,40294,TE,CIN,1,1,0,7,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,,59.6,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,4,2022
Justin Jefferson,61398,WR,MIN,1,13,0,18,0,-1.0,0,100.0,,0,0,0.0,0,1,0,78.7,81.1,0,10,0.0,0,6,1,83.3,5,108.3,1,7.7,0,10,11,11.0,10.0,2.0,5.8,0,100.0,,0,0,0.0,0,2,0,82.2,91.0,0,31,0.0,0,13,4,92.3,12,118.8,4,30.8,0,57,34,8.5,14.3,4.75,5,2022
Mike Williams,11762,WR,LAC,1,13,0,27,0,0.0,0,100.0,,0,0,0.0,0,0,0,78.7,55.6,0,5,0.0,0,4,1,75.0,3,87.5,1,7.7,0,5,5,5.0,5.0,1.67,,0,,,0,0,,0,0,0,81.1,86.2,0,0,0.0,0,6,0,100.0,6,0.0,0,0.0,0,0,0,,,0.0,5,2022
Diontae Johnson,33441,WR,PIT,1,12,0,25,0,,0,,,0,0,,0,0,0,,52.5,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,11.0,0,0.0,0.0,0,1,100.0,1,0,0,28.6,46.1,0,0,0.0,0,3,0,100.0,3,39.6,2,16.7,0,0,0,,,0.0,5,2022
Stefon Diggs,9579,WR,BUF,1,11,0,4,0,-3.0,1,100.0,,0,0,0.0,0,0,0,84.5,60.6,0,3,0.0,0,3,2,100.0,3,79.2,2,18.2,0,-1,5,2.5,-0.5,-0.33,3.7,0,100.0,,0,0,0.0,0,2,0,80.0,81.6,0,41,0.0,0,10,3,100.0,10,118.8,3,27.3,0,62,51,17.0,20.7,6.2,5,2022
Amari Cooper,9437,WR,CLV,1,11,0,8,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,8.0,0,100.0,,0,0,0.0,0,1,0,77.3,78.7,0,10,0.0,0,8,1,100.0,8,108.3,1,9.1,0,10,2,2.0,10.0,1.25,5,2022
Marvin Jones Jr.,7158,WR,JAX,1,11,0,15,0,-3.0,0,100.0,,0,0,0.0,0,0,0,78.7,53.4,0,2,0.0,0,4,1,100.0,4,79.2,1,9.1,0,2,5,5.0,2.0,0.5,,0,,,0,0,,0,0,0,80.0,73.7,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,5,2022
Christian McCaffrey,11763,HB,CAR,1,11,0,5,0,-2.0,0,50.0,0.0,0,1,0.0,0,0,0,78.7,57.3,0,11,0.0,0,6,1,100.0,6,66.7,2,18.2,0,11,11,11.0,11.0,1.83,2.0,1,100.0,,0,0,0.0,0,0,0,61.8,57.8,0,11,0.0,0,5,2,100.0,5,102.1,2,18.2,0,17,13,6.5,8.5,3.4,5,2022
Randall Cobb,6216,WR,GB,1,11,0,12,0,-1.0,1,100.0,,0,0,0.0,0,1,0,88.7,97.1,0,9,0.0,0,6,3,100.0,6,104.2,3,27.3,0,27,30,10.0,9.0,4.5,10.1,1,70.0,0.0,0,1,0.0,0,4,0,79.4,88.9,0,35,3.8,1,26,7,92.3,24,101.7,10,90.9,0,99,61,8.7,14.1,4.13,5,2022
DeVonta Smith,61100,WR,PHI,1,11,0,24,0,-2.8,1,100.0,,0,0,0.0,0,1,0,90.9,72.6,0,12,0.0,0,12,6,100.0,12,87.5,6,54.5,0,30,47,7.8,5.0,2.5,4.5,1,100.0,,0,0,0.0,0,2,0,51.2,67.1,0,20,0.0,0,10,2,100.0,10,118.8,2,18.2,0,30,21,10.5,15.0,3.0,5,2022
Evan Engram,11778,TE,JAX,1,10,0,15,0,,0,,,0,0,,0,0,0,,48.5,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,15.8,0,20.0,,0,0,50.0,1,0,0,31.8,52.6,0,5,0.0,0,25,1,100.0,25,39.6,5,50.0,0,5,2,2.0,5.0,0.2,5,2022
Leonard Fournette,11759,HB,TB,1,10,0,30,0,-6.5,2,100.0,,0,0,0.0,0,1,0,84.5,97.6,0,11,0.0,0,3,2,100.0,3,81.3,2,20.0,0,7,20,10.0,3.5,2.33,-6.0,1,100.0,,0,0,0.0,0,1,0,80.6,92.7,0,11,0.0,0,1,1,100.0,1,112.5,1,10.0,0,11,17,17.0,11.0,11.0,5,2022
Courtland Sutton,48164,WR,DEN,1,10,0,10,0,,0,,,0,0,,0,0,0,,47.1,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,26.0,0,0.0,,0,0,,0,0,0,49.2,60.6,0,0,0.0,0,4,0,100.0,4,39.6,2,20.0,0,0,0,,,0.0,5,2022
Tyler Higbee,10744,TE,LA,1,10,0,26,0,-1.0,0,50.0,0.0,0,1,0.0,0,0,0,78.7,53.7,0,5,0.0,0,5,1,100.0,5,56.3,2,20.0,0,5,5,5.0,5.0,1.0,4.5,1,100.0,,0,0,0.0,0,2,0,67.7,73.0,0,10,0.0,0,13,4,100.0,13,95.8,4,40.0,0,28,10,2.5,7.0,2.15,5,2022
Zach Ertz,7816,TE,ARZ,1,10,0,1,0,-5.0,0,100.0,,0,0,0.0,0,1,0,78.7,86.0,0,6,0.0,0,5,1,100.0,5,91.7,1,10.0,0,6,11,11.0,6.0,1.2,9.9,0,57.1,50.0,1,2,0.0,0,3,0,79.4,73.6,0,11,0.0,0,27,4,100.0,27,69.3,7,70.0,0,33,16,4.0,8.3,1.22,5,2022
