player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te,week,year
D.J. Moore,48267,WR,CAR,1,50.0,0,5,77.3,,60.7,0,0,0,0.0,0.0,,0,0,0,25,0,0,0,50,0,24,0,0,25,1,7,2022
Josh Oliver,47083,TE,BLT,1,80.6,0,3,68.1,28.9,72.5,0,0,1,14.3,14.3,0.0,0,1,1,25,0,0,0,31,1,7,0,0,24,27,7,2022
Noah Gray,60878,TE,KC,1,67.6,0,16,68.1,73.9,61.0,0,0,3,23.1,25.0,100.0,0,0,0,25,0,0,0,37,4,16,0,0,21,30,7,2022
Davante Adams,8688,WR,LV,1,46.3,0,23,83.0,,77.2,0,0,0,0.0,0.0,,1,0,0,25,0,0,0,54,0,29,0,0,25,0,7,2022
Devin Duvernay,40006,WR,BLT,1,59.5,0,3,72.4,,48.3,0,0,0,0.0,0.0,,0,0,0,25,0,0,0,42,0,17,0,0,25,0,7,2022
Evan Engram,11778,TE,JAX,1,41.7,0,15,71.2,77.8,53.8,0,0,6,15.4,16.7,100.0,0,0,0,25,0,0,0,60,7,42,0,0,18,18,7,2022
Jerry Jeudy,61103,WR,DEN,1,35.7,0,10,71.0,,68.6,0,0,0,0.0,0.0,,0,0,0,25,0,0,0,70,0,45,0,0,25,1,7,2022
Rondale Moore,62890,WR,ARZ,1,41.4,1,1,54.8,,59.1,0,0,0,0.0,0.0,,1,0,0,24,0,0,0,58,0,34,0,0,24,0,7,2022
Robert Woods,7822,WR,TEN,1,54.5,0,31,68.2,,58.1,0,0,0,0.0,0.0,,0,0,0,24,0,0,0,44,0,20,0,0,24,0,7,2022
Daniel Brunskill,34807,G,SF,1,100.0,0,28,54.2,76.2,45.0,0,0,16,100.0,100.0,100.0,0,0,0,24,0,0,0,24,19,19,24,0,5,0,7,2022
Zach Wilson,82096,QB,NYJ,1,40.7,0,22,45.0,,60.0,0,0,0,0.0,0.0,,0,0,0,24,0,0,0,59,0,34,0,0,24,0,7,2022
Patrick Mekari,46219,T,BLT,1,100.0,1,3,74.0,65.4,74.2,0,0,4,100.0,100.0,100.0,1,0,0,24,0,0,10,24,5,5,0,14,19,0,7,2022
Jake Curhan,38549,G,SEA,1,100.0,0,29,30.1,0.0,50.1,1,0,8,100.0,100.0,81.2,0,2,1,24,0,0,0,24,10,10,24,0,14,0,7,2022
Dalton Schultz,47304,TE,DAL,1,58.5,0,9,75.2,59.5,66.1,1,0,4,20.0,19.0,87.5,0,1,0,24,0,0,0,41,4,21,0,0,20,35,7,2022
Parker Hesse,48369,TE,ATL,1,75.0,0,2,61.1,58.1,64.9,0,1,4,40.0,33.3,87.5,0,1,0,24,0,0,0,32,4,12,0,0,20,22,7,2022
Marcus Mariota,9435,QB,ATL,1,48.9,0,2,62.5,,60.0,0,0,0,0.0,0.0,,0,0,0,23,0,0,0,47,0,21,0,0,23,0,7,2022
Noah Brown,11993,WR,DAL,1,46.0,0,9,57.0,,57.3,0,0,0,0.0,0.0,,1,0,0,23,0,0,0,50,0,27,0,0,23,0,7,2022
Curtis Samuel,11795,WR,WAS,1,40.4,0,32,69.1,,54.6,0,0,0,0.0,0.0,,0,0,0,23,0,0,0,57,0,29,0,0,23,0,7,2022
Davis Mills,52269,QB,HST,1,35.4,0,13,68.3,,60.0,0,0,0,0.0,0.0,,0,0,0,23,0,0,0,65,0,42,0,0,23,0,7,2022
O.J. Howard,11774,TE,HST,1,82.1,0,13,67.4,73.9,67.7,0,0,7,58.3,58.3,100.0,0,0,0,23,0,0,0,28,7,12,0,0,16,25,7,2022
Derek Carr,8671,QB,LV,1,41.8,0,23,73.5,,60.0,0,0,0,0.0,0.0,,0,0,0,23,0,0,0,55,0,29,0,0,23,0,7,2022
Tua Tagovailoa,60326,QB,MIA,1,37.1,0,17,55.0,,60.0,0,0,0,0.0,0.0,,1,0,0,23,0,0,0,62,0,38,0,0,23,0,7,2022
George Kittle,11901,TE,SF,1,33.3,0,28,79.8,70.2,59.0,0,0,0,0.0,2.1,,0,0,0,23,0,0,0,69,1,47,0,0,22,45,7,2022
CeeDee Lamb,61570,WR,DAL,1,42.3,0,9,73.0,,61.1,0,0,0,0.0,0.0,,0,0,0,22,0,0,0,52,0,29,0,0,22,0,7,2022
Hakeem Adeniji,45419,T,CIN,1,100.0,0,7,70.3,80.4,59.1,0,0,17,100.0,100.0,100.0,0,0,0,22,0,0,0,22,18,18,0,18,4,4,7,2022
Kyler Murray,38334,QB,ARZ,1,33.8,0,1,73.3,,60.0,0,0,0,0.0,0.0,,0,0,0,22,0,0,0,65,0,36,0,0,22,0,7,2022
Zay Jones,11792,WR,JAX,1,31.4,0,15,67.4,,54.2,0,0,0,0.0,0.0,,0,0,0,22,0,0,0,70,0,47,0,0,22,0,7,2022
Zach Gentry,36049,TE,PIT,1,64.7,0,25,49.4,72.0,53.1,0,0,3,23.1,20.0,100.0,0,0,0,22,0,0,0,34,3,15,0,0,19,34,7,2022
Ian Thomas,42130,TE,CAR,1,71.0,0,5,64.0,70.2,67.8,0,0,1,10.0,10.0,100.0,0,0,0,22,0,0,0,31,1,10,0,0,21,30,7,2022
Brandon Aiyuk,84109,WR,SF,1,30.1,0,28,75.3,,70.1,0,0,0,0.0,0.0,,0,0,0,22,0,0,0,73,0,51,0,0,22,0,7,2022
Alec Ingold,34934,FB,MIA,1,72.4,0,17,51.3,73.5,51.7,0,0,3,27.3,27.3,100.0,0,0,0,21,0,0,0,29,3,11,0,0,18,6,7,2022
Kenny Pickett,60515,QB,PIT,1,28.0,0,25,65.6,,60.0,0,0,0,0.0,0.0,,0,0,0,21,0,0,0,75,0,53,0,0,21,0,7,2022
Travis Etienne,57185,HB,JAX,1,36.8,0,15,62.7,71.1,60.0,0,1,15,42.9,44.7,96.7,0,1,0,21,0,0,0,57,17,38,0,0,4,0,7,2022
Kalif Raymond,11028,WR,DET,1,39.6,0,11,73.8,,46.4,0,0,0,0.0,0.0,,0,0,0,21,0,0,0,53,0,30,0,0,21,0,7,2022
Equanimeous St. Brown,47967,WR,CHI,1,50.0,0,6,79.8,,61.4,0,0,0,0.0,0.0,,0,0,0,21,0,0,0,42,0,21,0,0,21,0,7,2022
Cam Sims,47908,WR,WAS,1,42.9,1,32,51.4,,41.1,0,0,0,0.0,0.0,,1,0,0,21,0,0,0,49,0,28,0,0,21,1,7,2022
Jacoby Brissett,10725,QB,CLV,1,35.0,0,8,60.7,,60.0,0,0,0,0.0,0.0,,0,0,0,21,0,0,0,60,0,38,0,0,21,0,7,2022
Donovan Peoples-Jones,61439,WR,CLV,1,37.5,0,8,54.9,,68.0,0,0,0,0.0,0.0,,0,0,0,21,0,0,0,56,0,35,0,0,21,0,7,2022
Armani Rogers,40034,TE,WAS,1,55.3,0,32,64.1,8.4,57.2,1,0,1,5.6,5.6,50.0,0,1,0,21,0,0,0,38,1,18,0,0,20,14,7,2022
Jimmy Garoppolo,8697,QB,SF,1,30.9,0,28,54.9,,60.0,0,0,0,0.0,0.0,,0,0,0,21,0,0,0,68,0,45,0,0,21,0,7,2022
Brandin Cooks,8655,WR,HST,1,36.2,0,13,60.9,,64.1,0,0,0,0.0,0.0,,0,0,0,21,0,0,0,58,0,37,0,0,21,0,7,2022
Drake London,86519,WR,ATL,1,52.5,0,2,63.7,,74.1,0,0,0,0.0,0.0,,0,0,0,21,0,0,0,40,0,19,0,0,21,0,7,2022
Brock Wright,60994,TE,DET,1,64.5,0,11,78.6,69.8,50.5,0,0,1,8.3,8.3,100.0,0,0,0,20,0,0,0,31,1,12,0,0,19,25,7,2022
Rashod Bateman,84296,WR,BLT,1,55.6,0,3,63.6,,60.9,0,0,0,0.0,0.0,,0,0,0,20,0,0,0,36,0,16,0,0,20,0,7,2022
Chris Manhertz,10211,TE,JAX,1,83.3,0,15,56.3,77.4,66.8,0,0,6,60.0,60.0,100.0,1,0,0,20,0,0,3,24,6,10,0,2,14,18,7,2022
Trey McBride,75916,TE,ARZ,1,58.8,0,1,41.9,70.6,45.3,0,0,1,7.1,6.7,100.0,0,0,0,20,0,0,0,34,1,15,0,0,19,24,7,2022
C.J. Uzomah,9590,TE,NYJ,1,55.6,0,22,59.7,21.8,61.7,0,0,1,6.3,5.9,100.0,0,0,0,20,0,0,0,36,1,17,0,0,19,21,7,2022
Terrace Marshall Jr.,84271,WR,CAR,1,46.5,0,5,65.7,,57.6,0,0,0,0.0,0.0,,0,0,0,20,0,0,0,43,0,23,0,0,20,1,7,2022
T.J. Hockenson,40912,TE,DET,1,40.8,0,11,73.9,70.5,65.4,0,0,2,6.7,6.5,100.0,0,0,0,20,0,0,0,49,2,31,0,0,18,36,7,2022
Zach Ertz,7816,TE,ARZ,1,38.5,0,1,52.8,61.5,45.7,0,0,1,3.3,3.0,100.0,1,0,0,20,0,0,0,52,1,33,0,0,19,28,7,2022
Tyreek Hill,10799,WR,MIA,1,36.4,0,17,71.8,,55.8,0,0,0,0.0,0.0,,0,0,0,20,0,0,0,55,0,35,0,0,20,0,7,2022
Kyle Pitts,83964,TE,ATL,1,54.1,0,2,57.6,73.0,45.9,0,0,1,6.3,5.6,100.0,0,0,0,20,0,0,0,37,1,18,0,0,19,16,7,2022
Nick Leverett,27699,G,TB,1,100.0,0,30,74.3,83.6,68.2,0,0,12,100.0,100.0,100.0,0,0,0,20,0,19,0,20,13,13,1,0,7,0,7,2022
Deebo Samuel,48274,WR,SF,1,28.4,0,28,56.0,,38.4,0,0,0,0.0,0.0,,1,0,0,19,0,0,0,67,0,45,0,0,19,1,7,2022
Chigoziem Okonkwo,84000,TE,TEN,1,70.4,0,31,50.3,70.6,68.6,0,0,1,11.1,11.1,100.0,0,0,0,19,0,0,0,27,1,9,0,0,18,17,7,2022
Marcus Johnson,11074,WR,NYG,1,31.1,0,21,43.3,,57.5,0,0,0,0.0,0.0,,1,0,0,19,0,0,0,61,0,42,0,0,19,0,7,2022
Trevor Lawrence,77632,QB,JAX,1,26.8,0,15,52.5,,60.3,0,0,0,0.0,0.0,,0,0,0,19,0,0,0,71,0,47,0,0,19,0,7,2022
Evan Neal,99063,T,NYG,1,100.0,0,21,62.6,67.8,57.1,1,0,14,100.0,100.0,96.4,0,1,0,19,0,0,0,19,16,16,0,19,3,0,7,2022
Colby Parkinson,52266,TE,SEA,1,70.4,0,29,73.5,,65.4,0,0,0,0.0,0.0,,0,0,0,19,0,0,0,27,0,8,0,0,19,21,7,2022
Amari Cooper,9437,WR,CLV,1,33.3,0,8,63.8,,58.8,0,0,0,0.0,0.0,,1,0,0,19,0,0,0,57,0,38,0,0,19,0,7,2022
Christian Kirk,47546,WR,JAX,1,28.4,0,15,77.3,,67.3,0,0,0,0.0,0.0,,0,0,0,19,0,0,0,67,0,47,0,0,19,1,7,2022
Andy Dalton,6187,QB,NO,1,25.4,0,20,78.9,,61.0,0,0,0,0.0,0.0,,0,0,0,18,0,0,0,71,0,52,0,0,18,0,7,2022
Diontae Johnson,33441,WR,PIT,1,25.7,0,25,54.7,,59.6,0,0,0,0.0,0.0,,1,0,0,18,0,0,0,70,0,51,0,0,18,0,7,2022
Durham Smythe,47257,TE,MIA,1,69.2,0,17,51.2,72.3,56.6,0,0,3,27.3,27.3,100.0,0,0,0,18,0,0,0,26,3,11,0,0,15,26,7,2022
Joe Burrow,28022,QB,CIN,1,26.5,0,7,91.8,,60.0,0,0,0,0.0,0.0,,0,0,0,18,0,0,0,68,0,47,0,0,18,0,7,2022
Wan'Dale Robinson,101735,WR,NYG,1,34.0,0,21,62.7,,63.4,0,0,0,0.0,0.0,,0,0,0,18,0,0,0,53,0,35,0,0,18,0,7,2022
Michael Gallup,26075,WR,DAL,1,42.9,0,9,46.3,,60.1,0,0,0,0.0,0.0,,0,0,0,18,0,0,0,42,0,24,0,0,18,0,7,2022
Nick Vannett,10728,TE,NO,1,81.8,0,20,32.8,15.3,47.8,0,1,4,50.0,50.0,87.5,0,1,0,18,0,0,0,22,4,8,0,0,14,21,7,2022
Jeff Smith,48055,WR,NYJ,1,51.4,0,22,51.6,,49.5,0,0,0,0.0,0.0,,0,0,0,18,0,0,0,35,0,17,0,0,18,0,7,2022
Jake Ferguson,61081,TE,DAL,1,75.0,0,9,40.3,54.1,51.2,0,1,4,44.4,40.0,87.5,1,1,0,18,0,0,0,24,4,10,0,0,14,21,7,2022
John Bates,42275,TE,WAS,1,78.3,0,32,42.8,72.4,42.0,0,0,2,28.6,28.6,100.0,0,0,0,18,0,0,0,23,2,7,0,0,16,19,7,2022
Josh Reynolds,11872,WR,DET,1,38.3,0,11,55.1,,76.7,0,0,0,0.0,0.0,,0,0,0,18,0,0,0,47,0,29,0,0,18,0,7,2022
Tyler Conklin,47124,TE,NYJ,1,40.9,0,22,53.0,5.0,48.7,0,1,1,4.0,3.7,50.0,0,1,0,18,0,0,0,44,1,27,0,0,17,29,7,2022
Patrick Mahomes,11765,QB,KC,1,31.0,0,16,83.3,,60.0,0,0,0,0.0,0.0,,0,0,0,18,0,0,0,58,0,40,0,0,18,0,7,2022
Tanner Hudson,66924,TE,NYG,1,58.6,0,21,35.7,25.9,37.9,0,0,1,9.1,14.3,100.0,1,0,0,17,0,0,0,29,2,14,0,0,15,22,7,2022
Travis Kelce,7844,TE,KC,1,34.0,0,16,90.9,73.4,59.4,0,0,2,6.3,8.3,100.0,0,0,0,17,0,0,0,50,3,36,0,0,14,12,7,2022
Trevon Wesco,42018,TE,CHI,1,85.0,0,6,66.1,66.2,68.5,0,0,1,25.0,25.0,100.0,0,0,0,17,0,0,0,20,1,4,0,0,16,13,7,2022
N'Keal Harry,48297,WR,CHI,1,56.7,0,6,59.3,,39.1,0,0,0,0.0,0.0,,0,0,0,17,0,0,0,30,0,13,0,0,17,0,7,2022
Ja'Marr Chase,84270,WR,CIN,1,27.0,0,7,83.3,,60.1,0,0,0,0.0,0.0,,0,0,0,17,0,0,0,63,0,46,0,0,17,0,7,2022
Chase Claypool,42312,WR,PIT,1,26.6,0,25,57.7,,53.8,0,0,0,0.0,0.0,,0,0,0,17,0,0,0,64,0,46,0,0,17,1,7,2022
Calvin Anderson,46247,T,DEN,1,100.0,0,10,60.7,58.9,60.0,0,2,15,100.0,100.0,93.3,0,2,0,16,0,0,16,16,15,15,0,0,1,0,7,2022
Matt Ryan,4317,QB,IND,1,25.0,0,14,55.1,,60.0,0,0,0,0.0,0.0,,0,0,0,16,0,0,0,64,0,48,0,0,16,0,7,2022
Alec Pierce,78038,WR,IND,1,25.8,0,14,59.1,,63.4,0,0,0,0.0,0.0,,0,0,0,16,0,0,0,62,0,46,0,0,16,0,7,2022
David Sills,34579,WR,NYG,1,69.6,0,21,67.7,,56.3,0,0,0,0.0,0.0,,0,0,0,16,0,0,0,23,0,7,0,0,16,0,7,2022
Alijah Vera-Tucker,57107,G,NYJ,1,100.0,0,22,74.2,79.2,71.2,0,0,11,100.0,100.0,100.0,0,0,0,16,0,0,0,16,11,11,0,16,5,0,7,2022
Hunter Henry,10669,TE,NE,1,36.4,0,19,54.9,72.7,53.3,0,0,1,3.7,6.7,100.0,0,0,0,16,0,0,0,44,2,30,0,0,14,26,7,2022
Michael Pittman Jr.,29049,WR,IND,1,25.0,0,14,51.6,,44.5,0,0,0,0.0,0.0,,0,0,0,16,0,0,0,64,0,48,0,0,16,0,7,2022
Andrew Beck,47121,FB,DEN,1,80.0,0,10,71.2,48.2,80.1,0,1,2,33.3,33.3,75.0,0,1,0,16,0,0,0,20,2,6,0,0,14,10,7,2022
David Njoku,11784,TE,CLV,1,43.2,0,8,80.7,69.3,56.2,0,0,1,5.3,4.5,100.0,0,0,0,16,0,0,0,37,1,22,0,1,15,20,7,2022
Mitchell Wilcox,47234,TE,CIN,1,61.5,0,7,55.2,,59.3,0,0,0,0.0,0.0,,0,0,0,16,0,0,0,26,0,10,0,0,16,21,7,2022
Cade Otton,61071,TE,TB,1,29.6,0,30,57.8,72.9,45.8,0,0,3,7.5,7.3,100.0,1,0,0,16,0,0,0,54,3,41,0,1,13,25,7,2022
Jaylen Waddle,84088,WR,MIA,1,32.7,0,17,73.2,,56.4,0,0,0,0.0,0.0,,0,0,0,16,0,0,0,49,0,33,0,0,16,0,7,2022
Parris Campbell,47940,WR,IND,1,25.4,0,14,75.5,,60.5,0,0,0,0.0,0.0,,0,0,0,16,0,0,0,63,0,47,0,0,16,0,7,2022
Dax Milne,84147,WR,WAS,1,61.5,0,32,56.9,,66.6,0,0,0,0.0,0.0,,0,0,0,16,0,0,0,26,0,10,0,0,16,0,7,2022
Jakobi Meyers,47468,WR,NE,1,30.8,0,19,62.9,,51.1,0,0,0,0.0,0.0,,0,0,0,16,0,0,0,52,0,36,0,0,16,0,7,2022
Ben Bredeson,27305,G,NYG,1,100.0,0,21,59.1,59.9,58.8,0,0,12,100.0,100.0,100.0,0,0,0,16,0,16,0,16,14,14,0,0,2,0,7,2022
Saquon Barkley,45791,HB,NYG,1,26.2,0,21,73.9,43.2,58.7,0,1,8,29.6,30.0,93.7,0,1,0,16,0,0,0,61,9,30,0,0,7,1,7,2022
Tom Brady,698,QB,TB,1,22.4,0,30,70.6,,60.0,0,0,0,0.0,0.0,,0,0,0,15,0,0,0,67,0,52,0,0,15,0,7,2022
Marcedes Lewis,2973,TE,GB,1,65.2,0,12,30.9,74.1,36.0,0,0,3,27.3,38.5,100.0,0,0,0,15,0,0,0,23,5,13,0,0,10,22,7,2022
DeVante Parker,9447,WR,NE,1,31.3,0,19,69.6,,59.1,0,0,0,0.0,0.0,,0,0,0,15,0,0,0,48,0,33,0,0,15,0,7,2022
Tyler Lockett,9502,WR,SEA,1,32.6,0,29,70.2,,59.2,0,0,0,0.0,0.0,,0,0,0,15,0,0,0,46,0,31,0,0,15,2,7,2022
Cody Hollister,12052,WR,TEN,1,68.2,0,31,79.9,,59.9,0,0,0,0.0,0.0,,0,0,0,15,0,0,0,22,0,7,0,0,15,0,7,2022
Harrison Bryant,26394,TE,CLV,1,44.1,0,8,67.1,79.1,71.3,0,0,4,20.0,17.4,100.0,0,0,0,15,0,0,0,34,4,23,0,0,11,19,7,2022
Jakob Johnson,32565,FB,LV,1,93.8,0,23,41.3,76.9,50.0,0,0,3,75.0,75.0,100.0,1,0,0,15,0,0,0,16,3,4,0,0,12,0,7,2022
Greg Dortch,42237,WR,ARZ,1,44.1,0,1,58.6,,59.8,0,0,0,0.0,0.0,,0,0,0,15,0,0,0,34,0,18,0,0,15,0,7,2022
Olamide Zaccheaus,44920,WR,ATL,1,51.7,1,2,74.1,,58.4,0,0,0,0.0,0.0,,1,0,0,15,0,0,0,29,0,14,0,0,15,0,7,2022
Tommy Tremble,84025,TE,CAR,1,46.9,0,5,63.8,70.2,53.2,0,0,1,5.6,5.6,100.0,0,0,0,15,0,0,0,32,1,18,0,0,14,24,7,2022
Justin McCray,9234,G,HST,1,100.0,0,13,75.4,61.5,60.0,0,1,13,100.0,100.0,96.2,0,1,0,14,0,14,0,14,13,13,0,0,1,0,7,2022
D'Wayne Eskridge,29573,WR,SEA,1,46.7,0,29,47.6,62.4,41.3,0,0,1,6.7,6.3,100.0,1,0,0,14,0,0,0,30,1,16,0,0,13,0,7,2022
Mecole Hardman,42683,WR,KC,1,35.0,0,16,74.1,,63.0,0,0,0,0.0,0.0,,0,0,0,14,0,0,0,40,0,24,0,0,14,1,7,2022
Jermaine Eluemunor,11914,T,LV,1,100.0,0,23,72.4,69.3,73.1,0,1,9,100.0,100.0,94.4,0,1,0,14,0,0,0,14,9,9,0,13,5,1,7,2022
Dareke Young,111900,WR,SEA,1,82.4,0,29,56.3,,55.5,0,0,0,0.0,0.0,,0,0,0,14,0,0,0,17,0,3,0,0,14,1,7,2022
Chris Godwin,11839,WR,TB,1,22.2,0,30,59.6,,74.8,0,0,0,0.0,0.0,,0,0,0,14,0,0,0,63,0,48,0,0,14,0,7,2022
Darius Slayton,25578,WR,NYG,1,31.8,0,21,67.4,,54.5,0,0,0,0.0,0.0,,0,0,0,14,0,0,0,44,0,30,0,0,14,0,7,2022
Kevin Rader,30887,TE,TEN,1,92.9,0,31,64.7,,63.3,0,0,0,0.0,0.0,,0,0,0,13,0,0,0,14,0,1,0,0,13,9,7,2022
Garrett Wilson,97405,WR,NYJ,1,30.2,0,22,58.5,,29.7,0,0,0,0.0,0.0,,1,0,0,13,0,0,0,43,0,30,0,0,13,0,7,2022
Marquise Goodwin,7859,WR,SEA,1,34.2,0,29,71.1,,59.1,0,0,0,0.0,0.0,,0,0,0,13,0,0,0,38,0,25,0,0,13,0,7,2022
Khari Blasingame,44889,FB,CHI,1,92.9,0,6,58.9,,59.6,0,0,0,0.0,0.0,,0,0,0,13,0,0,0,14,0,1,0,0,13,2,7,2022
Shi Smith,61643,WR,CAR,1,52.0,0,5,52.2,,55.4,0,0,0,0.0,0.0,,0,0,0,13,0,0,0,25,0,12,0,0,13,0,7,2022
Aaron Rodgers,2241,QB,GB,1,24.1,0,12,66.5,,60.0,0,0,0,0.0,0.0,,0,0,0,13,0,0,0,54,0,41,0,0,13,0,7,2022
Brevin Jordan,77887,TE,HST,1,43.3,0,13,50.4,70.3,56.2,0,0,2,10.5,10.5,100.0,0,0,0,13,0,0,0,30,2,19,0,0,11,17,7,2022
Max Garcia,9566,G,ARZ,1,100.0,0,1,63.1,43.7,66.0,0,1,8,100.0,100.0,93.7,0,1,0,13,0,13,0,13,8,8,0,0,5,0,7,2022
Najee Harris,57121,HB,PIT,1,22.4,0,25,59.7,85.5,60.0,0,0,10,28.6,28.2,100.0,1,0,0,13,0,0,0,58,11,39,0,0,2,0,7,2022
Mike Gesicki,47153,TE,MIA,1,31.6,0,17,47.6,51.1,53.4,0,0,3,10.3,10.3,100.0,0,0,0,12,0,0,0,38,3,29,0,0,9,16,7,2022
DeAndre Carter,9859,WR,LAC,1,17.9,0,27,53.3,62.3,54.4,0,0,1,1.9,1.8,100.0,0,0,0,12,0,0,0,67,1,56,0,0,11,1,7,2022
Joe Fortson,94384,TE,KC,1,54.5,0,16,68.8,,67.8,0,0,0,0.0,0.0,,0,0,0,12,0,0,0,22,0,10,0,0,12,5,7,2022
David Montgomery,45719,HB,CHI,1,30.0,0,6,68.4,78.2,58.1,0,0,4,25.0,23.5,100.0,0,0,0,12,0,0,0,40,4,17,0,0,8,0,7,2022
Alvin Kamara,11822,HB,NO,1,23.1,0,20,76.8,57.7,60.0,0,1,8,22.2,21.6,93.7,0,1,0,12,0,0,0,52,8,37,0,0,4,0,7,2022
Kyle Juszczyk,7912,FB,SF,1,31.6,0,28,63.2,74.5,70.7,0,0,2,7.7,7.1,100.0,0,0,0,12,0,0,0,38,2,28,0,0,10,3,7,2022
Cole Turner,84330,TE,WAS,1,44.4,0,32,50.0,,56.1,0,0,0,0.0,0.0,,0,0,0,12,0,0,0,27,0,15,0,0,12,10,7,2022
Demarcus Robinson,10760,WR,BLT,1,80.0,0,3,56.3,,60.1,0,0,0,0.0,0.0,,0,0,0,12,0,0,0,15,0,3,0,0,12,0,7,2022
Mike Evans,8642,WR,TB,1,20.3,0,30,69.7,,55.7,0,0,0,0.0,0.0,,0,0,0,12,0,0,0,59,0,47,0,0,12,0,7,2022
Daniel Bellinger,84041,TE,NYG,1,46.2,0,21,61.5,70.3,53.7,0,0,2,13.3,12.5,100.0,0,0,0,12,0,0,0,26,2,16,0,0,10,16,7,2022
Justin Herbert,28237,QB,LAC,1,16.9,0,27,53.2,,60.0,0,0,0,0.0,0.0,,0,0,0,12,0,0,0,71,0,59,0,0,12,0,7,2022
Nico Collins,61441,WR,HST,1,40.0,0,13,75.9,,74.1,0,0,0,0.0,0.0,,0,0,0,12,0,0,0,30,0,18,0,0,12,0,7,2022
J.P. Holtz,11062,TE,NO,1,84.6,0,20,53.8,,54.4,0,0,0,0.0,0.0,,0,0,0,11,0,0,0,13,0,2,0,0,11,7,7,2022
Juwan Johnson,28305,TE,NO,1,20.8,0,20,58.7,24.4,60.1,0,2,3,6.8,6.7,66.7,0,2,0,11,0,0,0,53,3,45,0,0,8,30,7,2022
Hunter Renfrow,47509,WR,LV,1,34.4,0,23,79.3,,59.4,0,0,0,0.0,0.0,,0,0,0,11,0,0,0,32,0,21,0,0,11,0,7,2022
George Pickens,99229,WR,PIT,1,18.6,0,25,68.1,,54.8,0,0,0,0.0,0.0,,0,0,0,11,0,0,0,59,0,48,0,0,11,0,7,2022
Mike Thomas,10840,WR,CIN,1,84.6,0,7,55.2,,53.9,0,0,0,0.0,0.0,,0,0,0,11,0,0,0,13,0,2,0,0,11,1,7,2022
Mike Williams,11762,WR,LAC,1,20.4,0,27,73.1,,61.1,0,0,0,0.0,0.0,,0,0,0,11,0,0,0,54,0,43,0,0,11,0,7,2022
Devery Hamilton,40636,T,NYG,1,100.0,0,21,68.6,66.9,64.8,0,0,1,100.0,100.0,100.0,0,0,0,11,0,0,0,11,1,1,0,0,10,11,7,2022
Tony Pollard,27126,HB,DAL,1,26.8,0,9,74.8,76.9,61.3,0,0,2,12.5,10.5,100.0,0,0,0,11,0,0,0,41,2,19,0,0,9,0,7,2022
Greg Dulcich,84068,TE,DEN,1,23.4,0,10,65.5,69.6,36.2,0,0,1,2.9,2.7,100.0,0,0,0,11,0,0,0,47,1,37,0,0,10,22,7,2022
Jonnu Smith,11855,TE,NE,1,64.7,0,19,55.0,72.5,56.1,0,0,2,28.6,25.0,100.0,0,0,0,11,0,0,0,17,2,8,0,0,9,16,7,2022
Peyton Hendershot,60915,TE,DAL,1,57.9,0,9,70.3,,62.1,0,0,0,0.0,0.0,,0,0,0,11,0,0,0,19,0,8,0,0,11,17,7,2022
Tee Higgins,61211,WR,CIN,1,19.3,0,7,69.8,,89.8,0,0,0,0.0,0.0,,0,0,0,11,0,0,0,57,0,46,0,0,11,1,7,2022
David Bell,97989,WR,CLV,1,32.4,0,8,51.4,,58.6,0,0,0,0.0,0.0,,0,0,0,11,0,0,0,34,0,23,0,0,11,0,7,2022
Lucas Patrick,11435,G,CHI,1,100.0,0,6,64.5,74.5,64.0,0,0,5,100.0,100.0,100.0,0,0,0,10,10,0,0,10,5,5,0,0,5,0,7,2022
Romeo Doubs,84329,WR,GB,1,20.8,0,12,43.6,,54.6,0,0,0,0.0,0.0,,0,0,0,10,0,0,0,48,0,38,0,0,10,0,7,2022
Ryan Griffin,7982,TE,CHI,1,90.9,0,6,56.8,,56.2,0,0,0,0.0,0.0,,0,0,0,10,0,0,0,11,0,1,0,0,10,11,7,2022
Michael Carter,57337,HB,NYJ,1,23.3,0,22,61.4,76.6,53.3,0,0,2,9.5,9.1,100.0,0,0,0,10,0,0,0,43,2,22,0,0,8,1,7,2022
Marquez Callaway,42295,WR,NO,1,19.2,0,20,49.9,,61.3,0,0,0,0.0,0.0,,0,0,0,10,0,0,0,52,0,42,0,0,10,0,7,2022
Tre'Quan Smith,48228,WR,NO,1,22.7,0,20,77.3,,88.9,0,0,0,0.0,0.0,,0,0,0,10,0,0,0,44,0,34,0,0,10,0,7,2022
Keith Smith,9302,FB,ATL,1,71.4,0,2,50.7,75.0,50.3,0,0,1,33.3,20.0,100.0,0,0,0,10,0,0,0,14,1,5,0,0,9,0,7,2022
K.J. Hamler,61590,WR,DEN,1,21.7,0,10,50.5,,54.7,0,0,0,0.0,0.0,,1,0,0,10,0,0,0,46,0,35,0,0,10,0,7,2022
