player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr,week,year
Dameon Pierce,83659,HB,HST,1,6,0,13,-5.0,0,100.0,,0,0,0.0,0,0,0,64.7,61.9,0,-5,28.6,2,7,1,42.9,3,79.2,1,16.7,0,-5,0,0.0,-5.0,-1.67,0,-1.0,1,100.0,,0,0,0.0,0,0,0,72.1,74.0,0,8,0.0,0,11,4,90.9,10,79.2,4,66.7,0,12,16,4.0,3.0,1.2,4,2022
Alec Pierce,78038,WR,IND,1,6,0,14,11.3,0,66.7,100.0,2,2,0.0,0,2,0,68.3,85.2,1,25,0.0,0,8,2,100.0,8,59.7,3,50.0,0,30,6,3.0,15.0,3.75,0,26.0,0,50.0,,0,0,0.0,0,1,0,64.7,68.8,0,44,0.0,0,8,1,100.0,8,95.8,2,33.3,0,44,4,4.0,44.0,5.5,4,2022
Mo Alie-Cox,12078,TE,IND,1,6,0,14,4.0,0,100.0,,0,0,0.0,0,1,0,64.7,71.8,0,14,22.2,2,9,1,77.8,7,158.3,1,16.7,1,14,10,10.0,14.0,2.0,0,5.5,2,100.0,100.0,1,1,0.0,0,2,0,72.1,85.4,0,34,0.0,0,17,4,100.0,17,118.8,4,66.7,0,64,42,10.5,16.0,3.76,4,2022
Marquez Valdes-Scantling,47809,WR,KC,1,5,0,16,9.0,0,0.0,,0,0,100.0,1,0,0,27.9,41.5,0,0,0.0,0,6,0,100.0,6,39.6,1,20.0,0,0,0,,,0.0,0,15.0,0,100.0,,0,0,0.0,0,2,0,70.5,72.1,0,36,0.0,0,20,3,100.0,20,118.8,3,60.0,0,63,18,6.0,21.0,3.15,4,2022
John Bates,42275,TE,WAS,1,5,0,32,,0,,,0,0,,0,0,0,,50.5,0,0,0.0,0,3,0,66.7,2,0.0,0,0.0,0,0,0,,,0.0,0,2.6,0,80.0,,0,0,0.0,0,1,1,72.1,60.4,0,7,25.0,3,12,4,66.7,8,82.5,5,100.0,0,19,13,3.3,4.8,2.38,4,2022
Noah Brown,11993,WR,DAL,1,5,0,9,32.0,0,50.0,,0,0,0.0,0,1,0,64.7,82.9,0,45,0.0,0,5,1,80.0,4,95.8,2,40.0,0,45,7,7.0,45.0,11.25,0,5.0,0,100.0,100.0,1,1,0.0,0,0,0,64.7,55.5,0,5,0.0,0,11,1,81.8,9,87.5,1,20.0,0,5,0,0.0,5.0,0.56,4,2022
Trent Sherfield,48021,WR,MIA,1,5,0,17,12.0,0,100.0,,0,0,0.0,0,1,0,64.7,68.3,0,12,0.0,0,7,1,85.7,6,116.7,1,20.0,0,12,0,0.0,12.0,2.0,0,19.0,0,75.0,,0,0,0.0,0,2,0,70.5,76.7,0,16,0.0,0,17,3,100.0,17,109.4,4,80.0,0,43,3,1.0,14.3,2.53,4,2022
Tom Kennedy,94379,WR,DET,1,5,0,11,12.5,0,50.0,0.0,0,1,0.0,0,2,0,68.3,61.9,0,17,0.0,0,20,2,95.0,19,70.8,4,80.0,0,26,7,3.5,13.0,1.37,0,,0,,,0,0,,0,0,0,,54.1,0,0,10.0,1,10,0,80.0,8,0.0,0,0.0,0,0,0,,,0.0,4,2022
Rhamondre Stevenson,98689,HB,NE,1,5,0,19,-6.0,0,100.0,,0,0,0.0,0,0,0,64.7,63.1,0,2,25.0,1,4,1,75.0,3,79.2,1,20.0,0,2,8,8.0,2.0,0.67,0,0.3,0,75.0,,0,0,0.0,0,1,0,70.5,84.0,0,8,33.3,4,12,3,66.7,8,86.5,4,80.0,0,21,23,7.7,7.0,2.63,4,2022
Tyler Conklin,47124,TE,NYJ,1,5,0,22,5.5,0,50.0,,0,0,50.0,1,1,0,28.9,51.8,1,8,8.3,1,12,1,75.0,9,20.8,2,40.0,0,8,2,2.0,8.0,0.89,0,8.5,0,50.0,,0,0,0.0,0,1,0,64.7,60.1,0,18,9.1,2,22,1,86.4,19,81.3,2,40.0,0,18,5,5.0,18.0,0.95,4,2022
Devin Duvernay,40006,WR,BLT,1,5,0,3,,0,,,0,0,,0,0,0,,54.4,0,0,0.0,0,5,0,80.0,4,0.0,0,0.0,0,0,0,,,0.0,0,10.7,0,100.0,,0,0,0.0,0,2,0,70.5,73.6,0,21,0.0,0,12,3,100.0,12,118.8,3,60.0,0,42,10,3.3,14.0,3.5,4,2022
Derrick Henry,10679,HB,TEN,1,5,0,31,,0,,,0,0,,0,0,0,,58.3,0,0,33.3,1,3,0,33.3,1,0.0,0,0.0,0,0,0,,,0.0,0,0.4,0,60.0,,0,0,40.0,2,1,0,28.0,29.2,0,22,20.0,2,10,3,80.0,8,79.6,5,100.0,0,33,35,11.7,11.0,4.13,4,2022
Tyler Boyd,10689,WR,CIN,1,5,0,7,13.4,0,40.0,50.0,1,2,0.0,0,1,0,68.3,68.9,0,43,6.3,1,16,2,87.5,14,74.6,5,100.0,0,47,10,5.0,23.5,3.36,0,,0,,,0,0,,0,0,0,,52.7,0,0,0.0,0,12,0,91.7,11,0.0,0,0.0,0,0,0,,,0.0,4,2022
Nico Collins,61441,WR,HST,1,5,0,13,23.7,0,66.7,100.0,1,1,0.0,0,1,0,68.3,73.5,1,58,0.0,0,11,2,81.8,9,70.1,3,60.0,0,62,11,5.5,31.0,6.89,0,15.0,0,0.0,,0,0,,0,0,0,,53.9,0,0,0.0,0,15,0,86.7,13,39.6,1,20.0,0,0,0,,,0.0,4,2022
Jaylen Waddle,84088,WR,MIA,1,5,0,17,12.0,0,0.0,,0,0,100.0,1,0,0,27.9,42.2,0,0,0.0,0,7,0,85.7,6,39.6,1,20.0,0,0,0,,,0.0,0,11.3,0,33.3,0.0,0,1,0.0,0,1,0,64.7,58.9,0,20,0.0,0,22,1,100.0,22,57.6,3,60.0,0,20,9,9.0,20.0,0.91,4,2022
Darnell Mooney,48236,WR,CHI,1,5,0,6,50.0,0,100.0,,0,0,0.0,0,1,0,64.7,68.5,0,56,0.0,0,16,1,100.0,16,118.8,1,20.0,0,56,6,6.0,56.0,3.5,0,14.5,0,75.0,,0,0,0.0,0,2,0,70.5,72.1,0,18,0.0,0,13,3,100.0,13,104.2,4,80.0,0,38,2,0.7,12.7,2.92,4,2022
Rondale Moore,62890,WR,ARZ,1,5,0,1,,0,,,0,0,,0,0,0,,53.1,0,0,0.0,0,8,0,87.5,7,0.0,0,0.0,0,0,0,,,0.0,0,10.4,0,60.0,,0,0,0.0,0,0,0,72.1,53.5,0,7,0.0,0,30,3,86.7,26,64.6,5,100.0,0,11,10,3.3,3.7,0.42,4,2022
Devin Singletary,40485,HB,BUF,1,5,0,4,-1.0,1,100.0,,0,0,0.0,0,1,0,64.7,72.0,0,16,7.7,1,13,1,92.3,12,118.8,1,20.0,0,16,17,17.0,16.0,1.33,0,-4.0,0,66.7,,0,0,33.3,1,1,0,29.9,43.7,0,14,15.8,3,19,2,78.9,15,81.3,3,60.0,0,17,25,12.5,8.5,1.13,4,2022
Kalif Raymond,11028,WR,DET,1,5,0,11,9.5,0,50.0,,0,0,0.0,0,0,0,64.7,55.0,0,0,0.0,0,10,1,100.0,10,56.3,2,40.0,0,0,0,0.0,0.0,0.0,0,32.0,0,50.0,0.0,0,1,0.0,0,0,1,64.7,46.2,0,21,0.0,0,8,1,100.0,8,87.5,2,40.0,0,21,3,3.0,21.0,2.63,4,2022
Mack Hollins,11873,WR,LV,1,5,0,23,4.5,0,50.0,,0,0,0.0,0,1,0,64.7,65.3,0,8,0.0,0,9,1,100.0,9,60.4,2,40.0,0,8,0,0.0,8.0,0.89,0,22.7,0,66.7,,0,0,0.0,0,1,0,68.3,61.0,0,16,0.0,0,23,2,95.7,22,92.4,3,60.0,0,25,10,5.0,12.5,1.14,4,2022
Robbie Anderson,11254,WR,CAR,1,5,0,5,,0,,,0,0,,0,0,0,,55.2,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,0,12.0,0,60.0,,0,0,0.0,0,1,0,70.5,57.6,0,13,0.0,0,28,3,100.0,28,73.8,5,100.0,0,26,10,3.3,8.7,0.93,4,2022
Allen Robinson II,8696,WR,LA,1,5,0,26,13.3,0,33.3,0.0,0,1,0.0,0,0,0,64.7,53.1,0,2,0.0,0,17,1,100.0,17,42.4,3,60.0,0,2,0,0.0,2.0,0.12,0,18.0,0,50.0,0.0,0,1,0.0,0,0,0,64.7,52.2,0,5,0.0,0,31,1,100.0,31,56.3,2,40.0,0,5,0,0.0,5.0,0.16,4,2022
Mark Andrews,47436,TE,BLT,1,5,0,3,6.0,0,100.0,100.0,1,1,0.0,0,0,0,64.7,54.0,0,6,0.0,0,9,1,77.8,7,91.7,1,20.0,0,6,0,0.0,6.0,0.86,0,6.7,0,33.3,,0,0,0.0,0,1,0,64.7,60.2,1,9,0.0,0,19,1,100.0,19,2.8,3,60.0,0,9,4,4.0,9.0,0.47,4,2022
Rachaad White,131633,HB,TB,1,5,0,30,-0.5,0,100.0,,0,0,0.0,0,2,0,68.3,91.0,0,10,33.3,2,6,2,66.7,4,106.3,2,40.0,0,19,20,10.0,9.5,4.75,0,1.5,0,100.0,,0,0,0.0,0,0,0,68.3,61.9,0,10,9.1,1,11,2,90.9,10,108.3,2,40.0,0,20,17,8.5,10.0,2.0,4,2022
Rex Burkhead,7971,HB,HST,1,5,0,13,-0.5,0,100.0,,0,0,0.0,0,2,0,68.3,90.4,0,13,0.0,0,8,2,100.0,8,112.5,2,40.0,0,22,23,11.5,11.0,2.75,0,-0.5,0,100.0,,0,0,0.0,0,0,0,68.3,61.6,0,6,33.3,2,6,2,50.0,3,85.4,2,40.0,0,9,10,5.0,4.5,3.0,4,2022
Tommy Tremble,84025,TE,CAR,1,5,0,5,,0,,,0,0,,0,0,0,,56.0,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,0,12.3,0,66.7,,0,0,0.0,0,1,0,68.3,63.3,0,16,6.3,1,16,2,93.8,15,89.6,3,60.0,0,23,6,3.0,11.5,1.53,4,2022
O.J. Howard,11774,TE,HST,1,5,0,13,20.0,0,0.0,,0,0,,0,0,0,,50.6,1,0,12.5,1,8,0,75.0,6,0.0,1,20.0,0,0,0,,,0.0,0,21.0,0,100.0,,0,0,0.0,0,1,0,64.7,68.6,0,22,0.0,0,11,1,90.9,10,118.8,1,20.0,0,22,1,1.0,22.0,2.2,4,2022
Jerry Jeudy,61103,WR,DEN,1,5,0,10,27.0,0,100.0,,0,0,0.0,0,1,0,64.7,83.5,0,32,0.0,0,4,1,75.0,3,118.8,1,20.0,0,32,5,5.0,32.0,10.67,0,6.7,0,100.0,,0,0,0.0,0,1,0,72.1,70.7,0,20,0.0,0,24,3,87.5,21,135.4,3,60.0,1,21,1,0.3,7.0,1.0,4,2022
Isaiah McKenzie,11927,WR,BUF,1,5,0,4,4.7,0,66.7,50.0,1,2,0.0,0,2,0,68.3,82.1,0,8,0.0,0,5,2,100.0,5,113.9,3,60.0,1,12,5,2.5,6.0,2.4,0,4.0,0,100.0,,0,0,0.0,0,0,0,64.7,54.1,0,4,0.0,0,13,1,100.0,13,83.3,1,20.0,0,4,0,0.0,4.0,0.31,4,2022
Darren Waller,9637,TE,LV,1,5,0,23,11.0,0,100.0,,0,0,0.0,0,1,0,64.7,68.9,0,13,0.0,0,7,1,100.0,7,118.8,1,20.0,0,13,2,2.0,13.0,1.86,0,26.5,0,0.0,,0,0,100.0,1,0,0,27.9,41.2,0,0,4.8,1,21,0,90.5,19,39.6,2,40.0,0,0,0,,,0.0,4,2022
DeVonta Smith,61100,WR,PHI,1,4,0,24,,0,,,0,0,,0,0,0,,55.6,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,0,5.7,0,100.0,,0,0,0.0,0,1,0,70.5,59.9,0,7,0.0,0,24,3,91.7,22,90.3,3,75.0,0,17,0,0.0,5.7,0.77,4,2022
Randall Cobb,6216,WR,GB,1,4,0,12,19.3,0,66.7,,0,0,0.0,0,2,0,68.3,78.2,0,24,0.0,0,13,2,92.3,12,106.3,3,75.0,0,35,4,2.0,17.5,2.92,0,,0,,,0,0,,0,0,0,,56.1,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,4,2022
Robert Woods,7822,WR,TEN,1,4,0,31,,0,,,0,0,,0,0,0,,55.4,0,0,0.0,0,8,0,75.0,6,0.0,0,0.0,0,0,0,,,0.0,0,3.3,0,100.0,,0,0,0.0,0,3,0,70.5,73.5,0,10,0.0,0,16,3,100.0,16,98.6,3,75.0,0,23,13,4.3,7.7,1.44,4,2022
Nelson Agholor,9453,WR,NE,1,4,0,19,-2.0,0,100.0,,0,0,0.0,0,0,0,64.7,58.1,0,-2,0.0,0,5,1,100.0,5,79.2,1,25.0,0,-2,0,0.0,-2.0,-0.4,0,18.0,0,66.7,,0,0,33.3,1,2,0,29.9,75.1,0,27,6.3,1,16,2,93.8,15,109.7,3,75.0,0,48,7,3.5,24.0,3.2,4,2022
Jamison Crowder,9538,WR,BUF,1,4,0,4,6.0,0,0.0,0.0,0,1,,0,0,0,,44.1,0,0,0.0,0,2,0,100.0,2,39.6,1,25.0,0,0,0,,,0.0,0,21.0,0,0.0,,0,0,,0,0,0,,55.7,0,0,0.0,0,4,0,100.0,4,39.6,1,25.0,0,0,0,,,0.0,4,2022
Hunter Henry,10669,TE,NE,1,4,0,19,6.0,0,0.0,,0,0,,0,0,0,,56.2,0,0,0.0,0,4,0,100.0,4,39.6,1,25.0,0,0,0,,,0.0,0,7.5,0,50.0,,0,0,0.0,0,0,0,64.7,56.4,0,6,38.5,5,13,1,61.5,8,56.3,2,50.0,0,6,2,2.0,6.0,0.75,4,2022
J.D. McKissic,11047,HB,WAS,1,4,0,32,,0,,,0,0,,0,0,0,,59.7,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,0,-1.3,1,75.0,,0,0,0.0,0,0,0,70.5,56.4,0,9,14.3,4,28,3,85.7,24,81.3,4,100.0,0,16,23,7.7,5.3,0.67,4,2022
Joe Mixon,11803,HB,CIN,1,4,0,7,-4.0,0,100.0,,0,0,0.0,0,0,0,68.3,58.2,0,1,23.1,3,13,2,69.2,9,79.2,2,50.0,0,-1,7,3.5,-0.5,-0.11,0,0.0,0,100.0,,0,0,0.0,0,0,0,68.3,77.3,0,9,15.4,2,13,2,84.6,11,95.8,2,50.0,0,14,14,7.0,7.0,1.27,4,2022
George Kittle,11901,TE,SF,1,4,0,28,,0,,,0,0,,0,0,0,,52.8,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,0,2.5,0,50.0,,0,0,0.0,0,0,0,64.7,49.0,0,4,5.9,1,17,1,94.1,16,56.3,2,50.0,0,4,4,4.0,4.0,0.25,4,2022
Aaron Jones,11937,HB,GB,1,4,0,12,-3.5,0,100.0,,0,0,0.0,0,0,0,68.3,59.4,0,1,18.2,2,11,2,81.8,9,79.2,2,50.0,0,1,8,4.0,0.5,0.11,0,-2.5,0,50.0,,0,0,0.0,0,0,0,64.7,58.4,0,4,33.3,3,9,1,66.7,6,56.3,2,50.0,0,4,9,9.0,4.0,0.67,4,2022
Sony Michel,27589,HB,LAC,1,4,0,27,,0,,,0,0,,0,0,0,,59.9,0,0,50.0,1,2,0,50.0,1,0.0,0,0.0,0,0,0,,,0.0,0,-0.7,1,66.7,,0,0,0.0,0,1,0,68.3,89.9,0,9,25.0,1,4,2,75.0,3,78.5,3,75.0,0,15,15,7.5,7.5,5.0,4,2022
Juwan Johnson,28305,TE,NO,1,4,0,20,,0,,,0,0,,0,0,0,,57.6,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,0,14.0,0,100.0,,0,0,0.0,0,1,0,64.7,68.1,0,13,10.0,1,10,1,80.0,8,118.8,1,25.0,0,13,-1,-1.0,13.0,1.63,4,2022
Will Dissly,30762,TE,SEA,1,4,0,29,10.0,0,100.0,100.0,1,1,0.0,0,1,0,68.3,89.8,0,17,20.0,2,10,2,70.0,7,158.3,2,50.0,1,26,9,4.5,13.0,3.71,0,2.5,0,100.0,,0,0,0.0,0,0,0,68.3,72.2,0,8,11.1,1,9,2,88.9,8,93.8,2,50.0,0,13,8,4.0,6.5,1.63,4,2022
Diontae Johnson,33441,WR,PIT,1,4,0,25,,0,,,0,0,,0,0,0,,52.9,0,0,0.0,0,9,0,88.9,8,0.0,0,0.0,0,0,0,,,0.0,0,9.3,0,50.0,,0,0,0.0,0,1,0,68.3,60.6,1,6,0.0,0,22,2,90.9,20,16.7,4,100.0,0,11,13,6.5,5.5,0.55,4,2022
Kylen Granson,40630,TE,IND,1,4,0,14,,0,,,0,0,,0,0,0,,55.7,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,0,7.3,0,100.0,,0,0,0.0,0,4,0,72.1,93.5,0,20,0.0,0,13,4,100.0,13,118.8,4,100.0,0,62,33,8.3,15.5,4.77,4,2022
Irv Smith Jr.,42060,TE,MIN,1,4,0,18,3.0,0,100.0,,0,0,0.0,0,1,0,64.7,68.6,0,10,12.5,1,8,1,75.0,6,108.3,1,25.0,0,10,7,7.0,10.0,1.67,0,3.0,0,100.0,,0,0,0.0,0,0,0,68.3,53.8,0,7,9.5,2,21,2,81.0,17,93.8,2,50.0,0,13,7,3.5,6.5,0.76,4,2022
Russell Gage,44771,WR,TB,1,4,0,30,5.0,0,0.0,0.0,0,1,,0,0,0,,53.8,0,0,0.0,0,8,0,100.0,8,39.6,1,25.0,0,0,0,,,0.0,0,4.5,0,50.0,,0,0,0.0,0,0,0,68.3,59.5,0,10,0.0,0,22,1,90.9,20,64.6,2,50.0,0,10,6,6.0,10.0,0.5,4,2022
Dontrell Hilliard,45691,HB,TEN,1,4,0,31,3.0,0,100.0,100.0,1,1,0.0,0,0,0,64.7,62.6,0,3,20.0,1,5,1,60.0,3,79.2,1,25.0,0,3,0,0.0,3.0,1.0,0,-1.7,0,100.0,,0,0,0.0,0,0,0,70.5,61.5,0,8,0.0,0,9,3,100.0,9,87.5,3,75.0,0,15,20,6.7,5.0,1.67,4,2022
Hayden Hurst,47294,TE,CIN,1,4,0,7,,0,,,0,0,,0,0,0,64.7,65.0,0,0,14.3,2,14,0,78.6,11,0.0,0,0.0,0,0,0,,,0.0,0,1.3,2,66.7,,0,0,0.0,0,1,0,68.3,67.0,0,19,8.3,1,12,2,91.7,11,92.4,3,75.0,0,25,18,9.0,12.5,2.27,4,2022
Parris Campbell,47940,WR,IND,1,4,0,14,11.0,0,100.0,,0,0,0.0,0,1,0,64.7,63.8,0,18,0.0,0,10,1,90.0,9,118.8,1,25.0,0,18,7,7.0,18.0,2.0,0,3.3,1,100.0,,0,0,0.0,0,1,0,70.5,70.0,0,20,0.0,0,17,3,100.0,17,101.4,3,75.0,0,25,15,5.0,8.3,1.47,4,2022
Jauan Jennings,48027,WR,SF,1,4,0,28,5.0,0,50.0,,0,0,50.0,1,1,0,28.8,56.5,0,12,0.0,0,3,1,100.0,3,68.8,2,50.0,0,12,6,6.0,12.0,4.0,0,17.0,0,0.0,,0,0,,0,0,0,,53.9,0,0,0.0,0,8,0,100.0,8,39.6,1,25.0,0,0,0,,,0.0,4,2022
J.K. Dobbins,57366,HB,BLT,1,4,0,3,-3.5,0,100.0,,0,0,0.0,0,1,0,68.3,79.7,0,1,0.0,0,3,2,66.7,2,118.8,2,50.0,1,-3,4,2.0,-1.5,-1.5,0,0.0,0,100.0,,0,0,0.0,0,0,0,64.7,58.8,0,5,30.0,3,10,1,70.0,7,87.5,1,25.0,0,5,5,5.0,5.0,0.71,4,2022
Kyle Pitts,83964,TE,ATL,1,4,0,2,,0,,,0,0,,0,0,0,,74.3,0,0,25.0,1,4,0,75.0,3,0.0,0,0.0,0,0,0,,,0.0,0,15.0,0,25.0,0.0,0,2,0.0,0,1,0,64.7,69.9,0,25,0.0,0,8,1,100.0,8,53.1,4,100.0,0,25,6,6.0,25.0,3.13,4,2022
Brandon Aiyuk,84109,WR,SF,1,4,0,28,,0,,,0,0,,0,0,0,,54.7,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,0,1.0,0,100.0,,0,0,0.0,0,2,0,72.1,68.7,0,15,0.0,0,17,4,100.0,17,105.2,4,100.0,0,37,33,8.3,9.3,2.18,4,2022
Jahan Dotson,84375,WR,WAS,1,4,0,32,7.5,0,100.0,100.0,1,1,0.0,0,1,0,68.3,72.4,0,10,0.0,0,4,2,75.0,3,131.3,2,50.0,1,12,4,2.0,6.0,4.0,0,36.5,0,50.0,,0,0,0.0,0,1,0,64.7,64.9,1,31,0.0,0,23,1,95.7,22,56.3,2,50.0,0,31,1,1.0,31.0,1.41,4,2022
Skyy Moore,97116,WR,KC,1,4,0,16,20.5,0,50.0,,0,0,0.0,0,1,0,64.7,74.9,0,16,0.0,0,3,1,100.0,3,77.1,2,50.0,0,16,10,10.0,16.0,5.33,0,11.0,0,50.0,,0,0,0.0,0,1,0,64.7,64.7,0,15,0.0,0,8,1,100.0,8,75.0,2,50.0,0,15,3,3.0,15.0,1.88,4,2022
Chigoziem Okonkwo,84000,TE,TEN,1,3,0,31,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,0,10.5,0,100.0,,0,0,0.0,0,2,0,68.3,79.3,0,23,0.0,0,4,2,100.0,4,118.8,2,66.7,0,30,9,4.5,15.0,7.5,4,2022
James Conner,11860,HB,ARZ,1,3,0,1,,0,,,0,0,,0,0,0,,54.4,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,0,-1.3,1,100.0,,0,0,0.0,0,0,0,70.5,63.0,0,14,10.0,2,20,3,85.0,17,97.2,3,100.0,0,22,26,8.7,7.3,1.29,4,2022
Daniel Bellinger,84041,TE,NYG,1,3,0,21,,0,,,0,0,,0,0,0,,55.0,0,0,50.0,2,4,0,25.0,1,0.0,0,0.0,0,0,0,,,0.0,0,4.3,0,100.0,,0,0,0.0,0,1,0,72.1,77.2,0,12,20.0,2,10,3,70.0,7,98.6,3,100.0,0,23,10,3.3,7.7,3.29,4,2022
Ian Thomas,42130,TE,CAR,1,3,0,5,8.0,0,0.0,0.0,0,1,,0,0,0,,59.3,0,0,50.0,1,2,0,50.0,1,39.6,1,33.3,0,0,0,,,0.0,0,1.0,0,50.0,,0,0,50.0,1,0,0,28.9,30.6,0,6,28.6,2,7,1,71.4,5,56.3,2,66.7,0,6,1,1.0,6.0,1.2,4,2022
David Bell,97989,WR,CLV,1,3,0,8,19.0,0,100.0,100.0,1,1,0.0,0,1,0,64.7,83.1,0,20,0.0,0,5,1,100.0,5,118.8,1,33.3,0,20,1,1.0,20.0,4.0,0,21.5,0,50.0,0.0,0,1,0.0,0,0,0,64.7,70.6,1,15,0.0,0,6,1,100.0,6,35.4,2,66.7,0,15,0,0.0,15.0,2.5,4,2022
Adam Trautman,109795,TE,NO,1,3,0,20,,0,,,0,0,,0,0,0,,,0,0,100.0,1,1,0,0.0,0,0.0,0,0.0,0,0,0,,,,0,-0.5,0,100.0,,0,0,0.0,0,1,0,68.3,79.2,0,12,28.6,2,7,2,71.4,5,114.6,2,66.7,0,23,24,12.0,11.5,4.6,4,2022
Dalton Schultz,47304,TE,DAL,1,3,0,9,12.0,0,0.0,0.0,0,1,,0,0,0,,54.4,0,0,16.7,1,6,0,66.7,4,39.6,2,66.7,0,0,0,,,0.0,0,,0,,,0,0,,0,0,0,,52.7,0,0,28.6,4,14,0,64.3,9,0.0,0,0.0,0,0,0,,,0.0,4,2022
Amari Cooper,9437,WR,CLV,1,3,0,8,21.0,0,0.0,,0,0,,0,0,0,,53.0,0,0,0.0,0,13,0,92.3,12,39.6,1,33.3,0,0,0,,,0.0,0,4.0,1,100.0,,0,0,0.0,0,1,0,64.7,59.2,0,9,0.0,0,20,1,100.0,20,104.2,1,33.3,0,9,5,5.0,9.0,0.45,4,2022
Christian Watson,66581,WR,GB,1,3,0,12,35.0,0,0.0,,0,0,,0,0,0,,57.5,0,0,0.0,0,3,0,100.0,3,39.6,1,33.3,0,0,0,,,0.0,0,-3.5,0,50.0,,0,0,0.0,0,0,0,64.7,73.2,0,8,0.0,0,4,1,100.0,4,60.4,2,66.7,0,8,12,12.0,8.0,2.0,4,2022
Chase Claypool,42312,WR,PIT,1,3,0,25,,0,,,0,0,,0,0,0,,52.5,0,0,0.0,0,8,0,87.5,7,0.0,0,0.0,0,0,0,,,0.0,0,29.0,0,0.0,0.0,0,1,,0,0,0,,52.3,1,0,0.0,0,20,0,90.0,18,0.0,2,66.7,0,0,0,,,0.0,4,2022
Elijah Moore,84302,WR,NYJ,1,3,0,22,18.0,2,100.0,,0,0,0.0,0,1,0,64.7,60.3,0,20,0.0,0,19,1,89.5,17,118.8,1,33.3,0,20,2,2.0,20.0,1.18,0,10.0,0,100.0,,0,0,0.0,0,1,0,68.3,61.3,0,28,0.0,0,20,2,95.0,19,118.8,2,66.7,0,33,13,6.5,16.5,1.74,4,2022
Cole Kmet,60995,TE,CHI,1,3,0,6,-3.0,0,100.0,,0,0,0.0,0,0,0,64.7,53.5,0,-3,11.1,2,18,1,83.3,15,79.2,1,33.3,0,-3,0,0.0,-3.0,-0.2,0,-1.5,0,100.0,,0,0,0.0,0,1,0,68.3,64.1,0,13,12.5,2,16,2,87.5,14,106.3,2,66.7,0,19,22,11.0,9.5,1.36,4,2022
Trey McBride,75916,TE,ARZ,1,3,0,1,,0,,,0,0,,0,0,0,,57.7,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,0,4.0,0,100.0,100.0,1,1,0.0,0,1,0,70.5,72.5,0,11,10.0,1,10,3,60.0,6,100.0,3,100.0,0,24,12,4.0,8.0,4.0,4,2022
Mark Ingram II,6180,HB,NO,1,3,0,20,,0,,,0,0,,0,0,0,,59.7,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,0,-1.0,1,100.0,,0,0,0.0,0,0,0,70.5,72.1,0,7,25.0,3,12,2,66.7,8,85.4,2,66.7,0,9,11,5.5,4.5,1.13,4,2022
Patrick Ricard,48862,FB,BLT,1,3,0,3,,0,,,0,0,,0,0,0,,56.1,0,0,60.0,3,5,0,40.0,2,0.0,0,0.0,0,0,0,,,0.0,0,0.5,1,100.0,,0,0,0.0,0,0,0,68.3,54.8,0,7,8.3,1,12,2,91.7,11,93.8,2,66.7,0,13,12,6.0,6.5,1.18,4,2022
