player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception,week,year
Myles Bryant,43336,CB,NE,1,0,0,50.0,0,0,19,69.8,71.7,76.3,,65.2,74.8,0,0,0,8.0,0.0,0,0,0,60.4,1,0,2,1,28,34,0,0,0,0,0,1,34,0,6,30,0,2,2,0,0,8,0,8.0,8,2022
Alex Highsmith,43507,ED,PIT,1,1,0,,0,0,25,68.8,59.0,0.0,59.3,59.3,74.9,0,3,0,,0.0,0,0,1,0.0,0,0,3,0,0,50,47,0,2,45,0,0,3,33,17,0,2,3,0,3,0,0,0,,8,2022
Kobe Jones,43511,ED,GB,1,0,0,,0,0,12,,70.7,71.7,69.3,59.9,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,7,7,0,0,7,0,0,0,2,5,0,0,0,0,0,0,0,0,,8,2022
Jeffery Simmons,43742,DI,TEN,1,0,0,,0,0,31,,92.8,76.9,91.7,81.0,28.4,1,5,0,,50.0,1,0,0,0.0,0,1,0,0,0,38,38,1,32,0,5,0,0,26,12,0,2,1,0,7,0,0,0,,8,2022
Elerson Smith,43766,ED,NYG,1,0,0,,0,0,21,,31.4,70.7,57.9,43.1,21.7,0,0,0,,100.0,1,0,0,0.0,0,0,0,0,0,7,7,0,0,7,0,0,0,2,5,0,0,0,0,0,0,0,0,,8,2022
Derrick Brown,43883,DI,CAR,1,5,0,,0,0,5,,80.9,79.4,77.8,71.0,74.1,0,4,0,,0.0,0,0,0,0.0,0,1,0,0,0,60,60,38,18,0,4,0,0,30,30,0,5,6,0,5,0,0,0,,8,2022
Timmy Horne,43918,DI,ATL,1,1,0,,0,0,2,,64.6,75.4,54.4,66.5,71.2,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,20,20,3,13,2,2,0,0,9,11,0,2,3,0,0,0,0,0,,8,2022
Patrick Jones II,43974,ED,MIN,1,0,0,,0,0,18,60.8,76.9,74.4,67.3,69.4,70.5,0,1,0,,0.0,0,0,0,0.0,0,0,2,0,2,15,13,0,1,11,1,0,2,9,4,0,1,1,0,1,0,0,0,,8,2022
Byron Murphy Jr.,44027,CB,ARZ,1,0,0,66.7,0,0,1,75.5,74.3,79.2,52.9,67.9,76.9,0,0,0,9.0,0.0,0,1,0,78.5,2,0,0,57,41,71,0,0,0,0,0,0,71,3,27,14,0,3,3,0,0,15,10,7.5,8,2022
Benito Jones,44035,DI,DET,1,0,1,,0,0,11,,47.0,73.5,68.8,43.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,14,14,1,13,0,0,0,0,7,7,0,0,0,0,0,0,0,0,,8,2022
Adetokunbo Ogundeji,44047,ED,ATL,1,1,0,,0,0,2,60.0,45.6,75.3,54.2,47.1,25.2,0,0,0,,66.7,2,0,0,0.0,0,0,0,0,1,24,24,0,1,23,0,0,0,7,16,0,0,0,0,0,0,0,0,,8,2022
Julian Okwara,44152,ED,DET,1,0,0,100.0,0,0,11,32.2,30.6,77.1,51.6,60.8,73.0,0,0,0,19.0,0.0,0,0,1,118.8,1,0,3,0,7,22,18,0,0,18,0,0,4,7,8,1,0,1,1,0,0,19,4,19.0,8,2022
Quinnen Williams,44216,DI,NYJ,1,1,0,,0,0,22,60.0,89.7,77.3,73.0,85.7,71.4,1,1,0,,0.0,0,0,0,0.0,0,1,0,0,0,56,56,1,42,0,13,0,0,33,23,0,3,2,0,3,0,0,0,,8,2022
Justin Madubuike,44304,DI,BLT,1,2,0,,0,0,3,60.0,52.9,0.0,56.8,63.8,69.9,1,0,0,,0.0,0,0,1,0.0,0,1,0,0,0,45,45,1,25,2,17,0,0,36,9,0,1,0,0,2,0,0,0,,8,2022
Boogie Basham,44320,ED,BUF,1,1,0,,0,0,4,,61.6,76.4,50.9,67.0,73.0,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,21,21,1,1,15,4,0,0,10,11,0,0,2,0,1,0,0,0,,8,2022
Isaiahh Loudermilk,44416,ED,PIT,1,1,0,,0,0,25,,54.8,77.1,50.1,61.6,71.5,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,23,23,0,2,18,3,0,0,13,10,0,1,1,0,0,0,0,0,,8,2022
Kyzir White,44485,LB,PHI,1,3,0,90.0,0,0,24,52.8,48.3,75.3,,47.8,61.6,0,0,0,21.0,9.1,1,0,0,91.3,9,0,53,0,45,57,1,0,0,1,0,0,56,0,12,3,4,7,10,0,0,59,52,6.6,8,2022
Brian Burns,44522,ED,CAR,1,2,0,,0,0,5,72.5,63.6,79.0,72.5,47.5,28.3,2,3,0,,33.3,3,0,0,0.0,0,0,0,0,1,65,65,0,0,65,0,0,0,28,36,0,4,4,0,5,0,0,0,,8,2022
Ross Blacklock,44526,DI,MIN,1,0,0,,0,0,18,,36.4,75.3,35.1,60.0,23.2,0,1,0,,100.0,1,0,0,0.0,0,0,1,0,0,19,18,1,6,3,8,0,1,17,2,0,0,0,0,1,0,0,0,,8,2022
D.J. Wonnum,44550,ED,MIN,1,0,0,100.0,0,0,18,30.4,49.6,76.6,52.5,73.4,44.1,0,4,0,17.0,25.0,1,0,0,118.8,1,0,0,0,3,43,43,0,0,43,0,0,0,32,8,0,2,3,1,4,0,17,3,17.0,8,2022
Raekwon Davis,44582,DI,MIA,1,0,0,,0,0,17,,28.9,75.5,52.3,28.2,71.9,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,33,33,23,9,0,1,0,0,20,13,0,1,3,0,1,0,0,0,,8,2022
Leki Fotu,44614,DI,ARZ,1,0,0,,0,0,1,60.0,29.8,0.0,54.1,36.8,41.4,0,1,0,,16.7,1,0,1,0.0,0,0,0,0,0,32,32,13,19,0,0,0,0,16,16,0,3,5,0,1,0,0,0,,8,2022
Zech McPhearson,45464,CB,PHI,1,0,0,,0,0,24,,60.7,89.4,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,8,2022
Brandon Stephens,45644,CB,BLT,1,0,0,50.0,0,0,3,57.3,57.8,77.1,,60.0,78.1,0,0,0,6.0,0.0,0,0,1,56.3,1,0,0,32,31,33,0,0,0,0,0,0,33,0,2,1,1,4,2,0,0,6,0,6.0,8,2022
Trent Sherfield,48021,WR,MIA,1,0,0,,0,0,17,,60.5,89.4,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,8,2022
Cedrick Wilson,48170,WR,MIA,1,0,0,,0,0,17,,60.0,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,8,2022
Kentavius Street,48404,DI,NO,1,0,0,,0,0,20,,73.2,87.1,58.2,76.1,68.7,0,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,25,24,3,21,0,0,0,1,17,8,0,1,1,0,1,0,0,0,,8,2022
Anthony Nelson,48405,ED,TB,1,1,0,,0,0,30,62.2,63.2,77.7,52.4,65.0,74.1,0,0,0,,0.0,0,0,0,0.0,0,0,1,0,4,34,33,0,0,33,0,0,1,9,21,0,1,1,0,0,0,0,0,,8,2022
Demone Harris,48452,ED,HST,1,2,0,,0,0,13,60.0,47.0,77.9,69.7,50.2,31.0,0,0,0,,33.3,1,0,0,0.0,0,0,0,0,0,22,22,0,0,22,0,0,0,3,19,0,0,0,0,0,0,0,0,,8,2022
James Smith-Williams,48455,ED,WAS,1,0,0,,0,0,32,62.9,58.3,0.0,58.6,67.4,69.6,2,2,0,,,0,0,1,0.0,0,0,0,0,4,39,39,0,0,39,0,0,0,19,16,0,0,0,0,4,0,0,0,,8,2022
Sam Hubbard,48457,ED,CIN,1,4,0,100.0,0,0,7,50.1,61.6,80.1,62.8,63.2,53.7,2,1,0,29.0,11.1,1,0,0,118.8,1,2,2,0,4,52,48,0,1,46,1,0,4,19,29,2,5,4,1,5,0,29,13,29.0,8,2022
Tyquan Lewis,48475,ED,IND,1,1,0,,0,0,14,,75.8,78.9,69.2,68.8,68.1,2,4,0,,0.0,0,0,0,0.0,0,0,1,0,0,37,36,0,0,26,10,0,1,26,11,0,0,0,0,6,0,0,0,,8,2022
Justin Hollins,48498,ED,LA,1,0,0,100.0,0,0,26,62.3,64.6,0.0,68.3,68.5,70.5,0,0,0,-5.0,0.0,0,0,1,79.2,1,0,0,0,3,33,31,0,1,30,0,0,2,13,17,2,1,1,1,0,0,-5,4,-5.0,8,2022
Bradley Chubb,48526,ED,DEN,1,1,0,100.0,0,0,10,42.8,35.5,0.0,49.2,52.2,27.7,0,2,0,4.0,25.0,1,0,1,83.3,1,0,3,0,4,51,48,0,0,48,0,0,3,25,22,0,1,2,1,2,0,4,7,4.0,8,2022
Dorance Armstrong,48557,ED,DAL,1,0,0,,0,0,9,61.3,54.0,0.0,59.9,52.6,67.4,0,3,0,,0.0,0,0,1,0.0,0,0,1,0,0,31,30,0,1,26,3,0,1,19,12,0,1,1,0,3,0,0,0,,8,2022
Malik Reed,48567,ED,PIT,1,1,0,,0,0,25,70.6,62.6,0.0,57.4,67.8,74.2,0,1,0,,0.0,0,0,1,0.0,0,1,3,0,0,32,29,0,0,28,1,0,3,20,12,0,3,2,0,2,0,0,0,,8,2022
Carlos Davis,48662,DI,PIT,1,0,0,,0,0,25,,45.3,73.0,62.0,44.0,67.3,0,0,0,,,0,0,0,0.0,0,1,0,0,0,12,12,0,8,0,4,0,0,7,5,0,1,0,0,1,0,0,0,,8,2022
Roy Lopez,48676,DI,HST,1,0,0,,0,0,13,,44.3,76.1,67.4,42.6,69.5,1,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,27,27,1,23,0,3,0,0,5,22,0,2,1,0,2,0,0,0,,8,2022
Harrison Phillips,48690,DI,MIN,1,3,0,,0,0,18,,72.3,76.7,65.2,69.4,71.2,0,2,0,,0.0,0,0,0,0.0,0,1,0,0,0,48,48,5,30,0,13,0,0,34,14,0,2,1,0,3,0,0,0,,8,2022
Daron Payne,48698,DI,WAS,1,1,0,,0,0,32,60.0,65.4,78.0,65.6,59.9,71.5,0,1,0,,0.0,0,0,0,0.0,0,1,0,0,0,53,53,4,29,0,20,0,0,29,24,0,4,3,0,2,0,0,0,,8,2022
Greg Gaines,48706,DI,LA,1,0,0,,0,0,26,,70.2,76.9,63.5,67.6,70.3,0,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,31,31,14,17,0,0,0,0,20,11,0,1,2,0,1,0,0,0,,8,2022
Rasheem Green,48731,ED,HST,1,1,0,,0,0,13,,67.3,80.0,74.0,59.5,71.4,0,2,0,,0.0,0,0,0,0.0,0,0,0,0,0,38,38,0,1,33,4,0,0,9,29,0,0,1,0,2,0,0,0,,8,2022
Taven Bryan,48753,DI,CLV,1,2,0,100.0,0,0,8,56.2,57.8,76.6,63.9,60.9,71.4,0,1,0,14.0,0.0,0,0,0,118.8,1,1,0,0,2,36,36,0,25,1,10,0,0,27,7,0,1,1,1,2,0,14,7,14.0,8,2022
Deadrin Senat,48815,DI,TB,1,0,0,,0,0,30,,39.1,75.8,53.3,42.3,19.1,0,0,0,,100.0,1,0,0,0.0,0,0,0,0,0,22,22,16,6,0,0,0,0,10,12,0,0,0,0,0,0,0,0,,8,2022
L.J. Collier,48822,DI,SEA,1,0,1,,0,0,29,,58.5,73.4,71.3,45.8,,1,0,0,,,0,0,0,0.0,0,0,0,0,0,18,18,0,8,0,10,0,0,12,6,0,0,0,0,1,0,0,0,,8,2022
Michael Dogbe,48850,DI,ARZ,1,0,0,,0,0,1,,53.0,68.3,59.1,58.5,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,3,3,0,1,0,2,0,0,1,2,0,0,0,0,0,0,0,0,,8,2022
Daniel Ekuale,48874,DI,NE,1,0,0,,0,0,19,,74.3,74.7,67.8,66.0,,0,3,0,,,0,0,0,0.0,0,0,0,0,0,24,24,8,8,0,8,0,0,21,3,0,0,0,0,3,0,0,0,,8,2022
Poona Ford,48875,DI,SEA,1,1,0,,0,0,29,,74.2,76.1,61.8,73.5,70.2,1,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,34,34,0,12,0,22,0,0,17,17,0,2,1,0,2,0,0,0,,8,2022
Daniel Wise,48922,DI,WAS,1,0,0,,0,0,32,,48.6,72.2,55.6,52.6,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,10,10,0,7,0,3,0,0,4,6,0,0,0,0,0,0,0,0,,8,2022
Justin Jones,48940,DI,CHI,1,0,0,,0,0,6,,49.2,76.6,56.8,48.9,68.4,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,39,39,1,31,0,7,0,0,21,18,0,2,2,0,1,0,0,0,,8,2022
Vita Vea,48956,DI,TB,1,0,0,,0,0,30,59.8,49.9,77.9,56.2,50.0,36.4,0,1,0,,25.0,1,0,0,0.0,0,1,0,0,1,48,48,8,38,0,2,0,0,29,18,0,3,3,0,2,0,0,0,,8,2022
Tim Settle,48966,DI,BUF,1,1,1,,0,0,4,61.7,75.9,74.9,74.1,58.6,29.9,0,0,0,,33.3,1,0,0,0.0,0,1,0,0,0,22,22,0,21,0,1,0,0,13,9,0,2,1,0,1,0,0,0,,8,2022
Kevin Strong Jr.,48981,DI,TEN,1,1,0,,0,0,31,60.0,67.1,73.3,67.2,61.1,67.3,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,1,13,13,2,11,0,0,0,0,5,7,0,0,0,0,1,0,0,0,,8,2022
Kendal Vickers,48993,DI,LV,1,0,0,,0,0,23,60.0,33.5,75.2,53.4,35.9,67.3,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,19,19,0,13,3,3,0,0,9,10,0,0,1,0,1,0,0,0,,8,2022
Nick Scott,49012,S,LA,1,3,0,100.0,0,0,26,49.2,59.3,72.2,60.0,78.4,60.7,0,0,0,34.0,12.5,1,1,0,158.3,3,0,22,0,28,53,0,0,0,0,0,25,53,1,24,6,2,4,3,0,2,57,14,19.0,8,2022
Tre Flowers,49059,CB,CIN,1,1,0,100.0,0,0,7,39.5,51.1,76.5,57.7,78.5,78.2,0,0,0,27.0,0.0,0,0,0,158.3,2,0,0,20,12,26,0,0,0,0,0,0,26,1,13,6,0,3,2,0,1,31,10,15.5,8,2022
Jalen Thompson,49116,S,ARZ,1,1,0,75.0,0,0,1,53.7,54.3,77.1,,61.4,84.2,0,0,0,17.0,0.0,0,0,0,128.1,3,0,18,1,44,71,2,0,0,2,0,40,69,0,27,10,0,6,4,0,2,23,12,7.7,8,2022
Ryan Neal,49132,S,SEA,1,0,0,100.0,0,0,29,71.0,76.6,73.2,58.4,76.9,79.7,0,0,0,13.0,0.0,0,0,0,84.7,3,0,29,1,29,55,0,0,0,0,0,14,55,1,25,11,4,6,3,0,0,13,11,4.3,8,2022
Myles Hartsfield,49159,S,CAR,1,0,0,100.0,0,0,5,54.6,44.2,76.4,58.0,35.4,50.1,0,1,0,8.0,16.7,1,0,0,122.9,4,0,22,2,27,65,5,0,0,5,0,13,60,2,36,23,1,5,4,1,1,16,9,4.0,8,2022
Jessie Bates III,49162,S,CIN,1,5,0,100.0,0,0,7,57.7,80.0,75.3,69.2,90.3,70.7,0,1,0,26.0,7.7,1,0,0,118.8,1,0,22,0,24,70,2,0,0,2,0,41,68,2,44,5,4,7,1,1,0,26,7,26.0,8,2022
Ezekiel Turner,49167,LB,ARZ,1,0,0,,0,0,1,64.0,66.6,69.4,,,,0,0,0,,,0,0,0,0.0,0,0,1,0,3,3,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,,8,2022
Tarvarius Moore,49178,S,SF,1,0,0,,0,0,28,61.9,62.9,64.8,,,,0,0,0,,,0,0,0,0.0,0,0,2,0,3,3,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,,8,2022
Elijah Campbell,49190,S,MIA,1,1,0,,0,0,17,,60.0,60.0,,60.0,,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,8,2022
Jordan Whitehead,49196,S,NYJ,1,2,0,0.0,0,0,22,67.7,66.1,75.9,,53.0,60.5,0,0,0,,14.3,1,0,0,39.6,0,0,21,0,45,77,1,0,0,1,0,49,76,0,32,6,0,4,1,0,0,0,0,,8,2022
Ronnie Harrison,49206,S,CLV,1,0,0,,0,0,8,65.3,65.4,70.9,60.0,,,0,0,0,,,0,0,0,0.0,0,0,5,0,9,10,0,0,0,0,0,0,10,1,0,5,0,0,0,0,0,0,0,,8,2022
Andrew Wingard,49268,S,JAX,1,0,0,,0,0,15,59.7,59.8,71.3,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,2,3,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,,8,2022
Kindle Vildor,49346,CB,CHI,1,1,0,100.0,0,0,6,63.4,58.1,74.6,,44.1,29.6,0,0,0,17.0,28.6,2,0,0,107.3,4,0,5,32,20,38,0,0,0,0,0,0,38,0,18,1,1,4,4,0,0,39,9,9.8,8,2022
Chandon Sullivan,49349,CB,MIN,1,1,0,83.3,0,0,18,66.9,67.5,76.2,60.0,66.7,77.2,0,0,0,27.0,0.0,0,0,0,102.1,10,0,12,1,60,78,0,0,0,0,0,1,78,1,17,64,1,2,12,0,0,102,75,10.2,8,2022
Jaire Alexander,49350,CB,GB,1,1,0,0.0,0,0,12,91.3,90.8,77.6,,65.2,29.6,0,0,1,,50.0,1,3,0,0.0,0,0,6,52,34,58,0,0,0,0,0,0,58,0,24,0,0,0,5,0,0,0,0,,8,2022
Chauncey Gardner-Johnson,49371,S,PHI,1,1,0,100.0,0,0,24,59.0,62.8,80.6,72.1,65.8,64.6,0,0,1,10.0,12.5,1,0,0,56.3,3,1,21,0,56,76,1,0,0,1,0,50,75,1,19,4,1,6,3,1,0,21,6,7.0,8,2022
Donte Jackson,49377,CB,CAR,1,1,0,75.0,0,0,5,85.6,83.5,76.9,,66.7,28.7,0,0,1,17.0,33.3,2,0,0,58.3,3,0,1,40,21,43,0,0,0,0,0,0,43,0,22,2,2,3,4,0,0,32,13,10.7,8,2022
Danny Johnson,49379,CB,WAS,1,0,0,,0,0,32,61.7,62.4,65.0,,,,0,0,0,,,0,0,0,0.0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,,8,2022
M.J. Stewart,49397,S,HST,1,1,0,0.0,0,0,13,60.0,71.9,72.3,,72.2,81.9,0,0,0,,0.0,0,0,0,39.6,0,0,2,1,1,18,1,0,0,1,0,13,17,0,17,1,1,4,1,0,0,0,0,,8,2022
Donovan Wilson,49408,S,DAL,1,1,0,100.0,0,0,9,63.0,53.6,76.3,64.5,43.3,50.2,0,1,0,13.0,20.0,2,0,0,102.1,2,0,25,2,23,63,9,0,0,9,0,22,54,5,35,5,3,7,2,1,0,17,11,8.5,8,2022
Julian Blackmon,49434,S,IND,1,0,0,,0,0,14,64.0,67.8,73.5,,61.6,80.7,0,0,0,,0.0,0,0,0,0.0,0,0,1,0,15,24,0,0,0,0,0,22,24,0,9,1,0,2,0,0,0,0,0,,8,2022
Keion Crossen,49454,CB,MIA,1,0,0,,0,0,17,82.7,81.0,82.2,,63.5,72.8,0,0,0,,0.0,0,0,0,0.0,0,0,0,13,9,15,0,0,0,0,0,0,15,0,6,1,1,2,0,0,0,0,0,,8,2022
Taron Johnson,49511,CB,BUF,1,2,0,100.0,0,0,4,59.4,45.7,75.5,,29.6,29.2,0,0,0,26.0,27.3,3,0,0,158.3,5,0,19,0,37,66,4,0,0,4,0,0,62,0,29,43,3,6,5,0,1,69,23,13.8,8,2022
Nick McCloud,49535,CB,NYG,1,1,0,100.0,0,0,21,42.5,46.7,71.2,54.3,63.9,76.1,0,1,0,16.0,0.0,0,0,0,118.8,2,0,15,5,16,33,1,0,0,1,0,0,32,3,14,12,0,2,2,1,0,29,23,14.5,8,2022
Juju Hughes,49545,S,DET,1,1,0,75.0,0,0,11,51.6,47.2,74.4,69.4,42.4,79.9,0,0,0,5.0,0.0,0,0,0,116.7,3,1,31,4,39,67,3,0,0,3,0,16,64,3,25,13,3,4,4,1,1,12,3,4.0,8,2022
Rock Ya-Sin,49564,CB,LV,1,1,0,66.7,0,0,23,61.6,60.8,76.0,,56.9,79.5,0,0,0,14.0,0.0,0,1,1,81.3,6,0,11,52,32,64,0,0,0,0,0,0,64,0,32,1,1,5,9,0,0,51,27,8.5,8,2022
Zach Allen,49605,DI,ARZ,1,1,0,,0,0,1,60.0,63.4,1.3,76.8,53.7,71.2,1,3,0,,0.0,0,0,1,0.0,0,0,0,0,1,55,55,6,23,3,23,0,0,35,19,0,2,2,0,4,0,0,0,,8,2022
Markus Bailey,49681,LB,CIN,1,0,0,,0,0,7,,53.8,69.7,,56.0,72.8,0,0,0,,0.0,0,0,0,0.0,0,0,4,0,0,7,3,0,0,3,0,0,4,0,7,0,0,2,0,0,0,0,0,,8,2022
Shaquille Leonard,49684,LB,IND,1,1,0,100.0,0,0,14,40.8,42.6,72.1,55.0,60.2,78.3,0,0,1,12.0,0.0,0,0,0,109.7,3,0,18,0,13,24,3,0,0,3,0,0,21,3,8,3,0,3,3,0,1,31,24,10.3,8,2022
Quincy Williams,49779,LB,NYJ,1,2,0,100.0,0,0,22,44.0,64.3,72.1,54.7,86.4,34.4,0,1,0,13.0,22.2,2,0,0,100.0,4,0,46,0,26,57,3,0,0,3,0,0,54,5,26,8,4,5,4,1,0,32,30,8.0,8,2022
Zaire Franklin,49834,LB,IND,1,2,0,80.0,0,0,14,73.1,69.2,75.5,63.6,55.6,30.1,0,1,0,21.0,25.0,3,1,0,90.8,4,0,50,0,35,61,1,0,0,1,0,0,60,4,22,10,5,7,5,1,0,29,18,7.3,8,2022
B.J. Hill,49894,DI,CIN,1,2,0,,0,0,7,59.1,57.4,79.1,53.7,60.4,71.5,1,0,0,,0.0,0,0,0,0.0,0,0,1,0,2,60,59,4,36,3,16,0,1,22,36,0,1,3,0,1,0,0,0,,8,2022
Broderick Washington Jr.,50049,DI,BLT,1,1,2,,0,0,3,,51.2,77.4,66.5,37.9,69.8,0,4,0,,25.0,1,0,0,0.0,0,0,0,0,0,41,41,5,29,1,6,0,0,30,11,0,1,2,0,4,0,0,0,,8,2022
Uchenna Nwosu,50084,ED,SEA,1,0,0,0.0,0,1,29,77.9,90.0,78.4,83.6,71.1,75.8,0,1,0,,0.0,0,0,0,39.6,0,2,0,0,4,52,52,0,0,52,0,0,0,30,18,0,6,4,1,3,0,0,0,,8,2022
John Franklin-Myers,50088,ED,NYJ,1,0,0,,0,0,22,,70.1,3.1,69.0,72.5,73.0,0,2,0,,0.0,0,0,1,0.0,0,1,0,0,0,49,49,1,4,36,8,0,0,28,21,0,3,2,0,3,0,0,0,,8,2022
Josh Sweat,50120,ED,PHI,1,0,0,,0,0,24,,74.7,80.0,72.9,60.2,69.2,3,3,0,,0.0,0,0,0,0.0,0,0,0,0,0,42,42,0,0,42,0,0,0,32,10,0,1,1,0,6,0,0,0,,8,2022
Lorenzo Carter,50126,ED,ATL,1,2,0,100.0,0,0,2,93.2,71.3,78.7,46.5,59.3,76.8,0,0,1,2.0,0.0,0,0,0,39.6,1,0,2,0,8,71,68,0,0,68,0,0,3,28,35,1,1,2,1,0,0,2,7,2.0,8,2022
Ogbonnia Okoronkwo,50130,ED,HST,1,1,0,,0,0,13,,89.5,74.6,64.2,82.9,72.9,0,0,0,,0.0,0,0,0,0.0,0,0,1,0,0,16,15,0,0,13,2,0,1,5,11,0,1,2,0,0,0,0,0,,8,2022
Jacob Martin,50152,ED,NYJ,1,0,0,,0,1,22,,69.6,77.2,68.6,60.0,69.6,0,0,0,,,0,0,0,0.0,0,1,0,0,0,19,19,0,0,19,0,0,0,13,6,0,1,0,0,1,0,0,0,,8,2022
Malcolm Roach,50191,DI,NO,1,0,0,,0,0,20,,40.5,74.2,66.7,32.8,26.4,0,1,0,,50.0,1,0,0,0.0,0,0,0,0,0,21,20,3,17,0,0,0,1,12,9,0,0,1,0,1,0,0,0,,8,2022
Arden Key,50201,ED,JAX,1,0,1,,0,0,15,61.1,81.5,74.8,76.3,65.9,71.0,1,1,0,,0.0,0,0,0,0.0,0,1,2,0,2,21,19,0,7,8,4,0,2,15,4,0,2,1,0,3,0,0,0,,8,2022
Oren Burks,50203,LB,SF,1,1,0,66.7,0,0,28,65.4,71.3,74.2,54.7,74.4,79.9,0,0,0,16.0,0.0,0,1,0,113.2,6,0,50,1,35,58,5,0,0,5,0,0,53,3,20,2,3,6,9,0,1,40,38,6.7,8,2022
Rashaan Evans,50213,LB,ATL,1,2,0,50.0,0,0,2,58.8,64.7,76.6,66.1,66.0,81.2,0,0,0,13.0,0.0,0,0,0,70.8,1,1,64,0,36,78,5,0,0,5,0,4,73,5,37,5,5,6,2,1,0,13,13,13.0,8,2022
Josh Allen,50235,ED,JAX,1,0,0,,0,0,15,62.4,69.1,78.0,60.4,70.5,72.8,1,3,0,,0.0,0,0,0,0.0,0,0,0,0,4,50,50,0,1,49,0,0,0,26,20,0,2,2,0,4,0,0,0,,8,2022
Marquis Haynes,50244,ED,CAR,1,0,0,,0,0,5,61.0,62.8,74.9,60.3,59.8,69.9,1,1,0,,0.0,0,0,0,0.0,0,0,0,0,1,16,16,0,0,16,0,0,0,10,5,0,0,1,0,2,0,0,0,,8,2022
Marcus Davenport,50291,ED,NO,1,0,0,,0,0,20,61.4,68.9,0.0,62.8,71.1,73.0,0,1,0,,0.0,0,0,1,0.0,0,0,0,0,0,26,25,0,0,23,2,0,1,17,9,0,2,2,0,1,0,0,0,,8,2022
Christian Wilkins,50293,DI,MIA,1,0,1,,2,0,17,60.0,29.7,0.0,55.0,43.0,,0,0,0,,,0,0,3,0.0,0,0,0,0,1,51,51,3,23,0,25,0,0,35,15,0,0,0,0,0,0,0,0,,8,2022
Michael Ojemudia,50327,CB,DEN,1,0,0,,0,0,10,,60.0,63.3,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,,8,2022
Cornell Armstrong,50351,CB,ATL,1,0,0,44.4,0,0,2,57.5,61.5,77.6,,70.4,42.2,0,0,0,29.0,20.0,1,1,0,75.7,4,0,13,57,40,77,0,0,0,0,0,0,77,0,37,7,0,4,9,0,0,79,36,19.8,8,2022
Anthony Averett,50365,CB,LV,1,1,0,100.0,0,0,23,48.7,52.5,76.9,,63.5,81.7,0,0,0,30.0,0.0,0,0,0,118.8,4,0,11,50,32,64,0,0,0,0,0,0,64,0,32,3,0,7,4,0,0,59,8,14.8,8,2022
Tre Herndon,50380,CB,JAX,1,0,0,66.7,0,0,15,51.4,49.1,76.6,,47.2,49.4,0,0,0,47.0,16.7,1,0,0,109.7,2,0,2,36,29,41,0,0,0,0,0,1,41,0,12,2,0,5,3,0,0,85,20,42.5,8,2022
