player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception,week,year
Adrian Amos,9575,S,GB,1,1,0,75.0,0,0,12,28.2,28.3,73.9,,69.5,22.3,0,0,0,36.0,33.3,1,0,0,153.1,3,0,12,0,34,62,0,0,0,0,0,43,62,0,28,7,0,1,4,0,2,47,31,15.7,1,2022
Bobby McCain,9578,S,WAS,1,0,0,100.0,0,0,32,58.6,55.0,80.4,67.1,43.6,29.8,0,1,0,3.0,40.0,2,0,1,79.2,1,0,13,0,49,69,1,0,0,1,0,34,68,1,19,21,1,3,1,1,0,3,0,3.0,1,2022
Quandre Diggs,9633,S,SEA,1,3,0,66.7,0,0,29,61.4,62.9,80.4,,62.2,84.1,0,0,0,5.0,0.0,0,0,0,70.1,2,0,8,0,47,66,0,0,0,0,0,56,66,0,19,2,0,2,3,0,0,8,3,4.0,1,2022
Christian Ringo,9643,DI,NO,1,0,0,,0,0,20,,32.0,75.1,69.3,28.9,22.7,0,0,0,,100.0,1,0,0,0.0,0,0,0,0,0,22,22,5,17,0,0,0,0,11,11,0,0,0,0,0,0,0,0,,1,2022
Rakeem Nunez-Roches,9650,DI,TB,1,0,0,,0,0,30,60.0,59.2,75.0,65.4,56.4,,0,1,0,,,0,0,0,0.0,0,0,0,0,1,23,23,7,15,0,1,0,0,14,8,0,0,0,0,1,0,0,0,,1,2022
Troy Hill,9881,CB,LA,1,2,0,66.7,0,0,26,77.6,76.5,77.0,,62.0,61.1,0,0,1,21.0,11.1,1,0,0,87.5,4,0,5,38,36,55,0,0,0,0,0,0,55,0,19,12,2,6,6,0,1,43,27,10.8,1,2022
DeShawn Williams,9891,DI,DEN,1,1,0,,0,0,10,,41.1,75.7,62.4,34.0,69.5,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,34,34,0,11,1,22,0,0,20,14,0,1,1,0,1,0,0,0,,1,2022
Justin Coleman,9892,CB,SEA,1,1,0,75.0,0,0,29,54.3,57.2,75.7,,69.5,37.7,0,0,0,18.0,28.6,2,0,0,95.3,6,0,3,0,40,51,1,0,0,1,0,0,50,0,11,47,2,4,8,0,0,59,40,9.8,1,2022
Dean Marlowe,9966,S,ATL,1,0,0,,0,0,2,,21.1,64.2,,34.4,22.3,0,0,0,,100.0,1,0,0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,1,2022
Alex Singleton,9994,LB,DEN,1,4,0,100.0,0,0,10,64.1,67.8,73.8,71.0,63.0,65.9,0,1,0,13.0,0.0,0,0,0,91.7,3,0,49,0,31,53,1,0,0,1,0,0,52,2,20,3,4,8,3,1,0,18,14,6.0,1,2022
Bryce Callahan,10000,CB,LAC,1,2,0,42.9,0,0,27,76.3,69.6,76.3,74.3,29.2,42.6,1,0,1,9.0,33.3,2,0,0,10.7,3,0,2,1,35,46,0,0,0,0,0,0,46,2,9,43,0,2,7,1,0,21,8,7.0,1,2022
Efe Obada,10235,ED,WAS,1,0,0,,0,0,32,60.0,40.4,77.5,52.0,42.7,20.9,0,0,0,,100.0,1,0,0,0.0,0,0,0,0,1,21,21,0,1,18,2,0,0,8,12,0,0,0,0,0,0,0,0,,1,2022
Erik Harris,10346,S,ATL,1,0,0,,0,0,2,,60.0,64.4,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,,1,2022
Joey Bosa,10637,ED,LAC,1,0,0,,0,1,27,60.0,82.6,79.6,75.8,70.3,73.2,0,2,0,,0.0,0,0,0,0.0,0,2,0,0,1,53,53,0,0,53,0,0,0,39,13,0,3,1,0,4,0,0,0,,1,2022
Jalen Ramsey,10639,CB,LA,1,0,0,83.3,0,0,26,52.4,54.5,76.9,,63.2,78.9,0,0,0,53.0,0.0,0,1,0,158.3,5,0,5,31,38,58,0,0,0,0,0,0,58,0,20,22,2,5,6,0,2,103,16,20.6,1,2022
DeForest Buckner,10641,DI,IND,1,3,0,,0,0,14,,70.9,78.3,74.1,58.8,71.3,0,3,0,,0.0,0,0,0,0.0,0,0,0,0,0,60,60,2,48,1,9,0,0,38,22,0,2,2,0,3,0,0,0,,1,2022
Leonard Floyd,10643,ED,LA,1,0,0,100.0,0,0,26,30.2,37.7,78.7,52.3,48.2,73.3,0,0,0,12.0,0.0,0,0,0,114.6,2,0,0,0,5,50,50,0,0,50,0,0,0,27,18,0,0,3,2,0,0,23,9,11.5,1,2022
Eli Apple,10644,CB,CIN,1,0,0,66.7,0,0,7,72.1,70.6,77.5,55.0,61.6,29.6,0,0,0,7.0,33.3,1,0,0,70.1,2,0,6,53,41,61,1,0,0,1,0,0,60,1,19,1,2,2,3,0,0,8,0,4.0,1,2022
Sheldon Rankins,10646,DI,NYJ,1,0,0,,0,0,22,,52.5,75.8,49.8,59.7,67.4,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,30,30,0,9,1,20,0,0,18,12,0,1,1,0,1,0,0,0,,1,2022
William Jackson III,10658,CB,WAS,1,1,0,85.7,0,0,32,50.0,54.5,77.5,84.3,53.2,63.8,0,2,0,15.0,0.0,0,0,1,100.6,6,0,6,62,48,70,1,0,0,1,0,0,69,2,20,1,0,8,7,2,0,57,8,9.5,1,2022
Kenny Clark,10661,DI,GB,1,0,0,,0,0,12,,70.1,77.6,90.6,40.5,71.6,2,3,0,,0.0,0,0,0,0.0,0,1,0,0,0,43,43,12,19,1,11,0,0,25,18,0,1,3,0,6,0,0,0,,1,2022
Emmanuel Ogbah,10666,ED,MIA,1,1,0,,0,0,17,60.0,76.5,79.3,58.8,84.3,74.3,1,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,39,39,0,3,30,6,0,0,26,13,0,4,3,0,2,0,0,0,,1,2022
Myles Jack,10670,LB,PIT,1,4,0,71.4,0,0,25,70.2,70.0,74.9,70.0,60.5,73.1,0,1,0,10.0,7.7,1,1,0,84.2,5,0,71,2,57,87,6,0,0,6,0,0,81,3,27,8,2,8,7,1,0,38,34,7.6,1,2022
Chris Jones,10671,DI,KC,1,0,1,,0,1,16,,92.4,77.2,78.9,92.5,26.2,0,6,0,,50.0,1,0,0,0.0,0,0,0,0,0,42,42,0,35,1,6,0,0,31,11,0,1,1,0,6,0,0,0,,1,2022
Xavien Howard,10672,CB,MIA,1,0,0,50.0,0,0,17,53.6,55.2,78.3,58.6,64.9,75.4,0,0,0,6.0,0.0,0,1,1,95.8,1,0,0,55,34,56,0,0,0,0,0,0,56,1,21,1,1,2,2,0,1,6,3,6.0,1,2022
Austin Johnson,10677,DI,LAC,1,0,1,,0,0,27,,76.0,76.1,66.2,72.6,26.2,0,1,0,,50.0,1,0,0,0.0,0,0,0,0,0,32,32,1,24,0,7,0,0,25,7,0,1,1,0,1,0,0,0,,1,2022
Jihad Ward,10678,ED,NYG,1,1,0,0.0,0,0,21,48.6,69.7,78.0,61.7,76.9,75.8,0,1,0,,0.0,0,0,0,39.6,0,0,1,0,8,57,56,12,0,44,0,0,1,29,20,0,4,5,1,1,0,0,0,,1,2022
A'Shawn Robinson,10680,DI,LA,1,2,0,,0,0,26,60.0,53.1,76.3,50.8,57.7,29.6,0,0,0,,25.0,2,0,0,0.0,0,0,0,0,0,38,38,0,6,5,27,0,0,23,15,0,4,4,0,0,0,0,0,,1,2022
Jarran Reed,10683,DI,GB,1,1,0,,0,0,12,,62.1,76.8,52.8,68.2,71.4,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,42,42,1,23,1,17,0,0,26,16,0,3,3,0,1,0,0,0,,1,2022
Vonn Bell,10695,S,CIN,1,1,0,66.7,0,0,7,57.4,60.7,75.8,62.4,66.2,76.7,1,0,0,32.0,0.0,0,0,0,109.7,2,0,34,0,38,63,4,0,0,4,0,19,59,5,20,6,0,1,3,1,0,42,39,21.0,1,2022
James Bradberry,10696,CB,PHI,1,1,0,16.7,0,0,24,63.6,59.1,79.0,,42.4,27.5,0,0,1,13.0,40.0,2,0,0,0.0,1,0,2,65,41,67,0,0,0,0,0,0,67,0,26,0,0,2,6,0,0,13,7,13.0,1,2022
Adam Gotsis,10697,DI,JAX,1,0,0,,0,0,15,,58.7,75.5,53.0,63.1,68.1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,24,24,2,16,2,4,0,0,14,10,0,1,1,0,0,0,0,0,,1,2022
Kevin Byard,10698,S,TEN,1,3,0,100.0,0,0,31,60.8,68.1,74.7,,74.7,88.9,0,0,0,16.0,0.0,0,0,0,150.4,5,0,17,0,30,59,1,0,0,1,0,31,58,0,29,10,2,8,5,0,1,53,21,10.6,1,2022
Carl Nassib,10699,ED,TB,1,0,0,100.0,0,0,30,62.0,61.8,76.3,58.6,59.8,,0,0,0,5.0,,0,0,0,87.5,1,0,0,0,5,19,19,0,0,18,1,0,0,9,5,0,0,0,1,0,0,5,3,5.0,1,2022
Maliek Collins,10701,DI,HST,1,1,1,,0,0,13,60.0,59.3,0.0,79.3,49.9,70.6,0,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,50,50,0,38,0,12,0,0,28,22,0,1,3,0,0,0,0,0,,1,2022
Yannick Ngakoue,10703,ED,IND,1,0,0,,0,0,14,60.9,46.1,14.9,52.9,51.9,73.5,1,2,0,,0.0,0,0,1,0.0,0,0,0,1,3,57,56,0,0,56,0,0,1,33,21,0,1,2,0,3,0,0,0,,1,2022
Jonathan Bullard,10706,DI,MIN,1,0,0,,0,0,18,,55.5,76.1,52.5,60.4,68.1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,29,29,0,22,0,7,0,0,19,10,0,1,1,0,0,0,0,0,,1,2022
Kendall Fuller,10718,CB,WAS,1,1,0,42.9,0,0,32,31.9,32.6,79.4,54.9,47.7,45.2,0,1,0,49.0,20.0,1,0,2,81.8,3,0,3,61,48,70,5,0,0,5,0,0,65,2,20,1,0,3,7,1,0,74,9,24.7,1,2022
Nick Vigil,10721,LB,ARZ,1,0,0,100.0,0,0,1,31.2,28.2,73.0,58.1,33.2,33.3,0,0,0,35.0,25.0,1,0,0,158.3,5,0,29,2,19,36,0,0,0,0,0,0,36,3,14,5,0,3,5,0,1,76,47,15.2,1,2022
Javon Hargrave,10723,DI,PHI,1,0,0,,0,0,24,60.0,60.2,0.0,75.2,61.1,28.3,1,1,0,,33.3,1,0,1,0.0,0,0,0,0,0,38,38,1,32,0,5,0,0,26,12,0,0,2,0,2,0,0,0,,1,2022
Justin Simmons,10732,S,DEN,1,3,0,100.0,0,0,10,73.7,74.0,74.4,,55.7,61.5,0,0,0,6.0,12.5,1,0,0,83.3,2,0,20,0,35,55,1,0,0,1,0,27,54,0,20,7,2,4,2,0,0,8,0,4.0,1,2022
Miles Killebrew,10745,LB,PIT,1,0,0,,0,0,25,,60.0,61.5,,60.0,,0,0,0,,,0,0,0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,1,2022
De'Vondre Campbell,10749,LB,GB,1,4,0,60.0,0,0,12,75.9,71.2,77.1,,58.8,46.6,0,0,0,10.0,15.4,2,0,0,67.1,3,0,49,0,34,62,2,0,0,2,0,0,60,0,28,11,2,7,5,0,0,18,33,6.0,1,2022
Hassan Ridgeway,10750,DI,SF,1,2,0,,0,0,28,60.0,74.0,73.4,69.5,65.9,70.6,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,12,12,0,12,0,0,0,0,3,9,0,1,2,0,0,0,0,0,,1,2022
David Onyemata,10754,DI,NO,1,1,0,,0,0,20,,61.9,77.1,62.7,59.0,68.7,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,47,47,11,29,0,7,0,0,25,22,0,0,0,0,1,0,0,0,,1,2022
Andrew Billings,10756,DI,LV,1,1,0,,0,0,23,,78.0,76.8,53.3,80.6,70.1,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,36,36,10,26,0,0,0,0,15,21,0,1,2,0,1,0,0,0,,1,2022
Deon Bush,10758,S,KC,1,0,0,,0,0,16,65.5,66.7,71.6,59.5,60.0,80.7,0,0,0,,0.0,0,0,0,0.0,0,0,2,0,11,15,0,0,0,0,0,10,15,1,3,3,0,2,0,0,0,0,0,,1,2022
Dean Lowry,10771,DI,GB,1,2,0,,0,0,12,,45.9,76.5,63.0,42.9,71.6,2,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,38,38,1,12,3,22,0,0,17,21,0,1,2,0,3,0,0,0,,1,2022
Matthew Judon,10780,ED,NE,1,1,0,,0,0,19,,67.8,78.0,67.9,59.2,74.5,3,0,0,,0.0,0,0,0,0.0,0,1,1,0,0,49,48,0,0,48,0,0,1,32,17,0,2,2,0,4,0,0,0,,1,2022
Quinton Jefferson,10781,DI,SEA,1,1,0,,0,0,29,60.0,57.8,76.8,59.8,53.2,69.2,0,5,0,,0.0,0,0,0,0.0,0,0,0,0,0,39,39,0,15,2,22,0,0,31,8,0,1,1,0,5,0,0,0,,1,2022
Matt Ioannidis,10786,DI,CAR,1,2,0,,0,0,5,,67.1,77.6,57.7,68.6,28.7,0,1,0,,16.7,1,0,0,0.0,0,0,0,0,0,48,48,2,37,1,8,0,0,26,22,0,2,3,0,1,0,0,0,,1,2022
D.J. Reader,10800,DI,CIN,1,0,0,,0,0,7,,88.4,76.9,76.3,79.0,69.0,2,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,42,42,13,27,0,2,0,0,26,16,0,2,2,0,3,0,0,0,,1,2022
DeAndre Houston-Carson,10819,S,CHI,1,0,0,,0,0,6,60.0,60.0,66.0,,,,0,0,0,,,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,1,2022
Anthony Brown,10823,CB,DAL,1,1,0,75.0,0,0,9,54.5,43.5,76.5,,28.7,32.4,0,0,0,48.0,25.0,2,0,0,116.7,6,0,8,47,29,62,0,0,0,0,0,0,62,0,33,7,0,5,8,0,0,108,26,18.0,1,2022
Kamu Grugier-Hill,10842,LB,HST,1,1,0,81.3,0,0,13,46.0,39.5,76.6,52.5,41.6,60.7,0,1,0,20.0,10.0,2,0,0,96.9,13,0,71,3,51,92,6,0,0,6,0,1,86,5,36,11,8,17,16,1,0,116,74,8.9,1,2022
Elandon Roberts,10848,LB,MIA,1,2,0,100.0,0,0,17,37.3,28.5,73.7,,32.5,38.5,0,0,0,11.0,25.0,2,0,0,101.4,3,0,34,0,17,35,0,0,0,0,0,0,35,0,18,1,1,4,3,0,0,25,18,8.3,1,2022
Jalen Mills,10867,CB,NE,1,0,0,75.0,0,0,19,46.2,50.7,77.4,,69.2,36.3,0,0,0,42.0,33.3,1,0,0,156.3,3,0,5,52,35,58,0,0,0,0,0,0,58,0,23,1,0,2,4,0,1,62,34,20.7,1,2022
Jayron Kearse,10878,S,DAL,1,3,0,100.0,0,0,9,46.2,55.1,75.7,59.4,69.1,64.3,0,0,0,7.0,12.5,1,0,0,95.8,1,0,19,4,19,42,6,0,0,6,0,3,36,1,22,10,0,4,1,0,0,7,2,7.0,1,2022
Mike Hilton,10898,CB,CIN,1,0,0,85.7,0,0,7,65.3,72.6,76.3,90.5,67.7,80.8,1,0,0,26.0,0.0,0,0,0,95.8,6,0,2,1,38,53,0,0,0,0,0,0,53,2,13,50,2,8,7,1,0,49,12,8.2,1,2022
Michael Pierce,11101,DI,BLT,1,0,0,,0,1,3,76.5,89.9,77.5,76.1,69.1,70.1,1,3,0,,0.0,0,0,0,0.0,0,0,0,0,2,45,45,20,20,0,5,0,0,29,14,0,3,3,0,4,0,0,0,,1,2022
Morgan Fox,11184,DI,LAC,1,1,0,,0,0,27,,60.9,76.4,66.3,49.8,69.8,1,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,28,28,4,15,4,5,0,0,24,4,0,0,0,0,2,0,0,0,,1,2022
Cory Littleton,11190,LB,CAR,1,1,0,0.0,0,0,5,82.7,53.6,73.9,59.0,31.9,28.1,0,0,0,,33.3,1,1,0,39.6,0,0,23,0,13,28,3,0,0,3,0,0,25,1,14,2,0,1,1,0,0,0,0,,1,2022
Jonathan Jones,11217,CB,NE,1,1,0,66.7,0,1,19,66.2,55.8,77.3,,28.3,45.1,0,0,0,23.0,20.0,1,0,0,92.4,4,0,3,37,29,47,1,0,0,1,0,0,46,0,18,6,0,3,6,0,0,50,30,12.5,1,2022
Roy Robertson-Harris,11341,DI,JAX,1,0,1,,0,0,15,,52.8,0.0,55.0,64.3,23.0,0,0,0,,50.0,1,0,1,0.0,0,0,0,0,0,44,44,2,26,0,16,0,0,26,18,0,1,1,0,0,0,0,0,,1,2022
Myles Garrett,11756,ED,CLV,1,0,0,,0,1,8,61.6,94.4,80.4,94.5,53.0,36.7,0,4,0,,50.0,1,0,0,0.0,0,2,1,0,0,45,44,0,4,37,3,0,1,30,15,0,3,1,0,6,0,0,0,,1,2022
Solomon Thomas,11758,DI,NYJ,1,1,0,,0,0,22,,50.4,74.4,58.8,49.7,67.3,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,20,20,0,7,0,13,0,0,12,8,0,0,0,0,0,0,0,0,,1,2022
Jamal Adams,11761,S,SEA,1,0,0,,0,0,29,81.0,87.0,73.2,60.0,58.0,80.0,1,0,0,,0.0,0,1,0,0.0,0,0,5,0,8,15,0,0,0,0,0,9,15,1,6,1,0,3,0,1,0,0,0,,1,2022
Marshon Lattimore,11766,CB,NO,1,1,0,50.0,0,0,20,67.8,65.4,0.0,,74.7,76.9,0,0,0,6.0,0.0,0,0,2,56.3,1,0,8,65,39,75,0,0,0,0,0,0,75,0,36,2,0,2,2,0,0,6,2,6.0,1,2022
Haason Reddick,11768,ED,PHI,1,0,0,0.0,0,0,24,51.2,59.0,79.2,45.4,79.5,34.9,0,0,0,,33.3,1,0,0,39.6,0,0,3,0,5,47,39,0,0,39,0,0,8,23,19,5,2,2,1,0,0,0,0,,1,2022
Derek Barnett,11769,ED,PHI,1,0,0,,0,0,24,,55.5,75.9,53.6,59.4,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,12,11,0,0,11,0,0,1,5,7,1,0,0,0,0,0,0,0,,1,2022
Malik Hooker,11770,S,DAL,1,2,0,,0,0,9,69.6,62.7,76.3,,48.2,51.7,0,0,0,,20.0,1,0,0,0.0,0,0,7,0,22,48,0,0,0,0,0,39,48,0,26,2,1,2,0,0,0,0,0,,1,2022
Marlon Humphrey,11771,CB,BLT,1,1,0,62.5,0,0,3,61.4,61.3,79.1,74.4,47.7,67.8,1,0,0,17.0,12.5,1,0,1,80.2,5,0,3,50,62,84,1,0,0,1,0,0,83,4,18,30,2,6,8,1,0,50,12,10.0,1,2022
Jonathan Allen,11772,DI,WAS,1,1,0,,0,0,32,59.7,69.7,77.0,70.0,61.9,71.4,0,3,0,,0.0,0,0,0,0.0,0,2,0,0,1,54,54,0,33,2,19,0,0,39,14,0,3,2,0,5,0,0,0,,1,2022
Adoree' Jackson,11773,CB,NYG,1,2,0,33.3,0,0,21,69.0,71.5,77.9,,74.9,79.6,0,0,0,27.0,16.7,1,0,1,67.4,1,0,4,57,39,65,0,0,0,0,0,0,65,0,26,4,1,3,3,0,0,27,15,27.0,1,2022
Charles Harris,11777,ED,DET,1,1,0,,0,0,11,61.6,47.0,82.5,50.9,42.1,75.1,0,2,0,,0.0,0,0,0,0.0,0,0,0,1,7,63,61,0,0,61,0,0,2,32,24,1,2,5,0,2,0,0,0,,1,2022
Jabrill Peppers,11780,S,NE,1,0,0,,0,0,19,65.0,63.8,70.9,54.2,61.2,,0,0,0,,,0,0,0,0.0,0,0,11,1,10,18,1,0,0,1,0,1,17,3,5,4,0,0,0,0,0,0,0,,1,2022
T.J. Watt,11785,ED,PIT,1,0,2,,0,0,25,62.0,84.6,15.2,84.8,71.0,76.1,0,1,1,,0.0,0,0,1,0.0,0,1,1,0,2,66,65,0,0,65,0,0,1,43,21,0,5,5,0,2,0,0,0,,1,2022
Budda Baker,11791,S,ARZ,1,4,0,50.0,0,0,1,57.4,60.2,76.5,52.5,68.6,74.9,0,1,0,10.0,7.7,1,0,0,64.6,1,0,31,2,38,65,3,0,0,3,0,25,62,6,21,4,1,8,2,1,0,10,4,10.0,1,2022
Marcus Maye,11794,S,NO,1,1,0,0.0,0,1,20,62.3,56.4,77.4,,46.4,54.2,0,0,0,,18.2,2,0,1,39.6,0,0,14,2,39,75,0,0,0,0,0,52,75,0,36,7,1,8,1,0,0,0,0,,1,2022
Marcus Williams,11797,S,BLT,1,2,0,100.0,0,0,3,65.7,63.5,82.6,55.0,49.8,87.8,0,1,1,15.0,0.0,0,0,0,53.1,4,0,15,1,64,84,2,0,0,2,0,56,82,2,18,10,1,10,4,1,0,25,1,6.3,1,2022
Sidney Jones,11798,CB,SEA,1,0,0,0.0,0,0,29,76.9,77.2,71.3,60.0,60.9,73.3,0,0,0,,0.0,0,0,0,39.6,0,0,3,8,10,12,1,0,0,1,0,0,11,1,1,0,0,1,1,0,0,0,0,,1,2022
Justin Evans,11805,S,NO,1,1,0,20.0,0,0,20,67.4,57.5,73.7,58.5,38.6,74.0,0,0,0,5.0,0.0,0,1,1,39.6,1,0,19,1,30,51,5,0,0,5,0,1,46,1,20,25,0,1,5,0,0,5,7,5.0,1,2022
DeMarcus Walker,11806,ED,TEN,1,0,0,,0,0,31,,63.7,74.8,53.4,67.3,68.1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,16,16,0,7,5,4,0,0,9,7,0,1,1,0,0,0,0,0,,1,2022
Raekwon McMillan,11809,LB,NE,1,0,0,100.0,0,0,19,30.1,27.3,75.3,54.5,33.1,78.3,0,0,0,14.0,0.0,0,0,0,107.3,4,0,42,0,23,42,0,0,0,0,0,0,42,2,17,0,0,4,4,0,0,39,15,9.8,1,2022
Dalvin Tomlinson,11810,DI,MIN,1,0,0,,0,0,18,,83.8,77.3,86.7,62.9,67.3,0,3,0,,0.0,0,0,0,0.0,0,0,0,0,0,39,39,2,29,3,5,0,0,25,14,0,1,1,0,3,0,0,0,,1,2022
Zach Cunningham,11812,LB,TEN,1,1,0,100.0,0,0,31,77.8,67.9,75.0,56.0,55.5,80.2,0,0,0,7.0,0.0,0,0,0,87.5,2,0,41,1,17,47,3,0,0,3,0,0,44,2,28,2,2,5,2,0,0,10,12,5.0,1,2022
Chidobe Awuzie,11815,CB,CIN,1,0,0,45.5,0,1,7,69.5,65.7,77.4,,45.7,64.1,0,0,0,25.0,16.7,1,1,1,58.9,5,0,6,53,42,61,2,0,0,2,0,0,59,0,19,0,2,5,11,0,0,50,1,10.0,1,2022
Josh Jones,11816,S,SEA,1,2,0,80.0,0,0,29,46.6,42.3,76.8,,52.2,30.6,0,0,0,14.0,33.3,3,0,0,87.5,4,0,12,1,40,53,2,0,0,2,0,32,51,0,13,6,3,4,5,0,0,25,18,6.3,1,2022
Larry Ogunjobi,11820,DI,PIT,1,0,0,,0,0,25,,58.6,4.4,68.6,56.5,70.8,1,2,0,,0.0,0,0,1,0.0,0,0,0,0,0,53,53,2,47,2,2,0,0,36,17,0,4,4,0,3,0,0,0,,1,2022
Ahkello Witherspoon,11821,CB,PIT,1,1,0,77.8,0,0,25,61.9,62.9,79.2,,64.9,80.0,0,0,1,20.0,0.0,0,0,1,94.7,7,0,5,89,71,100,0,0,0,0,0,0,100,0,29,6,1,6,9,0,1,66,28,9.4,1,2022
Dawuane Smoot,11823,ED,JAX,1,0,0,,0,0,15,,50.8,0.0,69.7,44.8,19.5,1,0,0,,100.0,1,0,1,0.0,0,0,0,0,0,29,29,0,7,11,11,0,0,24,5,0,0,0,0,1,0,0,0,,1,2022
Chris Wormley,11829,DI,PIT,1,1,0,,0,0,25,,75.9,77.1,61.9,77.9,68.4,0,3,0,,0.0,0,0,0,0.0,0,0,0,0,0,41,41,2,30,2,7,0,0,30,11,0,1,1,0,3,0,0,0,,1,2022
Duke Riley,11830,LB,MIA,1,1,0,75.0,0,0,17,65.6,66.6,72.3,58.5,60.0,75.0,0,1,0,11.0,0.0,0,1,0,87.5,3,0,16,0,15,19,2,0,0,2,0,0,17,1,3,1,0,1,4,1,0,22,9,7.3,1,2022
Alex Anzalone,11831,LB,DET,1,4,0,66.7,0,0,11,38.4,40.3,0.0,65.7,58.8,81.2,0,1,0,12.0,0.0,0,0,1,85.4,2,0,65,0,32,70,2,0,0,2,0,0,68,11,27,3,3,5,3,1,0,20,10,10.0,1,2022
Tarell Basham,11835,ED,DAL,1,0,0,,0,0,9,61.5,66.5,75.3,59.4,65.2,,0,2,0,,,0,0,0,0.0,0,0,3,0,2,18,15,1,1,13,0,0,3,8,8,0,0,0,0,2,0,0,0,,1,2022
Shaquill Griffin,11845,CB,JAX,1,1,0,62.5,0,0,15,68.1,68.6,78.9,,65.1,78.7,0,0,0,49.0,0.0,0,1,0,132.3,5,0,2,64,52,77,3,0,0,3,0,0,74,0,25,8,1,3,8,0,2,74,11,14.8,1,2022
Jourdan Lewis,11846,CB,DAL,1,1,0,80.0,0,0,9,64.6,65.6,77.7,,64.0,78.2,0,0,0,24.0,0.0,0,0,0,108.3,4,0,3,3,27,49,6,0,0,6,0,0,43,0,22,37,1,4,5,0,0,50,37,12.5,1,2022
John Johnson III,11847,S,CLV,1,1,0,,0,0,8,61.6,63.0,0.0,68.3,71.3,55.8,0,0,0,,16.7,1,0,1,0.0,0,1,8,0,32,52,3,0,0,3,0,37,49,3,17,4,1,4,0,1,0,0,0,,1,2022
Montravius Adams,11848,DI,PIT,1,0,0,,0,0,25,,69.1,70.4,58.1,66.5,67.3,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,5,5,1,4,0,0,0,0,2,3,0,1,1,0,0,0,0,0,,1,2022
Cameron Sutton,11850,CB,PIT,1,0,0,37.5,0,0,25,73.9,74.5,79.7,,68.3,77.0,0,0,1,18.0,0.0,0,1,2,50.0,3,0,7,64,71,99,2,0,0,2,0,0,97,0,28,26,1,3,8,0,1,32,7,10.7,1,2022
Rasul Douglas,11854,CB,GB,1,0,0,100.0,0,0,12,75.6,69.7,74.5,,46.2,79.1,0,0,0,11.0,0.0,0,0,0,81.9,3,0,7,3,26,41,0,0,0,0,0,0,41,0,15,31,2,4,3,0,0,11,11,3.7,1,2022
Trey Hendrickson,11858,ED,CIN,1,0,0,,0,0,7,74.1,82.7,80.3,65.9,78.4,74.7,1,1,0,,0.0,0,0,0,0.0,0,0,0,0,3,59,59,0,2,55,2,0,0,38,18,0,3,4,0,2,0,0,0,,1,2022
Eddie Jackson,11867,S,CHI,1,1,0,,0,0,6,84.3,78.2,77.3,,45.7,32.3,0,0,1,,28.6,2,0,0,0.0,0,0,18,1,36,68,2,0,0,2,0,42,66,0,32,5,1,4,0,0,0,0,0,,1,2022
Rayshawn Jenkins,11868,S,JAX,1,0,0,80.0,0,0,15,41.2,35.6,77.3,63.8,42.9,29.4,1,0,0,27.0,50.0,2,0,0,118.8,4,0,23,2,48,77,1,0,0,1,0,37,76,4,25,14,0,2,5,1,0,64,23,16.0,1,2022
