player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play,week,year
Tyler Conklin,47124,TE,NYJ,1,0,22,75.2,0,0,4,8.5,10.2,100.0,0,0,0,5,49,69.7,0,0,1,3.6,3.6,100.0,0,0,1,28,2,2022
Durham Smythe,47257,TE,MIA,1,0,17,31.7,0,0,4,20.0,23.8,75.0,0,1,1,5,21,,0,0,0,0.0,0.0,,0,0,0,2,2,2022
Drew Sample,47259,TE,CIN,1,0,7,42.8,0,0,5,83.3,83.3,80.0,0,1,1,5,6,76.6,0,0,2,100.0,100.0,100.0,0,0,2,2,2,2022
D'Andre Swift,57212,HB,DET,1,0,11,80.9,0,0,5,19.2,19.2,100.0,0,0,0,5,26,80.8,0,0,4,20.0,20.0,100.0,0,0,4,20,2,2022
Dameon Pierce,83659,HB,HST,1,0,13,60.6,0,0,5,25.0,23.8,100.0,0,0,0,5,21,72.4,0,0,1,14.3,12.5,100.0,0,0,1,8,2,2022
Isaiah Likely,83955,TE,BLT,1,0,3,30.7,0,0,5,38.5,31.3,100.0,0,0,0,5,16,51.8,0,0,2,50.0,40.0,100.0,0,0,2,5,2,2022
Rhamondre Stevenson,98689,HB,NE,1,0,19,83.9,0,0,4,14.8,17.9,100.0,0,0,0,5,28,79.5,0,0,1,5.6,10.5,100.0,0,0,2,19,2,2022
Samaje Perine,11869,HB,CIN,1,0,7,81.0,0,0,3,27.3,33.3,100.0,0,0,0,4,12,,0,0,0,0.0,0.0,,0,0,0,4,2,2022
Quintin Morris,61182,TE,BUF,1,0,4,60.8,0,0,4,33.3,33.3,100.0,0,0,0,4,12,73.1,0,0,1,33.3,33.3,100.0,0,0,1,3,2,2022
Jonathan Taylor,57488,HB,IND,1,0,14,15.3,1,0,3,12.0,15.4,83.3,0,1,0,4,26,2.4,1,0,2,13.3,13.3,75.0,1,0,2,15,2,2022
O.J. Howard,11774,TE,HST,1,0,13,75.7,0,0,4,44.4,40.0,100.0,0,0,0,4,10,,0,0,0,0.0,0.0,,0,0,0,4,2,2022
Derrick Henry,10679,HB,TEN,1,0,31,57.5,0,0,4,36.4,33.3,100.0,0,0,0,4,12,,0,0,0,0.0,0.0,,0,0,0,3,2,2022
Parker Hesse,48369,TE,ATL,1,0,2,74.9,0,0,3,18.8,22.2,100.0,0,0,0,4,18,,0,0,0,0.0,0.0,,0,0,0,2,2,2022
Marcedes Lewis,2973,TE,GB,1,0,12,72.6,0,0,4,44.4,44.4,100.0,0,0,0,4,9,,0,0,0,,,,0,0,0,0,2,2022
Matt Nelson,48584,T,DET,1,0,11,72.1,0,0,4,100.0,100.0,100.0,0,0,0,4,4,69.6,0,0,1,100.0,100.0,100.0,0,0,1,1,2,2022
Eno Benjamin,57136,HB,ARZ,1,0,1,29.7,0,0,4,18.2,16.0,100.0,0,0,0,4,25,70.4,0,0,1,16.7,12.5,100.0,0,0,1,8,2,2022
T.J. Hockenson,40912,TE,DET,1,0,11,56.6,1,0,4,11.8,11.8,87.5,0,1,0,4,34,,0,0,0,0.0,0.0,,0,0,0,22,2,2022
Chase Edmonds,45851,HB,MIA,1,0,17,63.5,0,0,3,11.1,13.8,100.0,1,0,0,4,29,78.4,0,0,2,28.6,28.6,100.0,0,0,2,7,2,2022
Saquon Barkley,45791,HB,NYG,1,0,21,61.3,0,0,3,8.1,10.5,66.7,0,1,1,4,38,74.1,0,0,1,6.7,6.7,100.0,0,0,1,15,2,2022
Antonio Gibson,78050,HB,WAS,1,0,32,56.9,0,1,4,16.7,16.0,87.5,0,1,0,4,25,,0,0,0,0.0,0.0,,0,0,0,5,2,2022
Geoff Swaim,9679,TE,TEN,1,0,31,22.9,0,0,3,33.3,36.4,66.7,0,1,1,4,11,,0,0,0,0.0,0.0,,0,0,0,2,2,2022
David Njoku,11784,TE,CLV,1,0,8,57.9,0,0,4,13.3,12.9,100.0,0,0,0,4,31,,0,0,0,0.0,0.0,,0,0,0,9,2,2022
Cam Akers,57206,HB,LA,1,0,26,83.2,0,0,4,33.3,33.3,100.0,0,0,0,4,12,75.7,0,0,1,25.0,25.0,100.0,0,0,1,4,2,2022
Brock Wright,60994,TE,DET,1,0,11,60.2,0,0,3,37.5,37.5,100.0,0,0,0,3,8,,0,0,0,0.0,0.0,,0,0,0,2,2,2022
Andrew Beck,47121,FB,DEN,1,0,10,73.4,0,0,3,37.5,30.0,100.0,0,0,0,3,10,,0,0,0,0.0,0.0,,0,0,0,2,2,2022
Austin Ekeler,12164,HB,LAC,1,0,27,0.0,0,1,3,8.8,8.8,83.3,0,1,0,3,34,0.0,0,1,2,15.4,15.4,75.0,1,0,2,13,2,2022
Bobby Hart,9659,G,BUF,1,0,4,74.0,0,0,3,100.0,100.0,100.0,0,0,0,3,3,,0,0,0,,,,0,0,0,0,2,2022
Jonnu Smith,11855,TE,NE,1,0,19,75.1,0,0,3,18.8,18.8,100.0,0,0,0,3,16,,0,0,0,0.0,0.0,,0,0,0,8,2,2022
Ameer Abdullah,9487,HB,LV,1,0,23,74.9,0,0,3,23.1,21.4,100.0,0,0,0,3,14,73.4,0,0,1,14.3,14.3,100.0,0,0,1,7,2,2022
Juwan Johnson,28305,TE,NO,1,0,20,75.3,0,0,3,8.3,7.9,100.0,0,0,0,3,38,72.7,0,0,1,4.8,4.3,100.0,0,0,1,23,2,2022
Foster Moreau,47043,TE,LV,1,0,23,70.5,0,0,3,14.3,13.0,100.0,0,0,0,3,23,,0,0,0,0.0,0.0,,0,0,0,5,2,2022
Tyler Allgeier,83639,HB,ATL,1,0,2,73.0,0,0,3,42.9,37.5,100.0,0,0,0,3,8,,0,0,0,0.0,0.0,,0,0,0,2,2,2022
Mike Gesicki,47153,TE,MIA,1,0,17,36.2,0,0,2,6.1,8.6,100.0,0,0,0,3,35,,0,0,0,0.0,0.0,,0,0,0,11,2,2022
Gerald Everett,11799,TE,LAC,1,0,27,74.0,0,0,3,8.1,7.9,100.0,0,0,0,3,38,,0,0,0,0.0,0.0,,0,0,0,17,2,2022
Tanner Hudson,66924,TE,NYG,1,0,21,49.6,0,1,3,13.6,13.0,83.3,0,1,0,3,23,30.8,0,1,1,9.1,8.3,50.0,1,0,1,12,2,2022
Jeremy Ruckert,84029,TE,NYJ,1,0,22,78.5,0,0,3,33.3,33.3,100.0,0,0,0,3,9,,0,0,0,0.0,0.0,,0,0,0,4,2,2022
Noah Gray,60878,TE,KC,1,0,16,82.5,0,0,2,11.8,16.7,100.0,0,0,0,3,18,,0,0,0,0.0,0.0,,0,0,0,6,2,2022
Ty Johnson,45769,HB,NYJ,1,0,22,80.2,0,0,3,23.1,23.1,100.0,0,0,0,3,13,78.5,0,0,2,16.7,16.7,100.0,0,0,2,12,2,2022
Hayden Hurst,47294,TE,CIN,1,0,7,19.5,0,0,2,4.9,7.1,100.0,0,0,0,3,42,,0,0,0,0.0,0.0,,0,0,0,14,2,2022
Eric Saubert,11929,TE,DEN,1,0,10,47.0,1,0,2,20.0,25.0,75.0,0,1,0,3,12,,0,0,0,0.0,0.0,,0,0,0,2,2,2022
Joshua Kelley,13750,HB,LAC,1,0,27,59.7,0,0,3,23.1,21.4,100.0,0,0,0,3,14,,0,0,0,0.0,0.0,,0,0,0,8,2,2022
Raheem Mostert,9783,HB,MIA,1,0,17,78.8,0,0,3,11.1,11.1,100.0,0,0,0,3,27,,0,0,0,0.0,0.0,,0,0,0,6,2,2022
Noah Fant,42388,TE,SEA,1,0,29,11.2,1,0,2,11.8,10.5,75.0,0,1,0,2,19,,0,0,0,0.0,0.0,,0,0,0,9,2,2022
Jamaal Williams,11889,HB,DET,1,0,11,74.2,0,0,2,25.0,25.0,100.0,0,0,0,2,8,,0,0,0,0.0,0.0,,0,0,0,2,2,2022
Dalvin Cook,11796,HB,MIN,1,0,18,0.0,0,2,2,6.1,5.7,50.0,0,2,0,2,35,0.0,0,2,2,12.5,11.1,50.0,2,0,2,18,2,2022
Kenny Yeboah,42196,TE,NYJ,1,0,22,88.8,0,0,2,100.0,100.0,100.0,0,0,0,2,2,,0,0,0,,,,0,0,0,0,2,2022
Jake Ferguson,61081,TE,DAL,1,0,9,69.0,0,0,2,22.2,20.0,100.0,0,0,0,2,10,,0,0,0,0.0,0.0,,0,0,0,1,2,2022
Jaylen Warren,98692,HB,PIT,1,0,25,18.3,0,0,2,15.4,15.4,100.0,0,0,0,2,13,75.0,0,0,1,16.7,16.7,100.0,0,0,1,6,2,2022
Ko Kieft,41372,TE,TB,1,0,30,71.5,0,0,2,40.0,33.3,100.0,0,0,0,2,6,,0,0,0,0.0,0.0,,0,0,0,1,2,2022
Ezekiel Elliott,10638,HB,DAL,1,0,9,79.1,0,0,2,10.0,8.7,100.0,0,0,0,2,23,79.1,0,0,2,22.2,20.0,100.0,0,0,2,10,2,2022
Dalton Schultz,47304,TE,DAL,1,0,9,72.1,0,0,2,6.7,6.3,100.0,0,0,0,2,32,,0,0,0,0.0,0.0,,0,0,0,13,2,2022
David Quessenberry,7957,T,BUF,1,0,4,70.7,0,0,2,100.0,100.0,100.0,0,0,0,2,2,70.7,0,0,1,100.0,100.0,100.0,0,0,1,1,2,2022
Jakob Johnson,32565,FB,LV,1,0,23,75.9,0,0,1,20.0,33.3,100.0,0,0,0,2,6,,0,0,0,0.0,0.0,,0,0,0,2,2,2022
Chris Myarick,47358,TE,NYG,1,0,21,72.3,0,0,2,33.3,33.3,100.0,0,0,0,2,6,,0,0,0,,,,0,0,0,0,2,2022
Kyle Juszczyk,7912,FB,SF,1,0,28,73.0,0,0,0,0.0,16.7,,0,0,0,2,12,73.4,0,0,0,0.0,16.7,,0,0,1,6,2,2022
Zamir White,83665,HB,LV,1,0,23,77.0,0,0,1,100.0,100.0,100.0,0,0,0,2,2,,0,0,0,,,,0,0,0,0,2,2022
Damien Harris,35134,HB,NE,1,0,19,76.9,0,0,2,18.2,16.7,100.0,0,0,0,2,12,74.1,0,0,1,16.7,14.3,100.0,0,0,1,7,2,2022
Sony Michel,27589,HB,LAC,1,0,27,78.6,0,0,2,50.0,50.0,100.0,0,0,0,2,4,,0,0,0,0.0,0.0,,0,0,0,2,2,2022
Kyle Pitts,83964,TE,ATL,1,0,2,70.4,0,0,2,6.3,5.7,100.0,0,0,0,2,35,,0,0,0,0.0,0.0,,0,0,0,10,2,2022
Alec Ingold,34934,FB,MIA,1,0,17,70.2,0,0,2,11.8,11.8,100.0,0,0,0,2,17,,0,0,0,0.0,0.0,,0,0,0,1,2,2022
Tony Pollard,27126,HB,DAL,1,0,9,77.4,0,0,2,14.3,13.3,100.0,0,0,0,2,15,73.4,0,0,1,20.0,20.0,100.0,0,0,1,5,2,2022
Melvin Gordon III,9448,HB,DEN,1,0,10,77.4,0,0,0,0.0,18.2,,1,0,0,2,11,,0,0,0,0.0,0.0,,0,0,0,3,2,2022
Keith Smith,9302,FB,ATL,1,0,2,47.6,0,0,2,40.0,40.0,100.0,0,0,0,2,5,,0,0,0,,,,0,0,0,0,2,2022
Giovanni Ricci,13756,TE,CAR,1,0,5,72.5,0,0,2,28.6,25.0,100.0,0,0,0,2,8,,0,0,0,0.0,0.0,,0,0,0,1,2,2022
Darrel Williams,13014,HB,ARZ,1,0,1,48.9,0,0,2,8.3,6.9,100.0,0,0,0,2,29,,0,0,0,0.0,0.0,,0,0,0,10,2,2022
Will Dissly,30762,TE,SEA,1,0,29,75.0,0,1,2,15.4,14.3,75.0,0,1,0,2,14,,0,0,0,0.0,0.0,,0,0,0,4,2,2022
David Montgomery,45719,HB,CHI,1,0,6,74.6,0,0,2,15.4,15.4,100.0,0,0,0,2,13,72.4,0,0,1,33.3,33.3,100.0,0,0,1,3,2,2022
Josh Oliver,47083,TE,BLT,1,0,3,69.9,0,0,2,20.0,20.0,100.0,0,0,0,2,10,69.2,0,0,1,100.0,100.0,100.0,0,0,1,1,2,2022
Wes Martin,46087,G,WAS,1,0,32,70.0,0,0,1,100.0,100.0,100.0,0,0,0,1,1,70.0,0,0,1,100.0,100.0,100.0,0,0,1,1,2,2022
Alexander Mattison,45817,HB,MIN,1,0,18,68.8,0,0,1,5.9,5.9,100.0,0,0,0,1,17,,0,0,0,0.0,0.0,,0,0,0,12,2,2022
Khari Blasingame,44889,FB,CHI,1,0,6,66.2,0,0,1,33.3,33.3,100.0,0,0,0,1,3,,0,0,0,,,,0,0,0,0,2,2022
Charlie Woerner,42257,TE,SF,1,0,28,70.2,0,0,0,0.0,11.1,,0,0,0,1,9,,0,0,0,0.0,0.0,,0,0,0,3,2,2022
Albert Okwuegbunam,41933,TE,DEN,1,0,10,69.6,0,0,1,4.0,3.7,100.0,0,0,0,1,27,,0,0,0,0.0,0.0,,0,0,0,10,2,2022
Tremayne Anchrum,41813,G,LA,1,0,26,68.6,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0,2,2022
Colby Gossett,46673,G,ATL,1,0,2,69.0,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0,2,2022
Miles Sanders,40555,HB,PHI,1,0,24,68.8,0,0,1,6.7,5.9,100.0,0,0,0,1,17,,0,0,0,0.0,0.0,,0,0,0,6,2,2022
Devin Singletary,40485,HB,BUF,1,0,4,76.4,0,0,1,3.4,3.2,100.0,0,0,0,1,31,76.4,0,0,1,10.0,8.3,100.0,0,0,1,12,2,2022
Zack Moss,40341,HB,BUF,1,0,4,73.5,0,0,1,11.1,10.0,100.0,0,0,0,1,10,,0,0,0,0.0,0.0,,0,0,0,1,2,2022
Michael Dunn,39676,G,CLV,1,0,8,67.1,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0,2,2022
Jackson Barton,46978,T,LV,1,0,23,60.9,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0,2,2022
Josiah Deguara,47034,TE,GB,1,0,12,69.4,0,0,1,20.0,20.0,100.0,0,0,0,1,5,,0,0,0,0.0,0.0,,0,0,0,1,2,2022
Shane Zylstra,143786,TE,DET,1,0,11,69.7,0,0,1,33.3,33.3,100.0,0,0,0,1,3,,0,0,0,0.0,0.0,,0,0,0,1,2,2022
Rex Burkhead,7971,HB,HST,1,0,13,26.6,0,0,1,4.8,4.5,100.0,0,0,0,1,22,26.6,0,0,1,5.9,5.6,100.0,0,0,1,18,2,2022
Tyler Davis,47743,TE,GB,1,0,12,69.7,0,0,1,14.3,14.3,100.0,0,0,0,1,7,,0,0,0,0.0,0.0,,0,0,0,1,2,2022
Deebo Samuel,48274,WR,SF,1,0,28,68.8,0,0,1,4.3,3.7,100.0,0,0,0,1,27,,0,0,0,0.0,0.0,,0,0,0,11,2,2022
Ashtyn Davis,49560,S,NYJ,1,0,22,63.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0,2,2022
Jacob Martin,50152,ED,NYJ,1,0,22,62.7,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0,2,2022
Marcell Harris,51408,LB,NYJ,1,0,22,62.7,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0,2,2022
Dillon Radunz,30551,T,TEN,1,0,31,72.2,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0,2,2022
Colby Parkinson,52266,TE,SEA,1,0,29,73.4,0,0,1,10.0,10.0,100.0,0,0,0,1,10,,0,0,0,0.0,0.0,,0,0,0,5,2,2022
Micheal Clemons,56872,ED,NYJ,1,0,22,63.8,0,0,1,100.0,100.0,100.0,1,0,0,1,1,,0,0,0,,,,0,0,0,0,2,2022
Tory Carter,57063,FB,TEN,1,0,31,76.7,0,0,1,33.3,33.3,100.0,0,0,0,1,3,,0,0,0,0.0,0.0,,0,0,0,2,2,2022
Ben Ellefson,27766,TE,MIN,1,0,18,69.6,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0,2,2022
Caleb Huntley,57156,HB,ATL,1,0,2,67.1,0,0,1,50.0,50.0,100.0,0,0,0,1,2,,0,0,0,,,,0,0,0,0,2,2022
Travis Etienne,57185,HB,JAX,1,0,15,73.1,0,0,1,6.7,6.3,100.0,0,0,0,1,16,73.1,0,0,1,14.3,14.3,100.0,0,0,1,7,2,2022
Clyde Edwards-Helaire,57279,HB,KC,1,0,16,72.4,0,0,0,0.0,6.3,,0,0,0,1,16,,0,0,0,0.0,0.0,,0,0,0,3,2,2022
Michael Carter,57337,HB,NYJ,1,0,22,7.9,0,1,1,3.8,3.7,50.0,0,1,0,1,27,,0,0,0,0.0,0.0,,0,0,0,11,2,2022
Zander Horvath,57384,FB,LAC,1,0,27,65.5,0,0,1,33.3,33.3,100.0,0,0,0,1,3,,0,0,0,,,,0,0,0,0,2,2022
Rashaad Penny,27414,HB,SEA,1,0,29,0.0,0,0,1,8.3,8.3,0.0,0,1,1,1,12,,0,0,0,0.0,0.0,,0,0,0,1,2,2022
Harrison Bryant,26394,TE,CLV,1,0,8,66.2,0,0,1,5.6,5.6,100.0,0,0,0,1,18,,0,0,0,0.0,0.0,,0,0,0,1,2,2022
Matt Breida,12271,HB,NYG,1,0,21,68.7,0,0,1,16.7,12.5,100.0,0,0,0,1,8,,0,0,0,0.0,0.0,,0,0,0,3,2,2022
Johnny Mundt,12206,TE,MIN,1,0,18,69.6,0,0,1,4.8,4.5,100.0,0,0,0,1,22,,0,0,0,0.0,0.0,,0,0,0,13,2,2022
Thomas Hennessy,12124,LS,NYJ,1,0,22,61.5,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0,2,2022
Taysom Hill,12112,TE,NO,1,0,20,69.6,0,0,1,33.3,33.3,100.0,0,0,0,1,3,,0,0,0,,,,0,0,0,0,2,2022
Aaron Jones,11937,HB,GB,1,0,12,68.8,0,0,1,5.3,5.0,100.0,0,0,0,1,20,,0,0,0,0.0,0.0,,0,0,0,6,2,2022
Cole Kmet,60995,TE,CHI,1,0,6,29.6,1,0,1,6.3,6.3,50.0,0,1,0,1,16,,0,0,0,0.0,0.0,,0,0,0,5,2,2022
Cade Otton,61071,TE,TB,1,0,30,67.1,0,0,1,9.1,9.1,100.0,0,0,0,1,11,,0,0,0,0.0,0.0,,0,0,0,2,2,2022
Evan Engram,11778,TE,JAX,1,0,15,69.6,0,0,1,3.7,3.4,100.0,0,0,0,1,29,,0,0,0,0.0,0.0,,0,0,0,10,2,2022
Joe Haeg,10789,T,CLV,1,0,8,62.1,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0,2,2022
Austin Hooper,10715,TE,TEN,1,0,31,69.6,0,0,1,5.0,5.0,100.0,0,0,0,1,20,,0,0,0,0.0,0.0,,0,0,0,14,2,2022
Kenyan Drake,10707,HB,BLT,1,0,3,17.7,0,0,1,12.5,12.5,100.0,0,0,0,1,8,73.4,0,0,1,50.0,50.0,100.0,0,0,1,2,2,2022
Kenneth Gainwell,77737,HB,PHI,1,0,24,75.0,0,0,1,7.7,6.3,100.0,0,0,0,1,16,75.0,0,0,1,10.0,10.0,100.0,0,0,1,10,2,2022
Chris Manhertz,10211,TE,JAX,1,0,15,67.2,0,0,1,20.0,20.0,100.0,0,0,0,1,5,,0,0,0,,,,0,0,0,0,2,2022
Brevin Jordan,77887,TE,HST,1,0,13,62.4,0,0,1,5.6,5.3,100.0,0,0,0,1,19,,0,0,0,0.0,0.0,,0,0,0,9,2,2022
Daniel Faalele,81734,T,BLT,1,0,3,66.5,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0,2,2022
Mike Davis,9559,HB,BLT,1,0,3,69.2,0,0,1,14.3,14.3,100.0,0,0,0,1,7,,0,0,0,,,,0,0,0,0,2,2022
Tyler Kroft,9518,TE,SF,1,0,28,65.9,0,0,1,16.7,16.7,100.0,0,0,0,1,6,,0,0,0,0.0,0.0,,0,0,0,1,2,2022
Maxx Williams,9488,TE,ARZ,1,0,1,69.3,0,0,1,14.3,14.3,100.0,0,0,0,1,7,,0,0,0,0.0,0.0,,0,0,0,1,2,2022
Jamien Sherwood,83175,LB,NYJ,1,0,22,62.7,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0,2,2022
Hassan Haskins,83701,HB,TEN,1,0,31,73.1,0,0,1,6.7,6.3,100.0,0,0,0,1,16,73.1,0,0,1,8.3,8.3,100.0,0,0,1,12,2,2022
Isiah Pacheco,83747,HB,KC,1,0,16,25.3,0,1,1,33.3,33.3,50.0,0,1,0,1,3,,0,0,0,0.0,0.0,,0,0,0,1,2,2022
Nick Bellore,6515,LB,SEA,1,0,29,75.7,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0,2,2022
Chigoziem Okonkwo,84000,TE,TEN,1,0,31,65.9,0,0,1,20.0,20.0,100.0,0,0,0,1,5,,0,0,0,0.0,0.0,,0,0,0,2,2,2022
Tommy Tremble,84025,TE,CAR,1,0,5,64.9,0,0,1,25.0,20.0,100.0,0,0,0,1,5,,0,0,0,0.0,0.0,,0,0,0,3,2,2022
Joe Fortson,94384,TE,KC,1,0,16,0.0,0,1,1,25.0,25.0,50.0,0,1,0,1,4,,0,0,0,0.0,0.0,,0,0,0,1,2,2022
Kenneth Walker III,97199,HB,SEA,1,0,29,72.4,0,0,1,16.7,14.3,100.0,0,0,0,1,7,72.4,0,0,1,25.0,25.0,100.0,0,0,1,4,2,2022
Garrett Wilson,97405,WR,NYJ,1,0,22,70.2,0,0,1,2.7,2.7,100.0,0,0,0,1,37,70.2,0,0,1,4.2,4.2,100.0,0,0,1,24,2,2022
Breece Hall,97636,HB,NYJ,1,0,22,75.7,0,0,1,12.5,10.0,100.0,0,0,0,1,10,,0,0,0,0.0,0.0,,0,0,0,4,2,2022
Cameron Brate,9207,TE,TB,1,0,30,69.6,0,0,1,4.0,3.8,100.0,0,0,0,1,26,,0,0,0,0.0,0.0,,0,0,0,13,2,2022
Richard Rodgers,8733,TE,LAC,1,0,27,70.2,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0,2,2022
Taylor Lewan,8646,T,TEN,1,0,31,69.3,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0,2,2022
Rodger Saffold,5558,G,BUF,1,0,4,44.4,0,3,72,100.0,100.0,97.9,0,3,0,74,74,50.8,0,1,30,100.0,100.0,98.3,1,0,31,31,3,2022
Dion Dawkins,11818,T,BUF,1,0,4,74.7,1,3,72,100.0,100.0,95.8,0,5,1,74,74,83.3,1,1,30,100.0,100.0,96.7,2,0,31,31,3,2022
Will Hernandez,46180,G,ARZ,1,0,1,63.3,0,1,62,100.0,100.0,97.6,0,2,1,63,63,64.7,0,1,16,100.0,100.0,96.9,1,0,17,17,3,2022
D.J. Humphries,9457,T,ARZ,1,0,1,82.4,0,0,62,100.0,100.0,100.0,1,0,0,63,63,73.8,0,0,16,100.0,100.0,100.0,0,0,17,17,3,2022
Rodney Hudson,6207,C,ARZ,1,0,1,73.2,0,0,62,100.0,100.0,100.0,0,0,0,63,63,81.1,0,0,16,100.0,100.0,100.0,0,0,17,17,3,2022
Kelvin Beachum,7229,T,ARZ,1,0,1,75.3,1,1,62,100.0,100.0,96.8,0,3,1,63,63,66.1,1,1,16,100.0,100.0,93.7,2,0,17,17,3,2022
Charles Leno Jr.,8880,T,WAS,1,0,32,81.3,0,1,55,100.0,100.0,95.5,0,3,2,58,58,77.9,0,1,33,100.0,100.0,92.4,3,2,35,35,3,2022
Trai Turner,8727,G,WAS,1,0,32,73.2,1,0,55,100.0,100.0,97.3,0,2,1,58,58,80.0,1,0,33,100.0,100.0,98.5,1,0,35,35,3,2022
Alijah Vera-Tucker,57107,G,NYJ,1,0,22,58.3,3,1,56,100.0,100.0,94.6,0,5,1,58,58,66.0,3,0,27,100.0,100.0,94.4,3,0,27,27,3,2022
Wes Schweitzer,10829,C,WAS,1,0,32,24.0,1,3,55,100.0,100.0,94.5,0,5,1,58,58,41.9,0,1,33,100.0,100.0,95.5,2,1,35,35,3,2022
Connor McGovern,10778,C,NYJ,1,0,22,64.1,0,1,56,100.0,100.0,97.3,0,2,1,58,58,51.7,0,1,27,100.0,100.0,94.4,2,1,27,27,3,2022
Laken Tomlinson,9461,G,NYJ,1,1,22,51.1,0,3,56,100.0,100.0,97.3,1,3,0,58,58,53.4,0,2,27,100.0,100.0,96.3,2,0,27,27,3,2022
Andrew Norwell,9126,G,WAS,1,0,32,53.4,0,3,55,100.0,100.0,95.5,0,4,1,58,58,45.0,0,2,33,100.0,100.0,93.9,3,1,35,35,3,2022
Max Mitchell,81707,T,NYJ,1,0,22,65.1,1,1,56,100.0,100.0,98.2,0,2,0,58,58,51.7,1,1,27,100.0,100.0,96.3,2,0,27,27,3,2022
Greg Van Roten,7746,C,BUF,1,0,4,43.4,0,4,55,100.0,100.0,96.4,0,4,0,56,56,53.5,0,2,21,100.0,100.0,95.2,2,0,21,21,3,2022
Jon Feliciano,9561,C,NYG,1,0,21,57.5,0,3,49,100.0,100.0,96.9,1,3,0,54,54,33.9,0,3,22,100.0,100.0,93.2,3,0,25,25,3,2022
Ben Bredeson,27305,G,NYG,1,1,21,23.3,0,1,49,100.0,100.0,99.0,1,1,0,54,54,7.2,0,1,22,100.0,100.0,97.7,1,0,25,25,3,2022
Andrew Thomas,59701,T,NYG,1,0,21,77.3,0,2,49,100.0,100.0,98.0,0,2,0,54,54,64.2,0,2,22,100.0,100.0,95.5,2,0,25,25,3,2022
Evan Neal,99063,T,NYG,1,0,21,27.1,1,1,49,100.0,100.0,91.8,0,5,3,54,54,21.6,1,1,22,100.0,100.0,90.9,3,1,25,25,3,2022
Mark Glowinski,9567,G,NYG,1,0,21,34.2,0,3,49,100.0,100.0,96.9,0,3,0,54,54,18.3,0,2,22,100.0,100.0,95.5,2,0,25,25,3,2022
Alex Bars,47018,G,LV,1,1,23,35.1,0,2,48,100.0,100.0,97.9,2,2,0,53,53,21.0,0,2,27,100.0,100.0,96.3,2,0,31,31,3,2022
Dylan Parham,60953,C,LV,1,0,23,57.7,2,2,48,100.0,100.0,95.8,0,4,0,53,53,42.8,2,2,27,100.0,100.0,92.6,4,0,31,31,3,2022
Kolton Miller,47013,T,LV,1,0,23,81.1,0,2,48,100.0,100.0,97.9,0,2,0,53,53,80.3,0,1,27,100.0,100.0,98.1,1,0,31,31,3,2022
Jermaine Eluemunor,11914,T,LV,1,0,23,51.4,1,2,48,100.0,100.0,96.9,1,3,0,53,53,58.1,1,1,27,100.0,100.0,96.3,2,0,31,31,3,2022
Thayer Munford,59994,T,LV,1,0,23,74.7,0,0,48,100.0,100.0,97.9,0,1,1,53,53,71.4,0,0,27,100.0,100.0,96.3,1,1,31,31,3,2022
Justin Pugh,7800,G,ARZ,1,0,1,47.6,0,3,53,100.0,100.0,97.2,0,3,0,53,53,0.0,0,2,13,100.0,100.0,92.3,2,0,13,13,3,2022
Will Clapp,39386,C,LAC,1,0,27,64.0,1,0,47,100.0,100.0,98.9,0,1,0,50,50,53.2,1,0,30,100.0,100.0,98.3,1,0,32,32,3,2022
