player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception,week,year
Carlton Davis,49335,CB,TB,1,47,0,30,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,2.1,1,0,0,0,0,0,0,0.0,,0,0,14.9,77.8,100.0,5.1,4.0,0,1,11.1,46.2,0,51.0,0.0,0,1,118.8,7,38,80.9,38,0,5,9,0,123,25,3.4,17.6,2,2022
Kindle Vildor,49346,CB,CHI,1,25,0,6,0,,,100.0,,,0,0,,34.4,0,,,0,0,0.0,0,10,40.0,10,0,0,0,0,0,0,0.0,,0,0,-0.5,50.0,100.0,13.0,6.5,0,0,0.0,67.2,0,7.0,,0,0,58.3,1,13,52.0,13,0,0,2,0,7,9,0.5,7.0,2,2022
Chandon Sullivan,49349,CB,MIN,1,40,0,18,0,,,100.0,,,0,0,,65.3,0,,,0,0,0.0,0,2,5.0,2,0,0,0,0,0,0,,,0,0,1.7,100.0,93.3,8.3,8.3,0,0,0.0,58.8,0,18.0,,0,0,115.3,3,28,70.0,30,0,0,3,0,35,30,1.4,11.7,2,2022
Jaire Alexander,49350,CB,GB,1,17,0,12,0,16.0,100.0,100.0,3.0,3.0,0,0,0.0,33.1,0,30.0,,0,0,118.8,1,3,17.6,3,0,0,1,0,30,14,10.0,30.0,0,0,,,100.0,,,0,0,,66.8,0,,,0,0,0.0,0,12,70.6,12,0,0,0,0,0,0,0.0,,2,2022
Ugo Amadi,49352,CB,TEN,1,11,0,31,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,9.1,1,0,0,0,0,0,0,0.0,,0,0,-1.5,50.0,90.0,9.0,4.5,0,0,0.0,61.4,0,6.0,100.0,1,0,56.3,1,9,81.8,10,0,0,2,0,6,6,0.7,6.0,2,2022
Chauncey Gardner-Johnson,49371,S,PHI,1,50,0,24,0,14.0,100.0,86.7,12.0,12.0,0,0,0.0,54.4,0,15.0,,0,0,118.8,1,13,26.0,15,0,0,1,0,15,1,1.3,15.0,0,1,,,100.0,,,0,0,,59.4,0,,33.3,1,0,0.0,0,25,50.0,25,0,1,0,0,0,0,0.0,,2,2022
Donte Jackson,49377,CB,CAR,1,28,0,5,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,3.6,1,0,0,0,0,0,0,0.0,,0,0,15.7,33.3,100.0,23.0,7.7,0,0,0.0,73.5,0,2.0,0.0,0,0,42.4,1,24,85.7,24,2,2,3,0,2,4,0.1,2.0,2,2022
Donovan Wilson,49408,S,DAL,1,43,0,9,0,0.5,100.0,88.9,4.0,4.0,0,0,0.0,46.0,0,6.0,0.0,0,0,83.3,2,8,18.6,9,1,2,2,0,8,7,1.0,4.0,0,1,11.0,50.0,94.3,33.0,16.5,0,1,50.0,77.8,0,3.0,0.0,0,1,56.3,1,33,76.7,35,1,1,2,0,3,2,0.1,3.0,2,2022
Julian Blackmon,49434,S,IND,1,27,0,14,0,,,100.0,,,1,1,,81.3,0,,,0,1,0.0,0,5,18.5,5,0,0,0,0,0,0,0.0,,0,1,,,100.0,,,0,0,,65.0,0,,0.0,0,0,0.0,0,18,66.7,18,0,0,0,0,0,0,0.0,,2,2022
Keion Crossen,49454,CB,MIA,1,15,0,17,0,19.0,0.0,100.0,,9.0,0,0,0.0,67.0,0,,,0,0,39.6,0,10,66.7,10,0,0,1,0,0,0,0.0,,0,0,19.0,100.0,100.0,2.0,2.0,0,0,0.0,27.2,0,34.0,0.0,0,0,118.8,2,4,26.7,4,0,1,2,0,59,21,14.8,29.5,2,2022
Taron Johnson,49511,CB,BUF,1,24,0,4,0,25.0,0.0,66.7,,2.0,0,0,0.0,73.2,0,,,0,0,39.6,0,2,8.3,3,0,0,1,0,0,0,0.0,,0,0,4.7,100.0,100.0,4.3,4.3,0,0,0.0,67.4,0,12.0,0.0,0,0,97.2,3,15,62.5,15,1,2,3,0,22,8,1.7,7.3,2,2022
Denzel Ward,49558,CB,CLV,1,45,0,8,0,,,100.0,,,0,0,,65.2,0,,,0,0,0.0,0,6,13.3,6,0,0,0,0,0,0,0.0,,0,0,20.7,100.0,100.0,7.7,7.7,0,0,0.0,29.8,0,66.0,50.0,1,0,158.3,3,25,55.6,25,0,1,3,1,96,34,4.2,32.0,2,2022
Ashtyn Davis,49560,S,NYJ,1,1,0,22,0,,,100.0,,,0,0,,60.0,1,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,,0,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,2,2022
Rock Ya-Sin,49564,CB,LV,1,60,0,23,0,15.0,0.0,100.0,,6.0,0,2,66.7,64.8,0,,,0,2,39.6,0,21,35.0,21,0,0,3,0,0,0,0.0,,0,0,4.0,100.0,100.0,29.0,29.0,0,0,0.0,71.2,0,10.0,0.0,0,0,108.3,1,31,51.7,31,0,1,1,0,10,6,0.3,10.0,2,2022
Cole Holcomb,49753,LB,WAS,1,35,0,32,0,-2.0,0.0,88.9,,8.0,0,0,0.0,78.0,0,,0.0,0,0,39.6,0,8,22.9,9,0,1,1,0,0,0,0.0,,0,1,6.3,75.0,95.7,7.3,5.5,0,0,0.0,42.2,0,13.0,0.0,0,0,97.9,3,22,62.9,23,0,1,4,0,32,18,1.5,10.7,2,2022
Quincy Williams,49779,LB,NYJ,1,32,0,22,0,-6.0,100.0,100.0,7.0,7.0,0,0,0.0,42.4,0,11.0,,0,0,112.5,1,7,21.9,7,0,0,1,0,11,17,1.6,11.0,0,1,4.8,100.0,100.0,5.5,5.5,0,0,0.0,42.7,0,16.0,25.0,1,0,106.3,4,22,68.8,22,0,2,4,0,38,19,1.7,9.5,2,2022
Azeez Al-Shaair,49792,LB,SF,1,11,0,28,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,9.1,1,0,0,0,0,0,0,0.0,,0,1,,,100.0,,,0,0,,66.4,0,,0.0,0,0,0.0,0,9,81.8,9,0,0,0,0,0,0,0.0,,2,2022
Zaire Franklin,49834,LB,IND,1,30,0,14,0,,,66.7,,,0,0,,61.9,0,,,0,0,0.0,0,4,13.3,6,0,0,0,0,0,0,0.0,,0,0,4.5,100.0,95.7,5.0,5.0,0,0,0.0,58.1,0,13.0,0.0,0,0,97.9,4,22,73.3,23,2,3,4,0,30,12,1.5,7.5,2,2022
Sebastian Joseph-Day,49935,DI,LAC,1,1,0,27,0,,,0.0,,,0,0,,60.2,0,,0.0,0,0,0.0,0,0,0.0,16,1,1,0,0,0,0,,,0,0,,,14.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,7,0,0,0,0,0,0,0.0,,2,2022
Uchenna Nwosu,50084,ED,SEA,1,2,0,29,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,4,0,0,0,0,0,0,,,0,0,,,7.7,,,0,0,,61.7,0,,0.0,0,0,0.0,0,1,50.0,13,0,1,0,0,0,0,0.0,,2,2022
Josh Sweat,50120,ED,PHI,1,2,0,24,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,8,0,0,0,0,0,0,,,0,0,,,11.8,,,0,0,,60.8,0,,100.0,1,0,0.0,0,2,100.0,17,0,0,0,0,0,0,0.0,,2,2022
Lorenzo Carter,50126,ED,ATL,1,5,0,2,0,,,14.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,20.0,7,0,0,0,0,0,0,0.0,,0,0,8.3,100.0,20.0,1.3,1.3,0,0,0.0,27.0,0,17.0,,0,0,111.1,3,4,80.0,20,0,0,3,0,32,7,8.0,10.7,2,2022
Jacob Martin,50152,ED,NYJ,1,2,0,22,0,,,50.0,,,0,0,,61.8,0,,100.0,1,0,0.0,0,2,100.0,4,0,0,0,0,0,0,0.0,,0,1,,,0.0,,,0,0,,60.0,0,,50.0,1,0,0.0,0,0,0.0,11,0,0,0,0,0,0,,,2,2022
Olasunkanmi Adeniyi,50154,ED,TEN,1,2,0,31,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,10,0,0,0,0,0,0,,,0,0,,,10.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,10,0,0,0,0,0,0,0.0,,2,2022
Rashaan Evans,50213,LB,ATL,1,30,0,2,0,,,87.5,,,0,0,,64.5,0,,,0,0,0.0,0,7,23.3,8,0,0,0,0,0,0,0.0,,0,2,7.0,100.0,88.9,16.0,16.0,0,0,0.0,53.5,0,19.0,25.0,1,0,118.8,1,16,53.3,18,0,1,1,0,19,12,1.2,19.0,2,2022
Josh Allen,50235,ED,JAX,1,6,0,15,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,7,1,0,0,0,0,0,,,0,0,,,15.4,,,0,0,,61.0,0,,,0,0,0.0,0,2,33.3,13,1,0,0,0,0,0,0.0,,2,2022
Marquis Haynes,50244,ED,CAR,1,4,0,5,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,25.0,1,0,0,0,0,0,0,0.0,,0,0,,,13.3,,,0,0,,68.7,0,,0.0,0,0,0.0,0,2,50.0,15,1,3,0,0,0,0,0.0,,2,2022
Christian Wilkins,50293,DI,MIA,1,2,0,17,0,,,13.3,,,0,0,,58.6,0,,0.0,0,0,0.0,0,2,100.0,15,0,1,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,6,0,0,0,0,0,0,,,2,2022
Nik Needham,50356,CB,MIA,1,15,0,17,0,16.0,100.0,100.0,10.0,10.0,0,0,0.0,32.9,0,12.0,0.0,0,0,156.3,1,11,73.3,11,0,1,1,1,12,0,1.2,12.0,0,0,,,100.0,,,0,0,,63.3,0,,,0,0,0.0,0,3,20.0,3,0,0,0,0,0,0,0.0,,2,2022
Tre Herndon,50380,CB,JAX,1,1,0,15,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,,2,2022
A.J. Green,50394,CB,CLV,1,2,0,8,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,1,0,0,0,0,0,0,0.0,,2,2022
Jeremy Reaves,50406,S,WAS,1,1,0,32,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,,0,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,2,2022
Juan Thornhill,50426,S,KC,1,50,0,16,0,,,100.0,,,0,0,,64.4,0,,,0,0,0.0,0,12,24.0,12,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,67.0,0,,0.0,0,0,0.0,0,29,58.0,29,0,2,0,0,0,0,0.0,,2,2022
Emmanuel Moseley,50430,CB,SF,1,35,0,28,0,7.0,0.0,100.0,,2.0,0,1,100.0,82.2,0,,,0,1,39.6,0,2,5.7,2,0,0,1,0,0,0,0.0,,0,0,7.3,100.0,100.0,8.7,8.7,0,0,0.0,55.3,0,12.0,0.0,0,0,101.4,3,28,80.0,28,2,3,3,0,25,3,1.0,8.3,2,2022
Michael Jackson,50437,CB,SEA,1,29,0,29,0,,,100.0,,,0,0,,64.0,0,,,0,0,0.0,0,5,17.2,5,0,0,0,0,0,0,0.0,,0,0,4.0,100.0,100.0,16.0,16.0,0,0,0.0,49.0,0,8.0,33.3,1,0,100.0,1,18,62.1,18,0,2,1,0,8,4,0.5,8.0,2,2022
Jace Whittaker,50465,CB,ARZ,1,33,0,1,0,0.0,100.0,100.0,6.0,6.0,0,0,0.0,57.3,0,0.0,100.0,1,0,79.2,1,7,21.2,7,0,0,1,0,0,0,0.0,0.0,0,1,3.5,50.0,93.8,14.0,7.0,0,1,50.0,81.6,0,9.0,0.0,0,1,62.5,1,15,45.5,16,1,1,2,0,9,5,0.6,9.0,2,2022
Mike Ford,50535,CB,ATL,1,5,0,2,0,20.5,0.0,100.0,,1.5,0,0,0.0,76.6,0,,,0,0,39.6,0,3,60.0,3,0,0,2,0,0,0,0.0,,0,0,,,50.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,20.0,2,0,0,0,0,0,0,0.0,,2,2022
Avonte Maddox,50543,CB,PHI,1,43,0,24,0,7.0,50.0,93.3,13.0,6.5,0,0,0.0,64.9,0,11.0,,0,0,66.7,1,14,32.6,15,0,0,2,0,11,4,0.8,11.0,0,0,4.8,100.0,100.0,5.3,5.3,0,0,0.0,90.0,1,11.0,0.0,0,0,61.5,4,22,51.2,22,0,4,4,0,33,14,1.6,8.3,2,2022
Brandon Facyson,50564,CB,IND,1,29,0,14,0,12.0,100.0,100.0,6.0,6.0,0,0,0.0,51.6,0,12.0,0.0,0,0,116.7,1,6,20.7,6,0,1,1,0,12,0,2.0,12.0,0,0,15.0,50.0,100.0,18.0,9.0,0,1,50.0,72.3,0,26.0,0.0,0,1,95.8,1,19,65.5,19,0,2,2,0,26,6,1.4,26.0,2,2022
Austin Calitro,50640,LB,NYG,1,2,0,21,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,13.0,100.0,100.0,1.0,1.0,0,0,0.0,45.2,0,13.0,0.0,0,0,118.8,1,2,100.0,2,0,1,1,0,13,0,13.0,13.0,2,2022
Cody Barton,50727,LB,SEA,1,26,0,29,0,4.5,100.0,80.0,1.5,1.5,0,0,0.0,62.0,0,14.0,0.0,0,0,106.3,2,4,15.4,5,1,2,2,0,19,10,6.3,9.5,0,1,16.0,100.0,88.9,14.0,14.0,0,0,0.0,52.0,0,38.0,0.0,0,0,158.3,1,16,61.5,18,1,1,1,1,38,22,2.7,38.0,2,2022
Jordyn Brooks,50851,LB,SEA,1,27,0,29,0,,,60.0,,,0,0,,64.2,0,,0.0,0,0,0.0,0,3,11.1,5,0,1,0,0,0,0,0.0,,0,1,3.0,100.0,100.0,16.0,16.0,0,0,0.0,28.9,0,15.0,33.3,1,0,118.8,1,18,66.7,18,0,1,1,0,15,12,0.9,15.0,2,2022
Roquan Smith,50892,LB,CHI,1,30,0,6,0,,,100.0,,,0,0,,53.7,0,,,0,0,0.0,0,12,40.0,12,0,0,0,0,0,0,0.0,,0,0,5.0,100.0,100.0,16.0,16.0,0,0,0.0,29.7,0,9.0,0.0,0,0,104.2,1,16,53.3,16,0,1,1,0,9,4,0.6,9.0,2,2022
Tremaine Edmunds,50905,LB,BUF,1,24,0,4,0,,,33.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,4.2,3,1,0,0,0,0,0,0.0,,0,0,4.5,50.0,94.1,14.0,7.0,0,1,50.0,69.1,0,5.0,,0,1,56.3,1,16,66.7,17,0,0,2,0,5,7,0.4,5.0,2,2022
Robert Spillane,50918,LB,PIT,1,14,0,25,0,,,71.4,,,0,0,,65.2,0,,,0,0,0.0,0,5,35.7,7,0,0,0,0,0,0,0.0,,0,0,11.3,75.0,90.0,2.7,2.0,0,0,0.0,42.6,0,11.0,0.0,0,0,91.7,3,9,64.3,10,1,3,4,0,26,13,3.3,8.7,2,2022
Leighton Vander Esch,50950,LB,DAL,1,36,0,9,0,-6.0,100.0,80.0,4.0,4.0,0,0,0.0,47.3,0,11.0,0.0,0,0,112.5,1,4,11.1,5,0,1,1,0,11,17,2.8,11.0,0,1,1.5,100.0,93.9,15.5,15.5,0,0,0.0,67.2,0,4.0,0.0,0,0,81.3,2,31,86.1,33,2,1,2,0,7,4,0.2,3.5,2,2022
Bobby Okereke,50954,LB,IND,1,28,0,14,0,,,83.3,,,0,0,,65.1,0,,0.0,0,0,0.0,0,5,17.9,6,0,1,0,0,0,0,0.0,,0,0,8.2,80.0,90.5,4.5,3.6,0,0,0.0,62.0,0,12.0,0.0,0,0,89.2,4,19,67.9,21,2,3,5,0,27,27,1.5,6.8,2,2022
Ja'Whaun Bentley,50966,LB,NE,1,19,0,19,0,,,88.9,,,0,0,,64.0,0,,,0,0,0.0,0,8,42.1,9,0,0,0,0,0,0,0.0,,0,1,-2.0,100.0,90.0,9.0,9.0,0,0,0.0,77.1,0,4.0,0.0,0,0,83.3,1,9,47.4,10,0,0,1,0,4,6,0.4,4.0,2,2022
Frankie Luvu,51028,LB,CAR,1,40,0,5,0,,,50.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,2.5,2,0,0,0,0,0,0,0.0,,0,0,4.2,80.0,90.0,8.3,6.6,1,1,20.0,63.6,0,16.0,0.0,0,1,136.3,4,36,90.0,40,3,3,5,1,36,26,1.1,9.0,2,2022
Tyrel Dodson,51045,LB,BUF,1,3,0,4,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,61.2,0,,,0,0,0.0,0,2,66.7,2,0,0,0,0,0,0,0.0,,2,2022
Jahlani Tavai,51055,LB,NE,1,7,0,19,0,,,33.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,14.3,3,1,0,0,0,0,0,0.0,,0,0,-1.0,100.0,100.0,3.0,3.0,0,0,0.0,61.5,0,14.0,0.0,0,0,102.1,2,6,85.7,6,1,1,2,0,17,19,2.8,8.5,2,2022
Julian Love,51081,S,NYG,1,33,0,21,0,,,85.7,,,0,0,,64.3,0,,,0,0,0.0,0,12,36.4,14,0,0,0,0,0,0,0.0,,0,0,12.5,100.0,78.3,8.0,8.0,0,0,0.0,35.3,0,19.0,0.0,0,0,118.8,2,18,54.5,23,3,4,2,0,35,10,2.2,17.5,2,2022
Ben Niemann,51099,LB,ARZ,1,5,0,1,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,20.0,1,0,0,0,0,0,0,0.0,,0,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,2,2022
Taylor Rapp,51172,S,LA,1,28,0,26,0,,,100.0,,,0,0,,61.7,0,,,0,0,0.0,0,2,7.1,2,0,0,0,0,0,0,0.0,,0,0,-3.0,100.0,95.2,18.0,18.0,0,0,0.0,54.2,0,7.0,0.0,0,0,95.8,1,20,71.4,21,0,1,1,0,7,10,0.4,7.0,2,2022
P.J. Locke,51189,S,DEN,1,12,0,10,0,19.0,0.0,80.0,,3.0,0,0,0.0,64.0,0,,,0,0,39.6,0,4,33.3,5,0,0,1,0,0,0,0.0,,0,0,,,100.0,,,0,0,,61.9,0,,,0,0,0.0,0,7,58.3,7,0,0,0,0,0,0,0.0,,2,2022
Joshua Kalu,51203,S,TEN,1,12,0,31,0,,,100.0,,,0,0,,63.2,0,,,0,0,0.0,0,4,33.3,4,0,0,0,0,0,0,0.0,,0,0,2.0,100.0,88.9,8.0,8.0,0,0,0.0,50.0,0,9.0,,0,0,104.2,1,8,66.7,9,0,0,1,0,9,7,1.1,9.0,2,2022
Minkah Fitzpatrick,51206,S,PIT,1,40,0,25,0,2.0,0.0,100.0,,20.0,0,0,0.0,54.6,0,,0.0,0,0,39.6,0,21,52.5,21,0,1,1,0,0,0,0.0,,0,1,,,100.0,,,0,0,,89.6,1,,0.0,0,0,0.0,0,17,42.5,17,0,0,0,0,0,0,0.0,,2,2022
Fred Warner,51222,LB,SF,1,34,0,28,0,,,50.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,2.9,2,0,0,0,0,0,0,0.0,,0,3,10.0,100.0,100.0,8.7,8.7,0,0,0.0,68.9,0,27.0,0.0,0,0,116.7,3,28,82.4,28,0,1,3,0,36,6,1.4,12.0,2,2022
Tracy Walker,51266,S,DET,1,52,0,11,1,18.0,0.0,82.4,,13.0,0,0,0.0,83.4,0,,0.0,0,0,39.6,0,14,26.9,17,0,1,1,0,0,0,0.0,,0,1,2.0,100.0,100.0,30.0,30.0,1,0,0.0,66.6,0,13.0,0.0,0,0,118.8,1,30,57.7,30,1,1,1,0,13,11,0.4,13.0,2,2022
Drue Tranquill,51276,LB,LAC,1,30,0,27,0,7.0,100.0,95.0,17.0,17.0,0,0,0.0,40.9,0,9.0,66.7,2,0,143.8,1,19,63.3,20,0,1,1,1,9,2,0.5,9.0,0,0,3.0,100.0,75.0,3.0,3.0,0,0,0.0,36.4,0,8.0,66.7,2,0,91.7,2,6,20.0,8,1,1,2,0,12,6,2.0,6.0,2,2022
Mike Edwards,51282,S,TB,1,45,0,30,0,,,100.0,,,0,0,,70.8,0,,0.0,0,0,0.0,0,1,2.2,1,1,1,0,0,0,0,0.0,,0,1,17.2,20.0,89.5,32.0,6.4,0,0,0.0,91.9,1,10.0,0.0,0,0,0.0,1,34,75.6,38,0,0,5,0,10,4,0.3,10.0,2,2022
Terrell Edmunds,51334,S,PIT,1,38,0,25,0,11.0,0.0,95.2,,9.5,0,1,50.0,82.4,0,,0.0,0,1,39.6,0,20,52.6,21,0,2,2,0,0,0,0.0,,0,0,,,94.1,,,0,0,,70.9,0,,,0,0,0.0,0,16,42.1,17,0,0,0,0,0,0,0.0,,2,2022
Will Harris,51336,CB,DET,1,55,0,11,0,7.0,100.0,100.0,16.0,16.0,0,0,0.0,58.6,0,1.0,,0,0,118.8,1,17,30.9,17,0,0,1,1,1,0,0.1,1.0,0,1,20.0,33.3,100.0,30.0,10.0,0,0,0.0,81.4,1,4.0,0.0,0,0,2.8,1,30,54.5,30,2,4,3,0,4,1,0.1,4.0,2,2022
Derwin James,51368,S,LAC,1,38,0,27,1,5.8,75.0,100.0,7.0,5.3,0,0,0.0,65.4,0,18.0,0.0,0,0,90.6,3,23,60.5,23,1,3,4,0,25,9,1.2,8.3,0,0,-6.0,100.0,90.9,9.0,9.0,0,0,0.0,62.0,0,-5.0,50.0,1,0,79.2,1,10,26.3,11,1,1,1,0,-5,1,-0.6,-5.0,2,2022
Amani Hooker,51378,S,TEN,1,42,0,31,0,10.0,0.0,92.3,,5.5,0,1,50.0,86.2,0,,,0,1,39.6,0,12,28.6,13,0,0,2,0,0,0,0.0,,0,0,16.5,50.0,93.1,26.0,13.0,0,0,0.0,52.1,0,28.0,,0,0,95.8,1,27,64.3,29,0,0,2,0,28,-1,1.1,28.0,2,2022
Marcus Epps,51391,S,PHI,1,52,0,24,0,6.0,0.0,100.0,,7.0,0,0,0.0,66.4,0,,0.0,0,0,39.6,0,15,28.8,15,0,2,2,0,0,0,0.0,,0,0,4.5,100.0,100.0,12.0,12.0,0,0,0.0,52.0,0,15.0,40.0,2,0,118.8,2,25,48.1,25,0,3,2,0,25,16,1.0,12.5,2,2022
Roderic Teamer,51405,S,LV,1,15,0,23,0,4.0,0.0,100.0,,5.0,0,0,0.0,44.3,0,,,0,0,39.6,0,7,46.7,7,0,0,1,0,0,0,0.0,,0,1,-2.0,100.0,100.0,5.0,5.0,0,0,0.0,44.1,0,10.0,0.0,0,0,108.3,1,5,33.3,5,0,0,1,0,10,12,2.0,10.0,2,2022
Jaylinn Hawkins,51423,S,ATL,1,23,0,2,0,,,100.0,,,0,0,,61.2,0,,,0,0,0.0,0,2,8.7,2,0,0,0,0,0,0,0.0,,0,0,2.0,100.0,100.0,15.0,15.0,0,0,0.0,55.0,0,15.0,100.0,1,0,118.8,1,15,65.2,15,0,0,1,0,15,13,1.0,15.0,2,2022
Jaquan Johnson,51433,S,BUF,1,8,0,4,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,62.3,0,,,0,0,0.0,0,6,75.0,6,0,0,0,0,0,0,0.0,,2,2022
Kaden Elliss,51485,LB,NO,1,9,0,20,0,11.0,0.0,71.4,,5.0,0,0,0.0,77.4,0,,,0,0,39.6,0,5,55.6,7,0,0,1,0,0,0,0.0,,0,0,,,33.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,11.1,3,0,0,0,0,0,0,0.0,,2,2022
J.T. Gray,51495,S,NO,1,2,0,20,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,1,0,0,0,0,0,0,0.0,,0,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,2,2022
Dre Greenlaw,51503,LB,SF,1,33,0,28,0,,,50.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,3.0,2,0,0,0,0,0,0,0.0,,0,0,2.5,100.0,96.4,4.2,4.2,0,0,0.0,72.3,0,12.0,0.0,0,0,91.0,6,27,81.8,28,3,6,6,0,35,20,1.4,5.8,2,2022
Kenny Moore II,51596,CB,IND,1,31,0,14,0,4.5,100.0,100.0,3.0,3.0,0,0,0.0,41.4,0,10.0,0.0,0,0,104.2,2,6,19.4,6,0,2,2,0,18,9,3.0,9.0,0,0,-4.0,100.0,91.3,19.0,19.0,0,0,0.0,69.6,0,14.0,0.0,0,0,118.8,1,21,67.7,23,0,1,1,0,14,18,0.7,14.0,2,2022
Nicholas Morrow,51674,LB,CHI,1,30,0,6,0,7.5,100.0,100.0,5.5,5.5,0,0,0.0,45.1,0,15.0,0.0,0,0,110.4,2,12,40.0,12,1,2,2,0,21,6,1.9,10.5,0,0,,,100.0,,,0,0,,58.2,0,,0.0,0,0,0.0,0,16,53.3,16,0,2,0,0,0,0,0.0,,2,2022
Darrick Forrest,55087,S,WAS,1,36,0,32,0,9.0,100.0,88.9,8.0,8.0,0,0,0.0,39.3,0,11.0,0.0,0,0,112.5,1,8,22.2,9,0,2,1,0,11,2,1.4,11.0,0,0,6.8,60.0,100.0,3.8,2.3,0,0,0.0,68.0,0,22.0,0.0,0,0,105.4,6,23,63.9,23,4,5,10,1,48,36,2.1,8.0,2,2022
Coby Bryant,55088,CB,SEA,1,24,0,29,0,4.0,100.0,100.0,4.0,4.0,0,0,0.0,55.3,0,4.0,50.0,1,0,83.3,1,5,20.8,5,1,1,1,0,4,0,1.0,4.0,0,0,1.0,100.0,93.8,4.3,4.3,0,0,0.0,46.3,0,12.0,0.0,0,0,106.9,3,15,62.5,16,0,2,3,0,29,26,2.2,9.7,2,2022
A.J. Terrell,55586,CB,ATL,1,30,0,2,0,,,100.0,,,0,0,,64.8,0,,,0,0,0.0,0,4,13.3,4,0,0,0,0,0,0,0.0,,0,0,13.0,100.0,100.0,9.5,9.5,0,0,0.0,64.7,0,20.0,0.0,0,0,118.8,2,19,63.3,19,0,4,2,0,27,1,1.4,13.5,2,2022
