player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles,week,year
Deadrin Senat,48815,DI,TB,1,0,1.5,0,0,30,,91.5,73.6,68.1,89.3,70.1,0.0,0,0,7,7,28.6,2,2,3,2022
Michael Dogbe,48850,DI,ARZ,1,0,3.0,0,0,1,,63.9,74.0,56.1,64.4,70.7,0.0,0,0,12,12,0.0,0,2,3,2022
Daniel Ekuale,48874,DI,NE,1,0,1.0,0,0,19,,69.3,74.3,60.4,68.4,67.4,0.0,0,0,6,6,16.7,1,1,3,2022
Poona Ford,48875,DI,SEA,1,1,5.0,0,0,29,60.0,62.9,76.5,53.4,65.0,70.2,0.0,0,0,20,20,0.0,0,1,3,2022
Henry Mondeaux,48889,DI,NYG,1,2,,0,0,21,,57.5,75.8,52.7,60.7,71.5,0.0,0,0,16,18,0.0,0,0,3,2022
Justin Jones,48940,DI,CHI,1,0,4.0,0,0,6,,48.3,77.1,57.8,45.5,68.4,0.0,0,0,17,17,5.9,1,1,3,2022
Vita Vea,48956,DI,TB,1,0,,0,0,30,62.4,73.8,76.6,75.6,56.4,66.8,,0,0,13,13,0.0,0,0,3,2022
Tim Settle,48966,DI,BUF,1,0,1.0,0,0,4,,66.8,75.7,63.4,63.7,66.8,0.0,0,0,11,12,9.1,1,1,3,2022
Kevin Strong Jr.,48981,DI,TEN,1,0,,0,0,31,,49.1,74.4,61.3,47.1,,,0,0,6,6,0.0,0,0,3,2022
Kendal Vickers,48993,DI,LV,1,0,,0,0,23,,58.8,72.6,55.5,61.2,,,0,0,4,4,0.0,0,0,3,2022
Nick Scott,49012,S,LA,1,1,9.0,0,0,26,59.5,55.6,75.4,,45.8,52.5,50.0,2,0,19,20,0.0,0,1,3,2022
Justin Reid,49048,S,KC,1,3,3.5,0,0,16,60.0,72.7,78.1,77.2,81.7,83.5,0.0,0,0,26,26,11.5,3,4,3,2022
Jalen Thompson,49116,S,ARZ,1,1,6.0,0,0,1,39.0,39.0,75.4,60.0,63.4,84.3,0.0,0,0,19,21,0.0,0,1,3,2022
Myles Hartsfield,49159,CB,CAR,1,0,,0,0,5,48.6,50.5,77.0,72.4,52.1,76.5,,0,0,7,8,0.0,0,0,3,2022
Jessie Bates III,49162,S,CIN,1,1,16.0,0,0,7,59.5,61.7,77.6,56.4,67.0,79.7,0.0,0,0,20,20,0.0,0,1,3,2022
Tarvarius Moore,49178,S,SF,1,0,4.0,0,0,28,,63.9,61.7,,60.5,73.3,0.0,0,0,1,1,0.0,0,1,3,2022
Jordan Whitehead,49196,S,NYJ,1,3,6.0,0,0,22,69.5,71.2,75.6,56.3,63.8,30.0,20.0,1,0,26,26,3.8,1,1,3,2022
Demetrius Flannigan-Fowles,49231,LB,SF,1,0,3.0,0,0,28,63.3,76.4,66.9,,75.3,74.9,0.0,0,0,15,15,6.7,1,2,3,2022
Rashad Fenton,49329,CB,KC,1,1,,0,0,16,55.1,58.9,79.1,60.0,73.5,78.7,0.0,0,0,26,26,0.0,0,0,3,2022
Carlton Davis,49335,CB,TB,1,0,2.5,0,0,30,63.2,66.7,77.0,,73.8,79.5,0.0,0,0,25,25,4.0,1,2,3,2022
Kindle Vildor,49346,CB,CHI,1,1,2.0,0,0,6,41.2,50.2,77.4,,80.6,79.0,0.0,0,1,23,24,4.3,1,1,3,2022
Chandon Sullivan,49349,CB,MIN,1,0,0.0,0,0,18,43.6,48.7,77.0,60.0,70.2,76.4,0.0,0,0,23,23,4.3,1,1,3,2022
Jaire Alexander,49350,CB,GB,1,0,,0,0,12,44.4,43.7,67.9,,60.0,,,0,0,3,3,0.0,0,0,3,2022
Chauncey Gardner-Johnson,49371,S,PHI,1,1,-10.0,0,0,24,62.3,65.2,82.5,,66.4,82.8,0.0,0,0,19,19,5.3,1,1,3,2022
Jaylon Jones,49374,CB,CHI,1,1,6.0,0,0,6,71.4,63.7,0.0,,59.5,76.9,0.0,0,1,10,11,0.0,0,1,3,2022
Donte Jackson,49377,CB,CAR,1,0,4.0,0,0,5,29.3,30.2,75.6,,63.3,37.2,0.0,0,0,7,7,14.3,1,1,3,2022
Donovan Wilson,49408,S,DAL,1,0,3.3,0,0,9,53.2,52.8,0.0,81.8,50.8,29.8,20.0,1,1,18,18,16.7,3,4,3,2022
Julian Blackmon,49434,S,IND,1,0,,0,0,14,63.5,64.9,73.2,,60.0,,,0,0,2,2,0.0,0,0,3,2022
Keion Crossen,49454,CB,MIA,1,0,,0,0,17,84.3,82.5,71.7,60.0,60.0,,,0,0,2,2,0.0,0,0,3,2022
Taron Johnson,49511,CB,BUF,1,1,3.0,0,0,4,54.3,57.5,73.5,,64.7,79.7,0.0,0,0,17,18,11.8,2,2,3,2022
Juju Hughes,49545,S,DET,1,0,1.5,0,0,11,67.9,64.6,73.8,55.0,51.6,29.8,50.0,2,0,21,21,9.5,2,2,3,2022
Denzel Ward,49558,CB,CLV,1,0,,2,0,8,27.9,27.5,0.0,,66.5,77.9,,0,3,22,22,0.0,0,0,3,2022
Rock Ya-Sin,49564,CB,LV,1,1,0.0,0,0,23,47.5,56.4,76.0,,81.4,79.7,0.0,0,0,19,19,5.3,1,1,3,2022
Zach Allen,49605,DI,ARZ,1,1,1.5,0,0,1,,60.5,77.3,59.9,59.3,38.2,25.0,1,0,14,16,7.1,1,2,3,2022
Cole Holcomb,49753,LB,WAS,1,1,2.0,0,0,32,66.1,56.7,77.0,53.2,46.6,48.9,16.7,1,0,22,22,9.1,2,4,3,2022
Quincy Williams,49779,LB,NYJ,1,1,0.0,0,0,22,61.0,68.8,71.0,65.4,73.4,37.2,20.0,1,0,11,11,27.3,3,3,3,2022
Azeez Al-Shaair,49792,LB,SF,1,1,6.7,0,0,28,40.7,46.5,71.4,58.8,59.1,43.5,33.3,2,0,10,10,10.0,1,3,3,2022
Zaire Franklin,49834,LB,IND,1,2,1.3,0,0,14,46.0,56.0,76.1,64.0,74.2,54.6,0.0,0,2,17,17,17.6,3,3,3,2022
B.J. Hill,49894,DI,CIN,1,0,4.7,0,0,7,59.9,83.1,78.1,91.6,41.4,70.5,0.0,0,0,12,12,8.3,1,3,3,2022
Sebastian Joseph-Day,49935,DI,LAC,1,2,-0.3,0,0,27,,78.0,77.3,51.1,83.6,73.1,0.0,0,0,27,27,22.2,6,6,3,2022
Jerry Tillery,49949,DI,LAC,1,0,2.0,0,0,27,60.0,61.8,76.0,52.6,64.5,69.5,0.0,0,0,21,21,4.8,1,1,3,2022
Derrick Nnadi,49970,DI,KC,1,0,1.0,0,0,16,59.7,31.9,75.6,53.4,34.9,26.0,50.0,1,0,14,14,0.0,0,1,3,2022
Broderick Washington Jr.,50049,DI,BLT,1,0,2.5,0,0,3,60.1,44.5,76.8,51.7,46.7,28.8,20.0,1,0,16,16,18.8,3,4,3,2022
Uchenna Nwosu,50084,ED,SEA,1,0,4.0,0,0,29,61.2,58.0,76.7,68.5,48.6,72.8,0.0,0,0,22,22,4.5,1,2,3,2022
John Franklin-Myers,50088,ED,NYJ,1,0,,0,0,22,,63.7,0.0,65.6,69.2,,,0,1,14,14,0.0,0,0,3,2022
Wyatt Ray,50115,ED,TEN,1,0,4.0,0,0,31,,61.6,76.1,54.9,66.3,69.2,0.0,0,0,4,4,0.0,0,1,3,2022
Josh Sweat,50120,ED,PHI,1,0,-2.0,0,0,24,,65.8,79.9,57.8,70.9,72.6,50.0,1,0,14,14,7.1,1,1,3,2022
Lorenzo Carter,50126,ED,ATL,1,0,3.0,0,0,2,43.7,54.4,78.2,57.6,61.1,27.7,0.0,0,0,19,20,5.3,1,1,3,2022
Ogbonnia Okoronkwo,50130,ED,HST,1,1,5.0,0,0,13,,79.1,77.5,80.2,65.3,71.2,0.0,0,0,10,10,10.0,1,1,3,2022
Jacob Martin,50152,ED,NYJ,1,0,,0,0,22,,65.8,77.9,64.5,60.1,,,0,0,6,6,0.0,0,0,3,2022
Tashawn Bower,50170,ED,LV,1,0,,0,0,23,,57.1,68.2,56.5,60.0,,,0,0,1,1,0.0,0,0,3,2022
Delontae Scott,50185,ED,PIT,1,0,,0,0,25,,45.9,73.3,58.0,50.7,,,0,0,7,7,0.0,0,0,3,2022
Benning Potoa'e,50195,DI,WAS,1,1,,0,0,32,,78.3,72.0,70.6,66.6,66.8,0.0,0,0,5,5,0.0,0,0,3,2022
Arden Key,50201,ED,JAX,1,0,,0,0,15,61.6,71.6,78.0,62.0,60.7,69.2,,0,0,4,4,0.0,0,0,3,2022
Rashaan Evans,50213,LB,ATL,1,0,6.0,0,0,2,64.7,76.0,76.8,65.3,79.4,83.4,0.0,0,0,23,24,8.7,2,5,3,2022
Josh Allen,50235,ED,JAX,1,0,,0,0,15,61.7,88.1,80.5,81.4,70.2,,,0,0,8,8,0.0,0,0,3,2022
Marquis Haynes,50244,ED,CAR,1,1,4.0,0,0,5,62.9,63.7,79.0,59.4,62.7,72.4,0.0,0,0,8,8,0.0,0,1,3,2022
Marcus Davenport,50291,ED,NO,1,1,,0,0,20,,63.9,78.3,53.4,69.3,27.8,0.0,0,0,14,15,0.0,0,0,3,2022
Christian Wilkins,50293,DI,MIA,1,2,5.0,0,0,17,60.0,82.2,78.3,78.6,66.4,71.1,0.0,0,0,13,13,0.0,0,2,3,2022
Nik Needham,50356,CB,MIA,1,0,,0,0,17,75.5,69.3,78.6,46.3,37.6,78.9,,0,0,16,16,0.0,0,0,3,2022
Tre Herndon,50380,CB,JAX,1,0,0.0,0,0,15,69.0,68.6,77.2,,60.2,78.7,0.0,0,0,10,10,10.0,1,1,3,2022
Jeremy Reaves,50406,S,WAS,1,0,,0,0,32,60.0,62.1,66.2,,60.0,,,0,0,5,5,0.0,0,0,3,2022
Juan Thornhill,50426,S,KC,1,1,7.0,0,0,16,49.9,52.0,79.4,,67.6,79.0,0.0,0,0,26,26,0.0,0,1,3,2022
Emmanuel Moseley,50430,CB,SF,1,2,5.0,0,0,28,71.6,70.0,79.3,,59.3,58.2,20.0,1,0,29,29,3.4,1,2,3,2022
Michael Jackson,50437,CB,SEA,1,0,,0,0,29,45.6,49.4,76.5,58.7,64.8,75.6,,0,1,29,29,0.0,0,0,3,2022
Jace Whittaker,50465,CB,ARZ,1,0,14.0,0,0,1,28.3,26.9,74.8,60.0,28.5,27.3,0.0,0,0,17,19,0.0,0,1,3,2022
Grant Haley,50473,CB,LA,1,2,,0,0,26,74.1,72.7,76.5,,58.0,29.7,0.0,0,0,13,14,0.0,0,0,3,2022
Amani Oruwariye,50533,CB,DET,1,0,5.7,2,0,11,27.1,25.9,78.2,,28.1,29.6,40.0,2,6,25,25,4.0,1,3,3,2022
Mike Ford,50535,CB,ATL,1,0,2.0,0,0,2,68.4,78.3,70.7,73.6,69.9,75.1,0.0,0,0,8,8,12.5,1,1,3,2022
Avonte Maddox,50543,CB,PHI,1,3,,0,0,24,76.6,78.4,76.2,59.0,77.0,78.7,0.0,0,0,17,17,0.0,0,0,3,2022
Brandon Facyson,50564,CB,IND,1,0,,0,0,14,72.8,72.5,77.4,,62.4,75.1,,0,0,12,12,0.0,0,0,3,2022
Byron Cowart,50588,DI,IND,1,0,,0,0,14,,37.2,81.8,55.5,45.2,,,0,0,4,4,0.0,0,0,3,2022
Charles Omenihu,50612,ED,SF,1,2,,0,0,28,60.0,62.3,77.6,56.7,65.4,72.0,0.0,0,0,7,7,0.0,0,0,3,2022
Austin Calitro,50640,LB,NYG,1,0,,0,0,21,65.2,56.6,71.6,59.1,52.5,73.2,,0,0,8,9,0.0,0,0,3,2022
Josey Jewell,50720,LB,DEN,1,2,1.3,0,0,10,39.1,57.1,72.8,86.1,69.7,61.2,0.0,0,0,19,21,10.5,2,3,3,2022
Cody Barton,50727,LB,SEA,1,2,7.3,0,0,29,51.7,40.5,74.2,58.3,41.5,52.6,14.3,1,0,29,29,6.9,2,4,3,2022
Jordyn Brooks,50851,LB,SEA,1,3,5.0,0,0,29,67.3,47.9,74.6,59.0,35.7,37.0,14.3,1,0,27,27,7.4,2,3,3,2022
Roquan Smith,50892,LB,CHI,1,1,2.5,0,0,6,66.8,78.4,76.9,51.5,82.2,69.7,0.0,0,0,24,25,33.3,8,10,3,2022
Tremaine Edmunds,50905,LB,BUF,1,2,6.0,0,0,4,68.3,62.6,73.4,,51.6,78.4,0.0,0,0,17,18,0.0,0,1,3,2022
Robert Spillane,50918,LB,PIT,1,0,1.0,0,0,25,78.3,63.6,72.1,50.1,52.8,75.8,0.0,0,0,15,15,6.7,1,1,3,2022
Leighton Vander Esch,50950,LB,DAL,1,0,4.0,0,0,9,49.0,47.2,76.7,70.6,47.6,53.4,0.0,0,0,16,16,6.3,1,1,3,2022
Bobby Okereke,50954,LB,IND,1,0,4.3,0,0,14,53.0,55.1,74.4,60.0,63.8,80.8,0.0,0,0,15,15,13.3,2,4,3,2022
Ja'Whaun Bentley,50966,LB,NE,1,0,5.0,0,0,19,62.4,43.0,75.9,61.6,30.2,77.0,0.0,0,0,25,25,0.0,0,1,3,2022
Frankie Luvu,51028,LB,CAR,1,1,2.0,0,1,5,55.4,73.6,80.1,58.8,89.2,59.4,20.0,1,0,22,23,9.1,2,3,3,2022
Jahlani Tavai,51055,LB,NE,1,1,,0,0,19,63.3,58.3,73.2,63.0,52.6,70.5,0.0,0,0,10,10,0.0,0,0,3,2022
Julian Love,51081,S,NYG,1,3,6.3,0,0,21,67.7,66.5,77.8,63.6,58.2,67.5,0.0,0,0,30,33,3.3,1,3,3,2022
Ben Niemann,51099,LB,ARZ,1,0,2.5,0,0,1,63.2,71.3,71.9,,67.2,76.0,0.0,0,0,10,11,10.0,1,2,3,2022
Taylor Rapp,51172,S,LA,1,0,,0,0,26,48.3,49.1,82.3,59.4,64.8,54.4,,0,0,19,20,0.0,0,0,3,2022
P.J. Locke,51189,S,DEN,1,0,,0,0,10,92.4,93.5,70.0,,60.0,76.9,,0,0,1,1,0.0,0,0,3,2022
Minkah Fitzpatrick,51206,S,PIT,1,2,13.0,0,0,25,46.1,47.1,76.9,,62.8,42.3,25.0,1,0,38,38,0.0,0,1,3,2022
Fred Warner,51222,LB,SF,1,0,3.7,0,0,28,83.3,78.3,77.1,55.8,56.5,55.6,25.0,1,0,30,30,6.7,2,3,3,2022
Tracy Walker,51266,S,DET,1,1,9.0,0,0,11,62.1,67.7,69.5,,63.4,78.2,0.0,0,0,4,4,0.0,0,1,3,2022
Drue Tranquill,51276,LB,LAC,1,0,4.3,0,0,27,51.4,59.1,75.0,,67.9,83.9,0.0,0,0,29,29,10.3,3,6,3,2022
Mike Edwards,51282,S,TB,1,0,3.2,0,0,30,66.5,61.7,73.9,56.1,51.3,41.9,16.7,1,0,25,25,12.0,3,5,3,2022
Terrell Edmunds,51334,S,PIT,1,0,36.0,0,0,25,56.3,48.5,78.1,58.3,42.2,27.4,66.7,2,0,37,37,0.0,0,1,3,2022
Will Harris,51336,CB,DET,1,0,,0,0,11,64.5,53.5,72.1,60.0,43.6,21.7,100.0,1,0,5,5,0.0,0,0,3,2022
Derwin James,51368,S,LAC,1,2,,0,0,27,64.1,72.0,76.0,78.1,68.5,83.6,0.0,0,0,34,34,0.0,0,0,3,2022
Amani Hooker,51378,S,TEN,1,1,3.0,0,1,31,59.5,61.4,0.0,,78.9,53.6,0.0,0,1,17,17,5.9,1,1,3,2022
Marcus Epps,51391,S,PHI,1,0,3.0,0,0,24,70.1,73.5,74.7,60.0,65.3,80.5,0.0,0,0,19,19,5.3,1,1,3,2022
Roderic Teamer,51405,S,LV,1,0,9.0,0,0,23,38.1,38.3,74.5,,54.4,53.8,25.0,1,0,12,12,0.0,0,3,3,2022
Marcell Harris,51408,LB,NYJ,1,0,4.3,0,0,22,,76.7,68.9,,72.2,51.0,25.0,1,0,15,15,13.3,2,3,3,2022
Jaylinn Hawkins,51423,S,ATL,1,0,10.0,0,0,2,59.8,62.4,77.0,59.7,67.3,80.0,0.0,0,0,23,24,0.0,0,1,3,2022
Jaquan Johnson,51433,S,BUF,1,2,,0,0,4,28.9,26.7,0.0,59.9,54.1,58.4,33.3,1,1,17,18,0.0,0,0,3,2022
Kaden Elliss,51485,LB,NO,1,0,0.0,0,0,20,43.6,56.0,73.9,56.6,66.8,25.8,0.0,0,0,15,15,6.7,1,1,3,2022
J.T. Gray,51495,S,NO,1,0,2.0,0,0,20,61.9,76.3,72.7,71.1,62.3,72.4,0.0,0,0,2,2,50.0,1,1,3,2022
Dre Greenlaw,51503,LB,SF,1,3,0.0,0,0,28,81.3,84.4,72.5,55.8,76.0,82.9,0.0,0,0,30,30,6.7,2,2,3,2022
Kenny Moore II,51596,CB,IND,1,0,1.0,0,0,14,32.2,38.4,82.4,,72.8,29.6,0.0,0,0,15,15,6.7,1,1,3,2022
Nicholas Morrow,51674,LB,CHI,1,1,,0,0,6,86.4,80.4,80.6,59.0,55.9,66.2,50.0,1,0,24,25,0.0,0,0,3,2022
Paulson Adebo,52280,CB,NO,1,0,5.0,0,0,20,65.4,67.3,70.3,,62.9,73.3,0.0,0,0,3,3,33.3,1,1,3,2022
Tarron Jackson,54410,ED,PHI,1,0,,0,0,24,,60.4,74.5,59.3,60.0,,,0,0,1,1,0.0,0,0,3,2022
Malcolm Koonce,55015,ED,LV,1,0,0.0,0,0,23,,89.5,68.7,69.1,60.0,69.9,0.0,0,0,1,1,100.0,1,1,3,2022
Darrick Forrest,55087,S,WAS,1,0,7.0,0,0,32,64.4,62.5,75.1,60.0,56.3,39.6,0.0,0,0,15,15,0.0,0,1,3,2022
Coby Bryant,55088,CB,SEA,1,1,,0,0,29,45.6,39.0,71.5,68.5,32.6,76.0,0.0,0,0,15,15,0.0,0,0,3,2022
Boye Mafe,55220,ED,SEA,1,0,2.3,0,0,29,60.0,60.0,74.7,60.3,79.0,74.2,0.0,0,0,9,9,22.2,2,3,3,2022
A.J. Terrell,55586,CB,ATL,1,1,2.0,0,0,2,63.9,67.6,78.7,,77.7,81.1,0.0,0,0,23,24,4.3,1,2,3,2022
Marco Wilson,55592,CB,ARZ,1,0,9.0,0,0,1,57.4,48.2,77.1,59.3,29.5,75.4,0.0,0,0,19,21,5.3,1,1,3,2022
C.J. Henderson,55593,CB,CAR,1,0,,0,0,5,45.1,47.2,77.4,,63.0,50.1,,0,0,15,16,0.0,0,0,3,2022
Lonnie Johnson Jr.,55615,S,TEN,1,0,,0,0,31,46.1,40.3,72.5,,60.0,,,0,1,1,1,0.0,0,0,3,2022
Amik Robertson,55619,CB,LV,1,0,,0,0,23,57.4,63.1,74.0,60.0,61.2,73.0,,0,0,9,9,0.0,0,0,3,2022
Jeffrey Okudah,55674,CB,DET,1,0,,1,0,11,61.3,58.0,79.2,,40.3,76.5,,0,1,25,25,0.0,0,0,3,2022
Deommodore Lenoir,55686,CB,SF,1,0,,0,0,28,62.2,61.6,74.9,55.4,60.0,64.7,,0,1,4,4,0.0,0,0,3,2022
Tariq Castro-Fields,55689,S,WAS,1,0,,0,0,32,60.2,63.1,68.5,,60.4,,,0,0,5,5,0.0,0,0,3,2022
Darious Williams,55724,CB,JAX,1,0,6.0,0,0,15,36.2,40.3,76.9,59.5,68.4,31.3,0.0,0,0,11,11,0.0,0,1,3,2022
Ja'Marcus Ingram,55738,CB,BUF,1,1,,0,0,4,52.7,59.1,74.1,,73.6,75.1,0.0,0,0,9,9,0.0,0,0,3,2022
Xavier McKinney,55775,S,NYG,1,0,4.7,0,0,21,68.5,71.6,75.1,56.8,66.9,82.9,0.0,0,0,30,33,3.3,1,3,3,2022
Kamren Curl,55800,S,WAS,1,1,4.8,0,0,32,68.5,75.6,73.6,,76.8,61.9,0.0,0,0,21,21,9.5,2,5,3,2022
Eric Stokes,55912,CB,GB,1,0,,0,0,12,76.2,75.9,77.1,,64.2,72.5,,0,0,14,15,0.0,0,0,3,2022
Bryan Cook,55940,S,KC,1,0,,0,0,16,48.2,37.0,69.7,40.3,60.0,35.8,,0,0,1,1,0.0,0,0,3,2022
Nate Hobbs,55948,CB,LV,1,0,10.0,0,0,23,56.8,62.1,76.7,,75.3,78.1,0.0,0,0,20,20,0.0,0,1,3,2022
Markquese Bell,56033,S,DAL,1,0,3.0,0,0,9,,64.6,61.7,,60.4,73.3,0.0,0,0,1,1,0.0,0,1,3,2022
Benjamin St-Juste,56061,CB,WAS,1,0,,0,0,32,79.1,78.4,77.9,,65.3,76.6,,0,0,22,22,0.0,0,0,3,2022
Keisean Nixon,56167,CB,GB,1,0,,0,0,12,54.5,55.8,75.9,,62.0,82.8,,0,0,10,11,0.0,0,0,3,2022
Darnay Holmes,56247,CB,NYG,1,0,10.0,0,0,21,60.2,46.6,74.5,57.7,29.5,33.0,50.0,1,0,14,15,0.0,0,1,3,2022
Keith Taylor,56289,CB,CAR,1,0,,0,0,5,46.0,44.9,68.7,,60.0,72.5,,0,0,2,2,0.0,0,0,3,2022
Chris Rumph II,56345,ED,LAC,1,0,,0,0,27,61.7,44.7,77.7,49.1,45.6,25.0,,0,0,20,20,0.0,0,0,3,2022
Victor Dimukeje,56347,ED,ARZ,1,0,,0,0,1,,58.4,67.4,58.7,60.0,,,0,0,1,1,0.0,0,0,3,2022
Zachary Carter,56349,DI,CIN,1,1,2.0,0,0,7,,43.2,0.0,50.7,60.9,69.0,0.0,0,1,8,8,12.5,1,1,3,2022
A.J. Epenesa,56369,ED,BUF,1,0,,0,0,4,,61.1,74.9,53.4,63.9,,,0,0,4,4,0.0,0,0,3,2022
Yetur Gross-Matos,56444,ED,CAR,1,3,4.0,0,0,5,60.0,36.2,0.0,54.9,40.4,72.7,0.0,0,1,15,15,6.7,1,1,3,2022
Patrick Johnson,56460,ED,PHI,1,0,,0,0,24,60.0,52.1,75.7,56.5,51.8,,,0,0,6,6,0.0,0,0,3,2022
Cameron Sample,56462,ED,CIN,1,2,,0,0,7,61.7,86.2,77.0,72.9,80.2,72.2,0.0,0,0,7,7,0.0,0,0,3,2022
Matt Henningsen,56484,DI,DEN,1,0,,0,0,10,,60.3,69.6,58.4,60.5,,,0,0,2,2,0.0,0,0,3,2022
Isaiah Buggs,56503,DI,DET,1,1,3.0,0,0,11,,54.6,76.9,58.1,54.0,28.4,33.3,1,0,17,17,5.9,1,1,3,2022
D.J. Davidson,56523,DI,NYG,1,0,,0,0,21,,29.5,0.0,55.8,46.7,,,0,1,5,7,0.0,0,0,3,2022
Tedarrell Slaton,56597,DI,GB,1,0,,0,0,12,,61.5,73.2,53.2,65.9,,,0,0,3,4,0.0,0,0,3,2022
Malik Herring,56616,ED,KC,1,0,1.0,0,0,16,,77.7,71.0,59.7,71.3,70.2,0.0,0,0,3,3,66.7,2,2,3,2022
Payton Turner,56624,ED,NO,1,1,,0,0,20,61.6,78.7,75.0,52.8,72.5,69.9,0.0,0,0,7,8,0.0,0,0,3,2022
Quinton Bohanna,56673,DI,DAL,1,0,-1.0,0,0,9,,48.1,76.2,52.5,51.9,67.3,0.0,0,0,7,7,14.3,1,1,3,2022
Milton Williams,56682,DI,PHI,1,1,6.0,0,0,24,,51.9,75.8,48.8,61.5,68.4,0.0,0,0,9,9,0.0,0,1,3,2022
Jonathan Garvin,56703,ED,GB,1,0,,0,0,12,,45.9,73.4,52.1,52.7,69.9,,0,0,3,4,0.0,0,0,3,2022
Kwity Paye,56713,ED,IND,1,0,1.5,0,0,14,60.0,76.3,79.9,62.0,78.6,73.0,0.0,0,0,12,12,16.7,2,2,3,2022
Jordan Elliott,56734,DI,CLV,1,1,3.0,0,0,8,62.3,33.5,76.9,50.7,29.7,69.4,0.0,0,0,19,19,5.3,1,1,3,2022
Javon Kinlaw,56834,DI,SF,1,0,1.0,0,0,28,,37.4,76.7,59.3,29.9,68.1,0.0,0,0,15,15,6.7,1,1,3,2022
Kingsley Jonathan,56856,ED,CHI,1,0,,0,0,6,,56.4,68.9,56.5,60.0,,,0,0,1,1,0.0,0,0,3,2022
Arnold Ebiketie,56862,ED,ATL,1,0,1.5,0,0,2,61.9,52.6,77.7,50.1,59.1,27.4,33.3,1,0,11,11,18.2,2,2,3,2022
Ta'Quon Graham,56868,DI,ATL,1,2,3.0,0,0,2,,77.3,77.2,74.1,67.3,72.7,0.0,0,0,14,15,7.1,1,1,3,2022
Micheal Clemons,56872,ED,NYJ,1,1,2.0,0,0,22,,78.7,77.1,61.8,76.5,71.5,0.0,0,0,9,9,11.1,1,2,3,2022
Anthony Rush,56895,DI,ATL,1,0,1.5,0,0,2,,62.2,74.5,54.0,64.9,69.0,0.0,0,0,8,9,12.5,1,2,3,2022
Jaelan Phillips,56902,ED,MIA,1,0,-2.0,0,0,17,32.0,62.9,78.4,63.6,82.6,24.2,0.0,0,0,10,10,20.0,2,2,3,2022
Dayo Odeyingbo,56923,ED,IND,1,0,0.0,0,0,14,,71.7,75.7,53.7,75.3,70.5,0.0,0,0,5,5,40.0,2,2,3,2022
Deangelo Malone,56941,ED,ATL,1,0,,0,0,2,60.0,53.5,72.9,60.5,52.0,,,0,0,4,4,0.0,0,0,3,2022
James Lynch,56962,DI,MIN,1,1,,0,0,18,,41.5,71.3,55.8,47.4,66.8,0.0,0,0,6,6,0.0,0,0,3,2022
Marlon Tuipulotu,57035,DI,PHI,1,0,3.5,0,0,24,,57.0,76.4,53.4,62.4,69.1,0.0,0,0,9,9,11.1,1,2,3,2022
Troy Andersen,57317,LB,ATL,1,0,,0,0,2,57.3,64.7,69.5,72.9,62.1,77.5,,0,0,6,6,0.0,0,0,3,2022
Tony Fields II,57698,LB,CLV,1,0,1.0,0,0,8,,79.9,65.6,,62.9,69.9,0.0,0,0,1,1,100.0,1,1,3,2022
Jalen Pitre,57737,S,HST,1,4,0.7,0,0,13,57.3,58.4,76.1,72.5,56.5,60.0,12.5,1,0,37,37,8.1,3,3,3,2022
Nate Landman,57788,LB,ATL,1,0,,0,0,2,65.4,67.4,70.7,60.0,60.0,71.4,,0,0,1,1,0.0,0,0,3,2022
Mykal Walker,57834,LB,ATL,1,1,,0,0,2,67.1,69.3,77.0,50.9,70.8,59.7,0.0,0,0,23,24,0.0,0,0,3,2022
Kyron Johnson,57890,ED,PHI,1,0,,0,0,24,,59.5,69.4,59.1,60.0,,,0,0,1,1,0.0,0,0,3,2022
Jamin Davis,57905,LB,WAS,1,0,2.7,0,0,32,68.3,73.2,72.7,53.0,75.2,79.0,0.0,0,0,20,20,15.0,3,3,3,2022
Patrick Queen,57941,LB,BLT,1,2,4.0,0,0,3,63.3,54.1,76.7,74.0,37.4,31.0,25.0,1,0,20,21,5.0,1,1,3,2022
Jacob Phillips,57942,LB,CLV,1,4,3.5,0,0,8,70.2,55.3,76.1,71.3,35.5,54.8,14.3,1,0,18,18,11.1,2,2,3,2022
Jeremiah Owusu-Koramoah,58089,LB,CLV,1,1,10.0,0,0,8,48.5,29.5,70.2,57.5,33.4,24.5,60.0,3,0,11,11,0.0,0,1,3,2022
Pete Werner,58093,LB,NO,1,1,4.5,0,0,20,52.8,46.2,76.8,61.6,47.1,42.4,10.0,1,0,29,31,20.7,6,8,3,2022
Baron Browning,58095,ED,DEN,1,0,,0,0,10,44.0,55.8,74.3,66.0,63.0,,,0,0,8,8,0.0,0,0,3,2022
Kenneth Murray,58099,LB,LAC,1,1,2.0,0,0,27,35.6,41.2,76.2,55.2,63.0,29.6,25.0,1,0,17,17,5.9,1,2,3,2022
Devin Lloyd,58238,LB,JAX,1,0,6.0,0,0,15,82.9,85.5,75.5,53.0,74.1,81.4,0.0,0,0,11,11,0.0,0,1,3,2022
